id,label,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology
66,R66,2945,331,13,30,6
67,R67,3040,338,22,553,186
68,R68,3080,20,17,108,14
69,R69,3081,155,7,0,0
70,R70,3057,158,15,175,-42
71,R71,2990,214,5,297,100
72,R72,2711,253,5,212,-15
73,R73,3091,246,22,510,172
74,R74,2772,331,24,0,0
75,R75,2803,124,12,67,11
76,R76,3128,103,8,30,-6
77,R77,3264,347,26,720,136
78,R78,2596,38,16,124,18
79,R79,2924,223,8,162,3
80,R80,2230,267,36,108,56
81,R81,2637,70,9,426,17
82,R82,3568,128,14,819,349
83,R83,3365,108,11,693,168
84,R84,2926,284,15,335,30
85,R85,2781,227,32,67,37
86,R86,2817,211,36,313,-25
87,R87,3094,48,7,85,-2
88,R88,2058,22,28,67,16
89,R89,2334,5,24,240,90
90,R90,3537,107,21,967,252
91,R91,2864,20,8,30,5
92,R92,3194,225,1,335,32
93,R93,2801,31,4,488,102
94,R94,3290,336,22,458,139
95,R95,3214,85,17,636,65
96,R96,3302,294,16,124,34
97,R97,3200,51,6,285,-6
98,R98,3005,65,4,488,117
99,R99,2995,115,13,234,33
100,R100,2258,101,6,0,0
101,R101,3114,193,4,108,3
102,R102,3199,297,8,671,-47
103,R103,3312,97,20,150,29
104,R104,2476,197,13,551,206
105,R105,3098,348,6,180,28
106,R106,2448,149,18,201,-42
107,R107,2785,329,11,162,36
108,R108,2407,297,19,108,25
109,R109,2879,22,4,306,57
110,R110,3205,173,6,127,4
111,R111,2645,42,27,242,106
112,R112,3012,30,5,85,5
113,R113,3167,258,15,30,-7
114,R114,2728,23,20,67,23
115,R115,3038,170,22,390,59
116,R116,3119,51,9,443,0
117,R117,3082,48,6,170,7
118,R118,2604,302,27,256,104
119,R119,3148,339,8,313,-37
120,R120,2529,28,22,85,7
121,R121,2763,45,11,469,33
122,R122,3280,169,22,175,41
123,R123,3270,150,27,616,168
124,R124,3145,337,13,677,104
125,R125,2270,193,27,42,14
126,R126,3162,88,8,42,3
127,R127,2782,326,9,190,32
128,R128,3188,2,18,510,25
129,R129,2797,325,28,255,31
130,R130,2750,124,7,134,27
131,R131,2296,316,18,0,0
132,R132,2742,331,24,67,39
133,R133,2601,63,11,30,3
134,R134,3018,299,9,108,21
135,R135,2669,114,8,67,-5
136,R136,3099,108,20,85,16
137,R137,3172,117,3,42,-2
138,R138,2922,100,9,90,13
139,R139,2919,144,13,242,23
140,R140,3296,68,5,153,35
141,R141,2985,49,9,342,26
142,R142,3047,45,1,891,128
143,R143,2922,209,26,849,152
144,R144,2978,11,6,524,39
145,R145,2505,66,8,60,0
146,R146,3112,61,6,216,29
147,R147,2998,288,5,912,105
148,R148,2973,58,9,335,74
149,R149,2809,85,13,30,10
150,R150,3081,154,11,212,25
151,R151,3186,71,16,60,10
152,R152,2311,136,17,108,54
153,R153,2955,229,15,450,55
154,R154,2910,132,17,335,100
155,R155,3140,297,11,67,9
156,R156,3028,27,17,201,53
157,R157,2748,12,21,30,9
158,R158,2440,173,26,216,44
159,R159,3223,275,8,85,12
160,R160,2836,110,14,67,7
161,R161,2828,57,11,0,0
162,R162,3134,13,12,182,8
163,R163,2877,49,15,470,98
164,R164,2742,29,10,510,43
165,R165,2820,247,28,124,53
166,R166,2618,314,26,234,119
167,R167,3090,349,11,60,24
168,R168,3032,59,13,120,-4
169,R169,3152,18,7,153,14
170,R170,3266,73,24,531,124
171,R171,2977,12,18,553,49
172,R172,2770,95,6,210,11
173,R173,2398,183,14,150,45
174,R174,2553,39,7,300,29
175,R175,3031,36,12,247,2
176,R176,3337,108,20,30,3
177,R177,3365,301,21,499,83
178,R178,3226,63,8,30,0
179,R179,3139,86,15,153,26
180,R180,3128,219,12,277,-14
181,R181,3069,305,6,376,0
182,R182,3384,20,22,85,24
183,R183,2566,37,22,277,76
184,R184,2948,68,14,85,19
185,R185,3261,45,7,268,20
186,R186,3059,278,16,216,59
187,R187,2910,70,19,30,-1
188,R188,2722,39,13,95,4
189,R189,3159,54,6,323,97
190,R190,3244,281,23,390,138
191,R191,3057,64,14,30,7
192,R192,3088,255,5,256,25
193,R193,2197,307,24,30,18
194,R194,2718,54,38,108,71
195,R195,2668,95,5,379,91
196,R196,3254,8,12,1071,237
197,R197,2433,54,19,90,41
198,R198,3095,88,7,120,-1
199,R199,3222,11,27,430,146
200,R200,3157,167,11,67,4
201,R201,2356,180,12,30,0
202,R202,3261,281,10,240,42
203,R203,3010,44,15,228,22
204,R204,3026,142,11,295,-1
205,R205,2733,46,21,228,69
206,R206,3298,307,5,120,14
207,R207,3049,237,7,495,103
208,R208,3185,45,7,470,68
209,R209,2801,319,17,30,0
210,R210,3016,84,10,108,6
211,R211,2820,174,27,313,157
212,R212,2999,241,2,484,-35
213,R213,3158,291,18,0,0
214,R214,3359,234,10,424,108
215,R215,3244,347,13,573,96
216,R216,3054,50,23,297,92
217,R217,2971,90,2,67,-1
218,R218,3291,295,15,376,45
219,R219,2774,110,29,108,49
220,R220,3172,17,16,0,0
221,R221,2919,256,12,351,138
222,R222,3566,32,16,684,154
223,R223,3359,155,12,90,4
224,R224,3135,15,31,268,59
225,R225,2575,355,16,60,29
226,R226,3406,30,15,618,167
227,R227,3072,18,3,192,13
228,R228,3284,220,4,446,89
229,R229,2665,49,5,180,8
230,R230,3385,114,14,421,46
231,R231,3205,176,14,127,21
232,R232,2890,290,8,95,7
233,R233,3075,282,26,170,25
234,R234,2859,309,26,85,26
235,R235,3315,91,20,153,17
236,R236,2461,283,13,30,7
237,R237,3317,325,18,424,94
238,R238,2982,20,6,702,166
239,R239,2584,184,35,60,37
240,R240,2536,88,5,0,0
241,R241,3270,277,17,467,172
242,R242,2839,197,32,350,-47
243,R243,3245,158,8,323,68
244,R244,3462,79,14,664,67
245,R245,2568,191,5,0,0
246,R246,2992,168,15,376,80
247,R247,3203,245,15,713,79
248,R248,3199,14,12,60,8
249,R249,2987,11,5,212,-22
250,R250,2645,286,9,30,4
251,R251,2999,82,22,570,189
252,R252,2947,358,28,150,66
253,R253,2758,52,9,524,87
254,R254,2965,90,9,268,26
255,R255,2576,52,14,210,38
256,R256,3056,103,8,511,-10
257,R257,2228,130,33,242,128
258,R258,2738,211,29,30,-4
259,R259,3027,164,18,430,73
260,R260,2868,42,13,484,24
261,R261,3110,39,6,258,30
262,R262,3159,10,19,433,80
263,R263,3418,173,10,421,218
264,R264,3021,330,9,693,49
265,R265,3215,316,18,277,76
266,R266,2401,128,8,201,75
267,R267,3339,81,42,190,56
268,R268,2882,325,11,30,7
269,R269,3022,171,14,85,8
270,R270,3243,45,5,607,205
271,R271,2998,130,20,85,-1
272,R272,2809,76,12,342,63
273,R273,3085,76,9,324,34
274,R274,2932,117,8,242,19
275,R275,2793,324,22,240,98
276,R276,2965,27,14,300,46
277,R277,2939,126,22,162,45
278,R278,3289,190,7,592,154
279,R279,2387,37,17,234,91
280,R280,2931,21,8,150,0
281,R281,2150,15,25,67,8
282,R282,2730,32,9,424,107
283,R283,2717,332,4,201,15
284,R284,2505,76,23,270,55
285,R285,3191,235,11,300,36
286,R286,2444,150,18,201,69
287,R287,2691,45,7,175,33
288,R288,2492,221,14,90,24
289,R289,2808,96,17,268,51
290,R290,2998,77,10,153,23
291,R291,2948,52,6,443,81
292,R292,3175,150,9,60,0
293,R293,3287,327,20,255,37
294,R294,3213,301,15,514,103
295,R295,2701,28,7,313,23
296,R296,2647,201,13,30,-1
297,R297,3248,204,11,201,26
298,R298,3071,263,13,192,17
299,R299,3074,38,8,60,11
300,R300,2849,27,15,408,115
301,R301,3360,188,13,582,111
302,R302,2663,102,15,85,28
303,R303,3132,296,36,180,65
304,R304,3231,285,17,335,83
305,R305,3135,55,12,42,2
306,R306,2978,74,14,537,-60
307,R307,2672,268,5,0,0
308,R308,2568,113,10,547,7
309,R309,2969,281,4,120,4
310,R310,2822,99,27,319,203
311,R311,2791,159,15,60,-3
312,R312,2995,202,11,162,0
313,R313,2799,18,27,201,54
314,R314,3244,47,8,108,17
315,R315,3155,287,13,255,28
316,R316,2728,145,9,120,5
317,R317,3006,147,15,297,51
318,R318,3142,205,15,300,59
319,R319,2573,63,8,170,27
320,R320,2522,105,18,127,20
321,R321,3060,359,22,630,34
322,R322,3320,94,23,534,154
323,R323,3307,210,8,420,78
324,R324,2840,226,25,67,26
325,R325,3210,158,10,162,31
326,R326,3211,227,10,376,32
327,R327,2913,72,21,95,21
328,R328,2910,108,16,551,151
329,R329,3077,38,3,60,1
330,R330,2653,104,19,306,76
331,R331,3007,22,5,30,2
332,R332,3209,47,18,698,81
333,R333,2559,91,12,272,23
334,R334,3155,0,1,335,42
335,R335,3134,333,8,484,-51
336,R336,2336,225,20,391,194
337,R337,3104,26,7,150,18
338,R338,2916,252,10,124,30
339,R339,2953,311,16,150,36
340,R340,3014,251,9,711,118
341,R341,3202,285,20,384,59
342,R342,3059,142,9,408,-3
343,R343,2685,338,16,60,10
344,R344,2848,235,15,30,3
345,R345,2857,346,13,120,30
346,R346,2788,149,11,0,0
347,R347,3037,89,12,175,3
348,R348,3123,16,16,60,4
349,R349,3355,18,9,470,107
350,R350,2847,67,7,300,95
351,R351,3227,180,9,228,66
352,R352,3436,114,6,841,242
353,R353,2467,139,15,150,26
354,R354,2700,111,12,30,4
355,R355,3037,155,18,255,16
356,R356,2685,117,11,150,41
357,R357,2311,46,29,85,41
358,R358,2769,317,9,150,19
359,R359,2908,285,31,210,137
360,R360,2806,19,16,212,27
361,R361,3252,298,36,67,3
362,R362,2327,112,28,258,76
363,R363,2496,30,16,175,53
364,R364,3080,135,5,60,-5
365,R365,2820,213,13,108,19
366,R366,2827,173,8,192,26
367,R367,2330,312,26,162,0
368,R368,2760,92,17,216,72
369,R369,3216,131,22,446,124
370,R370,2907,170,4,134,22
371,R371,2509,352,8,124,10
372,R372,3214,5,11,124,23
373,R373,3008,49,20,216,40
374,R374,2078,338,30,85,49
375,R375,3198,162,15,212,-8
376,R376,2610,204,20,30,5
377,R377,3128,334,8,525,-57
378,R378,3419,181,15,459,84
379,R379,3122,332,6,485,-63
380,R380,2487,17,25,60,28
381,R381,2817,130,26,60,14
382,R382,2492,185,29,30,17
383,R383,3011,33,12,342,31
384,R384,2791,94,15,95,20
385,R385,3237,105,13,272,41
386,R386,2628,27,7,180,83
387,R387,2722,60,11,30,5
388,R388,2666,105,13,150,32
389,R389,2652,6,12,0,0
390,R390,3168,287,12,488,63
391,R391,3014,195,17,1047,136
392,R392,3183,276,27,283,53
393,R393,2657,350,14,433,-13
394,R394,2733,55,8,190,23
395,R395,2552,9,19,90,5
396,R396,2181,72,10,30,6
397,R397,2410,52,3,170,3
398,R398,3095,45,3,277,10
399,R399,3117,4,14,417,106
400,R400,3028,76,10,175,21
401,R401,2468,58,28,150,65
402,R402,2541,55,16,350,55
403,R403,3197,57,5,569,-23
404,R404,2818,49,5,0,0
405,R405,2757,252,18,175,63
406,R406,2760,31,21,85,32
407,R407,2097,118,31,60,31
408,R408,3326,202,11,150,25
409,R409,3201,338,17,443,84
410,R410,3211,199,11,467,91
411,R411,2741,166,28,268,122
412,R412,2595,83,17,162,-5
413,R413,2212,28,36,108,68
414,R414,3152,272,13,624,107
415,R415,3072,345,11,30,6
416,R416,2886,309,10,30,3
417,R417,2490,19,9,272,47
418,R418,2671,334,24,120,61
419,R419,3499,280,15,212,85
420,R420,3090,148,6,481,-38
421,R421,3184,9,17,811,167
422,R422,3353,214,7,0,0
423,R423,2728,289,15,0,0
424,R424,2439,309,16,108,18
425,R425,2974,45,22,212,66
426,R426,2932,159,22,256,16
427,R427,3144,351,10,270,50
428,R428,3126,51,20,67,13
429,R429,2865,79,22,127,54
430,R430,2765,351,14,480,-17
431,R431,2821,101,1,85,10
432,R432,3090,34,12,30,4
433,R433,2170,8,31,255,131
434,R434,2864,248,13,60,11
435,R435,2757,288,4,134,16
436,R436,2942,66,15,624,10
437,R437,3207,71,10,95,-7
438,R438,2967,305,10,242,52
439,R439,3217,336,10,42,-7
440,R440,2675,186,22,242,126
441,R441,3199,29,20,534,123
442,R442,2661,196,29,390,224
443,R443,3022,189,6,240,0
444,R444,2557,146,23,67,26
445,R445,3036,349,11,127,24
446,R446,2733,45,32,433,258
447,R447,2900,68,4,30,-2
448,R448,2852,217,12,67,12
449,R449,2998,83,10,0,0
450,R450,3274,341,15,450,97
451,R451,3180,268,9,150,22
452,R452,2850,66,9,134,13
453,R453,2963,115,13,242,71
454,R454,2837,118,5,67,-3
455,R455,2976,77,13,30,-7
456,R456,3065,115,12,108,10
457,R457,3205,211,8,474,30
458,R458,2708,206,13,30,3
459,R459,3125,17,7,277,16
460,R460,2476,138,18,30,8
461,R461,2754,28,9,182,-11
462,R462,3352,32,9,540,98
463,R463,2831,167,28,150,69
464,R464,3196,247,4,212,-2
465,R465,2951,42,13,228,-10
466,R466,2941,41,10,120,20
467,R467,2358,45,8,470,202
468,R468,3146,130,11,228,17
469,R469,2979,223,8,319,84
470,R470,2934,144,12,240,31
471,R471,2874,64,15,0,0
472,R472,2755,50,19,150,59
473,R473,3261,262,13,531,163
474,R474,3226,124,5,552,77
475,R475,2622,72,12,127,10
476,R476,2449,313,31,60,24
477,R477,2319,340,14,467,138
478,R478,3225,136,26,690,71
479,R479,3270,97,8,552,79
480,R480,2916,87,5,300,16
481,R481,3311,329,15,218,-20
482,R482,3147,47,34,0,0
483,R483,3311,255,5,108,21
484,R484,3385,297,16,300,85
485,R485,3319,66,13,30,-3
486,R486,3252,312,13,256,38
487,R487,2848,305,22,283,82
488,R488,2749,49,4,150,26
489,R489,2968,338,21,85,24
490,R490,2925,106,26,313,120
491,R491,2514,51,10,484,36
492,R492,3312,317,10,301,60
493,R493,2633,323,7,240,-13
494,R494,2783,87,10,342,24
495,R495,3067,64,19,67,26
496,R496,3211,250,18,644,145
497,R497,3162,32,9,272,20
498,R498,2622,356,4,182,10
499,R499,3201,216,12,295,-5
500,R500,3013,43,12,845,194
501,R501,3056,152,11,150,15
502,R502,3202,92,7,382,14
503,R503,2991,51,23,283,69
504,R504,2633,107,7,0,0
505,R505,2871,31,3,450,59
506,R506,2259,8,24,120,-6
507,R507,3330,148,12,30,-9
508,R508,3223,11,1,108,5
509,R509,2970,280,16,234,53
510,R510,3288,302,15,834,18
511,R511,2656,32,17,60,24
512,R512,3039,352,32,384,51
513,R513,3057,62,14,450,133
514,R514,2939,80,8,366,49
515,R515,2794,19,16,67,-4
516,R516,3064,145,11,150,46
517,R517,3103,30,14,446,22
518,R518,3138,297,10,30,6
519,R519,2729,265,31,150,83
520,R520,2935,154,13,60,7
521,R521,2915,347,4,42,2
522,R522,2552,0,13,120,19
523,R523,2942,140,12,134,29
524,R524,2862,200,24,192,86
525,R525,3096,180,12,421,-12
526,R526,2602,299,29,182,113
527,R527,2559,67,14,300,30
528,R528,2219,290,31,295,124
529,R529,3218,122,9,552,43
530,R530,2988,76,14,85,15
531,R531,2801,56,5,175,23
532,R532,2903,38,8,408,33
533,R533,3027,121,15,541,-56
534,R534,3051,221,16,108,33
535,R535,2850,42,12,162,37
536,R536,2998,233,9,532,82
537,R537,3123,86,15,384,65
538,R538,3122,56,3,201,7
539,R539,3021,36,8,30,0
540,R540,3116,11,12,210,23
541,R541,2261,313,15,268,136
542,R542,2637,137,28,443,228
543,R543,3139,98,7,90,7
544,R544,3256,157,12,256,50
545,R545,2816,182,6,301,35
546,R546,2852,69,11,108,13
547,R547,2833,95,18,0,0
548,R548,3188,283,3,127,2
549,R549,3095,130,21,120,16
550,R550,2955,80,28,85,38
551,R551,2913,191,4,408,4
552,R552,2873,283,20,511,225
553,R553,3172,21,13,457,48
554,R554,3318,85,16,631,27
555,R555,3017,48,7,510,-5
556,R556,3551,314,26,295,139
557,R557,2870,4,23,42,8
558,R558,3172,279,10,60,10
559,R559,1952,63,16,30,-5
560,R560,3379,153,23,408,95
561,R561,3217,124,24,242,67
562,R562,2860,344,18,134,42
563,R563,3318,74,18,306,28
564,R564,2818,96,7,95,7
565,R565,2594,161,14,60,11
566,R566,3264,309,3,882,133
567,R567,2938,239,12,60,20
568,R568,2982,295,12,812,-86
569,R569,2788,45,13,30,5
570,R570,2537,286,20,60,2
571,R571,2793,27,8,0,0
572,R572,3211,149,18,306,66
573,R573,3033,67,14,192,49
574,R574,2918,88,15,108,37
575,R575,3329,147,14,108,6
576,R576,3292,90,20,424,97
577,R577,3067,14,16,277,37
578,R578,3097,51,10,272,57
579,R579,2715,61,28,67,27
580,R580,3165,15,25,30,10
581,R581,3179,196,16,190,88
582,R582,2792,23,23,0,0
583,R583,2863,308,26,134,55
584,R584,3000,338,16,150,62
585,R585,2918,25,7,408,41
586,R586,2820,144,7,272,10
587,R587,3035,82,16,534,57
588,R588,3074,197,7,648,-43
589,R589,3242,270,14,95,24
590,R590,2907,231,16,390,150
591,R591,3067,29,16,297,41
592,R592,3017,81,19,170,58
593,R593,2955,215,18,192,65
594,R594,3142,135,13,190,42
595,R595,2825,143,17,42,12
596,R596,3159,333,8,339,-26
597,R597,2817,231,6,124,23
598,R598,2977,346,10,210,29
599,R599,3139,59,3,738,98
600,R600,2591,144,4,124,43
601,R601,2727,330,21,242,25
602,R602,3393,119,15,722,64
603,R603,3292,225,5,488,97
604,R604,2999,30,8,0,0
605,R605,3280,105,20,127,37
606,R606,2548,91,10,524,2
607,R607,2853,99,18,90,25
608,R608,3324,299,7,612,2
609,R609,3131,94,13,180,18
610,R610,2933,61,8,0,0
611,R611,3382,153,4,834,201
612,R612,2637,149,21,67,4
613,R613,3113,326,22,150,27
614,R614,2384,29,12,150,16
615,R615,3362,141,28,450,154
616,R616,2951,156,3,150,17
617,R617,2179,153,27,162,30
618,R618,3079,295,5,450,69
619,R619,3130,0,12,228,16
620,R620,2881,46,26,268,103
621,R621,2965,67,12,417,46
622,R622,2910,308,26,60,-4
623,R623,3000,2,16,313,141
624,R624,2993,10,5,450,56
625,R625,2572,231,10,390,73
626,R626,3119,142,8,60,3
627,R627,2922,165,25,190,83
628,R628,2831,97,13,212,76
629,R629,2671,115,10,95,-6
630,R630,3155,90,9,446,29
631,R631,3170,278,7,162,25
632,R632,3099,266,11,366,33
633,R633,3129,204,8,85,21
634,R634,3011,169,5,492,97
635,R635,2737,303,25,85,35
636,R636,2613,245,22,390,187
637,R637,3197,208,22,175,39
638,R638,2273,281,32,335,189
639,R639,2605,16,12,42,2
640,R640,3319,101,15,255,34
641,R641,2842,96,5,430,58
642,R642,2982,170,17,228,-25
643,R643,3049,86,14,150,8
644,R644,2276,293,37,182,104
645,R645,3021,28,10,446,49
646,R646,2900,121,17,124,17
647,R647,3222,24,11,768,77
648,R648,3129,256,12,216,32
649,R649,2577,320,24,67,16
650,R650,2859,68,14,85,3
651,R651,3234,122,30,404,128
652,R652,3349,295,17,408,128
653,R653,2978,219,10,541,69
654,R654,2987,105,9,297,74
655,R655,3220,239,1,430,36
656,R656,2945,62,17,150,29
657,R657,3336,313,8,240,35
658,R658,2839,95,22,30,13
659,R659,2784,173,20,120,0
660,R660,2729,70,32,90,-30
661,R661,2516,10,7,30,0
662,R662,3183,327,14,256,45
663,R663,2519,61,14,283,91
664,R664,3061,355,11,162,23
665,R665,3229,162,13,67,-18
666,R666,3026,312,14,192,47
667,R667,3155,131,15,134,16
668,R668,3035,300,17,67,8
669,R669,3050,87,4,127,-12
670,R670,2938,45,5,0,0
671,R671,3100,90,9,720,46
672,R672,3127,54,10,258,52
673,R673,2464,204,14,85,22
674,R674,2806,60,26,175,72
675,R675,3251,94,30,67,24
676,R676,3100,101,15,124,20
677,R677,3202,298,7,582,55
678,R678,3129,15,13,120,6
679,R679,3188,80,13,330,69
680,R680,2809,123,15,240,7
681,R681,2896,109,14,182,41
682,R682,2660,79,11,0,0
683,R683,3161,90,1,170,19
684,R684,2617,178,8,0,0
685,R685,2929,343,11,510,31
686,R686,3445,98,10,0,0
687,R687,2236,324,32,240,169
688,R688,2687,21,12,0,0
689,R689,3375,205,18,90,17
690,R690,2308,315,14,134,1
691,R691,2742,124,5,218,1
692,R692,3254,36,12,324,33
693,R693,3201,149,15,295,74
694,R694,2614,23,12,319,87
695,R695,3072,355,25,720,46
696,R696,3011,315,1,30,0
697,R697,3292,342,6,90,0
698,R698,3173,315,6,212,21
699,R699,2932,31,11,30,0
700,R700,3147,122,31,404,135
701,R701,2882,315,21,361,63
702,R702,3102,153,4,30,0
703,R703,2719,6,5,67,-3
704,R704,2963,13,3,108,18
705,R705,3145,117,11,85,10
706,R706,2975,95,8,0,0
707,R707,2962,64,7,408,62
708,R708,3158,94,29,560,53
709,R709,3074,344,8,108,10
710,R710,3028,351,7,30,4
711,R711,3163,36,11,379,27
712,R712,3018,201,22,210,6
713,R713,2890,159,14,216,55
714,R714,2978,118,19,182,20
715,R715,3011,336,13,162,36
716,R716,2746,319,5,443,41
717,R717,3188,312,6,108,20
718,R718,2511,162,21,180,-38
719,R719,3137,41,16,67,4
720,R720,2907,92,25,240,105
721,R721,3250,27,14,541,191
722,R722,2878,132,11,390,90
723,R723,2985,55,8,408,-4
724,R724,2975,71,10,150,16
725,R725,2896,144,6,30,-3
726,R726,3233,235,9,541,89
727,R727,2472,11,4,180,21
728,R728,3136,326,7,124,-10
729,R729,2626,79,15,594,30
730,R730,2986,315,2,379,26
731,R731,2703,108,10,258,17
732,R732,2872,110,18,240,70
733,R733,3341,184,12,330,73
734,R734,3021,7,11,541,39
735,R735,2935,133,8,192,23
736,R736,3077,342,2,649,43
737,R737,2468,47,8,30,-3
738,R738,3034,12,39,309,163
739,R739,3223,341,22,685,40
740,R740,2731,332,30,190,62
741,R741,2753,58,9,532,99
742,R742,3108,290,6,108,-10
743,R743,3100,144,13,153,-6
744,R744,2326,70,22,67,10
745,R745,2794,67,10,418,-6
746,R746,2706,319,15,120,39
747,R747,3074,331,8,309,17
748,R748,3116,29,12,660,-58
749,R749,2904,210,23,170,13
750,R750,3172,114,17,309,72
751,R751,2383,76,19,90,53
752,R752,2509,262,13,150,25
753,R753,3034,40,8,90,-10
754,R754,3217,55,21,210,18
755,R755,2955,113,19,256,74
756,R756,2840,196,23,361,83
757,R757,3181,139,14,240,48
758,R758,2781,299,6,228,44
759,R759,2826,93,9,30,3
760,R760,3299,52,13,134,8
761,R761,2576,0,11,242,6
762,R762,3265,68,7,210,107
763,R763,2590,92,14,216,62
764,R764,3120,350,4,655,66
765,R765,3006,277,11,90,14
766,R766,2625,352,21,42,14
767,R767,3148,311,15,234,53
768,R768,2952,28,11,484,43
769,R769,2603,84,11,234,35
770,R770,3194,108,2,457,42
771,R771,3185,90,9,67,13
772,R772,2836,33,8,85,13
773,R773,3198,43,10,60,-1
774,R774,3219,114,18,277,37
775,R775,2595,18,9,150,25
776,R776,2894,118,18,85,16
777,R777,2903,83,25,190,83
778,R778,3253,76,12,624,121
779,R779,3336,116,11,60,7
780,R780,3416,41,30,810,134
781,R781,3396,65,23,0,0
782,R782,3070,211,15,1221,189
783,R783,2799,171,11,108,8
784,R784,3133,359,13,60,12
785,R785,2876,61,18,666,188
786,R786,3043,319,11,67,11
787,R787,3086,63,5,426,46
788,R788,2719,179,29,300,135
789,R789,2995,69,30,175,50
790,R790,3206,64,7,212,-28
791,R791,2988,51,6,153,0
792,R792,2949,239,13,450,46
793,R793,3145,43,21,480,49
794,R794,2699,349,10,212,21
795,R795,2736,167,3,0,0
796,R796,3314,96,2,641,176
797,R797,2962,121,22,134,43
798,R798,3028,35,20,840,262
799,R799,3206,96,15,430,115
800,R800,3114,4,11,295,96
801,R801,3135,162,8,150,-3
802,R802,3260,300,25,175,44
803,R803,3169,357,26,716,65
804,R804,2805,175,5,430,72
805,R805,3169,47,13,240,-8
806,R806,3122,173,15,630,74
807,R807,2862,205,15,319,161
808,R808,3064,11,15,234,33
809,R809,3189,357,17,192,25
810,R810,3327,160,36,256,170
811,R811,3399,330,37,258,135
812,R812,2885,216,13,30,6
813,R813,2571,351,16,391,50
814,R814,3102,331,10,108,9
815,R815,2379,61,22,150,52
816,R816,3313,331,6,690,43
817,R817,2760,84,15,108,16
818,R818,3142,123,18,175,4
819,R819,1925,24,20,212,74
820,R820,2941,279,22,270,170
821,R821,2985,277,12,598,82
822,R822,3054,92,15,242,43
823,R823,3144,84,6,371,35
824,R824,3207,138,21,693,0
825,R825,2611,68,11,90,-8
826,R826,3152,133,16,283,74
827,R827,2136,298,21,127,63
828,R828,2926,86,10,350,36
829,R829,2974,2,18,42,2
830,R830,3196,101,1,511,-17
831,R831,2889,319,30,201,60
832,R832,2692,347,17,190,69
833,R833,3249,56,11,234,-5
834,R834,2383,123,14,60,13
835,R835,3037,0,9,182,46
836,R836,2830,237,17,30,6
837,R837,2863,6,17,67,18
838,R838,2990,358,11,30,3
839,R839,2958,303,17,30,5
840,R840,2957,107,27,470,152
841,R841,2225,351,23,234,69
842,R842,2399,70,20,30,12
843,R843,3218,85,9,641,50
844,R844,3041,148,12,182,26
845,R845,2739,159,22,210,73
846,R846,3031,343,13,30,6
847,R847,2967,106,4,127,21
848,R848,2834,280,24,592,73
849,R849,2654,52,28,247,127
850,R850,2619,123,24,297,62
851,R851,3319,312,15,524,91
852,R852,2526,131,31,256,-23
853,R853,3228,23,14,210,29
854,R854,2669,175,11,0,0
855,R855,2873,296,13,182,-10
856,R856,2965,65,7,150,13
857,R857,3272,130,8,170,27
858,R858,3053,39,23,247,37
859,R859,3076,58,4,324,35
860,R860,2967,279,6,0,0
861,R861,2717,23,9,450,105
862,R862,3059,87,24,351,123
