id,label,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology
131,R131,3084,137,32,566,203
132,R132,3447,342,37,313,164
133,R133,2981,32,12,503,5
134,R134,3039,333,17,323,27
135,R135,2991,202,8,569,-29
136,R136,3029,284,13,577,-91
137,R137,2900,122,7,240,11
138,R138,2955,2,6,511,13
139,R139,2893,70,13,30,7
140,R140,2628,320,8,342,72
141,R141,3169,352,7,342,132
142,R142,3359,144,14,810,202
143,R143,2680,61,15,60,11
144,R144,2906,6,6,541,22
145,R145,3098,193,16,309,39
146,R146,2756,84,5,42,0
147,R147,2985,86,14,212,53
148,R148,2941,347,4,0,0
149,R149,3216,51,23,190,121
150,R150,3258,157,11,30,1
151,R151,3038,305,22,124,39
152,R152,3250,38,8,642,29
153,R153,2523,4,15,30,9
154,R154,3207,313,13,42,9
155,R155,2959,186,14,391,38
156,R156,3234,189,14,569,118
157,R157,2972,327,11,309,78
158,R158,3180,308,38,30,21
159,R159,2756,333,10,85,3
160,R160,3095,74,19,371,-14
161,R161,3156,158,10,30,4
162,R162,2955,34,16,67,1
163,R163,3209,45,3,67,2
164,R164,3059,24,3,60,-3
165,R165,2922,131,16,182,82
166,R166,3252,99,16,283,59
167,R167,3195,128,6,331,0
168,R168,2362,71,26,371,120
169,R169,3014,250,5,808,49
170,R170,2887,173,22,90,17
171,R171,3343,225,11,342,75
172,R172,3074,36,6,30,1
173,R173,2955,112,9,30,0
174,R174,3185,47,8,108,-5
175,R175,2627,157,2,0,0
176,R176,3213,163,11,283,50
177,R177,2861,138,12,108,11
178,R178,3436,313,29,937,265
179,R179,2312,111,26,234,61
180,R180,2479,353,6,150,28
181,R181,2962,106,7,153,30
182,R182,2570,225,11,376,71
183,R183,3008,121,13,90,-9
184,R184,3036,88,18,499,97
185,R185,3287,312,12,671,62
186,R186,2838,101,10,67,14
187,R187,3101,280,17,182,59
188,R188,3333,357,17,912,130
189,R189,2856,51,10,256,43
190,R190,3327,275,6,331,59
191,R191,2999,277,4,470,-35
192,R192,2748,33,7,67,-9
193,R193,3057,177,14,85,7
194,R194,3254,140,7,426,63
195,R195,2905,85,24,85,-10
196,R196,2960,355,3,150,11
197,R197,3218,336,3,42,1
198,R198,2736,328,11,277,11
199,R199,3097,344,15,67,21
200,R200,2811,332,11,30,3
201,R201,2774,13,17,124,40
202,R202,3286,35,10,540,17
203,R203,3096,353,12,417,16
204,R204,2707,83,35,90,66
205,R205,3509,221,5,430,62
206,R206,3125,3,9,247,44
207,R207,2752,23,8,150,13
208,R208,3208,32,6,713,64
209,R209,2688,83,16,30,-1
210,R210,3243,198,1,0,0
211,R211,2933,219,23,212,74
212,R212,2905,215,14,300,59
213,R213,2995,37,16,30,4
214,R214,2984,338,8,85,0
215,R215,2878,65,13,201,8
216,R216,3260,349,11,60,13
217,R217,3305,120,9,95,14
218,R218,3305,306,17,285,84
219,R219,2995,178,20,300,132
220,R220,2843,169,28,474,177
221,R221,2759,347,13,216,41
222,R222,3324,232,11,492,45
223,R223,2942,124,22,677,276
224,R224,3277,21,3,283,87
225,R225,2774,63,18,30,1
226,R226,2904,54,15,216,-23
227,R227,2315,39,12,0,0
228,R228,3140,73,9,0,0
229,R229,3160,33,20,216,15
230,R230,2559,25,21,190,77
231,R231,3335,104,21,319,13
232,R232,2533,32,12,300,29
233,R233,3083,186,27,150,29
234,R234,2634,78,12,488,96
235,R235,2993,327,10,390,8
236,R236,3419,94,14,420,134
237,R237,3229,34,7,437,5
238,R238,2948,86,4,30,-4
239,R239,2743,176,10,170,34
240,R240,3126,349,5,607,56
241,R241,2952,79,1,134,4
242,R242,3160,316,19,30,8
243,R243,3424,52,23,95,-12
244,R244,2741,173,14,60,5
245,R245,2033,83,12,0,0
246,R246,2964,252,17,175,60
247,R247,2719,81,5,0,0
248,R248,2869,96,18,182,56
249,R249,2847,63,20,180,83
250,R250,3059,239,12,124,28
251,R251,2812,70,6,295,74
252,R252,3179,299,24,454,83
253,R253,2626,24,22,108,34
254,R254,2691,260,13,108,24
255,R255,2971,100,11,67,8
256,R256,2950,108,22,170,39
257,R257,2392,9,18,127,56
258,R258,2988,11,10,108,-4
259,R259,2944,217,12,700,108
260,R260,3223,78,12,607,118
261,R261,3142,62,8,270,56
262,R262,2949,0,17,42,10
263,R263,2803,216,31,85,40
264,R264,2970,180,5,268,28
265,R265,3181,303,12,42,3
266,R266,3144,3,12,376,53
267,R267,2996,186,19,417,145
268,R268,3024,121,17,446,118
269,R269,3244,62,16,579,76
270,R270,2432,137,10,30,-9
271,R271,3253,16,3,573,205
272,R272,2816,32,13,120,18
273,R273,2638,276,9,450,97
274,R274,2616,41,20,120,16
275,R275,3139,33,13,150,30
276,R276,3217,119,14,180,-18
277,R277,1982,47,18,108,22
278,R278,2310,91,13,323,176
279,R279,3393,59,10,90,3
280,R280,2510,268,15,90,16
281,R281,2643,188,16,210,-40
282,R282,3360,268,11,824,184
283,R283,2690,146,17,60,10
284,R284,3481,6,13,594,221
285,R285,2983,89,12,30,-5
286,R286,3128,328,9,270,-18
287,R287,2676,10,16,30,3
288,R288,3374,189,14,633,168
289,R289,2256,15,31,201,40
290,R290,2496,19,14,60,4
291,R291,2918,71,14,366,36
292,R292,2633,220,41,30,20
293,R293,3264,330,11,90,20
294,R294,3014,170,12,760,105
295,R295,2544,45,5,182,0
296,R296,3434,276,5,1275,122
297,R297,2179,13,30,108,40
298,R298,2942,81,12,90,19
299,R299,3189,83,25,268,85
300,R300,2847,146,20,182,44
301,R301,2790,111,8,242,40
302,R302,2597,119,9,390,52
303,R303,3360,20,12,295,56
304,R304,2701,135,17,42,13
305,R305,3458,113,14,636,63
306,R306,3317,263,14,85,13
307,R307,3237,255,17,470,102
308,R308,3158,315,9,0,0
309,R309,2846,138,11,228,30
310,R310,3098,346,8,306,13
311,R311,3069,304,24,60,28
312,R312,2994,121,4,459,55
313,R313,3445,227,9,760,245
314,R314,3185,29,12,150,10
315,R315,2856,35,13,300,57
316,R316,2844,40,11,366,82
317,R317,3002,45,1,162,21
318,R318,3030,156,16,240,27
319,R319,3014,288,7,361,94
320,R320,3041,65,25,391,82
321,R321,2718,51,13,361,-11
322,R322,2940,301,1,134,3
323,R323,2575,201,8,30,2
324,R324,2962,50,11,443,-8
325,R325,2981,142,11,150,23
326,R326,3281,7,6,540,11
327,R327,2077,99,26,285,117
328,R328,3208,90,14,108,-3
329,R329,3364,357,13,210,15
330,R330,2893,43,10,108,15
331,R331,3243,346,11,360,83
332,R332,3244,112,7,85,4
333,R333,2108,100,29,153,99
334,R334,2959,211,4,382,46
335,R335,3316,89,33,30,15
336,R336,2500,339,12,162,47
337,R337,3237,229,17,532,121
338,R338,3224,356,10,1015,33
339,R339,3013,343,16,60,0
340,R340,3089,49,34,90,52
341,R341,2322,38,19,153,59
342,R342,3025,53,12,726,198
343,R343,2530,359,22,342,43
344,R344,3095,358,8,127,13
345,R345,2812,110,10,335,16
346,R346,2965,135,10,301,138
347,R347,2785,79,16,201,72
348,R348,3089,101,10,270,1
349,R349,2880,90,1,0,0
350,R350,3213,174,13,283,39
351,R351,2765,62,5,361,42
352,R352,3246,149,10,270,36
353,R353,2478,208,31,85,40
354,R354,3238,75,7,60,-3
355,R355,2942,270,10,595,22
356,R356,2568,126,18,150,37
357,R357,2540,48,7,255,32
358,R358,2865,8,8,30,1
359,R359,2739,79,8,270,-10
360,R360,3026,55,21,510,216
361,R361,2639,5,17,42,7
362,R362,3086,60,18,108,17
363,R363,2567,32,22,30,3
364,R364,3024,245,22,690,118
365,R365,2895,317,11,268,30
366,R366,3264,211,3,210,30
367,R367,3202,182,7,0,0
368,R368,3113,329,13,469,7
369,R369,3019,11,14,150,33
370,R370,3107,228,7,30,4
371,R371,2940,241,5,421,9
372,R372,2999,125,12,543,51
373,R373,2763,29,10,0,0
374,R374,3218,294,18,301,20
375,R375,2399,319,18,67,8
376,R376,2906,106,11,42,6
377,R377,2811,43,11,30,5
378,R378,3091,357,5,626,37
379,R379,3025,76,6,85,26
380,R380,2968,216,18,228,112
381,R381,2723,143,30,67,28
382,R382,3238,122,14,696,122
383,R383,3394,279,10,212,17
384,R384,2975,250,29,371,216
385,R385,3093,114,9,0,0
386,R386,3363,60,29,120,78
387,R387,3054,36,14,1158,256
388,R388,2805,36,10,42,1
389,R389,3279,60,12,192,25
390,R390,2831,302,27,499,77
391,R391,3150,63,11,270,-24
392,R392,2794,324,9,418,67
393,R393,3042,17,6,579,62
394,R394,2899,230,28,175,67
395,R395,2934,39,21,242,86
396,R396,2689,266,34,120,55
397,R397,2942,82,10,0,0
398,R398,3052,276,2,339,31
399,R399,3213,64,12,42,0
400,R400,2343,111,24,295,49
401,R401,3230,344,21,466,133
402,R402,2950,60,7,850,184
403,R403,2108,295,38,272,214
404,R404,2870,264,16,67,-10
405,R405,2696,76,2,153,4
406,R406,2359,315,15,180,105
407,R407,2820,36,12,420,85
408,R408,2660,60,12,408,-12
409,R409,2658,100,11,404,32
410,R410,2968,254,9,551,70
411,R411,2938,70,18,150,0
412,R412,2470,52,30,300,103
413,R413,2844,111,10,60,7
414,R414,2577,358,25,42,12
415,R415,3386,155,19,255,36
416,R416,2649,0,18,216,66
417,R417,3165,0,3,256,49
418,R418,3420,285,27,272,69
419,R419,2133,298,32,297,224
420,R420,2922,97,12,85,13
421,R421,2844,67,13,492,56
422,R422,2917,71,16,417,53
423,R423,3165,242,11,582,16
424,R424,2597,116,24,150,46
425,R425,3202,110,44,242,89
426,R426,3294,210,19,510,118
427,R427,3123,215,11,616,63
428,R428,3254,345,14,162,29
429,R429,3181,306,15,847,-21
430,R430,2718,84,7,30,0
431,R431,2750,77,13,366,47
432,R432,2776,8,14,182,43
433,R433,2870,292,22,390,-13
434,R434,3082,270,11,577,166
435,R435,3060,359,43,127,27
436,R436,2998,8,5,242,16
437,R437,2958,287,8,192,27
438,R438,3025,197,15,771,123
439,R439,2309,352,24,150,50
440,R440,2938,28,8,0,0
441,R441,3059,86,14,212,30
442,R442,2851,53,7,484,85
443,R443,3353,94,8,300,27
444,R444,2743,26,13,90,0
445,R445,2344,148,7,216,78
446,R446,2754,94,21,30,-10
447,R447,3249,122,14,309,51
448,R448,3229,35,17,566,153
449,R449,2528,128,9,190,18
450,R450,2963,305,13,268,73
451,R451,3361,43,28,603,146
452,R452,2948,153,7,134,18
453,R453,3090,22,17,722,174
454,R454,2771,315,18,108,10
455,R455,3153,252,6,90,13
456,R456,2759,11,4,85,8
457,R457,2958,345,7,511,27
458,R458,3196,348,8,418,70
459,R459,2793,174,7,0,0
460,R460,2887,188,14,534,250
461,R461,2601,40,18,170,54
462,R462,3132,155,20,210,-1
463,R463,3094,42,7,330,93
464,R464,3228,66,17,0,0
465,R465,3047,339,14,513,197
466,R466,3284,180,14,696,149
467,R467,2969,31,16,210,24
468,R468,3110,25,19,552,118
469,R469,3060,117,6,90,-14
470,R470,3061,0,4,0,0
471,R471,2990,331,17,300,62
472,R472,2613,340,28,313,176
473,R473,3031,121,17,90,6
474,R474,2885,113,16,210,75
475,R475,2942,352,5,607,36
476,R476,3200,270,7,365,13
477,R477,3156,338,20,365,80
478,R478,3135,173,19,990,87
479,R479,3140,72,2,751,59
480,R480,3357,50,4,726,66
481,R481,2902,74,8,537,86
482,R482,2780,122,17,67,23
483,R483,3212,71,14,402,97
484,R484,3031,29,19,218,56
485,R485,2764,78,8,108,28
486,R486,3271,96,7,573,80
487,R487,3058,14,4,150,8
488,R488,3016,313,13,67,9
489,R489,3277,345,8,162,36
490,R490,3243,58,13,85,23
491,R491,3267,85,10,484,62
492,R492,2932,227,9,120,11
493,R493,3216,24,14,769,90
494,R494,3235,331,15,67,13
495,R495,2816,79,8,182,25
496,R496,2952,227,18,484,66
497,R497,2876,57,22,95,19
498,R498,3044,180,14,408,49
499,R499,2873,149,21,313,122
500,R500,2920,99,16,658,37
501,R501,2700,72,12,342,76
502,R502,3321,92,22,553,155
503,R503,2833,90,26,182,54
504,R504,2959,339,6,402,58
505,R505,2918,33,12,0,0
506,R506,2130,323,35,95,57
507,R507,3159,317,16,228,59
508,R508,2945,97,12,268,105
509,R509,2101,261,27,170,78
510,R510,3201,119,12,30,5
511,R511,3340,321,15,120,38
512,R512,2826,353,23,400,186
513,R513,3385,199,9,541,-7
514,R514,3009,35,16,60,4
515,R515,3190,172,12,256,99
516,R516,2758,321,16,60,5
517,R517,3155,75,22,360,114
518,R518,2954,3,5,42,1
519,R519,3139,344,17,404,132
520,R520,3160,149,11,67,11
521,R521,3337,93,32,120,69
522,R522,2775,337,29,67,49
523,R523,3115,19,9,0,0
524,R524,2946,158,14,371,60
525,R525,2759,8,14,153,37
526,R526,2772,320,14,175,76
527,R527,3089,321,9,60,14
528,R528,3252,269,16,457,-78
529,R529,2984,177,25,1003,189
530,R530,2945,108,10,150,16
531,R531,3155,25,9,150,13
532,R532,2649,58,13,60,11
533,R533,3150,261,17,551,103
534,R534,2937,18,5,67,3
535,R535,3304,334,14,247,-27
536,R536,3195,255,5,150,8
537,R537,3061,45,1,0,0
538,R538,2973,4,19,150,37
539,R539,2949,111,16,108,24
540,R540,2932,270,3,361,55
541,R541,3177,94,15,212,72
542,R542,2711,276,43,180,73
543,R543,2945,319,16,127,34
544,R544,3043,70,7,150,8
545,R545,3084,31,21,531,100
546,R546,2921,183,18,150,39
547,R547,2709,83,13,150,16
548,R548,2799,121,8,350,1
549,R549,3267,6,7,577,119
550,R550,3124,10,18,190,3
551,R551,3410,133,10,301,210
552,R552,2825,353,10,134,18
553,R553,2908,308,13,190,-17
554,R554,2648,104,12,90,35
555,R555,3004,101,4,60,13
556,R556,2805,122,22,124,39
557,R557,3060,30,16,67,-1
558,R558,2122,288,35,120,45
559,R559,3079,282,13,268,3
560,R560,2601,106,14,256,56
561,R561,3155,0,9,351,13
562,R562,3279,149,14,90,12
563,R563,2286,303,32,255,-26
564,R564,3069,34,14,514,36
565,R565,3008,141,10,418,43
566,R566,2828,49,9,270,11
567,R567,2854,90,28,268,62
568,R568,3078,337,21,350,64
569,R569,3187,325,14,42,0
570,R570,3237,126,6,124,16
571,R571,3099,3,10,350,15
572,R572,3058,268,25,564,96
573,R573,3207,99,18,150,7
574,R574,3215,348,26,350,77
575,R575,3096,329,8,361,-24
576,R576,2994,11,10,658,91
577,R577,2739,144,6,30,-4
578,R578,3283,307,14,805,212
579,R579,2754,124,9,0,0
580,R580,2474,270,7,361,153
581,R581,3186,22,3,0,0
582,R582,2876,220,24,300,95
583,R583,3018,320,15,426,178
584,R584,3031,45,17,495,112
585,R585,2922,11,10,210,-16
586,R586,2792,182,24,60,18
587,R587,3006,170,13,270,27
588,R588,3039,189,5,297,60
589,R589,2455,36,25,85,8
590,R590,3068,294,19,532,157
591,R591,2787,294,36,323,138
592,R592,2787,5,8,153,8
593,R593,3193,197,9,297,31
594,R594,3294,111,22,342,118
595,R595,3106,300,11,175,25
596,R596,2953,311,16,150,36
597,R597,2919,356,7,134,6
598,R598,2800,313,17,190,50
599,R599,3164,216,7,335,43
600,R600,2019,110,22,0,0
601,R601,3020,183,5,391,0
602,R602,2462,234,35,85,48
603,R603,3259,48,21,268,70
604,R604,3294,115,31,402,-27
605,R605,2386,200,28,60,30
606,R606,3079,338,3,571,36
607,R607,3213,304,5,85,6
608,R608,3194,274,9,454,19
609,R609,3190,118,9,108,-1
610,R610,3288,354,11,450,99
611,R611,2680,122,30,150,66
612,R612,2916,148,12,30,3
613,R613,2651,51,21,95,45
614,R614,3060,18,2,134,15
615,R615,2913,60,23,134,27
616,R616,2929,350,13,60,11
617,R617,3272,255,7,85,7
618,R618,2569,32,15,365,29
619,R619,3279,316,15,594,72
620,R620,2448,224,25,30,3
621,R621,2176,300,28,192,100
622,R622,3326,126,9,150,4
623,R623,3129,45,7,216,29
624,R624,3195,321,10,153,15
625,R625,3206,107,5,67,1
626,R626,3170,219,13,240,35
627,R627,2777,54,11,90,3
628,R628,2614,120,44,85,58
629,R629,2941,298,15,190,26
630,R630,3215,164,8,255,15
631,R631,3123,132,13,531,64
632,R632,2929,179,21,313,83
633,R633,3291,318,7,592,107
634,R634,3128,228,15,351,25
635,R635,2895,4,3,404,59
636,R636,2957,202,15,721,157
637,R637,3102,122,14,192,-2
638,R638,2389,245,10,216,22
639,R639,3025,56,19,960,-34
640,R640,3078,270,3,240,-10
641,R641,3075,142,5,60,-7
642,R642,3188,169,29,451,120
643,R643,3143,166,19,180,4
644,R644,2917,322,5,192,45
645,R645,3072,59,11,342,-11
646,R646,2773,98,2,228,30
647,R647,3030,315,8,301,-4
648,R648,2103,36,15,30,5
649,R649,3213,172,7,150,11
650,R650,3412,246,16,162,34
651,R651,2481,223,35,360,84
652,R652,2637,300,37,170,75
653,R653,3139,37,21,417,46
654,R654,3307,262,12,124,18
655,R655,2856,246,21,42,16
656,R656,3261,33,13,592,202
657,R657,2182,336,37,134,73
658,R658,2584,81,10,300,-35
659,R659,2812,29,10,30,4
660,R660,3104,186,25,95,19
661,R661,3001,56,11,124,34
662,R662,3250,85,11,589,0
663,R663,2915,98,12,153,6
664,R664,3001,96,6,511,16
665,R665,3006,232,10,60,17
666,R666,3135,218,13,90,4
667,R667,3283,266,3,443,74
668,R668,2957,351,16,108,27
669,R669,2244,22,24,295,108
670,R670,2794,20,17,256,52
671,R671,3125,346,8,201,5
672,R672,3098,147,10,90,-5
673,R673,3132,175,14,30,-1
674,R674,2249,20,23,124,51
675,R675,2317,120,29,108,66
676,R676,2819,158,10,30,4
677,R677,2922,242,5,443,19
678,R678,3043,53,9,0,0
679,R679,3212,315,4,362,31
680,R680,3117,90,5,300,2
681,R681,3253,103,16,218,-9
682,R682,3187,159,22,306,82
683,R683,3022,75,18,108,24
684,R684,3011,26,23,300,121
685,R685,3118,32,17,450,-56
686,R686,2841,262,22,67,24
687,R687,2910,66,13,360,31
688,R688,2550,182,23,90,38
689,R689,3083,110,18,175,42
690,R690,2985,82,17,30,8
691,R691,2786,307,5,323,37
692,R692,3356,81,14,618,71
693,R693,3021,9,13,481,-2
694,R694,2484,319,4,466,128
695,R695,2690,15,10,85,12
696,R696,3093,14,6,560,39
697,R697,3008,208,11,485,89
698,R698,2850,9,15,85,23
699,R699,3175,346,13,67,6
700,R700,2948,162,2,277,78
701,R701,3127,357,8,228,19
702,R702,3334,236,3,120,12
703,R703,3122,165,32,285,54
704,R704,2870,251,19,108,30
705,R705,3291,61,18,150,-11
706,R706,2867,95,16,228,77
707,R707,3357,7,13,60,15
708,R708,2780,135,8,150,18
709,R709,3265,15,5,815,-25
710,R710,2317,51,18,162,62
711,R711,2597,348,9,313,-19
712,R712,2951,84,32,30,-13
713,R713,2601,208,21,350,-2
714,R714,3277,7,8,255,44
715,R715,2673,353,20,331,-3
716,R716,3120,12,14,212,33
717,R717,2831,137,27,247,148
718,R718,2985,141,12,42,7
719,R719,3294,199,19,331,88
720,R720,3427,54,6,192,13
721,R721,2558,44,22,108,46
722,R722,2339,160,13,190,73
723,R723,3323,279,6,90,8
724,R724,2816,61,10,180,16
725,R725,3126,164,14,85,8
726,R726,3098,42,12,604,228
727,R727,3044,42,18,242,10
728,R728,2998,342,5,216,13
729,R729,3184,48,14,792,-39
730,R730,2755,252,5,127,4
731,R731,3228,133,10,600,60
732,R732,2336,243,35,503,6
733,R733,3282,99,14,150,33
734,R734,2923,207,17,90,30
735,R735,2944,269,22,180,68
736,R736,2853,47,13,234,31
737,R737,3248,18,16,408,89
738,R738,2690,208,19,240,-21
739,R739,3275,98,19,234,61
740,R740,3425,69,20,459,140
741,R741,2927,149,11,270,72
742,R742,3228,62,19,212,37
743,R743,3282,110,7,277,35
744,R744,2630,23,10,420,155
745,R745,2106,65,29,510,145
746,R746,3257,179,11,408,27
747,R747,2641,103,17,0,0
748,R748,2102,314,27,124,63
749,R749,3269,220,11,553,67
750,R750,2591,197,9,216,-7
751,R751,2788,27,10,170,9
752,R752,3241,50,14,247,36
753,R753,3034,345,12,566,62
754,R754,3078,330,16,67,13
755,R755,2988,337,6,849,144
756,R756,3180,24,21,0,0
757,R757,3399,307,34,120,48
758,R758,2854,187,18,242,75
759,R759,3103,167,13,376,95
760,R760,3216,215,4,759,32
761,R761,3098,154,8,0,0
762,R762,3089,50,21,127,25
763,R763,2903,152,20,108,28
764,R764,2835,114,9,108,14
765,R765,2714,16,3,503,83
766,R766,2503,204,32,313,129
767,R767,2941,75,5,430,85
768,R768,3231,344,17,256,31
769,R769,2660,41,18,150,4
770,R770,2394,323,22,120,56
771,R771,3247,10,11,60,12
772,R772,3059,274,10,351,52
773,R773,3182,317,16,323,77
774,R774,2312,327,20,95,27
775,R775,3213,338,19,417,84
776,R776,3143,178,8,42,8
777,R777,2972,263,24,510,338
778,R778,3004,77,22,604,57
779,R779,3044,90,15,390,120
780,R780,3327,119,13,524,117
781,R781,2862,80,21,0,0
782,R782,2836,85,9,384,58
783,R783,3275,283,14,726,160
784,R784,3195,123,14,513,62
785,R785,3146,82,11,376,38
786,R786,3023,353,10,218,3
787,R787,2159,286,27,150,56
788,R788,3072,178,25,210,18
789,R789,3253,41,14,216,45
790,R790,2858,203,21,150,60
791,R791,2671,4,15,85,16
792,R792,2734,76,15,532,81
793,R793,2939,18,21,270,36
794,R794,2899,58,9,295,15
795,R795,3273,254,9,866,163
796,R796,3184,42,21,443,45
797,R797,2964,202,26,362,32
798,R798,3307,76,20,570,138
799,R799,2939,359,18,242,63
800,R800,3426,99,11,450,141
801,R801,3163,72,4,30,0
802,R802,2388,51,19,433,121
803,R803,3290,308,11,313,88
804,R804,3010,101,2,0,0
805,R805,3249,23,12,525,57
806,R806,2971,17,13,510,82
807,R807,2670,58,7,376,0
808,R808,2416,337,16,120,67
809,R809,2689,288,17,90,22
810,R810,3057,188,5,828,85
811,R811,3216,293,8,361,32
812,R812,3074,82,7,524,63
813,R813,3364,106,20,190,-14
814,R814,3006,20,18,361,147
815,R815,2977,18,12,511,88
816,R816,2442,140,17,335,86
817,R817,3616,73,28,1036,331
818,R818,3448,312,15,604,135
819,R819,3369,202,17,591,199
820,R820,3117,158,19,480,40
821,R821,3301,107,18,127,25
822,R822,2693,90,4,42,2
823,R823,2846,352,28,108,26
824,R824,2811,99,10,180,13
825,R825,2677,17,13,0,0
826,R826,2942,347,13,331,68
827,R827,2839,78,21,335,171
828,R828,2929,211,13,350,20
829,R829,2771,34,21,108,25
830,R830,3132,332,17,192,36
831,R831,3052,190,24,124,32
832,R832,3163,63,8,150,-10
833,R833,2867,109,17,190,116
834,R834,3433,148,18,90,26
835,R835,2805,74,15,458,55
836,R836,3209,342,4,90,2
837,R837,3317,315,3,524,86
838,R838,2653,103,20,85,21
839,R839,3014,172,13,360,35
840,R840,2891,62,15,242,31
841,R841,2691,35,16,552,-22
842,R842,2877,111,7,67,6
843,R843,3111,141,12,67,0
844,R844,3183,155,21,301,78
845,R845,3170,223,30,127,79
846,R846,2791,85,9,270,48
847,R847,2891,280,18,30,8
848,R848,2721,112,15,30,-7
849,R849,3204,277,4,120,-13
850,R850,3188,42,11,384,44
851,R851,3060,301,12,90,25
852,R852,2651,209,21,272,-2
853,R853,3217,104,8,902,33
854,R854,2909,66,19,492,138
855,R855,3182,168,6,0,0
856,R856,3170,75,22,255,10
857,R857,3378,301,31,124,-6
858,R858,3104,256,2,0,0
859,R859,3256,70,7,170,34
860,R860,2764,17,18,192,32
861,R861,3152,90,5,350,18
862,R862,3141,42,17,256,70
863,R863,2744,278,15,60,5
