id,label,Elevation,Aspect
623,R623,3110,45
624,R624,2695,54
625,R625,3026,28
626,R626,3245,308
627,R627,2809,54
628,R628,3117,307
629,R629,2985,123
630,R630,3330,65
631,R631,2295,309
632,R632,2863,143
633,R633,3163,152
634,R634,3071,316
635,R635,3305,140
636,R636,3132,0
637,R637,3242,167
638,R638,2453,165
639,R639,2965,14
640,R640,2719,6
641,R641,2859,292
642,R642,3261,36
643,R643,3077,97
644,R644,2557,65
645,R645,3369,191
646,R646,3263,340
647,R647,2988,355
648,R648,2567,315
649,R649,3282,7
650,R650,3249,118
651,R651,3038,280
652,R652,2981,303
653,R653,3312,191
654,R654,2448,29
655,R655,2175,322
656,R656,3124,17
657,R657,2890,332
658,R658,3132,336
659,R659,3191,316
660,R660,3176,170
661,R661,2919,216
662,R662,2383,316
663,R663,2173,341
664,R664,2932,31
665,R665,3235,22
666,R666,3251,153
667,R667,3054,15
668,R668,3067,220
669,R669,2290,268
670,R670,3079,133
671,R671,3004,353
672,R672,3240,296
673,R673,2526,146
674,R674,2636,76
675,R675,2998,252
676,R676,3183,21
677,R677,3159,28
678,R678,2773,82
679,R679,2676,29
680,R680,3233,108
681,R681,3196,29
682,R682,3275,144
683,R683,3104,165
684,R684,2986,92
685,R685,2893,27
686,R686,2283,338
687,R687,2775,64
688,R688,2773,180
689,R689,3246,88
690,R690,2973,243
691,R691,3002,352
692,R692,2929,45
693,R693,2907,263
694,R694,2683,0
695,R695,3247,288
696,R696,3142,357
697,R697,2532,312
698,R698,3178,292
699,R699,3115,149
700,R700,2855,213
701,R701,2632,328
702,R702,2798,329
703,R703,2887,47
704,R704,3126,51
705,R705,3113,80
706,R706,3330,90
707,R707,3265,76
708,R708,2933,45
709,R709,3120,252
710,R710,3024,284
711,R711,3181,356
712,R712,3031,71
713,R713,3187,241
714,R714,3068,266
715,R715,2370,328
716,R716,3080,127
717,R717,2970,152
718,R718,3279,323
719,R719,2501,149
720,R720,2570,83
721,R721,3079,0
722,R722,3194,124
723,R723,3387,210
724,R724,3016,44
725,R725,2857,33
726,R726,2604,140
727,R727,3319,213
728,R728,2929,95
729,R729,2867,159
730,R730,2766,29
731,R731,2315,305
732,R732,2939,125
733,R733,3293,214
734,R734,3027,101
735,R735,3244,174
736,R736,2959,141
737,R737,3170,96
738,R738,3196,123
739,R739,2916,68
740,R740,3057,234
741,R741,3104,79
742,R742,2649,9
743,R743,2949,177
744,R744,2994,66
745,R745,3016,89
746,R746,3076,12
747,R747,2944,48
748,R748,2448,259
749,R749,2884,343
750,R750,2761,52
751,R751,2995,13
752,R752,2796,101
753,R753,2862,280
754,R754,2981,29
755,R755,3180,25
756,R756,3222,193
757,R757,3364,278
758,R758,2965,186
759,R759,2922,119
760,R760,2904,33
761,R761,3152,327
762,R762,3076,322
763,R763,3075,225
764,R764,2469,6
765,R765,3150,29
766,R766,2712,130
767,R767,2909,161
768,R768,2364,255
769,R769,3359,254
770,R770,3200,94
771,R771,3114,199
772,R772,3242,22
773,R773,3245,21
774,R774,2784,267
775,R775,2896,357
776,R776,3239,23
777,R777,3273,300
778,R778,3207,295
779,R779,2505,320
780,R780,3276,215
781,R781,3021,191
782,R782,3281,260
783,R783,2916,207
784,R784,3213,198
785,R785,2433,36
786,R786,3277,323
787,R787,2417,94
788,R788,2974,2
789,R789,2969,33
790,R790,2516,108
791,R791,3024,148
792,R792,2962,70
793,R793,3099,32
794,R794,2733,72
795,R795,2205,356
796,R796,3271,180
797,R797,3168,70
798,R798,3090,359
799,R799,2760,80
800,R800,2850,54
801,R801,2954,169
802,R802,2944,337
803,R803,2910,41
804,R804,2808,107
805,R805,3267,343
806,R806,2845,217
807,R807,2787,228
808,R808,2711,234
809,R809,3387,295
810,R810,2846,313
811,R811,3279,13
812,R812,3106,48
813,R813,3076,170
814,R814,2351,329
815,R815,2574,31
816,R816,2892,357
817,R817,3322,312
818,R818,3247,177
819,R819,3291,32
820,R820,3194,191
821,R821,2309,45
822,R822,3200,126
823,R823,3329,54
824,R824,3099,83
825,R825,3398,243
826,R826,3162,121
827,R827,2971,324
828,R828,2930,80
829,R829,3111,88
830,R830,3089,72
831,R831,2158,21
832,R832,2965,18
833,R833,2745,217
834,R834,2729,15
835,R835,3129,203
836,R836,3165,127
837,R837,3207,281
838,R838,3250,287
839,R839,2929,337
840,R840,2936,0
841,R841,2877,309
842,R842,3052,153
843,R843,2260,354
844,R844,2935,352
845,R845,3018,97
846,R846,2967,79
847,R847,3219,278
848,R848,3241,272
849,R849,2970,137
850,R850,3244,40
851,R851,3342,58
852,R852,3196,37
853,R853,3268,334
854,R854,2746,25
855,R855,2765,122
856,R856,3194,270
857,R857,2825,59
858,R858,3146,317
859,R859,3433,59
860,R860,3092,356
861,R861,2736,178
862,R862,3281,322
863,R863,2885,14
864,R864,3199,108
865,R865,3070,33
866,R866,2997,351
867,R867,3172,45
868,R868,2911,217
869,R869,2861,164
870,R870,2968,348
871,R871,2992,291
872,R872,2929,323
873,R873,3041,189
874,R874,2481,58
875,R875,3143,183
876,R876,2094,333
877,R877,3216,4
878,R878,3037,260
879,R879,2466,295
880,R880,2759,116
881,R881,3355,217
882,R882,2838,56
883,R883,3014,40
884,R884,3203,288
885,R885,3249,45
886,R886,2207,118
887,R887,2879,140
888,R888,3065,116
889,R889,3170,62
890,R890,2798,67
891,R891,2780,152
892,R892,2988,65
893,R893,2875,28
894,R894,3356,270
895,R895,2940,35
896,R896,3078,196
897,R897,3185,344
898,R898,2591,327
899,R899,3165,227
900,R900,3267,29
901,R901,2750,63
902,R902,3234,188
903,R903,3176,309
904,R904,3197,180
905,R905,3135,298
906,R906,3012,6
907,R907,3143,176
908,R908,2908,32
909,R909,2973,291
910,R910,2338,233
911,R911,3219,40
912,R912,2974,249
913,R913,2188,160
914,R914,3314,181
915,R915,2796,115
916,R916,3109,3
917,R917,3169,337
918,R918,2952,240
919,R919,3196,52
920,R920,3111,130
921,R921,3129,137
922,R922,3060,336
923,R923,3066,123
924,R924,3087,354
925,R925,3285,66
926,R926,2753,17
927,R927,2949,326
928,R928,2647,289
929,R929,3008,103
930,R930,2997,76
931,R931,2471,356
932,R932,2979,334
933,R933,3249,103
934,R934,3096,305
935,R935,2418,357
936,R936,2877,97
937,R937,3411,197
938,R938,2942,356
939,R939,2493,326
940,R940,3149,342
941,R941,3021,87
942,R942,2970,3
943,R943,2315,308
944,R944,2983,305
945,R945,3031,51
946,R946,2517,144
947,R947,3016,202
948,R948,1983,11
949,R949,3285,117
950,R950,2737,65
951,R951,2474,96
952,R952,2720,203
953,R953,3060,115
954,R954,3123,253
955,R955,3341,174
956,R956,3024,136
957,R957,3339,321
958,R958,2732,55
959,R959,2839,18
960,R960,2769,330
961,R961,3161,47
962,R962,3040,135
963,R963,2962,235
964,R964,3203,14
965,R965,3133,325
966,R966,2172,127
967,R967,3189,277
968,R968,3121,124
969,R969,2798,66
970,R970,3226,133
971,R971,3067,216
972,R972,3157,299
973,R973,2903,288
974,R974,3248,326
975,R975,2822,86
976,R976,3311,72
977,R977,2982,27
978,R978,2873,105
979,R979,2942,353
980,R980,3079,268
981,R981,3030,138
982,R982,2498,0
983,R983,3242,128
984,R984,2754,11
985,R985,2954,107
986,R986,3191,109
987,R987,2423,93
988,R988,3120,339
989,R989,3126,79
990,R990,2944,318
991,R991,3271,130
992,R992,3001,57
993,R993,2620,28
994,R994,3115,76
995,R995,2922,9
996,R996,3116,107
997,R997,2575,203
998,R998,2862,103
999,R999,3430,356
1000,R1000,3048,90
1001,R1001,3175,162
1002,R1002,2947,344
1003,R1003,3314,138
1004,R1004,2913,82
1005,R1005,2924,35
1006,R1006,2982,230
1007,R1007,2834,347
1008,R1008,2992,66
1009,R1009,3190,95
1010,R1010,2979,76
1011,R1011,3088,88
1012,R1012,2939,137
1013,R1013,2974,162
1014,R1014,2608,193
1015,R1015,3252,58
1016,R1016,2511,175
1017,R1017,3219,16
1018,R1018,3114,82
1019,R1019,2172,24
1020,R1020,3044,16
1021,R1021,2563,136
1022,R1022,2976,340
1023,R1023,3396,86
1024,R1024,3021,111
1025,R1025,3111,266
1026,R1026,3135,55
1027,R1027,3235,210
1028,R1028,2958,33
1029,R1029,2776,54
1030,R1030,3253,162
1031,R1031,3421,162
1032,R1032,3265,57
1033,R1033,3397,0
1034,R1034,2999,9
1035,R1035,3243,280
1036,R1036,3044,4
1037,R1037,2791,133
1038,R1038,2875,115
1039,R1039,2879,7
1040,R1040,2671,345
1041,R1041,3216,70
1042,R1042,2629,57
1043,R1043,2900,350
1044,R1044,3219,293
1045,R1045,2885,158
1046,R1046,3003,197
1047,R1047,3159,66
1048,R1048,3125,276
1049,R1049,2725,352
1050,R1050,3379,169
1051,R1051,2905,202
1052,R1052,3412,210
1053,R1053,2853,23
1054,R1054,3146,10
1055,R1055,3062,30
1056,R1056,2924,88
1057,R1057,3182,339
1058,R1058,3249,353
1059,R1059,3123,258
1060,R1060,2614,133
1061,R1061,2791,66
1062,R1062,2780,23
1063,R1063,2957,7
1064,R1064,3206,36
1065,R1065,3159,53
1066,R1066,3149,104
1067,R1067,2613,165
1068,R1068,3122,113
1069,R1069,3021,121
1070,R1070,2991,276
1071,R1071,2894,214
1072,R1072,3265,258
1073,R1073,2398,317
1074,R1074,3080,311
1075,R1075,2506,132
1076,R1076,3086,275
1077,R1077,2713,258
1078,R1078,3168,72
1079,R1079,3097,39
1080,R1080,3070,64
1081,R1081,3252,63
1082,R1082,3240,121
1083,R1083,3034,52
1084,R1084,2129,154
1085,R1085,3067,23
1086,R1086,2453,45
1087,R1087,2868,140
1088,R1088,3396,200
1089,R1089,3006,291
1090,R1090,3159,21
1091,R1091,3333,63
1092,R1092,2268,325
1093,R1093,3077,203
1094,R1094,3090,161
1095,R1095,3152,7
1096,R1096,2428,316
1097,R1097,3197,326
1098,R1098,3084,297
1099,R1099,3109,132
1100,R1100,2452,20
1101,R1101,2602,284
1102,R1102,2990,313
1103,R1103,3301,182
1104,R1104,2441,334
1105,R1105,2926,267
1106,R1106,2983,279
1107,R1107,2962,346
1108,R1108,3099,39
1109,R1109,3188,273
1110,R1110,2860,90
1111,R1111,3211,157
1112,R1112,3119,111
1113,R1113,3075,91
1114,R1114,3165,107
1115,R1115,3029,11
1116,R1116,3339,42
1117,R1117,3051,276
1118,R1118,2932,13
1119,R1119,3000,76
1120,R1120,3187,50
1121,R1121,3015,158
1122,R1122,2422,117
1123,R1123,3221,225
1124,R1124,3027,201
1125,R1125,3301,336
1126,R1126,2639,155
1127,R1127,2827,43
1128,R1128,3220,345
1129,R1129,2427,327
1130,R1130,3404,162
1131,R1131,3223,43
1132,R1132,2533,70
1133,R1133,3219,90
1134,R1134,3140,31
1135,R1135,3105,332
1136,R1136,2980,160
1137,R1137,2910,33
1138,R1138,3152,204
1139,R1139,2962,261
1140,R1140,2549,159
1141,R1141,2876,33
1142,R1142,2928,335
1143,R1143,2952,94
1144,R1144,2691,320
1145,R1145,2945,99
1146,R1146,2697,235
1147,R1147,2703,101
1148,R1148,3038,22
1149,R1149,3392,297
1150,R1150,2752,103
1151,R1151,2697,186
1152,R1152,2764,199
1153,R1153,3304,102
1154,R1154,3238,42
1155,R1155,2973,85
1156,R1156,3124,52
1157,R1157,2578,186
1158,R1158,3244,307
1159,R1159,3326,194
1160,R1160,3126,319
1161,R1161,2767,10
1162,R1162,3122,147
1163,R1163,3270,335
1164,R1164,2250,343
1165,R1165,3351,112
1166,R1166,3290,96
1167,R1167,2597,207
1168,R1168,2536,110
1169,R1169,2971,162
1170,R1170,2920,42
1171,R1171,2718,16
1172,R1172,2261,96
1173,R1173,3132,90
1174,R1174,2957,57
1175,R1175,3132,253
1176,R1176,2947,174
1177,R1177,3329,328
1178,R1178,2839,121
1179,R1179,2937,108
1180,R1180,3338,175
1181,R1181,3122,81
1182,R1182,2977,259
1183,R1183,2594,49
1184,R1184,2950,8
1185,R1185,2788,341
1186,R1186,2794,80
1187,R1187,2850,240
1188,R1188,2709,215
1189,R1189,3194,310
1190,R1190,2931,8
1191,R1191,2822,124
1192,R1192,3001,78
1193,R1193,2965,79
1194,R1194,3080,163
1195,R1195,3136,99
1196,R1196,3001,311
1197,R1197,3276,202
1198,R1198,2596,57
1199,R1199,3125,70
1200,R1200,3082,273
1201,R1201,3039,232
1202,R1202,2320,4
1203,R1203,3371,40
1204,R1204,3155,312
1205,R1205,3109,208
1206,R1206,2887,334
1207,R1207,3299,301
1208,R1208,3364,180
1209,R1209,2929,8
1210,R1210,3154,106
1211,R1211,3365,41
1212,R1212,2850,77
1213,R1213,2784,36
1214,R1214,3121,46
1215,R1215,3237,210
1216,R1216,3312,288
1217,R1217,3290,273
1218,R1218,2712,82
1219,R1219,2743,312
1220,R1220,3185,140
1221,R1221,3107,85
1222,R1222,3266,135
1223,R1223,3238,98
1224,R1224,3252,291
1225,R1225,2713,13
1226,R1226,2918,283
1227,R1227,2921,48
1228,R1228,3019,27
1229,R1229,3277,220
1230,R1230,3011,88
1231,R1231,2730,122
1232,R1232,3346,183
1233,R1233,3143,276
1234,R1234,2476,193
1235,R1235,2689,102
1236,R1236,2649,31
1237,R1237,3139,111
1238,R1238,3259,37
1239,R1239,2368,32
1240,R1240,3042,30
1241,R1241,3116,348
1242,R1242,2967,109
1243,R1243,3107,279
1244,R1244,2913,113
1245,R1245,3150,180
1246,R1246,3093,12
1247,R1247,3095,42
1248,R1248,3280,35
1249,R1249,2999,24
1250,R1250,2747,78
1251,R1251,3225,110
1252,R1252,3109,17
1253,R1253,3195,88
1254,R1254,2880,105
1255,R1255,2671,38
1256,R1256,3009,72
1257,R1257,2304,259
1258,R1258,2554,312
1259,R1259,3128,336
1260,R1260,2975,126
1261,R1261,2873,302
1262,R1262,2985,227
1263,R1263,2740,177
1264,R1264,3529,54
1265,R1265,2983,296
1266,R1266,3179,19
1267,R1267,2922,54
1268,R1268,2716,57
1269,R1269,3027,32
1270,R1270,3115,163
1271,R1271,2690,63
1272,R1272,2723,88
1273,R1273,2883,41
1274,R1274,3076,116
1275,R1275,2937,69
1276,R1276,1992,358
1277,R1277,3092,179
1278,R1278,3106,335
1279,R1279,3119,21
1280,R1280,3095,276
1281,R1281,2900,79
1282,R1282,3047,122
1283,R1283,2861,82
1284,R1284,3086,323
1285,R1285,3190,99
1286,R1286,2759,55
1287,R1287,3141,64
1288,R1288,2687,25
1289,R1289,3049,311
1290,R1290,3229,171
1291,R1291,2908,295
1292,R1292,3364,230
1293,R1293,2649,161
1294,R1294,3218,342
1295,R1295,3110,88
1296,R1296,2886,80
1297,R1297,2194,310
1298,R1298,3037,135
1299,R1299,3146,83
1300,R1300,2721,72
1301,R1301,2729,144
1302,R1302,2858,149
1303,R1303,3225,121
1304,R1304,3247,45
1305,R1305,2052,304
1306,R1306,3031,19
1307,R1307,2870,341
1308,R1308,3135,94
1309,R1309,2796,349
1310,R1310,3193,27
1311,R1311,3251,162
1312,R1312,3054,230
1313,R1313,3397,294
1314,R1314,2835,146
1315,R1315,3378,196
1316,R1316,2829,18
1317,R1317,3182,45
1318,R1318,2919,256
1319,R1319,2913,149
1320,R1320,2695,104
1321,R1321,2355,345
1322,R1322,2885,201
1323,R1323,3349,129
1324,R1324,2869,174
1325,R1325,3182,346
1326,R1326,3165,180
1327,R1327,2901,77
1328,R1328,3156,9
1329,R1329,2900,29
1330,R1330,3040,90
