id,label,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology
179,R179,3004,37,5,85,2
180,R180,3111,281,4,459,54
181,R181,3146,357,13,595,60
182,R182,2405,71,24,0,0
183,R183,3197,140,28,540,43
184,R184,2780,54,15,240,101
185,R185,3255,203,13,300,116
186,R186,2878,210,27,90,52
187,R187,3484,235,21,480,174
188,R188,3543,93,15,912,330
189,R189,2845,95,15,42,12
190,R190,3043,34,9,510,98
191,R191,2295,304,31,277,-17
192,R192,3214,131,5,765,30
193,R193,2624,115,4,0,0
194,R194,3067,135,8,576,33
195,R195,3060,122,16,480,71
196,R196,2330,63,1,408,111
197,R197,2800,343,13,120,51
198,R198,2975,145,13,90,0
199,R199,2463,342,15,313,142
200,R200,2835,194,20,182,57
201,R201,2884,4,9,324,52
202,R202,3071,47,8,499,65
203,R203,2860,13,4,503,87
204,R204,3211,247,14,175,28
205,R205,3148,285,13,30,10
206,R206,2818,184,13,162,17
207,R207,3116,132,13,180,24
208,R208,3047,95,13,228,40
209,R209,3154,340,17,150,35
210,R210,3075,148,11,30,-12
211,R211,2427,70,35,67,32
212,R212,2998,256,15,626,98
213,R213,3350,158,21,190,38
214,R214,2590,71,24,361,167
215,R215,2962,276,9,360,17
216,R216,3421,354,10,495,82
217,R217,3040,300,15,30,7
218,R218,2843,29,12,134,0
219,R219,2727,36,15,42,0
220,R220,3050,183,9,778,-8
221,R221,2557,106,10,569,31
222,R222,3244,73,19,446,110
223,R223,2720,161,10,42,4
224,R224,3111,29,12,162,25
225,R225,2569,330,16,0,0
226,R226,3396,322,6,811,124
227,R227,3355,328,21,342,125
228,R228,2157,318,28,210,118
229,R229,3289,61,6,0,0
230,R230,2923,210,25,95,4
231,R231,2946,23,8,85,7
232,R232,3295,47,11,404,66
233,R233,2587,176,10,234,106
234,R234,2962,33,23,247,56
235,R235,2378,321,20,127,71
236,R236,3024,171,5,272,3
237,R237,3034,232,9,806,128
238,R238,2872,351,10,108,18
239,R239,2628,42,20,150,6
240,R240,3400,338,4,361,31
241,R241,3116,132,11,153,8
242,R242,2730,151,12,162,42
243,R243,2920,44,13,459,35
244,R244,2961,190,4,85,14
245,R245,2860,324,13,0,0
246,R246,2860,39,21,190,65
247,R247,3231,291,23,371,143
248,R248,2377,307,19,90,39
249,R249,2845,357,22,234,53
250,R250,3355,166,18,90,2
251,R251,3140,39,6,201,32
252,R252,2817,119,11,342,46
253,R253,2913,222,6,42,4
254,R254,3050,241,8,742,51
255,R255,2789,95,11,60,4
256,R256,2841,64,13,127,39
257,R257,3077,193,15,242,19
258,R258,2584,62,11,331,56
259,R259,3112,326,21,531,72
260,R260,3177,47,9,457,100
261,R261,3230,293,15,569,95
262,R262,2953,291,4,0,0
263,R263,3277,31,18,450,149
264,R264,3103,153,3,300,-5
265,R265,3093,25,11,150,11
266,R266,2714,41,9,150,3
267,R267,3026,352,14,42,-5
268,R268,3093,120,24,127,28
269,R269,2870,135,11,42,0
270,R270,2950,138,17,212,24
271,R271,2509,54,13,510,-3
272,R272,2599,60,22,30,7
273,R273,3198,341,10,323,34
274,R274,3162,321,23,182,40
275,R275,2147,357,34,270,130
276,R276,2982,238,6,30,6
277,R277,2968,90,2,120,0
278,R278,3339,347,9,570,105
279,R279,3115,312,7,162,15
280,R280,3057,225,9,424,-22
281,R281,3255,56,7,560,179
282,R282,3247,278,10,150,27
283,R283,2840,41,11,547,95
284,R284,2952,55,10,277,17
285,R285,2926,90,9,42,4
286,R286,3158,13,14,60,10
287,R287,3342,8,18,402,153
288,R288,2931,90,10,150,12
289,R289,2795,27,6,330,121
290,R290,3244,58,3,633,37
291,R291,2698,58,16,474,98
292,R292,3311,56,21,454,31
293,R293,2690,353,22,60,22
294,R294,3276,208,22,870,6
295,R295,2738,65,22,270,100
296,R296,3253,27,12,90,19
297,R297,3103,5,21,309,66
298,R298,3236,178,29,402,137
299,R299,3096,77,6,277,49
300,R300,2104,348,30,577,96
301,R301,3185,49,13,408,43
302,R302,2673,103,10,108,24
303,R303,3044,135,1,255,-54
304,R304,3221,45,4,301,0
305,R305,3002,166,4,258,22
306,R306,2068,297,23,85,4
307,R307,3056,22,4,30,2
308,R308,2656,110,9,127,34
309,R309,3010,25,11,258,34
310,R310,2797,99,9,258,130
311,R311,3033,90,8,108,7
312,R312,2664,6,18,90,33
313,R313,3063,266,7,579,23
314,R314,3081,98,17,175,39
315,R315,2241,162,28,108,61
316,R316,2811,11,6,234,89
317,R317,2965,143,23,90,-16
318,R318,2720,4,12,150,32
319,R319,2718,237,7,30,3
320,R320,2809,154,10,300,11
321,R321,3271,349,5,430,48
322,R322,2905,337,16,170,47
323,R323,3037,246,14,330,2
324,R324,2720,17,11,402,98
325,R325,3157,6,5,598,78
326,R326,3281,84,40,134,81
327,R327,3461,62,13,636,112
328,R328,3402,82,16,541,245
329,R329,3004,315,13,108,22
330,R330,2587,186,35,95,57
331,R331,2689,54,14,513,22
332,R332,3271,138,41,95,42
333,R333,2993,336,6,470,90
334,R334,3219,38,12,234,19
335,R335,3014,19,19,306,62
336,R336,3231,349,5,85,3
337,R337,3352,63,4,492,30
338,R338,2974,97,26,30,-12
339,R339,3357,7,26,192,64
340,R340,2450,348,22,547,245
341,R341,3052,186,9,400,83
342,R342,2902,226,16,531,275
343,R343,3266,10,16,612,99
344,R344,3111,41,18,42,-1
345,R345,3141,240,10,404,87
346,R346,2834,341,11,242,33
347,R347,3287,96,6,67,4
348,R348,2945,339,17,192,62
349,R349,3191,45,6,234,19
350,R350,2867,24,12,212,12
351,R351,2936,180,0,272,16
352,R352,3592,259,20,510,241
353,R353,3263,343,10,272,47
354,R354,2844,53,21,67,-2
355,R355,2941,48,17,258,16
356,R356,2833,96,15,192,49
357,R357,2654,101,19,120,25
358,R358,3122,316,17,175,40
359,R359,2873,32,6,242,33
360,R360,2963,326,3,0,0
361,R361,3152,350,12,60,14
362,R362,3412,67,8,134,3
363,R363,3172,180,1,524,64
364,R364,2991,166,9,484,75
365,R365,3021,44,18,30,10
366,R366,3082,222,18,0,0
367,R367,2982,195,11,212,-12
368,R368,2884,37,12,283,29
369,R369,3044,196,13,150,23
370,R370,3236,308,32,0,0
371,R371,3023,3,26,488,169
372,R372,3007,284,24,272,-18
373,R373,2822,15,7,95,-2
374,R374,3190,350,26,170,52
375,R375,2626,39,6,192,9
376,R376,3011,110,16,30,7
377,R377,3122,118,13,30,6
378,R378,3271,100,13,300,-13
379,R379,2899,111,14,418,60
380,R380,3001,0,6,240,19
381,R381,3086,335,17,335,87
382,R382,3025,56,5,402,5
383,R383,2097,253,23,150,65
384,R384,2729,29,29,42,23
385,R385,2754,111,24,175,21
386,R386,3008,13,10,319,46
387,R387,2836,355,10,700,4
388,R388,3280,48,16,815,96
389,R389,2881,354,32,120,77
390,R390,3191,152,14,30,3
391,R391,2892,67,4,488,76
392,R392,2991,194,4,828,98
393,R393,3237,151,18,488,34
394,R394,3111,322,8,258,-7
395,R395,2876,58,21,390,94
396,R396,3326,310,15,703,56
397,R397,2964,298,14,120,25
398,R398,3070,300,10,474,30
399,R399,3203,64,18,67,14
400,R400,3022,158,24,360,115
401,R401,2650,72,5,30,1
402,R402,3124,355,21,85,20
403,R403,2588,185,13,437,70
404,R404,2739,77,15,450,9
405,R405,3055,11,6,335,6
406,R406,2499,87,8,134,9
407,R407,3298,198,4,534,111
408,R408,2999,57,24,418,197
409,R409,3179,38,16,0,0
410,R410,3187,237,11,532,103
411,R411,3094,351,3,85,6
412,R412,2671,123,36,108,68
413,R413,3095,305,4,450,-25
414,R414,3238,169,8,342,8
415,R415,2976,17,18,256,117
416,R416,2749,99,37,120,77
417,R417,3031,135,1,700,112
418,R418,2547,125,13,67,11
419,R419,2778,17,14,649,79
420,R420,2785,80,12,510,22
421,R421,2563,185,22,67,-17
422,R422,2916,96,15,127,27
423,R423,3268,29,2,0,0
424,R424,3227,343,9,295,31
425,R425,2852,61,24,150,35
426,R426,3103,143,7,300,-5
427,R427,2818,180,1,0,0
428,R428,3139,12,15,0,0
429,R429,3366,36,8,342,104
430,R430,2730,71,13,67,7
431,R431,3162,135,7,120,-2
432,R432,3111,90,12,192,18
433,R433,2988,225,7,437,79
434,R434,3332,197,19,342,40
435,R435,2565,49,20,90,-8
436,R436,3394,269,14,990,158
437,R437,3286,335,17,127,45
438,R438,3094,79,15,150,57
439,R439,2996,63,7,319,26
440,R440,2950,3,19,655,81
441,R441,2801,258,19,95,30
442,R442,3285,271,11,67,9
443,R443,2703,40,11,366,41
444,R444,2775,308,14,85,8
445,R445,2287,114,26,67,21
446,R446,2827,174,28,60,15
447,R447,3355,273,10,212,33
448,R448,3324,201,18,418,133
449,R449,3254,169,21,134,17
450,R450,3166,357,14,242,32
451,R451,3307,316,13,566,168
452,R452,2891,291,11,190,25
453,R453,2816,225,12,134,35
454,R454,2784,67,29,190,90
455,R455,2918,139,14,247,80
456,R456,3248,345,10,360,96
457,R457,3043,57,16,424,105
458,R458,2736,154,17,120,22
459,R459,3327,132,22,451,-35
460,R460,3426,209,14,750,226
461,R461,3067,92,14,175,17
462,R462,3086,69,14,402,-29
463,R463,2831,49,10,30,6
464,R464,2906,170,18,300,68
465,R465,2727,317,24,42,2
466,R466,2649,18,20,210,70
467,R467,3292,315,10,819,221
468,R468,3233,51,12,124,18
469,R469,3367,2,18,524,178
470,R470,3160,181,11,127,9
471,R471,3436,190,13,631,43
472,R472,2673,60,17,228,49
473,R473,3211,13,5,67,-3
474,R474,3086,297,12,90,10
475,R475,2449,337,11,443,179
476,R476,2587,357,9,376,26
477,R477,3219,313,19,242,42
478,R478,3071,317,12,30,11
479,R479,3223,97,9,691,35
480,R480,3145,111,3,268,11
481,R481,2644,59,28,85,-5
482,R482,2204,40,27,192,127
483,R483,3027,109,21,95,23
484,R484,3377,222,11,618,171
485,R485,3227,356,17,342,63
486,R486,3200,308,23,319,131
487,R487,2343,92,11,127,14
488,R488,2669,271,35,162,80
489,R489,2791,167,15,134,38
490,R490,3191,356,3,391,-3
491,R491,2857,8,7,0,0
492,R492,2935,314,17,95,17
493,R493,2674,73,27,216,27
494,R494,3076,350,7,150,23
495,R495,3070,344,3,228,6
496,R496,3449,0,6,752,110
497,R497,3175,108,10,560,43
498,R498,2853,323,24,124,52
499,R499,2921,129,19,85,29
500,R500,3368,25,12,511,129
501,R501,2829,102,6,467,37
502,R502,2480,155,18,180,-68
503,R503,2980,90,1,150,5
504,R504,3233,45,15,42,13
505,R505,3085,49,37,285,158
506,R506,2768,33,5,247,10
507,R507,2930,143,24,309,129
508,R508,2755,56,5,247,32
509,R509,2598,30,15,242,46
510,R510,2801,244,18,108,30
511,R511,3066,136,19,180,12
512,R512,3074,286,17,0,0
513,R513,2972,258,19,365,201
514,R514,3093,133,8,418,9
515,R515,3279,315,5,277,36
516,R516,3030,154,12,446,92
517,R517,3319,54,13,134,-3
518,R518,2832,66,5,256,31
519,R519,3288,74,24,270,9
520,R520,3177,324,10,362,22
521,R521,3212,294,8,300,38
522,R522,3066,186,6,67,1
523,R523,3168,67,7,285,20
524,R524,3414,200,11,1050,65
525,R525,2811,313,26,30,16
526,R526,2884,42,21,134,49
527,R527,2874,97,6,443,56
528,R528,3126,148,14,67,20
529,R529,3269,108,5,192,10
530,R530,3020,76,7,150,5
531,R531,3138,261,10,134,8
532,R532,2810,339,9,361,37
533,R533,3152,83,8,268,62
534,R534,2687,92,24,201,7
535,R535,3204,325,15,201,53
536,R536,3054,8,7,182,32
537,R537,2800,116,6,162,9
538,R538,2639,77,6,192,29
539,R539,3032,339,12,175,38
540,R540,2443,347,12,212,85
541,R541,3143,59,16,30,6
542,R542,3157,36,20,175,21
543,R543,2817,171,5,350,26
544,R544,2956,330,10,60,14
545,R545,3361,358,12,638,69
546,R546,2995,130,8,418,93
547,R547,3044,128,6,90,20
548,R548,2925,9,14,626,130
549,R549,2615,84,9,85,11
550,R550,2903,125,17,228,65
551,R551,3167,126,16,300,29
552,R552,2999,357,19,42,10
553,R553,3050,35,13,480,26
554,R554,2864,26,19,108,34
555,R555,2888,153,11,175,18
556,R556,2566,77,5,268,20
557,R557,2298,286,21,258,124
558,R558,2485,0,9,0,0
559,R559,3225,79,20,201,49
560,R560,3188,198,20,85,21
561,R561,2747,55,13,60,12
562,R562,3129,281,8,85,-13
563,R563,2570,136,17,120,35
564,R564,2975,239,6,306,-46
565,R565,3236,113,12,90,-10
566,R566,2371,6,21,297,25
567,R567,2388,313,32,67,16
568,R568,2958,153,1,175,4
569,R569,2771,98,38,150,99
570,R570,3420,287,15,997,238
571,R571,3083,148,10,108,-15
572,R572,3035,300,13,350,80
573,R573,2715,118,9,242,35
574,R574,2959,81,5,402,44
575,R575,2285,350,17,283,75
576,R576,3156,286,8,450,61
577,R577,2848,30,20,658,301
578,R578,3117,133,10,162,10
579,R579,2989,67,14,180,51
580,R580,3380,79,15,295,49
581,R581,3028,323,14,240,38
582,R582,2491,351,5,0,0
583,R583,3205,236,12,366,66
584,R584,2991,276,12,876,95
585,R585,2883,334,16,170,33
586,R586,2896,45,9,534,26
587,R587,3314,11,16,706,111
588,R588,3080,3,5,350,36
589,R589,3041,315,14,108,9
590,R590,3034,148,4,331,59
591,R591,3293,347,13,150,42
592,R592,3213,217,12,134,6
593,R593,3245,195,30,309,111
594,R594,2900,269,11,0,0
595,R595,3220,33,24,454,149
596,R596,3211,20,15,564,9
597,R597,2972,26,20,216,113
598,R598,3313,23,18,268,106
599,R599,3134,10,23,408,108
600,R600,3318,225,8,150,7
601,R601,3064,358,26,582,208
602,R602,2806,90,12,319,33
603,R603,3364,348,9,660,93
604,R604,2919,281,12,283,23
605,R605,2660,163,13,60,15
606,R606,3101,81,9,384,-81
607,R607,2669,120,8,339,33
608,R608,2825,5,20,30,9
609,R609,2886,127,28,228,85
610,R610,2919,90,18,85,26
611,R611,2811,98,7,30,3
612,R612,2978,169,5,488,19
613,R613,3087,99,5,67,0
614,R614,3057,90,9,175,13
615,R615,2649,18,25,150,42
616,R616,2997,330,15,95,17
617,R617,2931,112,3,0,0
618,R618,3056,222,14,127,0
619,R619,3115,26,6,430,34
620,R620,3008,337,23,366,83
621,R621,3042,196,26,497,226
622,R622,3242,354,4,120,15
623,R623,2968,45,7,150,13
624,R624,2955,331,8,90,21
625,R625,2005,29,6,0,0
626,R626,2876,338,15,150,20
627,R627,2927,344,10,90,0
628,R628,3170,135,4,242,8
629,R629,2814,137,24,360,148
630,R630,3455,358,27,395,162
631,R631,3060,66,16,30,10
632,R632,3242,335,15,480,107
633,R633,3206,174,10,150,0
634,R634,3320,21,12,534,91
635,R635,3003,326,15,391,180
636,R636,2779,193,6,42,8
637,R637,3046,144,4,351,77
638,R638,2653,26,26,390,9
639,R639,3267,94,8,815,191
640,R640,2306,111,26,212,109
641,R641,3024,72,9,30,-4
642,R642,2934,144,11,90,12
643,R643,3209,309,12,95,19
644,R644,2298,97,4,0,0
645,R645,2423,120,10,330,33
646,R646,2822,273,16,446,90
647,R647,3373,88,6,234,24
648,R648,1954,73,40,90,37
649,R649,3485,58,23,741,270
650,R650,2883,303,38,738,512
651,R651,2814,106,10,350,62
652,R652,3196,9,12,108,25
653,R653,2893,198,7,228,49
654,R654,2942,61,12,153,29
655,R655,2638,226,29,120,-65
656,R656,3234,54,19,743,118
657,R657,2967,47,13,258,-9
658,R658,2821,302,8,124,27
659,R659,3382,119,23,210,63
660,R660,3196,67,7,573,115
661,R661,3073,70,7,120,9
662,R662,3008,76,16,379,69
663,R663,2606,58,10,285,9
664,R664,3155,311,13,582,104
665,R665,3255,14,9,671,107
666,R666,2336,292,27,120,64
667,R667,2063,303,32,30,15
668,R668,2897,146,14,30,-4
669,R669,2830,68,13,180,48
670,R670,3217,293,10,85,14
671,R671,3196,137,11,182,31
672,R672,2716,76,11,30,-3
673,R673,2932,70,5,0,0
674,R674,2672,94,7,170,21
675,R675,3361,114,9,443,79
676,R676,3195,35,16,324,53
677,R677,3229,318,7,108,15
678,R678,2403,33,28,42,19
679,R679,3183,87,18,218,37
680,R680,2959,41,14,134,14
681,R681,3136,191,4,331,41
682,R682,3185,214,14,752,102
683,R683,2939,43,13,67,11
684,R684,3054,253,16,90,17
685,R685,3174,302,9,201,17
686,R686,3365,28,16,300,23
687,R687,3247,145,4,511,-83
688,R688,2311,297,31,212,124
689,R689,3157,204,20,480,73
690,R690,3357,56,19,300,75
691,R691,2929,81,24,192,71
692,R692,3056,174,12,792,240
693,R693,2976,274,16,277,96
694,R694,3207,337,5,124,-17
695,R695,3158,190,18,1095,169
696,R696,2626,85,13,300,62
697,R697,2305,127,28,95,43
698,R698,2678,191,28,390,-57
699,R699,3343,325,16,150,26
700,R700,3235,306,11,391,9
701,R701,2747,84,7,60,-10
702,R702,3103,349,2,492,7
703,R703,2384,105,23,242,132
704,R704,3268,37,10,30,8
705,R705,2842,335,8,170,39
706,R706,2972,225,7,390,63
707,R707,3064,7,13,481,31
708,R708,3021,171,10,272,20
709,R709,3260,155,20,309,147
710,R710,2885,143,10,0,0
711,R711,3034,80,5,537,62
712,R712,2862,33,5,446,45
713,R713,3030,169,15,127,14
714,R714,2929,17,27,268,45
715,R715,2954,342,6,0,0
716,R716,3403,179,9,780,197
717,R717,2876,68,5,0,0
718,R718,3257,28,9,552,181
719,R719,2951,6,21,277,46
720,R720,3027,314,15,150,13
721,R721,2576,26,9,153,45
722,R722,2908,20,12,306,31
723,R723,2841,74,9,0,0
724,R724,3035,83,24,607,74
725,R725,2374,99,27,108,49
726,R726,2931,75,5,242,18
727,R727,2408,180,12,297,41
728,R728,2523,156,13,67,0
729,R729,2699,18,11,67,16
730,R730,3025,356,11,234,39
731,R731,3003,198,8,85,27
732,R732,2991,251,12,564,82
733,R733,2864,36,6,351,44
734,R734,2317,348,37,90,60
735,R735,2877,321,21,124,33
736,R736,3007,346,9,430,75
737,R737,3006,57,8,301,29
738,R738,2884,293,25,382,77
739,R739,2876,93,22,558,216
740,R740,3112,8,13,192,31
741,R741,2803,346,10,85,11
742,R742,2628,147,13,390,68
743,R743,2578,59,10,242,52
744,R744,2723,358,6,0,0
745,R745,3161,11,11,182,-18
746,R746,2957,196,15,190,25
747,R747,3174,156,30,552,174
748,R748,3355,297,4,175,16
749,R749,3018,278,18,300,40
750,R750,2430,30,20,0,0
751,R751,2574,135,18,108,15
752,R752,2179,332,37,108,51
753,R753,2328,31,23,240,72
754,R754,3130,23,16,525,114
755,R755,2854,308,8,190,32
756,R756,3279,38,14,467,115
757,R757,2926,0,14,180,-2
758,R758,3320,270,11,240,45
759,R759,2857,305,13,0,0
760,R760,2722,247,10,0,0
761,R761,3426,51,6,510,97
762,R762,2525,185,21,120,25
763,R763,3018,356,7,67,8
764,R764,2321,21,10,67,7
765,R765,2998,321,9,90,0
766,R766,3048,45,11,1273,282
767,R767,3001,67,9,268,35
768,R768,3022,67,2,42,0
769,R769,2969,90,21,67,18
770,R770,2840,51,10,180,21
771,R771,2634,333,13,42,9
772,R772,3283,132,22,60,5
773,R773,2953,149,15,120,11
774,R774,3164,149,17,391,-166
775,R775,2007,340,10,0,0
776,R776,2755,315,7,30,5
777,R777,2915,18,13,124,13
778,R778,3044,49,24,170,22
779,R779,2835,58,13,268,89
780,R780,3120,28,18,134,10
781,R781,3156,342,10,182,53
782,R782,3083,172,15,612,69
783,R783,2846,61,22,95,43
784,R784,2727,116,10,360,17
785,R785,2893,290,11,150,9
786,R786,2457,336,22,60,14
787,R787,3255,303,22,443,92
788,R788,1929,6,29,210,78
789,R789,3028,349,4,30,-1
790,R790,3070,16,8,67,0
791,R791,2492,71,12,42,9
792,R792,3022,324,14,532,252
793,R793,3342,16,20,295,23
794,R794,3448,155,11,532,-4
795,R795,3169,305,10,541,85
796,R796,3062,3,17,616,9
797,R797,3173,157,10,0,0
798,R798,2681,110,7,418,69
799,R799,3260,247,6,750,150
800,R800,3035,69,7,450,66
801,R801,3308,176,24,95,25
802,R802,2903,264,7,335,142
803,R803,2995,105,19,270,-28
804,R804,3071,261,9,437,-36
805,R805,3077,62,17,67,10
806,R806,2916,135,0,150,1
807,R807,2725,341,12,295,20
808,R808,2230,305,28,268,161
809,R809,2775,300,8,134,24
810,R810,2781,166,19,408,105
811,R811,2947,118,17,127,29
812,R812,3462,225,9,977,194
813,R813,2880,258,12,30,4
814,R814,3227,84,16,339,68
815,R815,3123,90,12,361,-25
816,R816,3120,233,5,0,0
817,R817,2886,345,33,175,64
818,R818,3328,300,33,443,118
819,R819,3273,322,11,0,0
820,R820,2032,162,34,60,23
821,R821,3496,288,24,277,145
822,R822,3292,93,8,0,0
823,R823,2829,186,24,371,210
824,R824,2760,15,10,300,3
825,R825,2451,266,8,228,41
826,R826,2638,340,21,180,51
827,R827,3426,222,23,693,-40
828,R828,2300,273,20,67,2
829,R829,2232,340,18,201,70
830,R830,3228,10,7,67,6
831,R831,2271,333,21,162,86
832,R832,2988,120,9,365,23
833,R833,3007,324,10,0,0
834,R834,2985,0,1,95,9
835,R835,3095,52,8,30,2
836,R836,2831,332,34,283,97
837,R837,2678,62,14,228,-37
838,R838,3439,351,10,540,100
839,R839,2988,239,13,594,82
840,R840,3114,338,5,30,3
841,R841,2998,242,5,480,20
842,R842,3016,18,3,60,4
843,R843,3332,214,5,450,37
844,R844,3169,62,9,309,52
845,R845,2339,19,16,270,178
846,R846,2957,95,15,67,16
847,R847,3093,336,19,589,101
848,R848,2897,339,16,60,10
849,R849,3034,319,13,268,54
850,R850,2949,3,19,201,30
851,R851,3166,29,19,95,10
852,R852,3123,10,14,228,30
853,R853,3332,62,12,636,41
854,R854,3218,315,16,443,123
855,R855,2945,112,8,95,8
856,R856,3080,122,16,153,-12
857,R857,2753,62,11,90,0
858,R858,3209,69,14,216,62
859,R859,2311,134,20,277,123
860,R860,2549,96,4,162,23
861,R861,2988,67,23,295,64
862,R862,2922,73,21,180,-10
863,R863,3118,164,18,210,47
