id,label,Elevation,Aspect,Slope
350,R350,3079,137,19
351,R351,3097,264,4
352,R352,3029,31,11
353,R353,2775,45,9
354,R354,3391,157,7
355,R355,3105,50,24
356,R356,3217,297,6
357,R357,2809,110,21
358,R358,2966,259,2
359,R359,2886,34,21
360,R360,3298,124,7
361,R361,3460,84,29
362,R362,2222,24,27
363,R363,2717,37,14
364,R364,3042,79,11
365,R365,2970,359,18
366,R366,2827,234,27
367,R367,2820,227,9
368,R368,3100,63,14
369,R369,2498,78,10
370,R370,3149,160,17
371,R371,2986,66,9
372,R372,3044,72,28
373,R373,2830,92,26
374,R374,3079,114,10
375,R375,3295,62,15
376,R376,2851,175,21
377,R377,2798,338,8
378,R378,2862,81,17
379,R379,3158,256,6
380,R380,2809,214,9
381,R381,3195,188,26
382,R382,2965,286,9
383,R383,2993,319,9
384,R384,3375,17,17
385,R385,2694,131,4
386,R386,2899,326,10
387,R387,3126,297,7
388,R388,2829,172,27
389,R389,3132,1,12
390,R390,3218,45,4
391,R391,2955,25,5
392,R392,2661,260,5
393,R393,3096,44,16
394,R394,2403,300,23
395,R395,3419,91,19
396,R396,3365,124,10
397,R397,2499,220,37
398,R398,2575,258,28
399,R399,2649,108,16
400,R400,2364,138,15
401,R401,3201,288,5
402,R402,3011,180,17
403,R403,2914,104,16
404,R404,3178,58,10
405,R405,2647,321,3
406,R406,3015,37,10
407,R407,3018,64,8
408,R408,2940,121,3
409,R409,2978,45,12
410,R410,2527,234,39
411,R411,3146,60,9
412,R412,3212,306,7
413,R413,2489,117,9
414,R414,3001,90,6
415,R415,3209,152,19
416,R416,3031,33,5
417,R417,2679,347,18
418,R418,2793,68,29
419,R419,2241,27,2
420,R420,3162,98,16
421,R421,3286,336,16
422,R422,3299,50,18
423,R423,3312,106,8
424,R424,3254,100,16
425,R425,3198,305,24
426,R426,2975,223,10
427,R427,2892,49,4
428,R428,3257,47,12
429,R429,3065,37,10
430,R430,2879,20,29
431,R431,2952,171,6
432,R432,3186,98,34
433,R433,2764,36,21
434,R434,3380,331,10
435,R435,3247,101,13
436,R436,2912,22,16
437,R437,2967,299,6
438,R438,3176,80,13
439,R439,3353,56,12
440,R440,3112,95,23
441,R441,3389,286,14
442,R442,2675,61,9
443,R443,2979,26,19
444,R444,2981,157,15
445,R445,3111,342,6
446,R446,2584,73,6
447,R447,3333,236,16
448,R448,3017,86,12
449,R449,2885,58,32
450,R450,3001,273,20
451,R451,3138,297,15
452,R452,2529,316,27
453,R453,3047,129,9
454,R454,3060,306,27
455,R455,2762,139,18
456,R456,2092,10,32
457,R457,2928,85,21
458,R458,2757,52,22
459,R459,3242,108,7
460,R460,3130,13,16
461,R461,2959,19,14
462,R462,2860,59,12
463,R463,3174,281,16
464,R464,2772,3,19
465,R465,2108,341,21
466,R466,3071,313,9
467,R467,3089,92,16
468,R468,3083,319,17
469,R469,3236,333,15
470,R470,3367,319,25
471,R471,2923,110,21
472,R472,3098,271,23
473,R473,3248,30,21
474,R474,3263,339,11
475,R475,3247,267,8
476,R476,2719,83,13
477,R477,3125,116,17
478,R478,3129,27,20
479,R479,2887,333,18
480,R480,2804,32,13
481,R481,2801,83,25
482,R482,3201,264,25
483,R483,3454,291,28
484,R484,3116,294,29
485,R485,2673,47,10
486,R486,3109,192,17
487,R487,3003,156,6
488,R488,2840,198,27
489,R489,2093,247,23
490,R490,2565,178,32
491,R491,3065,128,10
492,R492,2923,195,17
493,R493,3231,255,8
494,R494,2616,232,8
495,R495,3109,293,28
496,R496,2519,103,13
497,R497,2758,45,5
498,R498,3138,132,7
499,R499,2746,36,8
500,R500,2908,13,8
501,R501,2859,69,18
502,R502,2590,159,3
503,R503,2504,180,9
504,R504,2863,116,19
505,R505,2926,3,13
506,R506,3100,2,21
507,R507,3135,80,16
508,R508,3172,173,6
509,R509,3178,154,12
510,R510,3296,45,3
511,R511,2492,92,5
512,R512,2790,295,14
513,R513,2654,79,8
514,R514,2930,253,11
515,R515,3073,114,16
516,R516,3389,81,11
517,R517,3148,214,14
518,R518,3281,204,15
519,R519,3043,106,11
520,R520,3260,151,16
521,R521,3218,302,12
522,R522,3013,351,18
523,R523,3155,21,26
524,R524,2982,63,8
525,R525,3136,289,10
526,R526,2777,330,12
527,R527,2932,297,7
528,R528,2774,130,8
529,R529,3179,332,14
530,R530,2978,64,10
531,R531,2772,7,16
532,R532,2866,54,15
533,R533,2228,359,39
534,R534,3193,190,14
535,R535,3146,165,17
536,R536,3057,135,13
537,R537,2834,215,8
538,R538,2932,6,13
539,R539,3011,312,6
540,R540,2956,78,15
541,R541,3074,300,9
542,R542,3100,337,12
543,R543,2964,56,5
544,R544,2978,72,8
545,R545,2570,122,16
546,R546,2963,39,17
547,R547,2338,350,15
548,R548,3300,12,13
549,R549,3016,126,13
550,R550,2748,121,11
551,R551,2823,358,16
552,R552,2936,305,8
553,R553,3044,47,20
554,R554,3005,351,6
555,R555,2929,140,20
556,R556,2395,297,24
557,R557,3355,269,12
558,R558,3365,188,13
559,R559,3060,123,16
560,R560,3142,62,9
561,R561,2555,306,6
562,R562,2656,294,10
563,R563,3195,320,12
564,R564,2704,109,17
565,R565,3368,62,14
566,R566,3237,62,16
567,R567,3029,62,6
568,R568,2978,173,20
569,R569,2907,35,10
570,R570,3136,86,3
571,R571,3116,72,10
572,R572,3045,101,14
573,R573,2215,326,25
574,R574,3082,346,4
575,R575,2764,164,6
576,R576,3015,324,15
577,R577,2980,331,17
578,R578,2980,33,18
579,R579,2277,25,12
580,R580,3164,193,12
581,R581,2893,315,6
582,R582,2721,90,10
583,R583,2742,153,20
584,R584,3179,24,5
585,R585,2659,359,12
586,R586,2930,220,20
587,R587,2824,61,22
588,R588,2718,320,8
589,R589,2508,99,9
590,R590,2972,281,6
591,R591,2836,99,11
592,R592,3016,54,8
593,R593,3291,349,5
594,R594,2035,74,10
595,R595,2846,133,15
596,R596,2968,37,17
597,R597,3252,340,10
598,R598,3020,297,11
599,R599,3170,34,9
600,R600,2942,108,13
601,R601,2962,4,10
602,R602,2861,62,7
603,R603,3005,32,12
604,R604,3106,24,20
605,R605,3174,342,4
606,R606,3170,122,6
607,R607,3049,43,25
608,R608,2995,60,9
609,R609,3102,99,11
610,R610,3259,88,5
611,R611,3090,58,3
612,R612,2150,55,6
613,R613,2903,110,9
614,R614,2414,284,25
615,R615,2959,99,18
616,R616,3060,225,2
617,R617,2879,241,25
618,R618,2975,355,18
619,R619,2553,63,8
620,R620,2512,152,18
621,R621,2949,320,4
622,R622,3232,92,18
623,R623,2941,129,18
624,R624,2522,63,11
625,R625,2740,59,28
626,R626,2690,252,10
627,R627,3070,143,22
628,R628,2914,49,13
629,R629,3132,352,19
630,R630,3231,302,9
631,R631,3379,336,16
632,R632,3305,127,23
633,R633,3024,81,16
634,R634,2975,203,25
635,R635,2696,135,12
636,R636,2947,197,9
637,R637,2447,105,20
638,R638,3020,178,7
639,R639,3021,45,0
640,R640,2933,20,6
641,R641,3655,88,20
642,R642,3129,312,7
643,R643,2415,159,27
644,R644,2739,131,33
645,R645,3227,299,18
646,R646,3175,307,24
647,R647,3174,275,10
648,R648,3457,124,9
649,R649,2932,154,14
650,R650,3161,62,7
651,R651,3265,198,21
652,R652,3103,324,14
653,R653,3171,67,6
654,R654,2609,129,10
655,R655,3125,316,15
656,R656,2845,91,16
657,R657,3302,8,13
658,R658,3170,353,11
659,R659,2962,40,15
660,R660,2959,270,6
661,R661,3115,233,9
662,R662,3051,51,18
663,R663,3032,356,17
664,R664,3193,160,8
665,R665,3380,204,14
666,R666,2697,14,12
667,R667,2745,58,7
668,R668,2905,45,4
669,R669,3181,194,4
670,R670,3072,156,20
671,R671,3149,335,11
672,R672,3120,169,6
673,R673,2982,146,17
674,R674,2920,291,15
675,R675,2742,149,12
676,R676,3121,111,10
677,R677,3126,325,8
678,R678,2897,43,12
679,R679,3244,23,8
680,R680,3281,43,12
681,R681,3225,253,5
682,R682,3076,122,9
683,R683,2969,59,7
684,R684,3295,43,11
685,R685,2805,198,15
686,R686,3136,130,4
687,R687,3067,47,18
688,R688,3034,58,21
689,R689,2885,68,29
690,R690,2664,186,9
691,R691,2498,112,16
692,R692,3222,318,19
693,R693,3385,287,9
694,R694,3202,64,10
695,R695,2864,314,22
696,R696,2749,72,9
697,R697,3127,43,8
698,R698,2804,334,8
699,R699,3012,142,14
700,R700,2741,5,10
701,R701,2952,111,14
702,R702,3141,267,18
703,R703,2916,283,25
704,R704,2345,259,22
705,R705,2655,34,9
706,R706,2708,61,13
707,R707,3325,45,1
708,R708,2598,67,14
709,R709,3042,212,9
710,R710,3090,49,15
711,R711,2769,114,20
712,R712,2570,148,14
713,R713,3214,107,13
714,R714,2949,324,9
715,R715,2736,107,5
716,R716,3190,156,30
717,R717,3277,349,9
718,R718,2553,308,14
719,R719,2739,218,32
720,R720,3220,75,3
721,R721,2968,337,11
722,R722,2435,88,22
723,R723,3086,315,1
724,R724,3339,111,13
725,R725,3034,317,10
726,R726,3037,90,2
727,R727,3215,43,9
728,R728,2883,133,22
729,R729,3201,195,11
730,R730,3060,245,12
731,R731,3188,118,11
732,R732,2779,130,4
733,R733,2751,75,27
734,R734,3139,18,27
735,R735,3074,13,14
736,R736,3178,356,8
737,R737,2759,48,17
738,R738,2340,112,11
739,R739,3154,309,3
740,R740,3135,350,16
741,R741,3185,80,5
742,R742,2927,270,9
743,R743,3139,358,16
744,R744,3257,90,26
745,R745,3110,34,19
746,R746,2848,354,19
747,R747,3015,317,15
748,R748,2706,103,9
749,R749,2839,341,26
750,R750,3376,319,4
751,R751,2823,37,11
752,R752,3060,36,6
753,R753,2859,313,16
754,R754,2910,34,15
755,R755,3284,305,9
756,R756,3127,284,15
757,R757,2846,60,18
758,R758,3113,10,10
759,R759,3046,67,2
760,R760,2837,56,5
761,R761,3114,42,14
762,R762,3130,87,12
763,R763,3136,320,4
764,R764,2336,292,27
765,R765,2846,34,10
766,R766,2750,74,11
767,R767,2816,75,5
768,R768,2934,225,5
769,R769,2509,320,29
770,R770,3112,52,16
771,R771,2887,15,15
772,R772,3209,23,14
773,R773,2904,98,25
774,R774,2939,101,14
775,R775,3177,79,11
776,R776,2949,262,11
777,R777,3124,99,12
778,R778,3238,77,13
779,R779,2812,63,25
780,R780,2663,93,14
781,R781,2980,259,11
782,R782,2623,126,10
783,R783,3184,62,6
784,R784,3007,87,20
785,R785,3244,132,12
786,R786,3265,196,4
787,R787,3041,27,14
788,R788,3199,52,3
789,R789,3168,4,15
790,R790,2954,180,4
791,R791,3282,80,22
792,R792,3243,53,5
793,R793,3187,103,23
794,R794,2933,1,20
795,R795,3088,98,19
796,R796,3195,282,22
797,R797,2776,95,13
798,R798,2712,304,2
799,R799,3450,83,16
800,R800,3059,127,5
801,R801,3327,166,7
802,R802,2922,75,17
803,R803,3256,8,9
804,R804,2797,254,27
805,R805,3060,236,14
806,R806,2894,103,3
807,R807,3066,117,13
808,R808,2868,57,27
809,R809,2627,77,19
810,R810,3392,341,14
811,R811,2968,173,11
812,R812,2219,326,19
813,R813,2371,184,16
814,R814,2763,119,9
815,R815,2925,341,14
816,R816,3382,186,18
817,R817,3090,162,15
818,R818,2482,346,34
819,R819,2954,202,17
820,R820,3086,281,8
821,R821,2097,148,40
822,R822,2180,40,27
823,R823,3234,135,4
824,R824,2537,42,36
825,R825,3404,190,4
826,R826,3136,344,7
827,R827,3046,47,8
828,R828,3123,189,13
829,R829,3034,168,18
830,R830,3037,0,12
831,R831,2673,169,16
832,R832,3136,167,14
833,R833,3178,277,18
834,R834,3067,42,15
835,R835,3040,91,14
836,R836,2754,90,9
837,R837,3090,279,10
838,R838,2945,6,7
839,R839,2936,45,3
840,R840,2259,186,14
841,R841,3297,254,6
842,R842,3226,45,9
843,R843,3170,214,7
844,R844,2679,52,8
845,R845,2947,234,20
846,R846,2973,300,13
847,R847,3058,129,3
848,R848,3080,57,18
849,R849,2982,12,14
850,R850,2942,21,12
851,R851,3203,46,13
852,R852,2827,280,10
853,R853,3107,130,7
854,R854,2871,34,18
855,R855,3180,51,9
856,R856,3129,278,7
857,R857,3231,14,20
858,R858,2664,53,10
859,R859,2936,29,7
860,R860,3143,16,3
861,R861,2526,146,14
862,R862,2562,66,9
863,R863,3208,313,8
864,R864,2893,325,18
865,R865,3081,338,10
866,R866,3184,106,12
867,R867,3286,8,11
868,R868,2851,92,21
869,R869,2993,309,10
870,R870,3201,39,10
871,R871,3071,176,14
872,R872,3381,27,10
873,R873,3185,31,4
874,R874,3251,132,12
875,R875,3208,174,6
876,R876,3057,51,15
877,R877,2973,15,15
878,R878,3153,296,6
879,R879,2566,130,15
880,R880,2430,212,11
881,R881,2903,280,13
882,R882,2945,270,14
883,R883,3271,204,20
884,R884,3090,139,11
885,R885,2867,90,29
886,R886,3030,135,15
887,R887,2834,76,11
888,R888,2958,180,9
889,R889,2790,342,14
890,R890,2998,119,12
891,R891,3444,162,10
892,R892,2534,322,19
893,R893,3020,85,5
894,R894,2686,5,6
895,R895,2283,190,18
896,R896,2767,129,12
897,R897,3112,110,10
898,R898,3287,356,10
899,R899,3049,341,19
900,R900,3047,104,4
901,R901,3086,74,21
902,R902,2840,219,17
903,R903,3122,197,12
904,R904,2303,236,27
905,R905,2945,225,12
906,R906,3039,352,21
907,R907,2615,61,8
908,R908,2879,212,21
909,R909,2828,89,16
910,R910,3021,246,11
911,R911,3163,102,19
912,R912,3017,261,8
913,R913,2984,130,7
914,R914,2788,14,15
915,R915,3290,0,5
916,R916,2586,169,15
917,R917,2428,270,30
918,R918,2816,225,5
919,R919,2874,47,10
920,R920,3121,5,8
921,R921,2977,58,9
922,R922,2692,19,23
923,R923,3039,56,12
924,R924,2872,179,13
925,R925,2256,59,27
926,R926,2774,186,14
927,R927,3180,228,16
928,R928,3111,174,10
929,R929,3264,333,14
930,R930,3198,133,10
931,R931,3190,45,2
932,R932,3076,96,22
933,R933,2956,271,25
934,R934,2912,45,6
935,R935,3259,126,20
936,R936,3301,153,18
937,R937,3088,301,14
938,R938,2787,313,20
939,R939,3078,27,4
940,R940,3205,39,9
941,R941,3172,155,7
942,R942,2913,9,13
943,R943,3078,35,10
944,R944,3287,327,20
945,R945,2951,65,23
946,R946,2768,62,22
947,R947,3172,343,9
948,R948,3227,72,14
949,R949,3416,159,6
950,R950,2933,121,19
951,R951,2938,113,20
952,R952,3037,101,15
953,R953,2690,66,30
954,R954,3366,313,15
955,R955,2724,77,13
956,R956,3340,266,15
957,R957,2835,278,19
958,R958,2985,71,17
959,R959,3170,39,16
960,R960,3021,304,14
961,R961,3270,250,15
962,R962,2731,82,10
963,R963,3152,315,7
964,R964,2765,121,22
965,R965,3393,59,11
966,R966,3227,64,7
967,R967,3156,132,11
968,R968,2853,35,12
969,R969,3216,85,13
970,R970,2942,160,13
971,R971,2998,105,25
972,R972,3513,102,20
973,R973,3170,67,14
974,R974,2484,313,18
975,R975,2328,31,23
976,R976,2913,48,6
977,R977,2879,247,23
978,R978,3293,305,9
979,R979,3224,330,17
980,R980,3284,110,6
981,R981,3220,201,11
982,R982,3048,158,10
983,R983,3381,134,14
984,R984,2389,179,33
985,R985,2972,299,10
986,R986,3270,207,7
987,R987,3011,41,20
988,R988,3064,24,10
989,R989,2541,231,20
990,R990,2943,69,12
991,R991,2766,3,5
992,R992,3359,227,30
993,R993,3055,113,14
994,R994,3228,31,11
995,R995,2742,48,17
996,R996,2906,327,16
997,R997,3057,112,5
998,R998,3240,135,3
999,R999,2719,52,5
1000,R1000,2735,153,17
1001,R1001,2845,61,5
1002,R1002,3286,124,20
1003,R1003,2947,20,21
1004,R1004,2270,350,21
1005,R1005,2765,120,8
1006,R1006,3216,273,15
1007,R1007,2659,48,14
1008,R1008,2957,10,5
1009,R1009,2776,307,25
1010,R1010,2852,354,12
1011,R1011,3203,234,7
1012,R1012,2751,342,13
1013,R1013,3283,359,12
1014,R1014,2971,33,13
1015,R1015,3160,44,21
1016,R1016,3022,63,7
1017,R1017,2975,162,12
1018,R1018,3393,355,14
1019,R1019,3434,295,19
1020,R1020,3365,61,11
1021,R1021,3064,80,4
1022,R1022,2879,341,23
1023,R1023,2862,113,7
1024,R1024,2847,61,30
1025,R1025,3206,90,3
1026,R1026,2917,11,14
1027,R1027,2814,147,8
1028,R1028,2569,57,16
1029,R1029,2719,192,6
1030,R1030,2972,80,7
1031,R1031,3123,52,16
1032,R1032,3235,267,27
1033,R1033,3273,117,27
1034,R1034,2937,117,9
1035,R1035,2027,42,13
1036,R1036,3175,153,17
1037,R1037,2578,7,21
1038,R1038,2192,107,11
1039,R1039,2306,39,19
1040,R1040,2939,209,28
1041,R1041,3340,81,9
1042,R1042,2568,193,17
1043,R1043,3278,44,20
1044,R1044,3279,322,3
1045,R1045,3172,311,15
1046,R1046,2940,111,15
1047,R1047,2900,4,12
1048,R1048,2252,302,36
1049,R1049,3196,62,9
1050,R1050,2860,59,15
1051,R1051,2902,118,8
1052,R1052,3260,283,11
1053,R1053,2886,30,8
1054,R1054,2999,10,21
1055,R1055,3111,50,11
1056,R1056,2709,71,15
1057,R1057,3285,313,9
1058,R1058,3287,204,26
1059,R1059,2968,90,27
1060,R1060,3331,150,10
1061,R1061,2963,69,24
1062,R1062,2911,59,20
1063,R1063,2588,71,17
1064,R1064,2705,50,12
1065,R1065,2489,329,18
1066,R1066,3216,50,7
1067,R1067,2973,70,5
1068,R1068,2694,90,23
1069,R1069,3223,259,10
1070,R1070,3184,293,17
1071,R1071,3352,208,14
1072,R1072,3214,279,6
1073,R1073,3060,129,21
1074,R1074,2728,83,28
1075,R1075,3081,32,8
1076,R1076,3343,185,19
1077,R1077,3036,337,15
1078,R1078,2538,128,8
1079,R1079,2276,310,35
1080,R1080,2614,333,10
1081,R1081,3119,279,14
1082,R1082,2845,222,27
1083,R1083,2783,101,6
1084,R1084,2954,320,31
1085,R1085,3075,135,6
1086,R1086,3149,297,20
1087,R1087,3075,103,9
1088,R1088,2379,141,24
1089,R1089,2856,16,17
1090,R1090,2860,57,18
1091,R1091,2659,352,20
1092,R1092,3013,324,6
1093,R1093,3283,85,16
1094,R1094,3404,297,22
1095,R1095,2678,343,7
1096,R1096,2623,148,16
1097,R1097,3227,63,15
1098,R1098,2451,82,15
1099,R1099,3248,349,11
1100,R1100,2592,158,16
1101,R1101,2658,43,16
1102,R1102,3073,187,11
1103,R1103,3172,138,16
1104,R1104,2879,118,15
1105,R1105,3332,320,24
1106,R1106,2857,20,8
1107,R1107,3208,14,4
1108,R1108,3214,128,13
1109,R1109,2760,5,15
1110,R1110,2873,143,5
1111,R1111,2988,57,20
1112,R1112,2711,296,7
1113,R1113,2623,99,17
1114,R1114,2423,164,17
1115,R1115,2754,145,13
1116,R1116,2675,305,18
1117,R1117,2539,285,22
1118,R1118,2834,115,13
1119,R1119,2797,65,14
1120,R1120,3212,65,23
1121,R1121,2959,56,10
1122,R1122,2806,190,15
1123,R1123,3056,106,12
1124,R1124,2689,250,15
1125,R1125,3146,12,10
1126,R1126,2763,46,15
1127,R1127,2668,37,5
1128,R1128,3343,346,13
1129,R1129,3143,158,17
1130,R1130,2875,309,20
1131,R1131,3238,169,10
1132,R1132,2884,143,14
1133,R1133,3003,141,16
1134,R1134,3083,31,6
1135,R1135,2642,241,10
1136,R1136,2754,129,10
1137,R1137,2975,291,3
1138,R1138,2568,135,17
1139,R1139,2965,125,8
1140,R1140,3124,8,12
