id,label,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points
147,R147,3242,300,9,170,44,2803,195,237,182,1209
148,R148,2969,86,4,595,56,4095,225,233,144,4637
149,R149,2697,253,11,90,2,1429,196,247,189,1124
150,R150,3416,45,7,228,77,1744,222,225,138,1167
151,R151,3024,44,13,350,16,6523,222,211,121,2896
152,R152,3011,67,25,108,-12,2406,235,182,0,2812
153,R153,2711,232,33,301,77,3160,148,247,219,1595
154,R154,3139,128,17,192,21,3648,246,227,104,192
155,R155,3251,340,8,67,6,4540,204,229,164,721
156,R156,3179,49,20,362,33,1380,224,193,95,2295
157,R157,3165,337,17,218,58,2008,180,215,172,2100
158,R158,3053,151,23,234,53,514,241,233,108,1595
159,R159,3347,83,19,182,34,2352,243,204,83,2652
160,R160,2713,137,28,85,40,3157,249,215,73,6151
161,R161,3376,304,10,908,119,1055,192,235,183,2135
162,R162,2979,2,8,60,4,942,209,224,154,2210
163,R163,3300,74,10,408,90,390,233,220,119,426
164,R164,2724,80,16,240,84,1195,239,210,97,2131
165,R165,3175,122,17,300,37,524,247,224,99,2125
166,R166,3398,319,5,376,39,1742,207,235,167,680
167,R167,2921,72,17,60,25,5678,237,205,94,1188
168,R168,2830,75,5,283,41,2526,226,231,140,1495
169,R169,2916,0,6,242,0,5202,212,229,155,2259
170,R170,2768,158,28,240,102,2108,236,231,105,2255
171,R171,2906,13,8,42,6,4723,212,223,148,1604
172,R172,2846,351,10,636,14,570,203,224,159,1233
173,R173,2932,24,6,60,3,4207,217,226,146,5071
174,R174,2837,65,21,60,23,2420,234,193,81,2215
175,R175,3193,276,6,162,20,1385,203,241,178,85
176,R176,3145,99,9,277,12,5440,235,228,125,1844
177,R177,2613,113,2,371,61,1323,222,237,151,1423
178,R178,2946,262,7,95,10,5550,204,244,179,2081
179,R179,3185,249,16,120,11,1992,184,250,202,4115
180,R180,2968,196,7,295,42,4829,219,246,162,6417
181,R181,2673,99,20,192,3,1350,249,207,78,540
182,R182,3395,56,9,660,156,3000,226,222,130,2311
183,R183,2854,107,7,454,53,2651,233,232,131,2758
184,R184,2706,30,9,218,15,1471,218,220,138,1556
185,R185,3127,288,7,42,8,2321,201,240,178,2089
186,R186,2965,342,3,543,20,4260,213,235,159,5544
187,R187,3095,306,13,30,4,3797,183,232,189,1064
188,R188,3222,29,14,228,61,782,214,208,127,1873
189,R189,3246,197,11,390,44,2542,217,249,165,1364
190,R190,2990,66,16,67,13,2542,234,206,98,1754
191,R191,3054,90,5,532,168,5883,227,232,139,5017
192,R192,2941,28,13,218,62,1380,215,212,132,1980
193,R193,2728,16,14,150,42,1530,207,209,137,3147
194,R194,2783,94,11,60,0,2202,237,224,117,1356
195,R195,3174,259,11,277,71,3309,193,246,192,1664
196,R196,2799,52,20,30,9,1033,226,194,94,1470
197,R197,2749,5,15,85,17,3092,200,210,145,6217
198,R198,3253,237,16,570,69,450,190,252,197,1645
199,R199,2561,101,14,256,54,660,243,220,103,175
200,R200,3118,63,21,408,43,1333,233,192,81,2951
201,R201,3192,357,10,376,76,2694,204,221,155,837
202,R202,2959,51,13,150,17,3799,226,211,117,5238
203,R203,3212,347,23,127,35,2634,171,197,161,2676
204,R204,2014,31,38,95,93,124,183,132,58,376
205,R205,3132,73,7,201,19,4012,229,226,131,3113
206,R206,3236,308,13,573,78,4273,184,232,188,837
207,R207,2086,305,28,124,53,433,133,213,214,459
208,R208,2994,28,15,1168,228,2694,213,207,126,977
209,R209,3073,18,11,180,9,1254,211,216,141,1167
210,R210,3132,50,7,242,36,5160,224,225,136,3260
211,R211,2119,323,31,60,24,570,129,192,195,841
212,R212,3022,124,9,300,51,4350,235,234,130,990
213,R213,3151,191,20,967,60,4236,215,251,161,1184
214,R214,2965,121,4,300,68,3983,227,236,144,5315
215,R215,2978,9,13,376,-12,3776,205,213,144,5863
216,R216,3029,263,13,108,27,2911,186,246,199,942
217,R217,2968,36,25,216,67,2244,209,177,91,1800
218,R218,2968,119,12,162,29,4666,240,229,117,3059
219,R219,2798,316,28,577,43,990,133,203,203,1269
220,R220,2995,335,42,319,155,1624,97,149,170,1040
221,R221,2836,110,14,67,7,1194,243,224,107,812
222,R222,2982,328,4,537,89,134,209,234,164,631
223,R223,2931,174,24,170,30,300,226,243,135,860
224,R224,2706,27,14,67,10,1020,213,208,128,1776
225,R225,3300,307,5,150,16,4929,206,237,170,3159
226,R226,2789,119,21,390,147,2335,250,217,85,2180
227,R227,2963,33,14,295,27,1538,216,209,125,655
228,R228,2791,51,30,417,59,1063,219,160,54,1986
229,R229,2887,72,28,240,123,1728,238,173,47,1549
230,R230,2428,287,27,60,30,1126,133,226,227,806
231,R231,2721,125,13,240,25,1831,241,230,116,1159
232,R232,3128,127,16,335,-67,1359,245,228,108,2184
233,R233,3355,188,8,888,153,2980,221,247,159,1138
234,R234,3159,184,18,685,-47,470,221,249,155,1830
235,R235,3060,24,15,30,6,3042,211,207,129,5806
236,R236,3168,45,8,552,75,3144,222,223,136,3324
237,R237,2593,69,3,201,-3,450,223,233,145,6225
238,R238,2889,70,13,228,60,1518,233,214,111,2110
239,R239,3393,312,11,402,71,3848,189,232,183,1889
240,R240,3212,231,13,67,4,3466,199,252,189,1470
241,R241,3709,305,4,997,263,5435,209,237,167,3596
242,R242,3255,93,9,162,13,1677,234,227,125,2051
243,R243,3296,33,11,404,71,1253,218,215,132,1826
244,R244,3250,297,7,256,47,4517,199,238,178,660
245,R245,3031,325,4,108,5,1250,210,235,163,2652
246,R246,2642,57,7,30,-2,1026,225,226,136,1616
247,R247,2885,72,25,180,83,180,239,184,61,1044
248,R248,2523,103,3,30,0,2429,225,235,145,2336
249,R249,3017,70,18,458,50,4799,237,201,89,1426
250,R250,3049,23,4,365,62,854,218,231,151,1724
251,R251,2965,59,21,175,46,5544,230,192,85,1337
252,R252,2758,38,24,190,28,1931,212,181,92,1991
253,R253,3201,80,19,234,6,5295,241,202,84,1233
254,R254,3376,287,9,390,0,3100,195,240,185,1874
255,R255,3214,146,15,285,-16,1050,240,237,122,2613
256,R256,2940,15,22,499,-26,713,195,190,126,391
257,R257,2978,295,4,330,52,5288,209,238,169,1719
258,R258,3232,277,11,108,37,4905,189,242,193,1385
259,R259,3014,79,14,120,13,6302,238,213,103,3556
260,R260,3023,256,16,466,86,2663,181,248,204,983
261,R261,3256,237,7,716,125,1914,209,246,175,2239
262,R262,3142,158,9,256,10,295,231,242,143,4968
263,R263,2687,297,1,30,0,1608,216,238,160,1358
264,R264,3181,128,14,339,65,1296,242,231,115,1765
265,R265,2478,321,29,60,20,787,134,197,197,604
266,R266,3148,308,11,255,49,4069,190,233,184,1114
267,R267,3460,316,24,0,0,1661,148,211,199,1982
268,R268,3023,84,21,484,84,1449,244,199,74,2282
269,R269,3196,37,14,180,42,3301,219,209,123,793
270,R270,2637,50,16,30,-16,2858,225,203,107,6451
271,R271,3034,137,10,319,35,5200,235,237,132,3153
272,R272,3378,35,11,124,30,3829,219,215,130,2906
273,R273,3214,141,3,351,53,1040,224,238,150,1994
274,R274,2636,270,0,60,6,1351,217,238,158,95
275,R275,3138,13,8,390,30,1748,212,223,148,2761
276,R276,3226,50,18,192,21,1624,225,199,101,598
277,R277,2344,35,29,212,74,679,202,163,80,947
278,R278,3036,340,20,295,44,3481,173,206,170,2058
279,R279,3096,18,3,0,0,4071,217,233,153,1265
280,R280,2733,23,8,0,0,2058,216,223,144,350
281,R281,2355,349,24,190,86,283,167,191,157,1068
282,R282,3246,305,20,421,107,2324,161,225,203,150
283,R283,2955,218,15,108,-6,5399,202,253,184,2806
284,R284,3274,330,10,485,75,582,195,228,172,1195
285,R285,3077,97,13,247,27,4668,241,220,106,779
286,R286,2740,184,12,90,16,997,223,248,156,525
287,R287,2788,123,30,85,44,2252,254,202,52,485
288,R288,3107,20,15,162,0,1740,208,206,132,1732
289,R289,2823,359,22,390,118,469,183,195,145,2388
290,R290,3196,37,7,819,115,1441,220,224,140,2495
291,R291,2444,121,28,270,107,382,254,205,59,875
292,R292,2865,222,24,85,31,716,182,254,199,573
293,R293,2918,90,7,272,47,3476,231,229,130,2984
294,R294,2814,154,16,124,13,3371,237,239,127,6549
295,R295,2778,135,29,85,23,3630,250,213,68,5758
296,R296,2921,69,21,95,35,5597,237,192,77,1165
297,R297,3142,191,11,371,58,182,220,249,162,2081
298,R298,3231,29,11,1006,30,4026,216,217,135,2477
299,R299,3007,315,27,361,-96,1129,140,207,202,2876
300,R300,3129,278,7,234,24,1050,202,241,179,1345
301,R301,2772,101,4,365,105,2773,226,234,144,6622
302,R302,3161,127,9,306,45,510,236,234,129,2343
303,R303,3195,154,33,757,314,1195,237,221,85,2856
304,R304,3289,126,27,42,21,4039,253,210,67,1053
305,R305,2808,2,25,67,23,1146,178,185,138,1801
306,R306,2928,90,3,212,5,4484,225,234,145,4060
307,R307,3155,340,10,42,6,726,198,225,166,1266
308,R308,2408,7,18,443,138,976,195,201,140,1112
309,R309,3191,38,14,0,0,1575,219,208,121,2472
310,R310,2800,120,5,0,0,1943,229,235,140,2408
311,R311,2802,152,13,108,21,3513,235,240,133,3142
312,R312,3148,18,16,361,20,1530,206,204,132,1723
313,R313,2168,75,31,162,117,391,239,166,35,300
314,R314,2294,334,14,60,6,134,186,220,173,912
315,R315,2495,89,13,108,22,840,239,219,108,5168
316,R316,2036,334,28,30,17,120,146,192,178,636
317,R317,3043,100,11,150,11,1180,238,226,118,2254
318,R318,2645,21,17,182,-21,1756,207,201,127,1590
319,R319,3270,278,10,408,80,870,193,242,189,466
320,R320,3191,212,8,366,71,5891,214,247,170,3120
321,R321,2996,62,11,297,19,2674,230,217,119,1574
322,R322,3042,176,8,85,5,1825,224,245,154,1716
323,R323,3192,62,29,446,105,4944,229,166,49,3377
324,R324,3004,180,1,295,19,1980,219,239,157,1115
325,R325,2893,25,8,30,4,2435,216,223,143,182
326,R326,2808,41,4,319,95,3158,220,230,146,6278
327,R327,2954,65,24,201,66,2556,234,183,67,1879
328,R328,3098,259,2,182,30,2337,213,240,165,2134
329,R329,2757,347,32,182,53,1248,142,170,154,1740
330,R330,3357,7,13,60,15,4392,204,214,146,4134
331,R331,3339,226,19,722,112,3674,190,254,196,2419
332,R332,3044,221,5,408,158,6003,213,245,169,4935
333,R333,2922,21,6,402,19,4650,216,227,148,4689
334,R334,3162,135,2,541,83,5210,222,238,152,1006
335,R335,3085,143,12,134,14,319,238,237,127,810
336,R336,2957,241,26,134,59,2335,162,250,218,1524
337,R337,2990,278,32,175,64,2551,118,225,238,2591
338,R338,2958,343,13,984,192,2530,194,220,165,870
339,R339,3120,265,8,424,83,3062,200,244,182,518
340,R340,3287,180,7,1050,171,2293,223,244,156,2240
341,R341,2861,337,7,108,12,3227,204,230,165,3105
342,R342,2932,76,12,60,13,4753,234,218,114,6251
343,R343,3425,16,9,371,86,1650,212,222,146,1273
344,R344,2928,75,22,120,10,570,241,194,74,1772
345,R345,2971,97,16,170,52,3655,244,215,96,1189
346,R346,2454,349,28,511,245,960,157,182,155,228
347,R347,2132,38,21,0,0,1114,215,190,102,1473
348,R348,3008,102,37,182,79,2059,251,166,0,2919
349,R349,3222,138,7,134,22,3161,231,238,140,210
350,R350,3119,296,7,42,1,1315,200,238,178,1371
351,R351,2859,156,13,42,4,3403,235,241,134,2701
352,R352,2966,31,12,566,4,2184,216,213,131,2791
353,R353,2840,351,14,516,70,3251,194,215,159,1374
354,R354,3291,321,17,467,140,2589,173,220,186,255
355,R355,3179,318,19,30,5,3701,165,219,192,1776
356,R356,3424,188,13,469,112,4239,220,249,160,3036
357,R357,3188,141,9,497,16,4502,234,238,135,1766
358,R358,2955,135,5,0,0,4763,227,238,144,5610
359,R359,2472,274,39,120,74,297,91,216,248,277
360,R360,2938,42,11,503,61,513,222,215,127,1031
361,R361,2808,38,21,162,24,2402,215,189,100,1398
362,R362,2943,353,21,60,13,1561,179,198,154,1328
363,R363,3067,29,16,297,41,2767,212,202,122,1230
364,R364,2706,210,4,30,4,1019,217,243,163,1936
365,R365,3124,231,6,30,1,2317,210,246,172,792
366,R366,3292,329,10,391,47,4725,197,229,171,930
367,R367,2712,68,5,201,6,819,225,230,139,1889
368,R368,3090,86,3,60,-1,3971,224,234,145,1218
369,R369,2837,60,31,95,29,1320,227,159,43,847
370,R370,3225,29,14,90,11,2358,214,208,126,1142
371,R371,3044,340,6,30,-3,2780,208,232,162,815
372,R372,2911,194,7,331,47,2012,219,246,162,871
373,R373,3025,95,31,579,220,598,251,178,32,1593
374,R374,2784,356,3,301,28,2084,214,234,157,1624
375,R375,2901,197,19,60,-3,990,211,252,168,1832
376,R376,3072,29,9,582,73,2742,217,221,139,1992
377,R377,3113,52,16,300,59,3580,227,203,105,3031
378,R378,2984,175,12,108,33,4044,226,246,151,967
379,R379,2896,111,10,0,0,4500,237,229,122,6193
380,R380,3274,47,22,256,95,1670,221,186,89,2605
381,R381,2955,341,15,67,22,1316,187,216,167,2348
382,R382,2692,23,12,365,35,400,213,215,137,782
383,R383,2800,79,15,0,0,1291,238,212,101,2218
384,R384,3160,90,0,0,0,1509,219,237,155,1801
385,R385,3021,72,13,30,-4,2060,235,214,109,3475
386,R386,2587,317,29,350,168,764,131,200,202,1195
387,R387,3202,15,11,60,11,3520,210,217,143,3365
388,R388,3377,63,12,618,103,1248,230,215,116,2671
389,R389,3283,30,13,674,78,3277,216,212,130,4351
390,R390,2821,161,26,124,56,3918,235,235,113,5503
391,R391,3074,178,13,277,43,1844,225,247,152,210
392,R392,2742,28,25,95,-48,95,202,178,101,134
393,R393,3129,128,15,210,31,2002,244,229,110,2297
394,R394,2915,78,13,306,-12,792,236,216,109,2345
395,R395,3195,96,11,0,0,2449,238,224,115,2599
396,R396,3213,356,34,631,100,1250,146,159,136,1521
397,R397,3180,21,6,934,-22,1215,216,227,148,1517
398,R398,2951,84,7,150,28,3756,231,227,129,1383
399,R399,3304,316,21,362,109,543,159,217,196,488
400,R400,3288,81,10,85,11,4091,233,223,121,953
401,R401,3258,326,21,182,56,4177,164,212,186,1360
402,R402,3203,32,13,417,68,509,216,210,127,2642
403,R403,3330,356,13,108,36,1866,198,216,155,1979
404,R404,3106,353,15,242,44,268,192,212,156,1140
405,R405,2585,131,9,85,17,977,235,235,132,1182
406,R406,2899,78,21,127,45,4977,242,195,74,162
407,R407,2832,184,17,30,0,1138,222,249,155,2372
408,R408,2817,323,26,524,169,1026,144,203,193,1410
409,R409,2926,12,19,573,107,1503,198,199,134,2793
410,R410,3130,320,16,350,55,277,177,223,185,1443
411,R411,3267,345,25,722,151,1315,163,193,163,1584
412,R412,2620,272,25,67,30,1296,146,238,227,1052
413,R413,3209,13,18,339,66,2275,200,201,134,2659
414,R414,3251,81,11,698,103,713,235,219,114,1947
415,R415,3225,45,12,283,42,5678,223,214,124,2215
416,R416,2948,170,25,1124,153,2613,228,241,129,1290
417,R417,2961,328,9,108,11,2236,199,230,170,1681
418,R418,2907,6,15,42,7,3409,201,211,146,1822
419,R419,2949,157,4,60,0,1973,224,240,151,270
420,R420,2570,350,13,60,8,1172,197,218,159,5009
421,R421,2896,123,18,150,37,1613,248,223,96,1350
422,R422,3271,71,19,573,-14,4164,237,201,88,2598
423,R423,2886,352,13,234,10,741,198,218,158,1451
424,R424,3031,3,22,430,-28,1100,185,193,140,2058
425,R425,2913,63,4,218,0,4129,224,231,143,6364
426,R426,3048,221,17,30,6,582,197,254,189,582
427,R427,3363,144,4,30,-3,4478,226,239,147,4228
428,R428,2522,90,10,60,13,1050,235,224,120,5028
429,R429,3207,235,15,162,26,2949,193,252,194,1471
430,R430,2959,289,16,153,41,5838,173,236,202,1302
431,R431,3040,331,13,268,-14,2439,188,223,174,1348
432,R432,3053,245,10,285,35,3102,200,248,186,875
433,R433,2329,226,28,228,113,927,170,252,207,516
434,R434,3243,248,11,430,-31,2778,196,248,190,335
435,R435,3307,39,16,376,88,3061,219,203,115,2254
436,R436,3043,59,15,295,75,1765,230,207,105,3555
437,R437,3140,16,9,752,59,1657,212,222,146,2764
438,R438,2998,95,16,120,27,1824,244,214,94,3649
439,R439,3148,88,11,30,0,5490,237,221,114,2078
440,R440,3291,92,15,351,81,330,242,216,99,467
441,R441,2948,189,9,765,79,2847,221,247,160,1722
442,R442,2675,154,12,272,41,2376,235,241,135,2315
443,R443,3591,29,11,371,54,1832,216,217,135,1648
444,R444,2592,2,6,67,11,874,211,228,154,6205
445,R445,2291,84,6,0,0,127,229,229,133,361
446,R446,3033,28,9,30,4,875,217,220,139,1203
447,R447,2739,323,25,85,43,3118,149,205,192,6219
448,R448,2963,87,9,0,0,1332,233,226,125,2053
449,R449,2514,93,5,218,33,1061,227,233,140,4716
450,R450,2916,347,14,295,3,5352,191,216,162,2205
451,R451,3026,355,10,234,87,1288,203,222,157,2180
452,R452,3320,9,24,240,53,5347,186,186,130,573
453,R453,2975,11,4,120,10,4986,216,232,153,5701
454,R454,2908,61,27,218,114,240,230,174,60,1230
455,R455,2826,78,16,120,25,2910,239,210,97,2255
456,R456,2875,148,12,30,0,190,235,239,133,1060
457,R457,3161,238,8,120,26,907,207,247,178,1651
458,R458,2706,54,11,234,30,1758,226,216,122,6223
459,R459,3131,106,12,330,93,270,241,225,112,1742
460,R460,2968,32,14,216,27,3870,216,210,126,1214
461,R461,2649,341,15,150,24,1302,187,216,167,6499
462,R462,3184,346,14,277,65,1315,192,217,162,426
463,R463,3139,62,7,134,-14,1449,226,226,134,2251
464,R464,3113,143,7,124,5,5411,231,239,141,825
465,R465,2614,246,3,391,143,503,213,241,166,430
466,R466,3007,180,15,240,33,1595,224,248,152,3531
467,R467,3223,153,2,170,-6,4562,222,239,153,782
468,R468,3068,353,21,930,-47,1040,180,199,154,1510
469,R469,3001,4,7,335,42,5016,211,226,153,4478
470,R470,3176,193,17,402,53,2252,216,251,164,854
471,R471,2977,37,7,516,84,1024,220,224,139,1605
472,R472,3323,140,4,30,0,1440,225,238,148,3442
473,R473,2804,305,25,297,35,2100,144,218,210,492
474,R474,3080,96,33,180,32,2768,251,173,23,1233
475,R475,2801,338,13,85,18,2048,192,222,168,1597
476,R476,3122,322,14,108,24,2059,184,226,181,1812
477,R477,3140,9,18,60,14,4953,197,202,138,1054
478,R478,2656,188,27,182,71,1752,211,248,154,2724
479,R479,3282,337,28,564,134,4023,149,190,174,2262
480,R480,2566,353,8,85,6,1253,207,227,158,2466
481,R481,3025,164,7,60,-1,3355,227,242,149,1318
482,R482,2845,105,14,467,115,3236,243,222,105,2802
483,R483,3083,308,11,90,19,1026,190,233,183,1784
484,R484,3146,328,15,470,0,2750,183,222,178,361
485,R485,3062,122,14,170,42,4745,243,228,110,1913
486,R486,3274,185,10,240,46,1224,222,248,158,1031
487,R487,3046,82,2,201,-1,2619,221,236,151,700
488,R488,3021,247,13,680,112,5852,194,249,193,3295
489,R489,3157,349,14,30,4,4097,193,215,161,277
490,R490,2082,60,29,67,40,335,228,167,52,755
491,R491,3085,86,35,256,156,2021,245,160,14,2871
492,R492,2836,190,12,242,36,2173,220,249,161,2067
493,R493,3021,123,8,85,5,3059,234,234,132,443
494,R494,3007,17,10,466,-6,3197,212,219,144,5759
495,R495,2940,226,32,360,3,3463,158,249,210,1315
496,R496,2943,124,14,170,54,3828,243,229,111,2542
497,R497,3172,113,12,499,115,3944,240,228,116,2761
