id,label,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am
47,R47,2916,130,7,618,168,2514,233
48,R48,3424,5,20,492,212,4361,190
49,R49,3110,329,8,424,56,2322,200
50,R50,2936,334,6,484,49,3319,206
51,R51,2874,66,3,376,62,2436,222
52,R52,3002,121,3,256,17,2010,224
53,R53,2947,4,24,153,88,987,181
54,R54,2840,298,16,342,-43,1316,174
55,R55,3065,32,12,150,8,1452,217
56,R56,3195,152,8,283,20,3598,230
57,R57,2810,258,7,420,75,1717,204
58,R58,3359,90,11,400,20,1040,237
59,R59,2736,34,26,150,76,1260,206
60,R60,2968,127,7,30,-3,4087,232
61,R61,3367,331,14,390,69,1589,185
62,R62,3189,116,7,384,41,5739,233
63,R63,3199,108,17,67,-14,4468,246
64,R64,2385,115,30,108,42,306,254
65,R65,3397,189,10,886,222,1318,221
66,R66,3096,22,8,361,33,469,215
67,R67,2983,282,31,180,62,2574,121
68,R68,2712,292,3,95,8,1994,212
69,R69,2785,318,25,234,81,1100,148
70,R70,3005,137,32,713,177,4399,249
71,R71,3276,40,12,277,85,1928,221
72,R72,3241,137,10,335,113,4119,235
73,R73,3028,269,17,272,107,2793,173
74,R74,3065,36,4,42,2,1082,219
75,R75,2822,1,18,330,25,1602,192
76,R76,2443,299,29,90,42,1074,128
77,R77,2714,101,11,30,4,1756,239
78,R78,3054,243,18,0,0,1465,183
79,R79,3415,204,9,351,20,2817,215
80,R80,3033,135,4,95,7,2040,226
81,R81,3345,353,13,350,89,3098,197
82,R82,2852,55,9,552,26,840,226
83,R83,2997,320,16,150,20,1240,177
84,R84,2945,253,18,90,24,2539,177
85,R85,2885,86,30,270,160,1998,247
86,R86,2781,345,5,175,30,2096,209
87,R87,3014,40,12,466,197,1950,221
88,R88,2890,83,34,180,63,5493,243
89,R89,2892,203,7,323,88,1507,217
90,R90,3210,93,5,30,0,4853,227
91,R91,2328,158,25,182,84,930,238
92,R92,3100,61,15,443,41,752,231
93,R93,2886,82,18,228,69,255,242
94,R94,2610,241,9,297,41,1441,204
95,R95,3109,245,16,582,60,3216,187
96,R96,2906,337,18,42,6,1358,179
97,R97,2907,99,10,450,16,1663,237
98,R98,2955,135,7,272,36,4883,231
99,R99,3011,41,16,636,130,1657,221
100,R100,2923,324,13,0,0,2040,187
101,R101,3243,101,19,524,214,3603,248
102,R102,2662,59,11,497,33,888,228
103,R103,2743,336,18,295,-11,870,177
104,R104,2741,335,18,379,84,1722,178
105,R105,2103,342,30,67,48,949,145
106,R106,3311,201,26,190,51,2337,200
107,R107,3177,150,8,42,1,760,231
108,R108,3028,180,4,42,-2,2594,221
109,R109,2991,243,10,616,75,5662,201
110,R110,2167,310,30,190,102,690,125
111,R111,3383,333,14,825,191,1006,188
112,R112,3011,62,8,376,27,4015,227
113,R113,3058,319,5,42,1,3635,208
114,R114,2867,167,23,67,20,1541,231
115,R115,2092,99,28,30,14,742,252
116,R116,3330,1,20,180,-1,1570,188
117,R117,2697,29,12,0,0,216,216
118,R118,3140,124,26,30,-3,1310,253
119,R119,3127,139,25,134,11,1084,248
120,R120,3288,189,17,218,39,3301,218
121,R121,2892,306,4,430,39,2701,208
122,R122,3050,22,17,433,53,2900,207
123,R123,3175,32,15,366,10,4796,216
124,R124,3060,63,7,300,5,726,227
125,R125,2107,268,35,162,84,417,111
126,R126,2101,39,19,0,0,630,217
127,R127,2865,328,23,532,78,1347,157
128,R128,3252,63,5,552,135,4908,225
129,R129,3156,8,8,190,13,1557,211
130,R130,3209,277,26,834,122,3580,141
131,R131,3199,55,16,216,27,3204,228
132,R132,3205,115,15,808,30,3071,244
133,R133,2874,59,14,474,63,1731,230
134,R134,2937,342,13,234,59,3171,192
135,R135,2779,96,18,85,18,2190,246
136,R136,2390,334,27,60,13,618,147
137,R137,2904,66,28,240,87,1664,234
138,R138,3146,53,19,170,73,5012,227
139,R139,2606,144,13,0,0,3178,238
140,R140,3220,6,10,658,80,2402,208
141,R141,3271,171,15,272,53,3045,229
142,R142,3134,341,9,607,59,1790,201
143,R143,2854,341,11,150,38,153,196
144,R144,2625,6,13,0,0,907,204
145,R145,3308,32,9,604,172,1084,218
146,R146,3286,309,12,331,87,5189,187
147,R147,2333,259,12,30,1,240,190
148,R148,3326,150,22,319,62,4012,242
149,R149,3071,117,4,0,0,4345,227
150,R150,3016,74,8,430,32,4053,230
151,R151,2015,33,28,85,50,127,203
152,R152,2941,94,15,210,8,1065,243
153,R153,3095,0,9,492,78,1392,207
154,R154,3002,9,7,351,51,1181,212
155,R155,3233,77,17,631,9,997,239
156,R156,3149,264,21,371,83,5835,163
157,R157,2972,8,14,30,7,4594,202
158,R158,3224,225,3,300,28,5962,216
159,R159,3253,253,6,362,33,3267,207
160,R160,3033,12,7,0,0,2154,213
161,R161,2656,33,22,30,18,1423,210
162,R162,2415,20,28,108,36,924,189
163,R163,2840,164,14,42,8,1020,232
164,R164,3023,89,10,216,25,2966,235
165,R165,2808,61,21,247,17,2649,232
166,R166,3126,81,10,190,-10,1917,233
167,R167,3174,139,10,90,-8,2308,236
168,R168,2429,36,23,85,35,752,212
169,R169,3080,80,9,210,-19,6730,233
170,R170,3009,63,8,242,46,1583,228
171,R171,2986,250,6,108,10,1493,206
172,R172,2975,214,9,120,28,1698,212
173,R173,2972,87,18,180,48,4562,243
174,R174,3044,349,10,342,36,2695,202
175,R175,3157,65,10,395,18,1860,230
176,R176,3348,351,18,474,39,3663,184
177,R177,3205,302,12,60,10,819,187
178,R178,2854,324,26,108,52,4686,147
179,R179,3114,315,8,150,18,2139,199
180,R180,2712,139,4,283,5,2081,227
181,R181,2921,56,12,162,37,1706,228
182,R182,2939,226,19,90,43,5896,190
183,R183,2989,93,21,0,0,514,248
184,R184,3148,108,8,503,70,330,233
185,R185,2949,146,22,258,99,6078,244
186,R186,2671,61,18,42,2,1651,232
187,R187,3064,263,6,400,73,5824,206
188,R188,2055,299,40,150,111,283,85
189,R189,2916,90,1,90,3,4924,221
190,R190,2543,105,5,190,-6,1020,228
191,R191,3001,113,21,360,134,6001,250
192,R192,2489,45,2,309,46,60,220
193,R193,3219,92,5,85,7,4769,229
194,R194,3018,76,10,458,17,6399,233
195,R195,2788,279,24,90,22,1889,149
196,R196,2978,113,6,30,-3,4294,231
197,R197,3055,100,4,573,83,2601,227
198,R198,2512,76,7,0,0,150,229
199,R199,2338,211,24,210,108,926,193
200,R200,3258,205,10,319,60,2835,215
201,R201,2778,35,13,594,89,365,218
202,R202,3198,151,15,785,-12,1018,238
203,R203,2828,149,11,120,12,2083,234
204,R204,3202,99,22,313,42,5355,250
205,R205,3219,75,7,134,7,2940,228
206,R206,2644,331,6,256,67,1124,206
207,R207,3221,315,5,170,7,3808,206
208,R208,3346,217,17,511,140,1879,200
209,R209,3368,179,13,459,39,966,225
210,R210,3120,340,21,150,53,2015,170
211,R211,3228,59,16,342,92,912,230
212,R212,2768,235,20,210,20,1567,181
213,R213,2953,51,10,607,31,1040,225
214,R214,3378,289,25,511,168,793,144
215,R215,2305,340,14,201,67,679,189
216,R216,2737,190,16,42,7,1107,218
217,R217,3289,126,13,474,99,1492,241
218,R218,2426,315,15,30,12,390,180
219,R219,3267,6,18,242,44,3187,195
220,R220,3013,201,19,201,48,1698,209
221,R221,3312,27,23,256,92,2151,204
222,R222,2934,102,6,0,0,1777,230
223,R223,3441,330,14,618,72,2098,186
224,R224,2809,265,17,335,90,430,174
225,R225,2991,124,7,242,19,5226,232
226,R226,2045,46,22,124,67,127,221
227,R227,2812,68,15,495,82,2856,234
228,R228,2916,52,8,433,43,2982,225
229,R229,2697,189,14,124,23,2148,220
230,R230,3173,56,23,402,91,4966,228
231,R231,3157,183,14,150,19,2023,223
232,R232,3245,328,14,108,19,1967,186
233,R233,3152,157,15,108,14,2151,235
234,R234,3250,17,10,750,86,2813,212
235,R235,3187,242,6,108,-1,3378,209
236,R236,3290,48,27,335,121,3978,218
237,R237,3162,8,12,524,46,1902,206
238,R238,3165,91,13,516,57,5394,240
239,R239,3318,34,3,495,84,3832,219
240,R240,3088,202,24,134,57,2646,201
241,R241,3202,315,9,42,7,4227,195
242,R242,2416,327,24,127,53,684,154
243,R243,3363,166,12,67,8,2818,230
244,R244,2975,285,7,666,-59,1471,200
245,R245,2909,140,11,175,13,5120,237
246,R246,3177,323,29,268,86,4004,134
247,R247,2807,321,10,150,-4,3211,194
248,R248,2939,112,4,256,24,4596,227
249,R249,3208,31,6,484,30,5740,219
250,R250,2692,219,22,30,6,2017,189
251,R251,2952,263,35,342,155,2343,115
252,R252,2518,0,9,127,33,1008,208
253,R253,3197,108,21,234,68,2306,250
254,R254,2376,305,28,90,35,371,132
255,R255,3240,236,3,362,61,4573,213
256,R256,3396,202,5,361,47,1921,218
257,R257,3271,39,12,234,20,1734,220
258,R258,2958,62,10,124,19,458,229
259,R259,3433,57,7,127,23,1142,225
260,R260,3000,237,22,371,203,2678,176
261,R261,3439,323,16,592,101,1766,179
262,R262,3115,302,13,658,194,3261,182
263,R263,2619,5,13,306,13,2684,202
264,R264,2957,0,21,601,88,2308,185
265,R265,2913,90,3,150,7,4745,224
266,R266,2705,213,23,228,49,3383,192
267,R267,3312,327,14,85,11,4244,185
268,R268,3194,239,1,379,22,5941,216
269,R269,2391,329,25,360,158,892,153
270,R270,1987,323,42,127,107,108,87
271,R271,2839,249,8,330,57,2496,203
272,R272,3078,135,25,362,55,2774,249
273,R273,3112,159,26,212,66,3545,236
274,R274,3291,5,13,391,56,1816,204
275,R275,3074,52,9,42,4,3105,225
276,R276,2802,41,5,162,4,720,221
277,R277,3040,237,8,134,5,2281,206
278,R278,2890,156,11,342,57,3747,233
279,R279,2145,285,28,255,71,379,130
280,R280,2626,121,15,300,0,1019,244
281,R281,2783,0,16,212,55,2397,195
282,R282,3316,11,13,446,125,1445,206
283,R283,3014,118,8,824,128,5867,234
284,R284,2998,65,7,127,3,4518,227
285,R285,2946,329,15,210,46,1731,184
286,R286,2856,63,25,0,0,558,233
287,R287,3239,281,9,417,55,794,196
288,R288,3361,99,16,216,79,2001,244
289,R289,3154,86,7,0,0,5117,230
290,R290,3142,110,14,120,25,663,243
291,R291,2367,290,5,361,104,1158,206
292,R292,3114,166,9,120,11,1020,228
293,R293,3109,47,10,134,27,5246,224
294,R294,2776,73,25,175,95,190,239
295,R295,2939,147,21,85,17,5734,243
296,R296,2334,103,20,30,9,234,249
297,R297,3246,93,5,573,22,1320,227
298,R298,3380,321,6,242,16,1663,204
299,R299,2745,71,33,390,218,1090,235
300,R300,3203,32,28,192,67,2556,201
301,R301,2091,29,25,60,10,201,202
302,R302,3136,114,15,212,23,810,244
303,R303,3102,18,10,85,5,4081,212
304,R304,2899,6,10,671,139,1061,208
305,R305,2990,297,8,60,7,1913,196
306,R306,3299,18,3,360,34,5763,217
307,R307,2814,30,9,234,36,3672,218
308,R308,3365,135,12,698,36,912,239
309,R309,3047,28,15,297,13,4336,213
310,R310,2629,14,4,258,25,1800,216
311,R311,2974,154,21,182,54,1130,240
312,R312,3208,122,21,258,31,5440,250
313,R313,3194,304,5,218,-19,3166,205
314,R314,2930,104,14,228,67,2828,243
315,R315,2978,84,4,457,103,4554,226
316,R316,2797,285,7,0,0,4352,200
317,R317,2642,7,6,108,0,1168,213
318,R318,3195,60,9,595,43,5833,228
319,R319,3329,20,9,210,30,4189,214
320,R320,2668,46,18,127,12,2250,223
321,R321,3093,144,32,600,16,934,245
322,R322,3047,94,9,420,75,2445,235
323,R323,3260,63,6,566,69,5712,226
324,R324,3410,136,19,319,60,4213,246
325,R325,2947,36,17,108,26,2077,217
326,R326,3170,247,40,150,37,2743,109
327,R327,3472,84,20,495,38,2590,244
328,R328,2955,0,14,124,26,4455,199
329,R329,2637,302,27,150,69,1279,135
330,R330,3159,104,8,408,25,4431,234
331,R331,3135,348,25,865,366,1024,164
332,R332,2430,187,24,120,27,1120,214
333,R333,2171,288,31,361,270,384,120
334,R334,3322,41,17,466,88,1620,219
335,R335,3321,7,20,85,23,4085,192
336,R336,3148,329,13,480,52,1749,189
337,R337,3406,208,14,742,200,1965,209
338,R338,2968,173,11,0,0,5332,227
339,R339,3077,72,17,180,36,1084,237
340,R340,2852,108,19,108,29,840,249
341,R341,3198,145,19,366,120,201,243
342,R342,3178,319,26,124,35,2200,143
343,R343,2447,85,11,295,85,258,236
344,R344,2815,47,11,42,4,2925,224
345,R345,3437,39,3,390,42,2725,220
346,R346,3195,53,5,285,20,3644,223
347,R347,2984,112,15,272,45,390,245
348,R348,2561,123,20,361,106,745,249
349,R349,2814,32,6,242,29,3207,219
350,R350,2962,120,13,150,16,5283,242
351,R351,2449,313,29,484,222,858,130
352,R352,3254,151,15,339,27,1430,238
353,R353,2632,245,25,85,10,1566,160
354,R354,3065,315,4,192,9,3391,209
355,R355,2959,246,9,175,-15,1131,203
356,R356,2573,42,31,95,29,2801,209
357,R357,2822,325,22,210,70,1717,159
358,R358,3232,85,15,509,113,537,240
359,R359,2609,80,10,258,41,1018,234
360,R360,2557,344,13,120,13,1082,194
361,R361,2759,21,14,127,27,1550,210
362,R362,3301,291,7,726,55,716,201
363,R363,2921,213,31,283,105,1291,177
364,R364,3043,1,18,60,2,3208,191
365,R365,2425,29,10,589,81,765,217
366,R366,3823,13,12,1040,47,4568,208
367,R367,2903,131,21,108,23,5389,248
368,R368,2890,75,17,400,145,1110,238
369,R369,2907,148,6,234,47,3261,228
370,R370,3221,85,17,108,16,2989,242
371,R371,2714,174,10,60,2,1273,226
372,R372,3234,109,17,153,68,1489,247
373,R373,2401,90,28,85,26,726,249
374,R374,2921,70,15,228,61,3528,235
375,R375,3009,33,13,552,32,1155,217
376,R376,2821,18,9,450,86,1801,213
377,R377,2180,250,16,190,42,693,183
378,R378,3261,189,11,806,106,2263,221
379,R379,3104,172,10,95,9,1371,227
380,R380,3261,249,6,759,151,1677,207
381,R381,2709,63,2,150,7,2067,221
382,R382,3244,157,2,60,4,5424,221
383,R383,3118,108,6,90,-8,4369,231
384,R384,2815,146,2,240,5,2125,221
385,R385,2770,96,14,85,24,3002,241
386,R386,2817,299,17,90,-2,4013,171
387,R387,2895,340,16,42,6,2739,185
388,R388,3234,255,18,60,11,3167,177
389,R389,3058,129,9,95,27,499,235
390,R390,3034,4,12,426,62,5472,204
391,R391,2116,27,34,488,155,541,184
392,R392,3116,5,18,488,87,2608,195
393,R393,3135,177,9,85,3,421,225
394,R394,2942,75,11,134,16,5086,234
395,R395,2659,31,11,700,49,600,217
396,R396,2723,110,5,390,34,2047,228
397,R397,2941,143,5,234,74,3624,227
398,R398,2016,136,24,127,28,242,249
399,R399,3246,49,11,930,71,1456,224
400,R400,3005,160,13,120,0,2486,233
401,R401,3281,161,21,424,99,1231,236
402,R402,3216,102,13,534,76,684,241
403,R403,3277,135,8,558,72,3274,233
404,R404,3007,224,16,268,74,3107,198
405,R405,3200,297,1,150,-14,2462,216
406,R406,2967,42,11,376,31,4147,222
407,R407,2818,92,8,150,14,3498,233
408,R408,2692,9,14,67,17,2131,203
409,R409,2825,101,36,90,57,1879,252
410,R410,2556,0,3,391,34,1073,215
411,R411,2927,55,10,150,0,1782,226
412,R412,3037,190,22,849,3,6074,214
413,R413,2943,56,16,108,5,2241,229
414,R414,2809,340,28,30,15,4490,150
415,R415,2718,23,10,30,4,2584,214
416,R416,3153,104,4,362,19,4366,226
417,R417,3244,11,10,469,27,6174,209
418,R418,3171,122,21,402,-150,319,250
419,R419,3091,61,5,484,50,2777,224
420,R420,2701,29,21,285,129,1200,208
421,R421,2587,208,27,120,-16,1749,189
422,R422,2936,42,15,228,52,1767,221
423,R423,3171,8,5,0,0,3719,214
424,R424,2975,140,16,120,2,2629,242
425,R425,3295,322,9,698,20,2242,198
426,R426,2944,358,8,30,4,3060,208
427,R427,3288,48,14,384,75,1149,224
428,R428,2733,0,9,108,-4,1170,208
429,R429,3020,14,9,42,1,914,212
430,R430,3242,175,11,67,-26,2535,226
431,R431,3044,142,5,1159,202,3030,228
432,R432,2915,336,17,256,-60,1195,180
433,R433,3032,313,11,324,78,598,191
434,R434,3078,358,13,781,251,782,200
435,R435,2896,161,23,95,28,1550,236
436,R436,3277,231,16,918,142,706,193
437,R437,2583,112,4,192,24,1140,227
438,R438,2343,111,19,242,145,942,248
439,R439,2616,7,25,285,179,769,182
440,R440,2471,2,14,450,229,912,200
441,R441,3003,315,6,0,0,5416,203
442,R442,2548,34,9,400,45,1020,219
443,R443,2778,61,13,270,128,1374,230
444,R444,3005,198,17,495,109,5385,213
445,R445,3289,280,15,85,11,3482,177
446,R446,2585,130,4,95,-9,319,226
447,R447,3189,34,15,150,35,3314,216
448,R448,2879,103,8,295,78,3024,233
449,R449,2835,270,3,0,0,2907,212
450,R450,2830,132,13,212,13,2183,240
451,R451,3209,96,17,127,9,4541,245
452,R452,2767,13,11,218,12,1442,209
453,R453,2983,303,16,67,21,218,174
454,R454,2996,29,7,228,54,2099,218
455,R455,2798,80,38,60,37,1871,238
456,R456,2566,84,2,170,21,524,222
457,R457,2998,213,16,402,72,5570,205
458,R458,3267,123,20,488,129,824,249
459,R459,3331,322,18,1071,221,1470,171
460,R460,2577,193,24,150,52,1259,210
461,R461,2877,144,21,42,14,6311,245
462,R462,3035,68,25,85,13,5053,236
463,R463,3282,343,13,30,3,684,194
464,R464,2865,308,22,324,99,2535,155
465,R465,3072,342,7,120,14,4980,206
466,R466,2998,117,3,750,72,5451,225
467,R467,2544,45,5,182,0,690,221
468,R468,2983,359,12,700,196,3000,202
469,R469,2668,13,13,0,0,2173,207
470,R470,2273,245,17,124,-1,446,184
471,R471,2864,27,14,85,5,4052,213
472,R472,2254,300,16,362,173,1275,173
473,R473,3076,58,9,162,13,616,227
474,R474,3157,69,14,192,12,1473,234
475,R475,3041,65,10,446,66,2896,230
476,R476,3064,304,7,90,10,2663,201
477,R477,2882,239,1,60,6,3600,216
478,R478,2818,61,27,134,-11,256,231
479,R479,2959,61,2,42,-2,1273,221
480,R480,2037,79,30,175,103,190,242
481,R481,2341,9,12,247,98,595,206
482,R482,3205,62,6,268,57,5731,225
483,R483,3026,315,3,285,5,1325,212
484,R484,2681,29,16,228,71,853,212
485,R485,3407,292,19,277,56,3626,164
486,R486,2754,72,12,234,6,1074,233
487,R487,3455,358,27,395,162,2495,169
488,R488,3143,6,6,0,0,2347,212
489,R489,2320,101,14,192,49,170,243
490,R490,3384,163,14,408,33,2288,232
491,R491,3342,203,13,120,11,3180,213
492,R492,2624,165,7,60,-9,2212,227
493,R493,2960,45,14,484,47,4012,223
494,R494,2972,80,8,283,7,4687,231
495,R495,3379,42,6,30,3,2698,221
496,R496,3050,45,17,175,46,5593,222
497,R497,3299,32,22,691,224,785,209
498,R498,3077,333,8,30,4,3492,202
499,R499,2934,137,10,162,32,3290,236
500,R500,2661,13,13,424,-15,1276,207
501,R501,2899,317,11,212,54,3328,191
502,R502,2715,36,8,488,37,2440,220
503,R503,2977,43,10,636,153,1245,222
504,R504,2857,70,15,201,6,3017,235
505,R505,2965,194,20,170,49,810,213
506,R506,3526,66,17,872,311,2403,234
507,R507,3138,213,22,1008,310,4279,195
508,R508,3268,90,5,108,5,6186,227
509,R509,2134,231,20,335,88,376,183
510,R510,2834,126,7,752,8,690,232
511,R511,3213,355,9,30,4,3181,206
512,R512,2982,348,10,301,43,6053,201
513,R513,3159,33,11,190,-20,1959,218
514,R514,2595,96,11,210,51,930,238
515,R515,2505,321,3,30,-4,324,211
516,R516,3283,9,11,210,42,3208,207
517,R517,3289,320,20,582,101,730,163
518,R518,3291,50,16,30,6,2845,225
519,R519,3187,163,14,60,8,4279,232
520,R520,3084,89,12,180,-13,5041,239
521,R521,2752,39,22,295,-13,1964,215
522,R522,3242,22,11,90,27,1756,213
523,R523,2972,153,6,67,7,4952,228
524,R524,2829,185,17,350,48,1597,221
525,R525,3283,68,19,85,-14,1809,236
526,R526,2352,37,10,446,168,1082,220
527,R527,2752,342,21,127,24,1487,173
528,R528,3169,238,22,604,67,3461,174
529,R529,3392,92,19,331,-4,2142,246
530,R530,2624,87,25,234,4,1831,247
531,R531,3096,278,22,547,167,6031,156
532,R532,3060,30,16,67,-1,2629,213
533,R533,2546,69,14,295,9,1211,234
534,R534,2991,290,8,495,9,4479,198
535,R535,3054,352,16,297,14,3226,189
536,R536,2507,106,7,182,-7,990,232
537,R537,3010,66,18,443,71,1489,235
538,R538,2393,16,16,124,37,537,204
539,R539,2807,218,31,309,170,914,169
540,R540,2114,335,15,95,19,234,185
541,R541,2964,137,36,655,136,4368,247
542,R542,2942,352,5,607,36,5669,211
543,R543,3256,49,10,751,180,1008,224
544,R544,2928,306,15,384,28,2755,178
545,R545,2995,23,5,0,0,1811,217
546,R546,2648,41,10,330,5,1211,221
547,R547,3071,107,9,175,-14,1142,235
548,R548,2952,33,5,124,13,2101,219
549,R549,3116,82,22,240,75,1040,244
550,R550,3177,55,4,85,2,5059,222
551,R551,2867,73,14,124,13,5023,236
552,R552,3181,155,7,30,1,3540,228
553,R553,3169,18,15,335,91,2851,208
554,R554,3183,337,26,242,108,4129,153
555,R555,3283,103,6,335,-7,1530,231
556,R556,3030,230,18,108,-6,2185,190
557,R557,2361,358,18,277,98,1148,189
558,R558,3275,18,1,42,1,1113,218
559,R559,3195,68,17,495,53,2958,235
560,R560,2755,82,13,525,37,1538,237
561,R561,3241,311,19,366,86,1532,167
562,R562,2873,326,29,153,75,162,138
563,R563,2716,59,6,127,24,2144,224
564,R564,2988,39,14,295,3,4592,220
565,R565,3218,157,12,150,13,3124,233
566,R566,3151,356,21,659,35,1110,182
567,R567,2782,139,5,402,52,2763,228
568,R568,3058,313,18,272,32,4795,170
569,R569,2810,36,13,721,121,450,219
570,R570,2750,82,9,255,96,2240,233
571,R571,3007,16,7,297,5,2690,214
572,R572,2988,0,0,457,69,4765,218
573,R573,2751,145,17,30,-3,2282,241
574,R574,3295,0,9,594,124,2569,208
575,R575,2928,72,5,60,-6,1396,226
576,R576,3244,281,13,90,26,3569,183
577,R577,2909,265,9,190,3,5343,198
578,R578,3205,35,13,636,89,1860,218
579,R579,2651,270,1,365,118,511,216
580,R580,3262,208,12,192,15,3254,211
581,R581,3199,312,13,210,19,4602,185
582,R582,2900,69,12,256,36,2195,232
583,R583,2967,107,5,95,13,1572,229
584,R584,3114,51,15,247,21,4540,226
585,R585,3320,345,17,134,24,4187,184
586,R586,3152,267,12,277,20,1224,188
587,R587,3081,330,12,467,70,1296,192
588,R588,3439,92,32,671,205,2046,249
589,R589,3017,122,13,679,-46,1154,242
590,R590,2975,60,8,443,36,2613,226
591,R591,2920,105,5,0,0,4481,229
592,R592,2777,121,4,295,15,2220,227
593,R593,3217,354,23,497,92,1706,176
594,R594,3074,307,16,592,34,5220,175
595,R595,2983,301,1,170,10,4954,215
596,R596,2959,175,13,42,9,1149,227
597,R597,3233,152,19,499,134,402,240
598,R598,2982,312,14,108,22,2296,182
599,R599,3101,208,11,242,42,1806,212
600,R600,3353,192,17,182,36,2270,217
601,R601,2980,100,7,0,0,1024,232
602,R602,3235,339,21,150,48,1595,170
603,R603,3212,23,5,42,0,5844,217
604,R604,2737,34,9,120,12,1172,219
605,R605,2807,189,5,153,19,1128,220
606,R606,2877,322,30,256,109,607,129
607,R607,2916,32,9,309,121,4659,218
608,R608,2675,141,10,67,20,1666,235
609,R609,2950,133,26,150,48,1504,250
610,R610,3067,54,15,484,-9,3963,228
611,R611,3148,324,16,120,26,4018,177
612,R612,3037,135,6,42,2,2078,229
613,R613,3011,65,19,277,59,4015,234
614,R614,2962,5,20,120,20,1198,190
615,R615,2392,105,25,90,46,390,252
616,R616,2645,18,1,180,28,1252,218
617,R617,2942,72,14,0,0,3893,236
618,R618,3134,284,2,247,0,3805,214
619,R619,3372,33,11,443,129,2186,218
620,R620,3062,351,15,127,22,201,192
621,R621,3275,179,16,300,69,1798,225
622,R622,3016,36,7,484,-6,2820,220
623,R623,2325,307,26,85,31,900,140
624,R624,3100,120,19,150,21,642,249
625,R625,3103,155,11,242,0,1047,233
626,R626,2939,40,15,300,23,4740,220
627,R627,2149,98,19,0,0,780,247
628,R628,2920,1,20,646,225,2727,186
629,R629,2938,12,13,170,52,3644,206
630,R630,3061,23,5,127,-5,3740,217
631,R631,3149,291,23,270,89,1503,149
632,R632,3278,97,28,162,27,1783,251
633,R633,3071,43,9,256,-5,2174,222
634,R634,2699,147,19,242,65,2479,242
635,R635,2885,356,12,408,24,2048,200
636,R636,2823,84,13,180,54,1764,238
637,R637,2332,21,33,242,171,834,179
638,R638,2898,62,11,30,3,560,230
639,R639,3368,25,12,511,129,3151,214
640,R640,2674,58,10,362,3,1412,228
641,R641,3228,54,16,604,124,2951,228
642,R642,3082,132,6,60,0,1919,231
643,R643,2962,258,14,503,64,5759,186
644,R644,3016,15,15,67,12,2790,206
645,R645,3106,253,10,365,94,1485,198
646,R646,3062,344,6,0,0,4239,208
647,R647,3173,297,18,256,-45,3381,168
648,R648,3107,24,14,212,3,2856,212
649,R649,3137,293,17,658,319,1351,169
650,R650,3186,306,10,560,62,3594,191
651,R651,2371,132,12,30,3,537,239
652,R652,3199,57,8,108,-8,417,226
653,R653,3013,336,16,216,67,2352,184
654,R654,3303,315,7,408,101,5224,201
655,R655,3004,82,31,201,54,2915,244
656,R656,2924,234,14,60,-1,1019,195
657,R657,2878,257,8,30,-2,1661,202
658,R658,3180,1,13,90,16,752,200
659,R659,2640,50,16,150,23,2232,225
660,R660,3029,216,7,127,-28,2230,213
661,R661,2322,349,25,30,15,1329,165
662,R662,3139,148,19,323,72,1645,242
