id,label,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am
68,R68,2975,27,14,408,-19,4560,213
69,R69,2936,56,5,300,54,3140,224
70,R70,3054,266,11,361,-15,2535,192
71,R71,2799,59,6,42,4,1860,224
72,R72,2028,22,12,30,5,484,212
73,R73,2775,67,4,309,23,2230,223
74,R74,2811,86,12,484,33,3159,238
75,R75,3246,15,7,480,43,1919,214
76,R76,2061,93,27,175,41,277,250
77,R77,3309,315,10,272,57,4582,194
78,R78,2876,304,27,162,52,1100,136
79,R79,2633,285,26,153,74,1168,139
80,R80,2987,184,4,390,64,1803,220
81,R81,2982,225,5,335,56,5503,213
82,R82,3287,175,19,300,48,4644,227
83,R83,3150,33,13,120,8,3133,217
84,R84,3136,62,19,256,30,3247,232
85,R85,3270,35,16,190,53,3601,216
86,R86,2933,129,19,216,52,684,248
87,R87,3158,39,10,30,0,1558,221
88,R88,3080,110,17,190,35,4764,246
89,R89,2779,77,14,371,62,618,237
90,R90,2634,108,20,180,54,1718,250
91,R91,2639,339,16,127,23,1544,184
92,R92,2269,277,30,365,131,691,125
93,R93,2761,83,6,95,-2,1921,229
94,R94,3155,79,14,30,7,5520,238
95,R95,2544,23,20,42,10,1087,204
96,R96,3227,299,18,268,14,4193,168
97,R97,2803,103,13,95,19,2206,241
98,R98,3043,54,13,240,55,2223,227
99,R99,2556,6,6,108,16,1034,212
100,R100,3166,347,17,127,30,2256,185
101,R101,2953,334,10,335,79,837,197
102,R102,2822,6,12,0,0,1890,205
103,R103,3054,183,5,95,-2,3248,221
104,R104,2643,6,7,95,0,1142,212
105,R105,3103,19,22,481,77,908,197
106,R106,3237,342,7,242,-13,2970,206
107,R107,2821,272,28,212,23,1224,134
108,R108,2783,9,7,124,4,1590,212
109,R109,3208,271,30,926,287,3508,129
110,R110,3251,339,16,67,19,3583,184
111,R111,3083,77,13,218,35,1928,236
112,R112,2799,52,14,402,65,150,226
113,R113,2940,122,10,90,-4,551,238
114,R114,2553,70,8,0,0,2274,229
115,R115,2756,288,23,216,82,1301,149
116,R116,3061,9,10,170,13,2581,209
117,R117,2900,315,16,150,33,4073,175
118,R118,2965,90,8,170,6,4471,233
119,R119,2766,40,14,42,-3,2703,220
120,R120,2867,95,16,228,77,4562,244
121,R121,2751,127,16,268,61,1797,245
122,R122,3124,282,22,60,20,1044,156
123,R123,3046,346,18,85,28,4852,184
124,R124,2240,330,16,30,7,1248,179
125,R125,3069,299,25,446,-34,1357,144
126,R126,2965,38,17,503,84,1806,218
127,R127,3089,111,22,212,66,2764,251
128,R128,2825,90,30,85,35,626,249
129,R129,3308,230,20,277,2,1782,184
130,R130,2846,32,26,323,124,1777,203
131,R131,2959,164,17,402,162,4496,233
132,R132,3272,217,12,457,49,2970,206
133,R133,2990,351,12,134,27,124,198
134,R134,2128,32,24,67,46,153,207
135,R135,2801,89,21,67,34,446,246
136,R136,2948,97,10,0,0,5282,237
137,R137,2820,152,18,30,3,2213,239
138,R138,3093,325,19,90,16,3226,169
139,R139,2973,20,8,256,19,2469,215
140,R140,2775,64,15,534,-30,1689,233
141,R141,3014,173,13,360,35,1624,228
142,R142,3288,101,6,170,12,4873,230
143,R143,2908,174,29,658,242,2195,223
144,R144,2933,47,17,150,54,1398,224
145,R145,2831,135,12,201,7,3512,239
146,R146,3277,216,8,402,51,1723,212
147,R147,2902,24,11,547,60,2718,214
148,R148,3240,308,13,67,3,4426,183
149,R149,2933,254,10,150,29,3624,197
150,R150,1893,7,21,120,42,95,189
151,R151,2921,266,17,216,110,1717,176
152,R152,2981,146,2,306,40,4989,221
153,R153,3381,295,18,60,15,1490,167
154,R154,3194,43,11,0,0,1739,222
155,R155,3406,346,13,992,67,1348,195
156,R156,3136,130,12,430,-38,1020,240
157,R157,3293,88,20,379,59,3714,245
158,R158,3002,33,5,67,3,2824,219
159,R159,3444,51,3,641,49,2531,221
160,R160,3159,107,15,228,80,1290,244
161,R161,3037,110,18,277,69,3878,248
162,R162,3231,254,10,212,52,4498,198
163,R163,3354,0,10,524,100,780,205
164,R164,2239,81,28,268,177,150,244
165,R165,2896,335,7,0,0,3059,205
166,R166,3071,84,7,30,3,1638,231
167,R167,2699,41,28,30,13,1677,210
168,R168,3010,128,11,633,43,2844,238
169,R169,3221,110,15,467,102,577,244
170,R170,3355,127,2,365,44,830,223
171,R171,2720,6,12,201,45,2052,205
172,R172,2952,103,16,67,7,5306,245
173,R173,3095,14,15,607,223,2105,205
174,R174,3157,177,24,376,48,2571,223
175,R175,2601,179,12,180,-14,2630,225
176,R176,2955,195,15,234,36,5337,216
177,R177,2565,22,16,90,11,785,208
178,R178,2673,110,13,297,115,1380,243
179,R179,3240,347,12,785,96,6296,196
180,R180,2910,120,11,424,56,2640,240
181,R181,3104,180,11,516,41,1950,224
182,R182,3219,330,10,95,18,1388,196
183,R183,3226,9,14,934,102,2106,204
184,R184,3273,341,9,60,9,6344,202
185,R185,2868,132,12,42,3,2808,239
186,R186,2008,81,6,0,0,300,228
187,R187,3277,11,15,60,-3,959,203
188,R188,3335,50,4,630,40,865,221
189,R189,3037,69,16,426,128,4348,235
190,R190,3011,79,1,524,109,1922,220
191,R191,3007,273,21,553,298,2602,160
192,R192,3172,108,5,702,0,4338,229
193,R193,2818,180,2,120,8,2185,220
194,R194,3063,310,29,331,-40,1207,129
195,R195,3118,46,21,541,200,2269,221
196,R196,2983,56,15,95,7,4339,229
197,R197,3058,84,29,180,83,2005,246
198,R198,2332,142,3,0,0,342,223
199,R199,3024,60,8,636,42,5450,226
200,R200,3143,230,12,170,20,2524,201
201,R201,3016,302,10,60,15,1126,191
202,R202,2798,229,5,30,-7,3412,212
203,R203,2916,97,20,108,33,6044,248
204,R204,2335,67,30,30,20,443,234
205,R205,2849,55,17,180,61,2079,228
206,R206,2171,27,38,285,120,446,176
207,R207,3218,76,2,150,-11,4441,222
208,R208,3124,155,21,150,0,3132,239
209,R209,3355,290,10,335,85,1149,193
210,R210,2841,54,8,30,6,3108,225
211,R211,3190,350,26,170,52,3909,165
212,R212,3061,154,15,95,26,760,237
213,R213,3083,37,22,361,27,4759,213
214,R214,2993,341,15,306,50,1761,187
215,R215,3172,103,11,685,-5,582,238
216,R216,2988,93,34,300,-34,765,249
217,R217,3034,121,6,67,7,1935,230
218,R218,2672,102,28,90,39,90,253
219,R219,2961,95,30,384,217,1953,251
220,R220,3236,41,26,474,164,960,214
221,R221,2656,153,16,361,-16,1739,238
222,R222,2939,43,13,67,11,2897,222
223,R223,2829,36,14,42,4,1461,218
224,R224,2940,197,22,190,47,2614,208
225,R225,2566,91,27,67,9,1945,249
226,R226,2927,71,18,212,38,2072,237
227,R227,2942,328,6,313,26,4498,206
228,R228,3138,325,8,60,11,2329,201
229,R229,3152,72,3,391,59,5142,223
230,R230,3270,175,22,649,0,3925,226
231,R231,2852,345,5,42,2,3274,211
232,R232,2982,32,26,459,208,4375,204
233,R233,2581,59,14,390,40,537,230
234,R234,2751,154,23,240,85,2147,240
235,R235,3489,149,35,277,44,2581,240
236,R236,3006,37,9,376,26,1839,220
237,R237,3122,53,10,433,73,4933,226
238,R238,3113,50,14,270,66,4512,226
239,R239,3327,117,3,618,113,999,225
240,R240,2828,13,3,0,0,1466,216
241,R241,3037,341,17,67,25,4827,183
242,R242,3234,146,7,335,21,5609,230
243,R243,3058,118,15,510,69,2620,244
244,R244,2357,284,16,85,16,30,174
245,R245,2845,90,4,323,-9,1871,226
246,R246,3283,94,8,283,20,6033,232
247,R247,2916,148,15,212,20,5186,239
248,R248,2263,0,34,420,106,708,150
249,R249,3069,102,13,30,-11,2649,241
250,R250,3018,351,8,722,46,5705,206
251,R251,3166,322,17,272,71,2052,176
252,R252,2274,104,20,170,39,234,249
253,R253,3173,0,4,67,0,3331,213
254,R254,2817,191,22,85,18,1385,214
255,R255,3305,18,10,417,116,1209,212
256,R256,2677,84,19,150,53,1537,243
257,R257,3329,303,41,150,39,2940,79
258,R258,3056,68,15,408,-27,4894,234
259,R259,2971,83,12,426,150,350,237
260,R260,3060,213,8,218,46,1624,213
261,R261,2719,32,10,108,20,1047,218
262,R262,2188,32,27,469,119,497,202
263,R263,2292,282,30,418,154,603,125
264,R264,2818,163,16,150,-7,1233,233
265,R265,2927,84,4,150,12,4460,226
266,R266,2632,280,31,85,38,1485,121
267,R267,3214,21,3,85,5,5194,217
268,R268,3049,354,9,212,28,2730,205
269,R269,3211,309,16,592,115,1409,174
270,R270,3468,147,17,242,61,4126,241
271,R271,2837,279,17,685,76,2071,172
272,R272,2946,13,23,589,77,2263,192
273,R273,3401,72,11,150,25,2868,233
274,R274,3087,95,29,234,41,3340,251
275,R275,2904,314,17,108,32,1801,172
276,R276,3139,0,3,85,3,2684,215
277,R277,3150,300,15,120,12,3481,177
278,R278,3230,349,10,30,4,3633,202
279,R279,3032,342,13,306,60,2278,193
280,R280,3028,323,14,240,38,323,185
281,R281,2969,114,10,42,5,2469,238
282,R282,2939,208,11,175,43,5047,212
283,R283,3154,111,25,319,92,3913,253
284,R284,2692,248,16,190,-2,1326,184
285,R285,2664,0,14,228,95,624,199
286,R286,2958,91,13,180,4,1895,240
287,R287,3332,85,30,319,-27,2375,246
288,R288,3123,74,10,216,27,5586,233
289,R289,3047,117,5,404,86,5449,229
290,R290,2583,358,12,42,7,741,202
291,R291,2942,247,17,150,26,5179,181
292,R292,2369,36,27,162,117,1337,207
293,R293,2926,135,7,342,-2,4349,231
294,R294,2552,339,39,180,109,930,109
295,R295,2520,183,15,0,0,1116,223
296,R296,2850,83,18,134,45,153,242
297,R297,2964,235,10,182,20,67,203
298,R298,2797,48,32,499,65,1025,213
299,R299,2534,27,6,67,2,866,217
300,R300,2749,38,3,300,16,2484,219
301,R301,3303,104,12,300,29,1020,240
302,R302,2549,42,25,95,37,1266,215
303,R303,3162,45,3,270,20,3181,220
304,R304,3191,84,5,0,0,2596,227
305,R305,2598,101,22,30,-3,1781,250
306,R306,2527,341,17,0,0,1159,182
307,R307,2840,28,15,201,65,3948,213
308,R308,2769,31,12,108,5,1980,216
309,R309,3158,123,25,342,82,3313,252
310,R310,3168,132,17,467,111,4694,245
311,R311,3321,76,25,270,-27,2308,241
312,R312,2799,99,6,324,116,1348,230
313,R313,3166,148,27,90,9,1253,243
314,R314,2834,308,10,201,33,2017,191
315,R315,3439,182,12,547,104,2761,223
316,R316,3076,282,12,582,160,3226,188
317,R317,2774,166,27,60,-2,1804,231
318,R318,3074,251,19,350,48,3413,176
319,R319,3452,334,6,731,57,2463,206
320,R320,3379,206,11,571,50,1082,213
321,R321,3442,247,2,503,47,2649,215
322,R322,3131,36,13,391,133,4829,219
323,R323,2666,215,34,180,-69,876,168
324,R324,2837,194,9,67,3,566,219
325,R325,3204,166,18,60,16,1114,232
326,R326,3042,333,8,390,65,1100,201
327,R327,3393,284,14,335,53,3173,180
328,R328,2961,55,13,484,-9,757,228
329,R329,2862,14,7,532,106,2700,213
330,R330,3225,204,16,362,90,743,210
331,R331,2984,2,15,150,29,4688,198
332,R332,2593,38,5,0,0,700,220
333,R333,2675,47,10,552,-35,720,224
334,R334,2396,100,20,150,30,664,249
335,R335,3019,51,13,450,74,1724,226
336,R336,2978,237,19,85,13,1371,183
337,R337,3318,93,23,400,33,1608,249
338,R338,2805,345,11,300,135,2215,198
339,R339,2615,97,15,324,71,1001,243
340,R340,2939,205,22,127,8,2440,201
341,R341,2912,14,14,67,8,510,206
342,R342,2796,358,8,162,24,2940,208
343,R343,2508,337,24,150,37,808,160
344,R344,1939,59,10,0,0,30,228
345,R345,2707,144,4,323,37,1181,226
346,R346,2626,333,12,242,68,1026,193
347,R347,2307,309,34,180,111,875,111
348,R348,3072,29,8,30,0,1421,217
349,R349,2597,101,17,134,27,722,246
350,R350,2886,45,2,424,72,1168,219
351,R351,3262,36,11,603,-11,631,219
352,R352,2601,79,12,255,-5,648,236
353,R353,3098,176,17,618,81,1639,226
354,R354,3151,211,13,319,64,1986,209
355,R355,2416,315,26,67,40,960,143
356,R356,3146,16,4,283,10,2683,216
357,R357,3364,95,17,421,207,1351,245
358,R358,2976,358,20,67,10,2611,186
359,R359,3027,39,12,509,180,6262,220
360,R360,2836,42,11,283,78,2550,222
361,R361,3354,274,10,228,32,3871,193
362,R362,2754,168,6,67,2,2917,225
363,R363,2835,35,8,467,44,1838,219
364,R364,3201,297,8,124,19,433,196
365,R365,2945,238,26,180,32,5136,165
366,R366,3381,12,17,488,84,2324,200
367,R367,2994,354,10,240,21,2646,204
368,R368,2979,2,8,60,4,942,209
369,R369,2833,74,29,85,23,1531,240
370,R370,3369,83,6,671,135,1872,229
371,R371,3001,146,14,42,10,2772,239
372,R372,2615,105,11,60,2,3175,238
373,R373,3228,347,8,240,29,319,204
374,R374,3127,325,10,153,9,2352,196
375,R375,3168,23,16,780,-6,4158,208
376,R376,3172,39,13,212,40,564,220
377,R377,3292,9,18,283,34,2156,197
378,R378,3227,259,11,295,43,902,193
379,R379,2930,223,19,162,48,5176,192
380,R380,2886,71,19,30,12,5646,237
381,R381,3134,90,1,85,0,3977,220
382,R382,2922,45,3,42,0,5115,220
383,R383,3371,190,16,443,91,4414,218
384,R384,2304,247,27,342,184,1019,153
385,R385,3024,42,18,437,115,4432,220
386,R386,2838,79,25,330,-91,371,243
387,R387,3026,185,13,175,30,2223,222
388,R388,3168,342,8,497,0,4061,205
389,R389,2996,87,5,182,31,926,227
390,R390,3260,176,12,283,30,4468,226
391,R391,2926,272,12,547,13,3556,189
392,R392,3001,199,24,484,185,1401,204
393,R393,3250,299,12,335,59,3572,185
394,R394,2888,293,22,268,75,824,151
395,R395,3331,351,13,30,5,1399,196
396,R396,3042,342,18,175,52,306,179
397,R397,3504,52,13,474,214,1296,226
398,R398,3149,17,6,671,68,1556,215
399,R399,3187,23,16,150,30,4103,208
400,R400,2955,122,19,255,115,5895,248
401,R401,2768,358,24,127,55,3172,175
402,R402,2909,199,17,300,71,875,212
403,R403,3290,22,15,730,28,3141,209
404,R404,2909,266,13,342,14,5600,186
405,R405,3118,321,3,492,42,1972,211
406,R406,2770,76,10,589,-30,1631,233
407,R407,3097,218,21,218,73,3226,193
408,R408,2890,58,9,216,11,1690,227
409,R409,2886,221,26,764,120,4152,180
410,R410,3031,4,10,433,59,5479,207
411,R411,2758,357,16,240,91,2807,194
412,R412,2757,47,10,309,19,930,224
413,R413,3021,24,15,589,46,4185,211
414,R414,2967,344,29,685,90,700,151
415,R415,2552,32,8,30,-1,815,219
416,R416,2807,72,9,295,40,2317,231
417,R417,3226,291,15,150,28,2907,176
418,R418,2972,5,13,150,17,3352,204
419,R419,2973,45,28,108,48,2620,215
420,R420,3186,18,8,170,11,5105,214
421,R421,2978,270,13,192,17,2394,185
422,R422,3031,247,7,480,145,6014,205
423,R423,3075,13,5,404,17,3428,215
424,R424,2883,23,17,492,108,1442,207
425,R425,2941,351,18,67,15,2039,186
426,R426,2785,56,24,365,108,371,227
427,R427,2813,99,21,0,0,4734,249
428,R428,3114,293,25,764,339,997,141
429,R429,3388,193,13,134,7,4202,218
430,R430,3148,120,24,234,54,3749,252
431,R431,3159,182,6,30,4,1332,222
432,R432,2872,213,34,365,-64,3338,169
433,R433,3053,11,26,474,-6,1172,183
434,R434,2848,230,20,60,17,618,185
435,R435,2962,15,10,306,43,4729,211
436,R436,2488,330,17,301,91,810,177
437,R437,3009,289,16,216,44,537,172
438,R438,2548,327,19,85,29,997,170
439,R439,3095,329,21,323,72,808,166
440,R440,2986,302,12,124,11,2343,186
441,R441,3192,25,13,537,66,2086,213
442,R442,2686,156,6,0,0,2273,227
443,R443,2954,108,22,90,28,1617,251
444,R444,3154,62,11,834,27,2287,230
445,R445,3262,93,5,150,-10,4097,228
446,R446,3144,215,15,90,21,2402,205
447,R447,2602,40,13,277,25,1489,221
448,R448,2826,141,13,256,63,3478,239
449,R449,3231,45,1,234,14,270,219
450,R450,2873,327,18,127,31,3264,174
451,R451,3018,14,20,711,35,2496,198
452,R452,3229,348,12,0,0,3900,197
453,R453,3325,322,20,779,97,2114,165
454,R454,2504,315,3,90,11,534,212
455,R455,2901,334,32,212,81,2596,133
456,R456,2713,29,8,459,35,2418,217
457,R457,3200,88,13,467,57,361,239
458,R458,3070,152,16,120,-30,876,238
459,R459,2630,299,29,153,95,1606,127
460,R460,3211,31,4,180,6,3245,219
461,R461,2609,349,12,67,32,1698,197
462,R462,3443,42,14,785,94,3405,222
463,R463,2529,131,28,540,121,511,252
464,R464,2715,128,10,180,-16,2086,238
465,R465,2768,82,5,295,38,2689,227
466,R466,3014,305,4,108,10,4385,209
467,R467,2768,108,13,30,3,779,241
468,R468,3034,77,8,108,6,1338,231
469,R469,2676,25,10,30,0,1524,215
470,R470,2400,108,23,30,13,648,252
471,R471,2875,191,11,162,6,2370,220
472,R472,2650,94,21,180,33,1061,248
473,R473,2219,92,20,134,68,1449,246
474,R474,3172,9,14,927,-30,1207,203
475,R475,3179,293,8,268,35,4750,198
476,R476,2237,136,26,150,79,1440,249
477,R477,3427,284,19,782,231,4802,166
478,R478,2959,148,9,331,84,4302,233
479,R479,2582,337,10,180,66,1243,199
480,R480,2931,315,13,495,31,2743,185
481,R481,2987,41,5,0,0,2851,220
482,R482,2650,14,19,108,37,732,198
483,R483,3201,0,0,30,0,4010,218
484,R484,2978,188,13,313,56,5484,221
485,R485,2854,54,13,350,92,3529,227
486,R486,3348,202,5,218,20,977,218
487,R487,2853,32,6,323,21,2791,219
488,R488,3062,42,11,42,0,2202,222
489,R489,2527,253,13,120,20,939,189
490,R490,3008,314,20,120,48,2430,163
491,R491,3170,153,19,283,92,216,239
492,R492,2936,131,13,212,53,5466,241
493,R493,3102,39,20,0,0,2760,217
494,R494,3110,35,20,67,-3,2836,213
495,R495,3057,3,12,649,62,4071,204
496,R496,3217,175,3,418,49,771,221
497,R497,3021,287,13,735,30,5911,182
498,R498,2933,331,14,85,-1,2716,186
499,R499,2936,243,6,450,40,5919,207
500,R500,3434,356,16,430,86,3989,192
501,R501,2573,104,4,361,26,1339,226
502,R502,3406,332,16,845,133,2280,181
503,R503,2554,206,30,242,140,1652,186
504,R504,2946,172,8,331,99,1677,226
505,R505,2899,6,9,85,2,2040,210
506,R506,2952,333,10,0,0,4826,198
507,R507,2764,63,7,212,34,2586,227
508,R508,2036,39,16,42,9,481,219
509,R509,3091,226,13,0,0,1797,201
510,R510,2731,34,18,268,104,780,215
511,R511,2668,90,13,42,8,1321,240
512,R512,3373,96,20,108,-18,3667,248
513,R513,2625,178,27,330,-110,955,221
514,R514,3032,158,15,150,16,1615,235
515,R515,3015,51,17,218,70,1844,226
516,R516,2877,291,27,150,63,5132,134
517,R517,3190,135,7,30,0,3660,231
518,R518,2726,259,1,180,15,994,216
519,R519,3258,351,14,384,82,4616,195
520,R520,2827,243,10,162,7,1050,201
521,R521,2606,91,17,300,62,1020,244
522,R522,2595,16,21,162,47,376,198
523,R523,3358,74,15,664,76,2315,237
524,R524,3391,125,16,564,99,1981,245
525,R525,3062,135,2,283,36,2429,222
526,R526,2837,36,4,0,0,2800,220
527,R527,2546,54,22,268,33,977,227
528,R528,2916,337,5,424,13,4554,208
529,R529,3041,27,14,636,59,4142,213
530,R530,2796,21,7,247,33,1682,215
531,R531,2838,58,18,120,47,2143,230
532,R532,3247,169,14,366,45,2694,230
533,R533,2890,203,22,255,127,3048,204
534,R534,3234,68,11,256,29,3092,232
535,R535,2684,87,13,492,-44,1231,239
536,R536,2867,113,5,525,99,3733,230
537,R537,2693,104,14,90,9,1273,243
538,R538,3103,180,23,134,23,1634,221
539,R539,3254,88,30,30,15,2410,248
540,R540,2794,180,18,30,5,3922,224
541,R541,3261,277,18,67,18,4692,168
542,R542,3097,35,10,277,4,2804,219
543,R543,2948,6,11,721,71,743,207
544,R544,3147,333,6,30,4,778,205
545,R545,2923,315,7,272,67,2943,201
546,R546,3118,255,10,395,2,2188,197
547,R547,3137,24,14,240,61,1127,212
548,R548,2916,201,15,661,279,1033,212
549,R549,3307,143,21,277,70,2200,245
550,R550,3096,318,12,134,21,2135,189
551,R551,3306,243,7,85,7,1262,207
552,R552,2752,41,21,175,56,1100,217
553,R553,2779,55,17,509,-34,1698,228
554,R554,3313,216,14,658,92,3548,205
555,R555,2892,5,6,30,3,4810,213
556,R556,2962,91,17,706,164,2942,244
557,R557,2547,83,19,268,28,285,243
558,R558,3201,152,11,300,26,3589,234
559,R559,2593,25,7,242,57,2580,217
560,R560,3188,79,4,335,13,4180,224
561,R561,2874,73,16,67,16,4237,237
562,R562,3022,215,9,90,21,1155,211
563,R563,3010,102,7,573,41,2821,232
564,R564,2938,330,17,180,-37,1328,178
565,R565,2800,79,15,90,30,1813,239
566,R566,3419,277,23,426,61,720,150
567,R567,2953,83,11,228,13,2089,235
568,R568,3055,40,7,285,7,3133,221
569,R569,3366,187,17,560,171,2173,220
570,R570,3266,139,9,201,26,5317,234
571,R571,3193,230,4,108,11,5786,214
572,R572,2958,241,15,150,40,2641,191
573,R573,3191,315,17,774,180,1593,172
574,R574,2679,148,23,277,79,1173,243
575,R575,3024,225,1,295,33,2729,217
576,R576,3151,112,29,228,114,3709,254
577,R577,2725,61,7,391,9,1426,226
578,R578,2757,35,11,0,0,3084,219
579,R579,3193,267,15,212,38,3988,180
580,R580,2952,57,7,242,5,1471,225
581,R581,3129,296,18,268,85,342,166
582,R582,3062,23,9,323,-6,1511,215
583,R583,3411,78,10,192,33,2652,234
584,R584,3021,96,16,323,66,3078,244
585,R585,3274,241,24,424,127,1358,167
586,R586,3264,216,21,871,-5,3955,193
587,R587,3006,92,5,30,3,5171,229
588,R588,2911,122,20,201,65,2160,249
589,R589,2549,10,4,242,28,30,215
590,R590,2820,108,22,319,75,3101,251
591,R591,3145,25,4,242,9,2697,218
592,R592,2834,95,8,95,20,4390,234
593,R593,2958,210,8,865,110,2873,214
594,R594,3250,59,10,510,74,1405,228
595,R595,2839,211,17,408,-6,1489,204
596,R596,3128,91,14,306,103,2309,241
597,R597,3016,298,11,306,-18,2503,189
598,R598,3483,16,12,417,206,1201,209
599,R599,2816,107,15,0,0,3216,244
600,R600,2817,268,24,150,51,1940,150
601,R601,2900,31,22,42,18,1348,208
602,R602,2728,153,8,0,0,2244,231
603,R603,2841,72,11,216,6,2942,233
604,R604,2657,336,14,95,38,1761,187
605,R605,2470,39,19,162,95,914,217
606,R606,2834,70,12,30,-6,4194,233
607,R607,2208,19,35,295,124,361,173
608,R608,3128,218,18,805,189,6198,197
609,R609,2662,265,6,30,10,658,205
610,R610,3116,345,12,210,44,3361,196
611,R611,2792,178,24,457,110,3479,223
612,R612,2483,351,14,150,33,904,195
613,R613,3133,123,7,150,-1,2089,231
614,R614,3138,352,13,446,105,2905,198
615,R615,2778,3,17,170,35,541,195
616,R616,2893,14,7,633,147,1084,213
617,R617,3013,171,15,150,12,1448,229
618,R618,2565,38,17,108,23,828,218
619,R619,2540,40,32,330,132,1396,204
620,R620,3420,63,6,402,-40,997,226
621,R621,3264,304,9,420,30,421,196
622,R622,3313,157,15,474,101,1398,235
623,R623,2942,232,11,67,20,2534,202
624,R624,2868,12,8,108,26,2631,212
625,R625,3334,170,11,1138,95,2609,228
626,R626,3369,115,9,180,30,1660,236
627,R627,2773,67,5,150,51,2376,226
628,R628,2908,42,7,228,77,2844,221
629,R629,2991,213,16,660,91,5789,204
630,R630,2792,27,24,162,2,845,201
631,R631,2804,54,17,228,149,242,228
632,R632,2985,182,9,90,3,1930,223
633,R633,3233,284,10,595,99,3237,193
634,R634,2936,315,24,268,89,5850,151
635,R635,3139,101,10,497,49,3417,236
636,R636,3319,18,1,60,-11,1345,218
637,R637,2396,323,31,85,40,513,128
638,R638,2480,13,9,469,82,541,212
639,R639,3568,45,24,977,334,2415,218
640,R640,2682,340,10,108,25,1756,200
641,R641,3142,123,19,335,-12,1022,248
642,R642,3011,91,11,433,79,3199,237
643,R643,2489,70,27,330,124,768,237
644,R644,3254,162,2,782,63,3636,221
645,R645,3027,76,10,430,88,212,232
646,R646,3126,283,9,162,6,1271,194
647,R647,2558,141,13,201,-6,1233,239
648,R648,2913,333,20,67,17,3766,170
649,R649,2580,174,33,300,-19,437,218
650,R650,3008,32,13,30,2,1983,216
651,R651,2973,108,9,366,53,3697,236
652,R652,2741,12,12,42,3,819,207
653,R653,2714,47,12,95,13,967,224
654,R654,2857,41,16,297,59,3168,221
655,R655,2824,86,7,30,-4,1248,230
656,R656,3195,46,15,42,0,1624,223
657,R657,2715,142,26,60,4,1342,247
658,R658,3079,230,7,162,23,2955,209
659,R659,3099,353,6,192,30,4138,210
660,R660,3005,54,8,240,17,1260,225
661,R661,3028,242,6,0,0,2970,209
662,R662,2567,23,21,240,78,1922,203
