id,label,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am
115,R115,3033,329,22,607,272,792,162
116,R116,3061,53,16,120,16,4817,227
117,R117,2757,246,32,60,8,2652,137
118,R118,2852,39,10,277,61,2300,221
119,R119,2965,37,14,182,16,5093,219
120,R120,3115,217,12,268,-25,2489,206
121,R121,2916,216,24,201,115,2629,189
122,R122,2766,224,16,108,14,2907,198
123,R123,3008,100,11,95,3,2255,238
124,R124,3186,179,12,175,12,2140,225
125,R125,3191,321,15,828,-11,1315,182
126,R126,2673,90,2,42,1,85,223
127,R127,2353,8,22,60,13,175,188
128,R128,2823,31,13,785,132,480,216
129,R129,2541,74,8,450,15,792,230
130,R130,3374,14,22,212,81,2532,193
131,R131,2909,293,5,218,59,3903,205
132,R132,3126,86,31,268,69,4083,247
133,R133,3047,72,3,201,2,3046,223
134,R134,3047,59,26,180,49,5083,229
135,R135,3141,283,12,268,31,1867,186
136,R136,3060,325,8,30,5,2679,202
137,R137,2922,163,9,660,273,808,229
138,R138,3173,309,21,759,352,1475,158
139,R139,2967,162,5,270,31,1595,225
140,R140,3156,190,5,495,-50,510,220
141,R141,3372,192,9,283,8,2480,220
142,R142,3284,336,23,180,80,1728,161
143,R143,2869,14,8,297,52,2335,213
144,R144,2006,107,27,90,46,150,253
145,R145,2683,300,38,67,52,2556,93
146,R146,3070,265,8,190,14,2873,199
147,R147,3254,25,10,408,56,1008,215
148,R148,2610,8,40,247,40,558,144
149,R149,2940,34,19,330,51,2352,214
150,R150,2940,314,16,351,69,1082,174
151,R151,3282,0,9,792,206,648,208
152,R152,3298,313,11,150,42,5532,190
153,R153,3217,334,16,330,69,983,182
154,R154,3213,79,5,540,85,1337,226
155,R155,2792,109,13,437,40,1758,242
156,R156,2970,17,30,553,-55,626,181
157,R157,2520,190,20,60,22,1124,216
158,R158,3181,98,13,210,10,4886,240
159,R159,2713,56,7,335,-2,1206,225
160,R160,2745,78,13,339,-3,966,237
161,R161,3359,188,11,283,-24,3103,221
162,R162,3132,192,15,342,56,947,218
163,R163,2823,90,2,127,10,1218,222
164,R164,3357,225,18,285,102,3572,192
165,R165,2873,327,34,127,69,4925,119
166,R166,3034,11,12,228,26,6445,207
167,R167,3008,266,10,769,110,5875,194
168,R168,2929,62,9,30,1,2128,228
169,R169,3160,188,13,127,22,3251,220
170,R170,2607,92,13,170,25,2945,240
171,R171,3199,203,18,268,48,258,208
172,R172,3095,339,7,301,-25,2109,206
173,R173,3256,134,18,591,33,2869,245
174,R174,2961,321,16,30,13,2866,176
175,R175,2976,80,12,42,3,4895,236
176,R176,3052,264,10,60,8,1610,196
177,R177,2964,94,6,390,65,3350,230
178,R178,3305,81,10,30,-6,2054,233
179,R179,3130,196,19,912,284,4355,212
180,R180,3182,261,5,127,8,3301,209
181,R181,2643,9,9,30,2,1233,211
182,R182,2411,205,4,42,-2,765,217
183,R183,2950,236,26,402,241,2412,165
184,R184,2984,154,16,418,53,4602,237
185,R185,2960,40,36,255,90,1802,198
186,R186,2585,342,10,350,130,511,200
187,R187,2797,292,15,190,41,2347,176
188,R188,3271,52,5,981,155,1922,223
189,R189,3110,17,8,182,-10,2439,214
190,R190,3352,293,21,849,153,926,157
191,R191,3023,142,20,295,103,1269,244
192,R192,2611,94,17,216,41,732,245
193,R193,3409,50,8,616,-56,845,224
194,R194,3001,98,7,780,75,5493,231
195,R195,2812,353,14,30,2,2412,196
196,R196,2972,346,21,190,61,3729,174
197,R197,3279,69,21,0,0,1584,237
198,R198,2676,2,15,124,26,1690,198
199,R199,3248,210,25,339,102,1230,192
200,R200,3417,73,7,424,68,2676,229
201,R201,3067,33,11,85,0,4208,218
202,R202,3003,335,22,120,-22,759,166
203,R203,2781,94,9,330,17,797,235
204,R204,2950,134,17,60,13,4595,244
205,R205,3030,352,20,150,26,3551,180
206,R206,3054,83,4,300,-18,967,225
207,R207,2864,62,9,30,3,2529,228
208,R208,2470,294,24,212,87,870,146
209,R209,3294,49,29,108,54,5190,218
210,R210,2757,38,6,30,2,837,220
211,R211,3174,355,16,283,39,566,192
212,R212,2821,0,0,162,17,3387,218
213,R213,2877,102,26,162,50,5446,252
214,R214,2600,157,21,60,9,2003,238
215,R215,3004,73,5,210,22,4865,226
216,R216,2537,74,12,210,109,642,235
217,R217,2908,40,14,511,142,2451,220
218,R218,3250,81,12,216,31,1224,237
219,R219,3070,66,18,658,154,4403,235
220,R220,2967,270,6,0,0,1510,204
221,R221,3461,82,2,408,8,1573,221
222,R222,2988,124,11,467,26,6217,239
223,R223,2926,82,15,67,7,4733,240
224,R224,3113,35,17,228,56,3715,216
225,R225,2987,93,19,216,47,1124,246
226,R226,3415,324,15,492,70,1727,182
227,R227,3208,162,28,395,128,3443,234
228,R228,2757,59,10,60,-5,2618,228
229,R229,3151,148,12,270,46,212,236
230,R230,3011,17,7,270,36,4236,214
231,R231,2235,290,27,417,121,511,135
232,R232,3390,86,12,212,-6,2216,237
233,R233,2826,74,12,424,62,1871,234
234,R234,3255,141,18,408,117,837,243
235,R235,3162,281,16,85,18,2482,175
236,R236,2723,76,12,0,0,1358,235
237,R237,2909,92,18,324,104,2675,245
238,R238,2632,16,8,424,157,2135,214
239,R239,3190,271,19,484,89,5907,168
240,R240,3190,303,8,661,53,1945,197
241,R241,3025,27,14,443,0,3093,213
242,R242,3162,36,11,313,67,4830,219
243,R243,3064,89,10,162,33,1969,236
244,R244,2934,159,8,598,21,3918,229
245,R245,2338,306,16,240,82,300,173
246,R246,3365,129,13,283,83,1948,241
247,R247,3280,16,16,60,6,1209,204
248,R248,3091,233,10,433,51,5835,204
249,R249,3037,318,11,240,22,4837,191
250,R250,2864,120,16,42,13,1418,245
251,R251,2521,80,5,162,0,524,227
252,R252,2301,119,15,360,39,67,244
253,R253,2931,9,14,120,70,1150,203
254,R254,2914,152,21,127,39,3577,240
255,R255,3222,291,4,418,66,390,208
256,R256,2955,252,16,553,52,5667,183
257,R257,3294,28,11,268,15,1738,216
258,R258,3121,115,22,212,35,3486,252
259,R259,2761,156,8,90,18,2758,230
260,R260,2939,275,17,430,33,5700,173
261,R261,2985,111,8,127,7,5102,234
262,R262,2777,178,19,90,16,1642,225
263,R263,2659,332,23,90,40,1473,160
264,R264,2949,101,9,450,-10,1100,235
265,R265,3218,146,7,150,-3,968,230
266,R266,3202,141,3,277,24,5287,224
267,R267,3322,312,7,256,54,3252,200
268,R268,3176,53,5,330,1,4952,223
269,R269,2545,194,20,42,10,1253,213
270,R270,3145,324,8,371,19,1786,200
271,R271,2922,312,6,60,16,4582,203
272,R272,3031,216,21,297,122,2656,193
273,R273,3236,169,2,90,11,607,221
274,R274,3185,348,8,306,7,1188,205
275,R275,3063,214,15,738,266,2192,205
276,R276,2926,126,6,182,4,3847,231
277,R277,3019,113,9,85,4,3024,236
278,R278,3115,19,9,0,0,2312,214
279,R279,3126,79,16,335,82,3234,239
280,R280,2520,277,16,120,26,319,174
281,R281,3096,342,3,0,0,5398,213
282,R282,2845,58,14,85,-3,2614,229
283,R283,2938,119,12,376,30,805,240
284,R284,2950,120,16,458,-70,666,246
285,R285,2988,135,8,0,0,2718,233
286,R286,3301,43,11,218,22,3560,222
287,R287,3264,184,26,42,10,2185,215
288,R288,3373,160,16,684,94,4256,235
289,R289,2871,27,21,162,47,1484,206
290,R290,2922,12,7,516,55,4009,213
291,R291,3093,221,16,382,43,6046,199
292,R292,3229,343,12,785,26,1661,195
293,R293,2942,107,17,228,54,2184,247
294,R294,2853,297,29,190,94,2448,126
295,R295,2846,43,8,371,48,1981,222
296,R296,2890,130,12,95,7,5431,240
297,R297,2804,337,17,190,82,3326,180
298,R298,3159,28,14,240,11,5404,214
299,R299,3125,79,5,268,10,4469,226
300,R300,2993,264,14,384,31,5824,184
301,R301,2860,118,11,42,6,4968,239
302,R302,2798,25,15,85,4,685,211
303,R303,3218,56,12,509,76,2791,228
304,R304,3309,71,24,228,62,674,238
305,R305,3233,156,11,150,21,3334,233
306,R306,3038,302,4,323,16,2279,207
307,R307,3111,254,8,365,57,626,201
308,R308,3029,8,13,60,12,1181,204
309,R309,3376,11,4,85,2,2597,216
310,R310,3160,238,9,474,65,5890,204
311,R311,3198,282,7,124,13,4147,201
312,R312,3023,315,11,42,7,2824,192
313,R313,3037,73,9,342,38,4205,230
314,R314,3054,77,13,0,0,5175,236
315,R315,2708,120,23,42,16,1199,252
316,R316,3122,85,11,42,4,2526,236
317,R317,3168,18,1,42,0,4286,218
318,R318,3137,130,4,30,1,4607,226
319,R319,2855,63,7,371,76,1396,226
320,R320,2909,318,7,0,0,2714,201
321,R321,2419,112,13,192,65,175,242
322,R322,2914,68,17,331,101,3250,235
323,R323,3188,342,2,571,95,2958,214
324,R324,3147,342,6,270,-30,778,208
325,R325,2017,61,33,240,56,283,225
326,R326,2307,222,6,170,44,977,213
327,R327,3227,20,10,268,24,1475,214
328,R328,3144,326,7,30,1,752,203
329,R329,2842,78,11,390,41,2571,234
330,R330,3255,140,12,0,0,3059,238
331,R331,3192,42,11,30,7,1465,222
332,R332,2927,90,1,382,90,1208,221
333,R333,2903,90,7,0,0,953,231
334,R334,2704,312,28,306,145,1099,135
335,R335,2902,44,19,228,50,541,221
336,R336,3131,102,26,800,26,853,252
337,R337,2410,328,20,258,125,360,168
338,R338,2200,98,12,30,3,807,239
339,R339,3063,230,19,228,9,1761,188
340,R340,3015,331,22,319,68,2804,162
341,R341,2912,311,26,297,137,591,141
342,R342,3399,345,11,771,60,1369,199
343,R343,2945,0,11,67,15,2012,204
344,R344,3200,286,12,495,83,579,187
345,R345,2837,117,6,685,11,720,231
346,R346,3202,293,21,424,108,3383,156
347,R347,2799,80,23,60,22,3245,243
348,R348,3034,52,9,379,30,5525,225
349,R349,2841,53,9,30,-2,1233,226
350,R350,2289,106,23,85,42,765,252
351,R351,3447,329,11,576,119,1120,194
352,R352,2948,56,14,95,9,558,228
353,R353,3138,171,5,0,0,2289,223
354,R354,3328,52,15,742,23,3152,227
355,R355,3067,152,16,255,43,4300,238
356,R356,3311,3,13,551,106,2780,202
357,R357,3234,270,9,379,50,256,198
358,R358,2939,279,10,582,33,5636,194
359,R359,3102,324,25,541,95,5962,151
360,R360,3014,69,7,255,38,1672,228
361,R361,3095,80,7,671,41,2624,229
362,R362,3027,38,18,534,118,4441,217
363,R363,2906,4,24,67,18,300,181
364,R364,2739,28,9,342,33,1987,217
365,R365,2617,344,19,30,6,1307,178
366,R366,1934,41,33,127,44,212,205
367,R367,3217,177,15,242,56,607,226
368,R368,3031,252,8,888,27,6031,204
369,R369,2770,156,13,210,14,920,235
370,R370,2991,139,5,351,89,1739,228
371,R371,3177,304,15,499,65,824,177
372,R372,2929,103,8,60,3,2440,233
373,R373,2591,237,32,0,0,2818,148
374,R374,2689,231,18,150,83,2685,189
375,R375,2729,46,27,331,176,1019,216
376,R376,2606,127,9,0,0,1358,236
377,R377,3181,185,8,30,0,3207,222
378,R378,2952,86,11,134,13,2314,236
379,R379,3027,61,8,175,16,3408,227
380,R380,2736,7,26,277,132,1290,179
381,R381,2241,312,22,42,9,1589,157
382,R382,3166,42,14,201,28,4620,222
383,R383,2984,120,13,108,-5,853,242
384,R384,3266,320,24,228,71,4354,152
385,R385,2463,293,14,60,23,218,180
386,R386,3326,42,21,750,35,1926,218
387,R387,2796,52,25,335,116,350,223
388,R388,3031,22,4,85,6,5006,217
389,R389,3184,305,10,631,47,1959,194
390,R390,2778,3,8,210,40,1591,209
391,R391,3267,94,8,815,191,968,232
392,R392,3119,354,19,787,200,4344,184
393,R393,3170,96,11,408,34,4586,238
394,R394,3232,94,12,108,16,571,239
395,R395,2967,145,17,330,128,993,242
396,R396,3381,302,9,902,124,1072,194
397,R397,2795,343,10,90,10,3112,200
398,R398,3057,101,14,430,16,2866,243
399,R399,3011,288,8,842,39,5759,199
400,R400,3015,9,10,153,25,4341,209
401,R401,3156,295,25,240,75,4569,144
402,R402,2852,96,5,323,43,1921,228
403,R403,3292,177,17,703,159,616,226
404,R404,3152,31,4,384,39,3853,219
405,R405,2843,45,3,190,-11,1722,220
406,R406,2713,93,4,108,11,1965,226
407,R407,3200,312,30,295,26,3434,125
408,R408,3238,344,15,283,38,3730,189
409,R409,3004,315,1,150,22,5948,216
410,R410,3302,342,3,335,37,5735,213
411,R411,3310,47,9,492,87,4488,224
412,R412,3363,183,16,1006,124,2720,223
413,R413,2758,14,4,0,0,1740,216
414,R414,2803,56,17,120,41,3948,229
415,R415,3045,320,16,85,15,2989,176
416,R416,2904,139,21,859,128,2389,246
417,R417,2924,15,13,108,2,3692,208
418,R418,3302,30,4,150,-4,5544,218
419,R419,2667,15,22,240,96,1846,194
420,R420,2757,21,4,30,-3,2184,217
421,R421,3139,239,1,67,6,972,216
422,R422,3189,281,8,418,62,5984,197
423,R423,3421,107,7,510,58,805,233
424,R424,2103,309,9,42,0,1015,195
425,R425,2651,160,14,90,23,3349,233
426,R426,2989,228,15,30,6,2816,197
427,R427,2967,50,7,426,14,859,224
428,R428,3259,233,14,458,33,1761,197
429,R429,3059,91,25,170,55,2063,249
430,R430,2651,162,9,0,0,3396,229
431,R431,2617,325,29,418,180,794,138
432,R432,2358,81,9,67,0,553,232
433,R433,3098,77,15,335,45,3554,238
434,R434,2754,270,1,90,-2,2287,215
435,R435,3272,180,1,190,4,942,219
436,R436,2916,66,9,0,0,2876,229
437,R437,2885,75,27,60,-9,417,241
438,R438,2870,64,22,573,179,573,234
439,R439,3286,241,13,541,-44,524,194
440,R440,2690,324,24,255,105,1168,153
441,R441,2978,23,21,366,135,1940,203
442,R442,3416,175,10,1006,67,3304,226
443,R443,3213,72,15,658,132,1470,236
444,R444,3115,245,27,240,84,2338,156
445,R445,2700,45,6,331,0,577,222
446,R446,2967,11,20,95,-8,1304,194
447,R447,3153,161,9,0,0,1368,229
448,R448,3379,67,10,752,64,1120,231
449,R449,3384,59,4,907,203,1170,223
450,R450,2594,161,14,60,11,1739,233
451,R451,2639,155,16,120,16,1348,237
452,R452,2895,183,14,85,11,247,223
453,R453,3298,143,14,469,75,3095,239
454,R454,3244,350,19,234,37,4347,181
455,R455,2535,120,20,60,11,1477,250
456,R456,3081,101,14,201,68,2128,243
457,R457,3214,254,8,30,9,3135,203
458,R458,2907,49,19,201,66,4357,224
459,R459,3345,177,13,324,66,3866,226
460,R460,3024,27,14,624,59,5549,213
461,R461,2718,117,10,277,6,841,237
462,R462,2746,233,2,0,0,2366,215
463,R463,2471,189,6,30,0,1484,220
464,R464,3016,359,10,212,36,4335,205
465,R465,2670,111,20,42,10,466,249
466,R466,3018,54,9,190,23,4158,225
467,R467,3451,144,21,108,44,4113,245
468,R468,2695,73,9,190,30,1733,230
469,R469,3031,72,4,467,47,3149,224
470,R470,3307,196,8,547,80,4054,219
471,R471,3424,349,17,830,55,2430,187
472,R472,3142,334,8,351,-43,1253,202
473,R473,2724,149,21,319,95,2574,242
474,R474,2165,15,26,201,107,1168,186
475,R475,2827,126,10,391,61,2096,237
476,R476,3215,93,4,182,0,2516,226
477,R477,2786,187,23,480,50,1308,216
478,R478,3238,36,8,175,6,1614,220
479,R479,3198,263,6,124,13,2980,205
480,R480,2821,341,29,95,59,3747,146
481,R481,3161,10,14,742,80,1542,203
482,R482,2944,43,12,162,55,2039,222
483,R483,3001,34,14,1112,203,2762,217
484,R484,2344,24,13,240,92,300,212
485,R485,3131,62,5,190,-1,600,224
486,R486,3305,268,8,390,110,5145,199
487,R487,2603,27,7,331,68,234,217
488,R488,3467,238,22,446,212,3180,175
489,R489,3158,159,10,1233,191,3022,231
490,R490,3178,69,12,408,26,6024,232
491,R491,2347,228,6,0,0,404,212
492,R492,3025,216,17,170,-11,2131,200
493,R493,3053,64,15,849,36,1273,233
494,R494,3303,208,12,671,76,4315,211
495,R495,2790,132,13,190,33,2081,241
496,R496,3364,200,17,446,149,892,211
497,R497,3307,177,19,335,58,4613,225
498,R498,2580,236,17,228,105,1489,189
499,R499,2956,50,12,443,3,2105,225
500,R500,3209,270,3,228,25,592,212
501,R501,2784,96,5,170,12,2070,228
502,R502,2381,46,27,366,-8,1165,216
503,R503,2782,317,10,120,27,1866,195
504,R504,3130,332,7,180,20,5317,204
505,R505,3042,282,10,365,-26,1919,191
506,R506,3071,162,18,108,25,3490,235
507,R507,2744,41,22,124,58,1666,216
508,R508,3345,51,15,201,36,2212,226
509,R509,2670,31,6,190,13,228,219
510,R510,2867,321,22,30,17,6056,157
511,R511,2961,189,10,258,24,4012,221
512,R512,2822,180,29,488,130,3537,216
513,R513,2948,3,12,571,150,3150,204
514,R514,2435,188,14,474,129,926,221
515,R515,2896,58,9,30,-1,3616,227
516,R516,3142,57,22,108,47,4729,229
517,R517,3152,50,11,424,33,3577,225
518,R518,2830,53,7,216,46,2477,224
519,R519,3031,149,38,601,254,1020,238
520,R520,2952,5,3,30,1,2142,216
521,R521,2041,353,34,153,112,190,141
522,R522,2898,13,8,150,9,1388,212
523,R523,2961,30,21,175,46,2400,208
524,R524,3159,14,10,90,0,2163,210
525,R525,3093,119,11,330,38,576,239
526,R526,3024,39,22,297,40,1670,215
527,R527,2952,237,15,150,43,5935,193
528,R528,3182,10,9,67,7,1704,210
529,R529,2966,130,8,90,-6,1621,234
530,R530,3011,254,15,42,6,1425,183
531,R531,2442,326,24,150,77,743,153
532,R532,2682,333,9,0,0,2383,200
533,R533,2812,159,6,0,0,2609,226
534,R534,2170,318,36,85,58,1200,105
535,R535,3165,33,15,150,17,1749,216
536,R536,3333,147,15,789,176,1187,239
537,R537,2906,76,23,180,29,218,241
538,R538,3302,144,19,0,0,2079,243
539,R539,3294,8,13,361,25,1865,204
540,R540,3180,121,15,470,-26,524,244
541,R541,2628,21,15,150,-6,1205,209
542,R542,3219,96,6,170,8,1857,231
543,R543,2932,77,25,150,46,5844,242
544,R544,2735,53,5,457,46,2297,223
545,R545,2655,83,14,150,3,3460,239
546,R546,2939,47,8,300,24,3841,223
547,R547,3282,308,8,150,25,3550,197
548,R548,3228,207,10,484,37,5954,214
549,R549,3141,321,20,382,69,319,164
550,R550,3086,63,11,30,-3,4076,230
551,R551,2338,123,17,108,15,108,246
552,R552,3146,104,10,30,0,1908,237
553,R553,2811,216,6,30,1,2188,214
554,R554,3140,118,11,67,6,2300,240
555,R555,3050,38,24,350,19,4824,212
556,R556,2798,99,14,120,-3,902,242
557,R557,3370,204,5,939,168,2858,217
558,R558,2544,100,8,335,37,390,234
559,R559,3151,120,8,0,0,2230,234
560,R560,2995,132,23,120,13,6150,250
561,R561,3142,150,11,120,0,3262,235
562,R562,2889,343,17,150,19,1739,183
563,R563,3189,16,10,30,3,2363,212
564,R564,3082,92,8,295,39,4474,233
565,R565,2806,177,16,210,51,1189,226
566,R566,2738,90,3,0,0,1664,225
567,R567,2482,339,18,127,38,499,179
568,R568,3142,244,13,255,10,331,193
569,R569,2834,245,4,0,0,576,212
570,R570,2678,191,15,42,9,1149,218
571,R571,2780,106,20,85,15,942,249
572,R572,3139,303,8,90,9,4535,197
573,R573,3223,62,8,743,192,2704,227
574,R574,2920,102,10,641,283,765,238
575,R575,3004,347,16,582,83,1744,187
576,R576,2573,212,28,120,-30,1734,184
577,R577,3329,292,21,242,31,3757,157
578,R578,2741,45,2,417,47,1463,220
579,R579,3047,251,12,258,39,3460,193
580,R580,3184,6,13,408,146,3505,203
581,R581,2953,39,7,212,24,497,221
582,R582,3169,160,16,90,-31,2580,235
583,R583,2881,331,27,446,76,1260,148
584,R584,3091,348,18,228,8,1342,183
585,R585,2888,332,10,175,38,2893,196
586,R586,2959,319,5,60,5,5317,206
587,R587,3230,345,10,42,5,4478,200
588,R588,2613,152,22,108,2,693,241
589,R589,3012,264,22,212,40,3376,159
590,R590,3324,341,17,551,49,2394,183
591,R591,3208,180,4,201,17,3451,221
592,R592,2991,15,3,607,65,5182,217
593,R593,2519,39,10,323,91,1006,221
594,R594,2844,16,14,283,49,3313,208
595,R595,2081,66,34,150,35,216,230
596,R596,3224,36,16,480,164,1677,217
597,R597,3370,253,10,134,14,4959,198
598,R598,3218,38,11,646,220,4533,220
599,R599,2741,24,21,134,-51,127,204
600,R600,2931,30,14,420,76,618,215
601,R601,2903,310,8,430,105,1834,199
602,R602,2958,116,21,60,0,420,250
603,R603,2402,277,25,210,73,242,143
604,R604,3305,209,12,666,78,4286,211
605,R605,2962,98,7,30,4,5229,231
606,R606,3371,81,19,180,22,3072,242
607,R607,3093,43,8,190,10,3362,222
608,R608,2181,219,3,42,4,234,216
609,R609,2838,296,30,295,47,2210,122
610,R610,2565,55,18,210,46,1871,229
611,R611,3027,104,12,0,0,1148,240
612,R612,3048,186,12,30,0,1782,222
613,R613,2959,108,10,30,4,3791,237
614,R614,3042,354,6,306,2,3155,209
615,R615,2875,123,16,175,63,192,245
616,R616,3050,200,18,268,78,600,211
617,R617,3206,174,10,150,0,847,226
618,R618,2952,110,11,120,20,4424,239
619,R619,3208,42,13,216,25,5626,222
620,R620,3289,338,27,577,141,4053,152
621,R621,2908,261,6,150,37,1123,206
622,R622,2390,326,16,362,120,891,180
623,R623,2968,278,16,532,65,5600,176
624,R624,3292,6,10,95,14,2216,208
625,R625,2849,294,12,108,0,3154,186
626,R626,3227,115,17,433,95,735,247
627,R627,3034,270,3,391,50,3183,212
628,R628,2669,7,20,258,74,1521,192
629,R629,3021,113,15,492,0,4189,245
630,R630,2985,143,11,454,-13,5011,236
631,R631,2768,79,2,90,16,2081,222
632,R632,3473,101,19,916,188,2502,248
633,R633,2715,125,17,0,0,1008,246
634,R634,3113,6,11,365,96,853,207
635,R635,2810,322,22,201,76,3357,159
636,R636,2963,333,2,60,0,5451,214
637,R637,3263,141,13,108,-6,3062,239
638,R638,2916,43,8,127,10,1697,222
639,R639,2893,33,10,67,3,4794,218
640,R640,3237,76,16,175,23,1176,238
641,R641,3067,0,14,685,66,4030,199
642,R642,2909,29,11,85,14,2156,216
643,R643,3262,293,8,457,-12,2635,198
644,R644,3005,129,13,408,66,537,241
645,R645,2969,26,23,120,18,1276,202
646,R646,2741,338,13,210,36,1830,190
647,R647,3360,58,7,618,130,2145,226
648,R648,2676,331,26,201,89,1214,150
649,R649,2955,245,12,170,23,2489,196
650,R650,3213,65,12,255,-2,607,232
651,R651,2933,154,33,120,52,5390,238
652,R652,2936,66,14,134,20,4994,233
653,R653,3130,56,11,85,13,730,227
654,R654,1942,3,12,0,0,360,204
655,R655,2568,107,9,395,-51,960,235
656,R656,3409,103,21,511,127,2340,249
657,R657,3026,72,6,60,8,1292,227
658,R658,2520,106,24,192,16,1130,252
659,R659,2778,108,9,255,17,2850,236
660,R660,2713,129,15,108,30,2496,243
661,R661,3280,180,2,335,13,4986,220
662,R662,2568,330,32,350,165,726,128
663,R663,2967,323,19,300,39,3247,169
