id,label,Elevation,Aspect,Slope
137,R137,3094,115,20
138,R138,3256,25,21
139,R139,3207,153,21
140,R140,3056,45,5
141,R141,2942,216,17
142,R142,3140,222,6
143,R143,3001,209,6
144,R144,3004,32,19
145,R145,2874,3,5
146,R146,2962,58,9
147,R147,3134,292,33
148,R148,2937,177,16
149,R149,2891,98,10
150,R150,2954,49,22
151,R151,3159,343,18
152,R152,2739,118,19
153,R153,2474,326,25
154,R154,3364,150,7
155,R155,2902,126,18
156,R156,2808,228,18
157,R157,3300,212,4
158,R158,3112,88,25
159,R159,2942,143,2
160,R160,2963,242,9
161,R161,3284,136,17
162,R162,2942,136,20
163,R163,2898,138,13
164,R164,3129,241,11
165,R165,3194,330,4
166,R166,2716,176,17
167,R167,2798,32,9
168,R168,3285,314,22
169,R169,3049,344,12
170,R170,2289,312,30
171,R171,2787,94,7
172,R172,3018,104,16
173,R173,3057,10,13
174,R174,3105,77,13
175,R175,3108,298,18
176,R176,3056,287,17
177,R177,2521,120,7
178,R178,2998,315,6
179,R179,3059,294,26
180,R180,2684,26,14
181,R181,2351,329,35
182,R182,2917,353,22
183,R183,3302,126,16
184,R184,2919,264,6
185,R185,2988,357,16
186,R186,3003,182,18
187,R187,3390,114,8
188,R188,2736,178,61
189,R189,3027,139,18
190,R190,2809,234,20
191,R191,3055,356,4
192,R192,2856,44,14
193,R193,2821,139,13
194,R194,3291,164,14
195,R195,2184,285,34
196,R196,3176,26,6
197,R197,3046,28,10
198,R198,3103,253,6
199,R199,2804,126,10
200,R200,2815,351,16
201,R201,3238,325,15
202,R202,2994,176,10
203,R203,3392,93,9
204,R204,2889,82,19
205,R205,3182,96,6
206,R206,2725,274,21
207,R207,3116,43,8
208,R208,3214,189,22
209,R209,2979,272,16
210,R210,2969,90,2
211,R211,3207,347,13
212,R212,3233,91,21
213,R213,3295,310,14
214,R214,2992,313,11
215,R215,3307,333,17
216,R216,2723,349,16
217,R217,3112,3,15
218,R218,2998,144,15
219,R219,2664,32,27
220,R220,3118,270,9
221,R221,3027,151,7
222,R222,3047,230,13
223,R223,2589,18,9
224,R224,3189,17,16
225,R225,2618,123,11
226,R226,2031,69,19
227,R227,2460,148,24
228,R228,2860,67,5
229,R229,3122,334,28
230,R230,2898,290,21
231,R231,2658,119,6
232,R232,3336,210,24
233,R233,2989,7,22
234,R234,2922,227,9
235,R235,3214,309,6
236,R236,3261,39,10
237,R237,2734,41,15
238,R238,2728,179,11
239,R239,2874,314,17
240,R240,3142,352,15
241,R241,3296,355,15
242,R242,3174,357,18
243,R243,3009,264,19
244,R244,2397,144,25
245,R245,3370,244,11
246,R246,2530,248,13
247,R247,3217,78,44
248,R248,3174,17,18
249,R249,3090,276,9
250,R250,3233,38,12
251,R251,3251,30,14
252,R252,3253,2,25
253,R253,2990,196,8
254,R254,2718,93,15
255,R255,3195,217,5
256,R256,3081,140,8
257,R257,2859,119,26
258,R258,2945,106,3
259,R259,3193,354,17
260,R260,3562,350,18
261,R261,3155,23,16
262,R262,2808,129,9
263,R263,3080,163,27
264,R264,2873,107,9
265,R265,2759,5,6
266,R266,2363,198,27
267,R267,2629,217,22
268,R268,3062,25,15
269,R269,2515,80,7
270,R270,3054,20,10
271,R271,2917,93,20
272,R272,2875,207,13
273,R273,3323,170,12
274,R274,2611,2,19
275,R275,2903,245,7
276,R276,3030,9,22
277,R277,3087,77,3
278,R278,3156,46,13
279,R279,2658,79,15
280,R280,3149,187,19
281,R281,3124,11,5
282,R282,3031,212,15
283,R283,2762,340,13
284,R284,2878,231,12
285,R285,2982,116,17
286,R286,2833,27,19
287,R287,3210,276,2
288,R288,3148,344,21
289,R289,3068,213,18
290,R290,2902,29,7
291,R291,3314,82,21
292,R292,2667,316,27
293,R293,2544,131,5
294,R294,2980,14,14
295,R295,2916,171,12
296,R296,3101,197,11
297,R297,3180,6,11
298,R298,2759,190,16
299,R299,2403,51,19
300,R300,3195,7,10
301,R301,2564,148,36
302,R302,2632,25,5
303,R303,3136,243,7
304,R304,2950,337,16
305,R305,2732,49,10
306,R306,3148,279,16
307,R307,2939,139,14
308,R308,2403,35,4
309,R309,2407,12,17
310,R310,2965,244,10
311,R311,3389,340,14
312,R312,3268,342,11
313,R313,3161,147,16
314,R314,2930,344,10
315,R315,3091,181,10
316,R316,3345,157,12
317,R317,2881,21,15
318,R318,2760,186,7
319,R319,2970,54,12
320,R320,3113,169,15
321,R321,2811,39,25
322,R322,2462,336,21
323,R323,2934,133,16
324,R324,2959,233,17
325,R325,2499,240,22
326,R326,2837,40,7
327,R327,2288,108,25
328,R328,3037,169,10
329,R329,2924,126,4
330,R330,3290,186,19
331,R331,3016,74,11
332,R332,3118,266,16
333,R333,3392,354,18
334,R334,3124,168,11
335,R335,3240,90,5
336,R336,2858,46,17
337,R337,2340,147,20
338,R338,3269,223,16
339,R339,3154,34,12
340,R340,2703,139,15
341,R341,2712,43,12
342,R342,3811,354,14
343,R343,3261,7,12
344,R344,2125,62,26
345,R345,3186,54,4
346,R346,3259,252,7
347,R347,3255,230,8
348,R348,3134,11,1
349,R349,2735,93,9
350,R350,3293,164,9
351,R351,2802,21,16
352,R352,2656,300,8
353,R353,3008,177,16
354,R354,3250,98,3
355,R355,2897,276,34
356,R356,2968,83,17
357,R357,3120,42,11
358,R358,2418,70,9
359,R359,3021,14,10
360,R360,3096,200,11
361,R361,3230,80,13
362,R362,2855,314,19
363,R363,3178,61,11
364,R364,2618,117,15
365,R365,2774,347,6
366,R366,3008,121,13
367,R367,3273,83,19
368,R368,2927,71,17
369,R369,3123,81,12
370,R370,3181,9,7
371,R371,2675,97,24
372,R372,2310,131,20
373,R373,3329,117,16
374,R374,3264,93,13
375,R375,3030,123,16
376,R376,3385,96,7
377,R377,2943,99,23
378,R378,3106,94,11
379,R379,2949,49,14
380,R380,3358,298,5
381,R381,2901,353,22
382,R382,3201,29,19
383,R383,2358,136,22
384,R384,3091,63,3
385,R385,3055,210,9
386,R386,3056,333,7
387,R387,3324,168,14
388,R388,3183,92,9
389,R389,3137,123,18
390,R390,2999,67,19
391,R391,3304,67,18
392,R392,3108,343,19
393,R393,2621,31,1
394,R394,2953,164,21
395,R395,3265,120,14
396,R396,3017,263,12
397,R397,3149,96,13
398,R398,3185,175,10
399,R399,2723,288,2
400,R400,3272,57,11
401,R401,2642,265,3
402,R402,2860,40,13
403,R403,2764,177,17
404,R404,3038,4,12
405,R405,2537,90,2
406,R406,3390,234,12
407,R407,3316,299,20
408,R408,3209,310,8
409,R409,3158,256,14
410,R410,3032,55,16
411,R411,3036,9,19
412,R412,2799,40,12
413,R413,3142,357,9
414,R414,2167,258,22
415,R415,2748,117,1
416,R416,2550,28,21
417,R417,3086,298,16
418,R418,2993,50,16
419,R419,3173,56,2
420,R420,2978,191,5
421,R421,3156,304,11
422,R422,3332,219,34
423,R423,2436,295,20
424,R424,2654,9,10
425,R425,3275,116,9
426,R426,3109,315,5
427,R427,2902,323,22
428,R428,3153,322,10
429,R429,3232,131,10
430,R430,2913,73,11
431,R431,2585,120,4
432,R432,2584,85,6
433,R433,2959,9,10
434,R434,3142,105,18
435,R435,3263,164,28
436,R436,2785,147,11
437,R437,2753,169,6
438,R438,2684,126,8
439,R439,2719,29,15
440,R440,2985,45,10
441,R441,3112,341,9
442,R442,2687,194,27
443,R443,2913,340,28
444,R444,3165,103,12
445,R445,3507,118,16
446,R446,2949,143,14
447,R447,2868,18,15
448,R448,2988,341,9
449,R449,2192,342,38
450,R450,2816,143,7
451,R451,2975,67,13
452,R452,2804,257,5
453,R453,2564,32,3
454,R454,2714,157,2
455,R455,2645,157,13
456,R456,3011,277,11
457,R457,3258,30,9
458,R458,3141,234,11
459,R459,3221,38,21
460,R460,2887,130,8
461,R461,2946,46,15
462,R462,3152,43,8
463,R463,3116,5,14
464,R464,2966,38,8
465,R465,2752,29,2
466,R466,2893,293,21
467,R467,3101,45,7
468,R468,2346,330,8
469,R469,3129,296,18
470,R470,2781,52,26
471,R471,3243,23,20
472,R472,3317,339,18
473,R473,3412,185,13
474,R474,2758,43,11
475,R475,3638,117,27
476,R476,2742,331,30
477,R477,3420,127,7
478,R478,2683,196,8
479,R479,3041,236,10
480,R480,2078,123,33
481,R481,2566,2,17
482,R482,3302,355,18
483,R483,2415,278,11
484,R484,2960,138,6
485,R485,2903,288,6
486,R486,3276,12,14
487,R487,2784,256,20
488,R488,2582,173,10
489,R489,3090,349,13
490,R490,3122,26,27
491,R491,2939,135,9
492,R492,2276,334,23
493,R493,3431,291,10
494,R494,2723,354,9
495,R495,2519,77,8
496,R496,2940,56,11
497,R497,2457,160,27
498,R498,2481,244,21
499,R499,2619,28,5
500,R500,3289,334,25
501,R501,3087,136,39
502,R502,3017,125,10
503,R503,2978,106,14
504,R504,2914,304,20
505,R505,3055,132,14
506,R506,3156,88,21
507,R507,2205,302,28
508,R508,3377,287,8
509,R509,2635,337,5
510,R510,3008,186,21
511,R511,3287,278,2
512,R512,2919,137,12
513,R513,2850,128,6
514,R514,3371,302,3
515,R515,2963,261,15
516,R516,3214,340,13
517,R517,2386,343,24
518,R518,2891,200,19
519,R519,2980,282,21
520,R520,3367,200,12
521,R521,3307,200,27
522,R522,2846,265,8
523,R523,3447,332,14
524,R524,3109,45,2
525,R525,2244,202,28
526,R526,3167,192,15
527,R527,3265,321,15
528,R528,2760,356,13
529,R529,2441,341,29
530,R530,2906,76,23
531,R531,2846,91,16
532,R532,2932,298,10
533,R533,2815,124,13
534,R534,2939,318,15
535,R535,2187,310,33
536,R536,3018,278,18
537,R537,3061,1,18
538,R538,2994,47,8
539,R539,2459,325,10
540,R540,2836,318,23
541,R541,3267,307,7
542,R542,3162,34,12
543,R543,3001,102,14
544,R544,2631,125,19
545,R545,2917,134,15
546,R546,3059,335,13
547,R547,3021,312,17
548,R548,3069,104,9
549,R549,3019,204,19
550,R550,2872,122,23
551,R551,3007,251,11
552,R552,2098,295,35
553,R553,2590,21,9
554,R554,2684,20,26
555,R555,2949,92,6
556,R556,3062,197,6
557,R557,2729,62,22
558,R558,2982,345,16
559,R559,2750,39,26
560,R560,2676,307,17
561,R561,2945,111,25
562,R562,2923,92,6
563,R563,2937,9,8
564,R564,2930,72,13
565,R565,3297,11,4
566,R566,3402,95,18
567,R567,3164,311,20
568,R568,2959,169,11
569,R569,2947,247,17
570,R570,3111,66,24
571,R571,3015,36,8
572,R572,2988,72,7
573,R573,2993,168,11
574,R574,3137,292,17
575,R575,2908,63,22
576,R576,3242,71,10
577,R577,2987,201,13
578,R578,3195,55,15
579,R579,3352,269,17
580,R580,3211,62,9
581,R581,2730,355,16
582,R582,3243,120,30
583,R583,3177,162,12
584,R584,3134,87,21
585,R585,3029,96,10
586,R586,2915,73,19
587,R587,2134,31,25
588,R588,3116,315,6
589,R589,2968,157,17
590,R590,3444,324,11
591,R591,3109,129,6
592,R592,2914,40,15
593,R593,2323,121,35
594,R594,2701,224,19
595,R595,3031,172,13
596,R596,2781,54,12
597,R597,2887,45,12
598,R598,2568,305,28
599,R599,3081,143,9
600,R600,3209,40,4
601,R601,3201,117,13
602,R602,3289,239,12
603,R603,3005,3,12
604,R604,2669,156,16
605,R605,3011,66,5
606,R606,3015,7,17
607,R607,3290,45,4
608,R608,2867,38,11
609,R609,3023,288,27
610,R610,2686,338,25
611,R611,2962,20,6
612,R612,3366,203,2
613,R613,2685,38,13
614,R614,3135,239,4
615,R615,3206,90,16
616,R616,3278,311,33
617,R617,3465,31,11
618,R618,3394,290,19
619,R619,2498,191,26
620,R620,2949,0,6
621,R621,2970,334,9
622,R622,3133,142,16
623,R623,2913,9,13
624,R624,3171,333,8
625,R625,3251,321,9
626,R626,2767,286,23
627,R627,3103,288,5
628,R628,2579,28,14
629,R629,3084,126,17
630,R630,2724,29,11
631,R631,3251,288,10
632,R632,2749,284,9
633,R633,3059,326,15
634,R634,2939,225,8
635,R635,3089,43,15
636,R636,3155,337,18
637,R637,3143,56,11
638,R638,2864,122,12
639,R639,2980,244,20
640,R640,2926,81,11
641,R641,2986,349,4
642,R642,2720,343,8
643,R643,3001,91,11
644,R644,2978,143,9
645,R645,2861,241,12
646,R646,3042,308,16
647,R647,2764,70,14
648,R648,3313,96,13
649,R649,2058,164,16
650,R650,2926,41,9
651,R651,2259,245,20
652,R652,2582,133,19
653,R653,2603,119,15
654,R654,2274,142,23
655,R655,2665,90,1
656,R656,3220,259,16
657,R657,2742,149,22
658,R658,3209,299,2
659,R659,3278,304,3
660,R660,2215,12,25
661,R661,3231,83,9
662,R662,3299,342,3
663,R663,3495,22,22
664,R664,3205,137,13
665,R665,2793,177,23
666,R666,3200,24,14
667,R667,3156,207,11
668,R668,2712,103,3
669,R669,2978,204,6
670,R670,3142,135,17
671,R671,2136,7,36
672,R672,2778,229,26
673,R673,2885,87,4
674,R674,3012,199,9
675,R675,3063,243,27
676,R676,2713,150,9
677,R677,2945,110,12
678,R678,3238,293,12
679,R679,2706,86,12
680,R680,3107,6,9
681,R681,2987,139,10
682,R682,2822,178,8
683,R683,2704,275,10
684,R684,3052,320,29
685,R685,2945,62,17
686,R686,3373,40,12
687,R687,3093,323,12
688,R688,3023,119,12
689,R689,2939,246,9
690,R690,3205,282,13
691,R691,3271,359,9
692,R692,3063,193,5
693,R693,2982,61,6
694,R694,3288,153,13
695,R695,2596,234,22
696,R696,3331,266,9
697,R697,2376,43,32
698,R698,2916,127,7
699,R699,2521,158,4
700,R700,3020,293,20
701,R701,3168,119,7
702,R702,2873,94,27
703,R703,3212,131,19
704,R704,2700,248,20
705,R705,3317,194,14
706,R706,2864,22,14
707,R707,3114,271,14
708,R708,3119,326,10
709,R709,3250,152,13
710,R710,3230,321,9
711,R711,3010,247,26
712,R712,2874,275,16
713,R713,2448,10,12
714,R714,3253,70,17
715,R715,2429,330,21
716,R716,3185,294,33
717,R717,3119,111,7
718,R718,2548,334,19
719,R719,3089,243,15
720,R720,2267,337,35
721,R721,3136,102,7
722,R722,2947,355,17
723,R723,2542,309,29
724,R724,2960,118,9
725,R725,3053,6,2
726,R726,2240,67,18
727,R727,3024,16,11
728,R728,2526,50,14
729,R729,3461,121,26
730,R730,3509,297,13
731,R731,3096,171,10
732,R732,3210,342,3
733,R733,3142,130,14
734,R734,1980,112,32
735,R735,3038,25,10
736,R736,2384,288,23
737,R737,2854,139,14
738,R738,3209,126,23
739,R739,2815,96,15
740,R740,3375,310,12
741,R741,2788,151,24
742,R742,2942,336,13
743,R743,3021,45,1
744,R744,3010,66,18
745,R745,2535,57,5
746,R746,2881,20,19
747,R747,3076,164,26
748,R748,3236,302,10
749,R749,3308,141,10
750,R750,3450,163,10
751,R751,2599,201,8
752,R752,2704,5,15
753,R753,3102,101,11
754,R754,2797,48,19
755,R755,2978,128,8
756,R756,2962,7,6
757,R757,2689,3,10
758,R758,3210,294,14
759,R759,2924,317,12
760,R760,2863,135,6
761,R761,2512,22,28
762,R762,2988,207,14
763,R763,3231,348,13
764,R764,3365,338,9
765,R765,2993,150,13
766,R766,3083,72,9
767,R767,2669,164,17
768,R768,2928,154,7
769,R769,2117,66,24
770,R770,2755,354,15
771,R771,3184,241,13
772,R772,3105,305,20
773,R773,2871,302,12
774,R774,3195,336,9
775,R775,2968,236,11
776,R776,2596,117,14
777,R777,3325,210,18
778,R778,2748,130,7
779,R779,3349,8,10
780,R780,2983,14,8
781,R781,3194,166,13
782,R782,2857,309,7
783,R783,2842,328,14
784,R784,2255,310,33
785,R785,2986,95,17
786,R786,2723,197,18
787,R787,2737,135,8
788,R788,3149,128,12
789,R789,3223,92,13
790,R790,3232,29,13
791,R791,2394,22,18
792,R792,3233,0,7
793,R793,3037,195,17
794,R794,3459,53,5
795,R795,2198,356,21
796,R796,2884,296,14
797,R797,3209,83,18
798,R798,3366,180,13
799,R799,3066,134,22
800,R800,3228,48,13
801,R801,2955,342,22
802,R802,3199,34,10
803,R803,3030,344,12
804,R804,3039,0,8
805,R805,2704,342,12
806,R806,2531,54,8
807,R807,2871,67,16
808,R808,2904,16,4
809,R809,2957,113,35
810,R810,3181,301,21
811,R811,2882,343,15
812,R812,2715,84,16
813,R813,3374,21,10
814,R814,3067,108,4
815,R815,2967,80,12
816,R816,2439,348,17
817,R817,3340,14,15
818,R818,3020,301,11
819,R819,2923,348,15
820,R820,3252,112,15
821,R821,2782,27,28
822,R822,3026,126,19
823,R823,3083,54,30
824,R824,3123,176,8
825,R825,3011,139,14
826,R826,2910,74,9
827,R827,3038,323,5
828,R828,2991,67,6
829,R829,3064,114,6
830,R830,3216,182,21
831,R831,2689,104,8
832,R832,3009,7,8
833,R833,2950,289,11
834,R834,3227,321,17
835,R835,3323,78,6
836,R836,3112,275,23
837,R837,2669,31,31
838,R838,2549,128,13
839,R839,2915,68,11
840,R840,3010,339,17
841,R841,2428,350,30
842,R842,3061,312,20
843,R843,2808,234,33
844,R844,2837,123,18
845,R845,3014,67,7
846,R846,2966,68,4
847,R847,3103,280,15
848,R848,3263,145,21
849,R849,3138,113,14
850,R850,3014,222,6
851,R851,3036,259,17
852,R852,2988,78,10
853,R853,2660,165,17
854,R854,3073,0,5
855,R855,2972,254,7
856,R856,2724,13,16
857,R857,2816,220,16
858,R858,3036,78,11
859,R859,3161,303,11
860,R860,3001,72,5
861,R861,2900,15,11
862,R862,3163,342,2
863,R863,3084,20,21
864,R864,1981,315,10
865,R865,3054,86,12
866,R866,2220,303,29
867,R867,2858,27,19
868,R868,2909,101,2
869,R869,3182,6,19
870,R870,2936,264,7
871,R871,2712,28,10
872,R872,3093,308,8
873,R873,3136,331,12
874,R874,2942,27,15
875,R875,3071,27,2
876,R876,2754,50,11
877,R877,3304,192,15
878,R878,2949,283,16
879,R879,3039,317,10
880,R880,3183,152,36
881,R881,2835,91,19
882,R882,2857,76,33
883,R883,3039,317,10
884,R884,2167,300,38
885,R885,3297,213,16
886,R886,3003,291,8
887,R887,2608,174,19
888,R888,3133,252,7
889,R889,3167,43,13
890,R890,3107,187,10
891,R891,3324,58,12
892,R892,2812,312,22
893,R893,2762,126,32
894,R894,2939,335,9
895,R895,3045,232,8
896,R896,2826,346,9
897,R897,2903,149,4
898,R898,3189,66,8
899,R899,2604,167,4
900,R900,3306,91,20
901,R901,2770,57,31
902,R902,2862,341,16
903,R903,3240,158,10
904,R904,3209,37,17
905,R905,2870,130,17
906,R906,3286,89,11
907,R907,3420,325,15
908,R908,2533,100,13
909,R909,3092,353,18
910,R910,3229,340,18
911,R911,2731,122,17
912,R912,3036,92,22
913,R913,2952,71,10
914,R914,3204,354,17
915,R915,2912,230,29
916,R916,2872,13,16
917,R917,2797,265,20
918,R918,2875,120,16
919,R919,2961,120,9
920,R920,2998,36,13
921,R921,2688,148,9
922,R922,3247,25,10
923,R923,2810,59,8
924,R924,3255,180,5
925,R925,2998,299,7
926,R926,2933,228,7
927,R927,3027,32,17
928,R928,2997,306,4
929,R929,2988,162,15
930,R930,3049,251,13
931,R931,2846,13,13
932,R932,3042,323,28
933,R933,3293,92,16
934,R934,2872,291,26
935,R935,2960,162,10
936,R936,2987,191,6
937,R937,3314,74,9
938,R938,3177,56,14
939,R939,2982,115,13
940,R940,2927,46,14
941,R941,2830,83,15
942,R942,2855,111,27
943,R943,2511,36,14
944,R944,2856,113,12
945,R945,2594,91,12
946,R946,3305,263,6
947,R947,2945,28,11
948,R948,2558,12,23
949,R949,3051,336,16
950,R950,3398,163,15
951,R951,3180,201,22
952,R952,3122,272,8
953,R953,2525,282,16
954,R954,3223,89,33
955,R955,2824,83,10
956,R956,3141,358,18
957,R957,3283,307,9
958,R958,2406,38,3
959,R959,3036,30,41
960,R960,3217,90,5
961,R961,3219,204,9
962,R962,2679,39,15
963,R963,3091,100,23
964,R964,2754,351,11
965,R965,3091,357,10
966,R966,2753,50,14
967,R967,2901,98,17
968,R968,3339,28,11
969,R969,3130,59,6
970,R970,2239,36,17
971,R971,2690,120,10
972,R972,2588,6,19
973,R973,2726,7,12
974,R974,3060,36,8
975,R975,3151,34,5
976,R976,3280,233,12
977,R977,3322,125,4
978,R978,2992,301,7
979,R979,2833,68,16
980,R980,3144,24,14
981,R981,2794,45,14
982,R982,3278,183,16
983,R983,3191,116,10
984,R984,2630,54,2
985,R985,3151,5,25
986,R986,2922,124,7
987,R987,2320,338,8
988,R988,3127,83,6
989,R989,3090,17,16
990,R990,2876,51,15
991,R991,2686,352,17
992,R992,3081,281,4
993,R993,3164,337,7
994,R994,2920,164,10
995,R995,2942,63,3
996,R996,2795,51,6
997,R997,3236,18,12
998,R998,3165,220,8
999,R999,3037,232,22
1000,R1000,3051,231,17
1001,R1001,2352,328,3
1002,R1002,2868,108,20
1003,R1003,3175,210,8
1004,R1004,2951,1,19
1005,R1005,3255,45,9
1006,R1006,3130,58,27
1007,R1007,2991,46,16
1008,R1008,2903,91,19
1009,R1009,2835,94,15
1010,R1010,2819,112,7
1011,R1011,3004,9,11
1012,R1012,3160,213,11
1013,R1013,2848,144,8
1014,R1014,3029,81,18
1015,R1015,2784,86,28
1016,R1016,3238,185,27
1017,R1017,2778,357,12
1018,R1018,3243,353,15
1019,R1019,3168,122,10
1020,R1020,1990,30,7
1021,R1021,3084,175,8
1022,R1022,2874,257,35
1023,R1023,2405,86,3
1024,R1024,3206,120,13
1025,R1025,3043,309,12
1026,R1026,2516,150,19
1027,R1027,2608,200,17
1028,R1028,2771,25,19
1029,R1029,3193,141,24
1030,R1030,3298,336,22
1031,R1031,2514,95,18
1032,R1032,2965,91,12
1033,R1033,3232,145,13
1034,R1034,3209,255,7
1035,R1035,2726,61,11
1036,R1036,3089,133,16
1037,R1037,2679,73,9
1038,R1038,2961,8,11
1039,R1039,3142,42,7
1040,R1040,2766,87,10
1041,R1041,2799,195,23
1042,R1042,2621,348,26
1043,R1043,2944,45,20
1044,R1044,3022,25,11
1045,R1045,3570,21,16
1046,R1046,2834,58,4
1047,R1047,3050,339,4
1048,R1048,3267,108,8
1049,R1049,3214,280,13
1050,R1050,3056,21,8
1051,R1051,3004,135,6
1052,R1052,3167,85,14
1053,R1053,2779,42,7
1054,R1054,3218,67,12
1055,R1055,3197,29,6
1056,R1056,2327,353,27
1057,R1057,2479,193,4
1058,R1058,3123,69,34
1059,R1059,3205,307,9
1060,R1060,3198,338,9
1061,R1061,2891,167,12
1062,R1062,3103,142,15
1063,R1063,3124,157,6
1064,R1064,3173,43,10
1065,R1065,2508,2,15
1066,R1066,2885,335,19
1067,R1067,3228,40,8
1068,R1068,2401,0,30
1069,R1069,3169,156,9
1070,R1070,3747,359,16
1071,R1071,3385,186,17
1072,R1072,2268,320,32
1073,R1073,3311,9,6
1074,R1074,3057,18,15
1075,R1075,2907,52,8
1076,R1076,2929,183,10
1077,R1077,2867,119,16
1078,R1078,3107,319,9
1079,R1079,3162,291,18
1080,R1080,2883,150,9
1081,R1081,2656,10,20
1082,R1082,2530,189,5
1083,R1083,2137,9,25
1084,R1084,3028,253,14
1085,R1085,2855,198,21
1086,R1086,2942,41,13
1087,R1087,2914,61,6
1088,R1088,3074,88,6
1089,R1089,2288,344,23
1090,R1090,2957,62,21
1091,R1091,2300,93,14
1092,R1092,2816,104,4
1093,R1093,2893,14,26
1094,R1094,2872,90,16
1095,R1095,3086,160,6
1096,R1096,2613,64,6
1097,R1097,3172,47,8
1098,R1098,2988,313,24
1099,R1099,2679,57,8
1100,R1100,2929,252,10
1101,R1101,2927,353,20
1102,R1102,3091,347,17
1103,R1103,2924,323,32
1104,R1104,3085,107,6
1105,R1105,2975,93,30
1106,R1106,2603,41,31
1107,R1107,3213,240,13
1108,R1108,2811,313,22
1109,R1109,3255,81,19
1110,R1110,2913,225,5
1111,R1111,3260,0,10
1112,R1112,2836,10,27
1113,R1113,2910,248,9
1114,R1114,2793,18,25
1115,R1115,2803,273,14
1116,R1116,2619,53,14
1117,R1117,3113,107,11
1118,R1118,3014,171,16
1119,R1119,3256,268,12
1120,R1120,2382,20,6
1121,R1121,2917,13,14
1122,R1122,3085,257,17
1123,R1123,3050,243,5
1124,R1124,2983,99,25
1125,R1125,3140,134,35
1126,R1126,2939,225,15
1127,R1127,3004,133,9
1128,R1128,3117,75,7
1129,R1129,3273,147,10
1130,R1130,2631,64,24
1131,R1131,2759,315,1
1132,R1132,3080,281,12
1133,R1133,3340,284,9
1134,R1134,2672,111,11
1135,R1135,3036,227,8
1136,R1136,2847,88,16
1137,R1137,2687,356,6
1138,R1138,2984,117,19
1139,R1139,2789,264,7
1140,R1140,2874,359,10
