id,label,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points
94,R94,3234,287,38,95,18,771,90,206,241,2048
95,R95,2878,221,16,324,128,2285,199,253,188,569
96,R96,3516,194,10,480,23,1351,219,248,163,841
97,R97,3315,339,15,577,40,2365,185,216,169,964
98,R98,2053,331,18,0,0,518,176,215,178,636
99,R99,2541,358,44,216,6,417,118,124,116,1524
100,R100,2976,49,23,309,13,850,222,183,83,2029
101,R101,2872,52,23,127,63,150,225,185,83,484
102,R102,3071,8,8,603,83,2279,211,223,150,2470
103,R103,3079,28,12,95,7,1273,215,213,133,721
104,R104,3087,44,13,750,86,2240,222,211,121,2419
105,R105,2892,102,6,510,39,2708,230,233,137,2324
106,R106,2629,291,17,108,20,513,171,235,204,1243
107,R107,3302,169,34,272,143,1687,223,231,110,509
108,R108,3056,39,9,648,76,1516,221,220,134,2581
109,R109,2809,84,9,335,15,1865,233,225,123,2850
110,R110,2171,46,28,418,120,499,215,167,0,458
111,R111,2932,29,12,95,10,5036,216,213,131,3187
112,R112,2869,72,5,361,4,1074,225,231,141,2704
113,R113,3102,344,20,124,14,2457,177,206,165,616
114,R114,3033,51,22,513,81,362,224,187,86,876
115,R115,3031,261,15,755,66,5683,183,247,202,6132
116,R116,3186,18,6,330,-27,3005,216,227,149,1273
117,R117,2770,332,17,335,15,955,179,217,176,1138
118,R118,3388,183,15,658,126,4344,222,249,155,2630
119,R119,3082,135,2,30,0,1740,222,238,151,446
120,R120,3386,238,16,531,149,3408,188,252,199,446
121,R121,2977,55,11,190,0,931,227,215,120,1546
122,R122,3183,153,11,150,23,3662,233,241,138,1723
123,R123,2764,17,13,134,20,666,209,213,139,2329
124,R124,2628,102,14,309,82,1027,243,221,104,3578
125,R125,3102,167,9,474,7,5292,227,244,149,1476
126,R126,2966,258,19,175,20,5701,171,247,212,1939
127,R127,3342,20,19,391,103,3339,203,195,124,2117
128,R128,2963,11,9,323,18,738,211,222,148,1902
129,R129,2939,337,12,433,7,4188,194,224,169,4621
130,R130,3228,349,8,700,25,1666,205,226,160,1074
131,R131,3085,0,4,342,31,1253,214,232,156,1351
132,R132,3113,35,17,228,56,3715,216,201,115,2084
133,R133,2816,277,17,295,125,1033,173,241,207,1871
134,R134,3169,194,7,400,132,2107,219,246,162,1022
135,R135,3454,306,12,566,126,1115,185,233,188,1451
136,R136,2955,281,1,0,0,1090,215,238,161,85
137,R137,3119,90,14,268,75,957,241,216,101,1533
138,R138,3339,91,13,268,55,2353,240,219,108,2015
139,R139,2909,38,3,60,4,2305,219,233,150,300
140,R140,3134,47,15,150,1,1589,224,206,112,134
141,R141,2939,51,6,418,83,3009,223,227,139,2404
142,R142,3235,59,1,67,4,618,220,235,152,1200
143,R143,3071,149,11,212,27,3318,235,239,134,607
144,R144,2693,64,10,319,21,361,230,219,122,1190
145,R145,3507,30,17,631,95,2729,213,201,119,1756
146,R146,3310,95,35,150,60,2216,250,167,0,700
147,R147,3236,45,1,616,57,4577,219,235,153,2616
148,R148,3087,104,15,108,8,4998,244,220,101,957
149,R149,3331,331,6,120,9,1332,206,233,165,1855
150,R150,2690,54,16,67,12,1343,228,203,104,1518
151,R151,2663,33,10,42,0,499,218,218,135,1315
152,R152,2565,270,37,85,41,1022,102,224,246,1358
153,R153,2778,106,22,301,146,331,251,207,72,573
154,R154,2803,318,13,30,2,2393,185,228,183,886
155,R155,3096,331,12,108,29,1919,191,225,173,1966
156,R156,3073,221,10,424,48,1657,208,250,177,684
157,R157,3196,62,24,408,27,1277,232,184,71,1291
158,R158,3274,324,9,424,90,384,198,231,172,1465
159,R159,2569,125,13,124,43,730,241,230,116,3416
160,R160,3249,170,19,424,158,3800,230,245,138,458
161,R161,3238,208,16,234,36,3606,208,253,177,2912
162,R162,3390,75,3,745,200,1248,223,234,147,870
163,R163,3251,86,7,417,-17,845,231,228,130,3038
164,R164,3103,59,13,277,26,3628,230,211,112,2701
165,R165,2935,21,11,67,-3,1883,212,216,139,2742
166,R166,3212,30,11,240,6,2651,216,215,133,1250
167,R167,3127,150,4,42,0,2323,225,239,150,1989
168,R168,3193,225,6,272,25,920,211,246,172,201
169,R169,3023,239,28,210,102,2808,159,250,219,2285
170,R170,3202,48,11,212,37,3323,224,215,123,3578
171,R171,3010,72,20,0,0,601,238,196,80,1805
172,R172,3035,36,4,361,12,2942,219,230,148,1302
173,R173,3031,79,10,295,59,5184,233,223,121,4232
174,R174,3410,193,9,481,17,3226,220,247,162,108
175,R175,3285,101,16,633,124,1329,245,217,97,1690
176,R176,2608,233,28,331,182,2084,162,251,215,324
177,R177,3081,346,8,95,18,3789,205,228,161,342
178,R178,2890,353,8,603,130,1114,207,227,158,2630
179,R179,3157,182,15,459,74,228,223,249,154,1950
180,R180,3060,76,9,60,9,4809,231,224,126,1008
181,R181,3057,184,18,108,10,5267,221,249,154,1645
182,R182,3116,132,24,0,0,1224,250,220,84,883
183,R183,2940,92,17,641,46,659,245,211,89,1772
184,R184,2857,106,16,67,-4,3523,245,219,98,2082
185,R185,3383,82,28,361,127,1994,245,180,46,2362
186,R186,2854,61,12,242,10,3795,230,214,115,6452
187,R187,3092,247,6,470,-34,2440,207,245,176,1560
188,R188,3178,49,5,408,61,789,222,228,141,2093
189,R189,2933,281,24,319,117,4802,147,234,223,342
190,R190,2962,49,10,175,3,3522,224,218,126,1116
191,R191,3430,79,4,722,151,2197,224,233,144,1501
192,R192,3026,32,10,1082,228,2869,218,218,134,1148
193,R193,2780,81,9,201,-2,1104,232,225,125,2490
194,R194,2649,156,14,0,0,1867,235,241,133,953
195,R195,3305,325,9,201,0,4987,197,230,172,3185
196,R196,2834,315,2,124,-5,700,213,237,162,579
197,R197,3462,312,14,706,106,2614,182,229,187,1410
198,R198,2680,108,17,95,27,1933,246,219,96,940
199,R199,2824,135,1,212,23,3355,220,238,154,6243
200,R200,2323,98,44,240,33,700,245,141,0,516
201,R201,2819,319,16,67,14,4594,177,224,186,270
202,R202,3189,45,3,162,31,1034,220,233,150,2110
203,R203,2273,342,26,42,17,153,156,190,166,1057
204,R204,2967,272,8,900,595,979,199,243,182,2161
205,R205,2804,115,18,127,40,2021,248,219,93,1040
206,R206,2560,93,10,446,34,900,236,225,120,3733
207,R207,2773,16,10,60,4,738,212,220,145,2951
208,R208,3239,149,13,60,4,3025,236,239,130,2940
209,R209,2973,287,12,60,19,1195,186,239,193,391
210,R210,2639,75,11,127,7,2168,234,218,115,2584
211,R211,3046,44,23,900,283,1691,219,184,89,2195
212,R212,3129,301,8,124,4,983,197,237,179,1466
213,R213,3245,44,24,285,91,4034,217,179,83,3370
214,R214,2274,305,15,108,22,1687,176,230,194,997
215,R215,3323,13,8,30,1,3045,213,225,149,2067
216,R216,3002,83,16,228,59,446,241,211,96,1359
217,R217,3108,130,7,162,2,732,232,236,136,1517
218,R218,2557,234,16,391,50,658,191,252,196,1136
219,R219,3191,117,10,201,14,5420,237,231,124,3071
220,R220,3480,112,11,979,303,2471,239,228,119,1302
221,R221,3083,81,6,60,4,5015,228,230,136,892
222,R222,2984,17,7,454,112,2663,214,225,147,2263
223,R223,3053,153,11,60,-4,3529,233,241,137,1230
224,R224,2608,207,8,0,0,1528,215,248,168,285
225,R225,3022,117,3,342,48,480,225,236,146,1194
226,R226,3004,11,15,430,6,3929,203,207,139,2431
227,R227,3202,24,6,170,12,1395,217,226,146,270
228,R228,2384,117,25,108,52,201,253,207,66,674
229,R229,2340,272,21,518,202,684,160,241,218,1560
230,R230,3037,197,20,242,86,1516,211,252,168,1191
231,R231,2738,73,9,0,0,3717,230,223,126,1231
232,R232,2844,121,17,60,18,4142,247,223,99,700
233,R233,3401,145,21,218,28,1790,244,231,106,3070
234,R234,2966,152,16,108,27,1645,238,239,126,485
235,R235,2155,16,20,30,2,1276,199,193,126,1055
236,R236,3371,37,7,661,143,2072,220,224,139,1195
237,R237,2751,86,24,240,115,240,246,192,62,745
238,R238,2460,106,18,162,60,752,248,215,88,240
239,R239,2804,35,8,541,61,3125,219,223,139,6476
240,R240,3500,106,19,853,215,2452,248,214,87,1167
241,R241,3163,77,9,60,-7,4953,232,223,122,2266
242,R242,2769,332,9,150,31,1770,199,229,169,2443
243,R243,3016,153,22,872,131,3012,240,235,112,1706
244,R244,2919,304,24,170,79,5358,146,219,210,4884
245,R245,3364,189,11,437,96,3314,220,249,161,201
246,R246,2845,28,6,573,225,577,218,228,146,752
247,R247,2797,153,10,120,17,3483,232,241,139,3148
248,R248,3410,32,19,700,226,3360,212,196,113,1727
249,R249,2630,17,6,313,18,918,215,226,148,871
250,R250,3149,52,10,404,41,5707,226,218,125,960
251,R251,3230,312,13,741,93,2151,185,230,185,700
252,R252,3214,1,15,234,64,2389,197,210,149,2692
253,R253,3160,15,14,335,73,3090,207,210,138,1557
254,R254,3244,21,11,362,23,3569,213,217,140,3881
255,R255,3034,323,7,721,62,5712,201,233,171,6548
256,R256,3014,53,16,108,16,4455,227,203,105,2716
257,R257,2900,263,25,420,-36,3439,149,242,227,1448
258,R258,2955,165,13,339,62,5250,231,244,142,4475
259,R259,2276,93,16,201,29,1318,243,214,96,541
260,R260,2323,11,10,424,166,700,209,220,147,532
261,R261,3167,210,14,446,91,5857,208,252,177,2359
262,R262,3149,201,14,180,29,1233,213,252,170,726
263,R263,2931,320,4,0,0,2955,209,236,165,1207
264,R264,2461,186,13,85,5,845,221,249,158,918
265,R265,2629,38,5,277,17,882,220,228,144,900
266,R266,3005,22,37,277,104,2207,171,137,77,1830
267,R267,3159,22,17,408,42,4774,207,201,126,2573
268,R268,2718,36,10,30,-1,750,219,217,132,2089
269,R269,2099,236,31,153,97,270,151,248,221,67
270,R270,3160,115,9,300,43,433,236,232,127,1528
271,R271,3302,107,20,459,107,324,249,212,82,474
272,R272,2806,34,19,300,74,1566,214,195,111,1500
273,R273,3240,166,14,421,-90,446,231,244,140,3340
274,R274,2937,292,8,134,26,5749,199,239,180,1173
275,R275,3227,117,4,150,9,4669,227,236,143,2014
276,R276,3347,131,5,170,25,1818,229,237,142,3207
277,R277,2404,300,14,170,84,309,181,234,193,595
278,R278,2924,98,19,480,128,1034,247,209,82,782
279,R279,2965,17,15,335,62,4416,207,208,135,4965
280,R280,3130,313,11,390,50,1100,190,232,181,1209
281,R281,3015,101,11,134,10,2252,238,226,117,2963
282,R282,3247,293,2,420,60,2001,214,238,162,1819
283,R283,2671,86,12,175,40,2440,237,221,113,1025
284,R284,3069,306,12,150,27,3540,186,233,187,582
285,R285,2710,49,15,418,53,457,225,206,111,845
286,R286,2770,61,9,67,5,3013,227,222,128,5568
287,R287,3369,189,7,242,5,2522,221,246,160,511
288,R288,2865,309,16,30,15,2758,175,228,193,558
289,R289,2766,81,12,124,2,1560,237,218,110,2018
290,R290,3178,118,19,192,49,2254,249,219,91,3194
291,R291,2716,322,18,95,32,1342,171,219,186,2202
292,R292,3070,5,13,616,211,1689,204,215,148,3263
293,R293,3135,235,14,569,-59,691,196,252,191,1231
294,R294,3277,146,19,342,0,1146,243,233,112,2862
295,R295,2921,72,17,60,25,5678,237,205,94,1188
296,R296,2882,126,19,631,106,2233,248,223,95,1736
297,R297,2815,297,42,658,443,741,76,189,234,2304
298,R298,2982,32,9,430,0,4674,218,220,137,5130
299,R299,3122,6,11,60,7,182,206,218,149,2101
300,R300,3209,221,17,474,2,685,198,254,188,2070
301,R301,2722,204,25,402,-33,1252,198,253,177,953
302,R302,3101,335,13,297,18,2420,189,221,171,1084
303,R303,2720,44,14,488,96,1299,222,209,118,664
304,R304,3337,175,10,492,137,2799,226,246,151,721
305,R305,3086,30,9,0,0,3154,218,220,137,5234
306,R306,2808,98,11,324,37,1142,238,224,115,2634
307,R307,3201,166,7,0,0,2669,226,243,150,859
308,R308,2728,31,6,201,17,2281,219,228,145,4302
309,R309,3218,50,11,582,17,3967,225,215,123,2905
310,R310,2469,167,16,0,0,1397,231,244,140,601
311,R311,3069,342,8,404,34,2236,203,228,164,1253
312,R312,2784,140,14,390,23,1566,240,235,121,1149
313,R313,3034,45,2,480,0,6548,220,234,151,3520
314,R314,3099,10,14,268,53,4760,204,212,143,774
315,R315,2966,32,6,362,84,3872,219,226,144,2496
316,R316,2807,93,30,240,110,955,250,178,33,1142
317,R317,3136,245,10,484,4,6218,200,248,185,1905
318,R318,2873,203,20,120,39,1740,206,253,174,1284
319,R319,3148,344,21,390,88,1396,174,203,165,2321
320,R320,2998,150,17,283,13,3940,240,237,121,2372
321,R321,3205,103,17,335,-9,1507,246,216,93,2418
322,R322,3194,18,15,495,118,849,207,207,134,1892
323,R323,3099,239,21,306,48,3010,177,252,208,481
324,R324,3096,110,26,395,160,1613,253,201,58,2686
325,R325,2398,70,27,108,33,492,237,176,52,534
326,R326,3042,73,17,335,75,824,237,206,94,731
327,R327,2685,123,23,339,127,1380,251,215,78,607
328,R328,2411,23,29,90,51,594,189,164,97,1253
329,R329,3282,11,10,234,43,3481,210,221,147,2496
330,R330,2645,73,13,499,99,1172,235,215,110,3770
331,R331,2424,116,27,242,83,323,254,204,60,836
332,R332,3152,25,10,180,13,2920,215,219,140,3443
333,R333,2583,45,5,277,0,384,222,228,142,1218
334,R334,3135,158,17,150,27,1775,236,240,128,3227
335,R335,2320,359,21,90,26,967,183,195,146,684
336,R336,3138,242,5,30,2,693,211,243,170,2400
337,R337,2736,2,23,0,0,1816,183,191,140,3360
338,R338,3073,120,17,277,52,3861,246,224,101,2791
339,R339,3154,271,19,212,51,295,167,242,213,2353
340,R340,3041,113,5,495,19,4712,230,234,138,1237
341,R341,3216,19,11,67,30,1187,212,216,140,1008
342,R342,2978,315,3,408,61,5433,211,237,164,2421
343,R343,3283,279,6,218,37,960,203,241,177,1593
344,R344,3222,157,16,60,-7,1661,236,241,131,2654
345,R345,3170,201,19,190,22,218,208,253,173,1388
346,R346,2968,61,12,618,9,3460,230,215,116,5761
347,R347,3007,223,19,270,61,3207,191,254,194,1159
348,R348,2818,255,3,120,1,1082,213,241,166,170
349,R349,2808,283,17,30,11,2445,171,239,207,808
350,R350,2883,33,12,108,7,4135,218,214,131,3061
351,R351,3044,30,18,384,10,4260,212,199,118,3029
352,R352,3031,0,11,277,43,417,203,219,153,1368
353,R353,3165,333,8,324,-20,1140,201,229,168,767
354,R354,2953,175,13,67,9,4952,227,247,149,446
355,R355,3126,86,10,335,33,3461,234,224,120,4786
356,R356,3212,111,26,300,50,3827,253,201,58,518
357,R357,3070,302,8,67,10,4914,199,237,177,2797
358,R358,3160,88,12,30,-5,4400,238,220,110,1989
359,R359,3037,340,20,175,12,3420,173,206,169,5158
360,R360,3133,21,4,162,18,1181,217,231,151,1992
361,R361,2816,315,12,240,128,1290,187,230,183,1325
362,R362,3073,96,7,360,74,5337,232,229,129,3393
363,R363,3257,80,4,0,0,3948,225,232,142,1991
364,R364,2968,94,19,601,172,1120,246,208,83,973
365,R365,2493,39,3,30,-1,793,220,232,149,900
366,R366,3147,42,7,162,26,5558,222,224,137,633
367,R367,3292,358,6,30,0,5412,210,228,156,408
368,R368,3250,297,7,256,47,4517,199,238,178,660
369,R369,2369,76,19,67,24,150,239,202,86,872
370,R370,3220,310,28,175,13,2862,135,209,209,2491
371,R371,2871,30,25,376,66,642,204,178,99,815
372,R372,2774,356,7,180,22,2151,209,228,157,3520
373,R373,2762,52,11,201,24,469,226,217,124,2691
374,R374,3136,351,6,30,3,4857,210,230,159,2714
375,R375,2963,37,23,323,75,2431,213,184,97,1928
376,R376,3003,91,14,150,16,4015,241,218,104,2624
377,R377,2900,216,27,234,107,3159,182,253,194,1537
378,R378,2520,84,19,300,1,417,243,205,85,1230
379,R379,2622,202,36,150,51,1465,180,244,173,1243
380,R380,2926,194,4,552,4,4776,219,243,160,3123
381,R381,3264,268,12,541,121,4375,188,245,195,1207
382,R382,2866,74,15,42,9,4207,237,210,101,3511
383,R383,2752,48,6,201,28,2420,223,226,139,6725
384,R384,3123,350,11,127,4,2341,200,221,160,2248
385,R385,3151,56,14,162,5,1406,228,209,111,2474
386,R386,3333,20,14,828,197,3245,209,210,135,841
387,R387,2797,79,26,175,-21,1987,243,185,56,1230
388,R388,3298,191,10,330,72,1101,220,248,161,902
389,R389,2942,18,7,216,13,4901,215,226,148,2145
390,R390,2825,113,16,85,29,2128,245,222,101,2958
391,R391,2929,90,27,301,124,2791,249,187,49,1214
392,R392,2976,41,10,42,12,2195,221,219,132,1072
393,R393,2769,7,8,90,15,541,211,225,151,2792
394,R394,3110,129,23,150,48,2423,250,219,84,1470
395,R395,3241,132,6,218,20,3660,229,237,141,3738
396,R396,2821,120,17,170,79,3611,246,224,101,5748
397,R397,3236,60,9,703,88,5967,227,221,127,1481
398,R398,2893,75,12,60,-3,2051,234,217,113,2348
399,R399,3112,29,6,0,0,3872,218,226,144,1624
400,R400,2897,10,19,30,4,541,196,198,135,1748
401,R401,2600,84,10,150,17,1529,234,224,121,1087
402,R402,2606,52,17,0,0,2431,226,202,103,2362
403,R403,3030,52,11,190,25,4592,226,217,124,492
404,R404,2916,64,7,408,33,4272,227,226,133,6335
405,R405,2746,335,27,201,-6,1294,148,192,177,1956
406,R406,3250,260,16,180,21,3190,178,247,206,1256
407,R407,2890,207,25,764,120,4194,194,253,182,1503
408,R408,2960,345,7,95,24,3489,207,230,161,2523
409,R409,2772,82,31,190,117,192,244,171,34,1733
410,R410,2899,40,19,212,50,759,218,195,105,543
411,R411,3087,342,16,60,15,3493,186,214,166,3002
412,R412,2922,66,9,162,36,5235,229,221,124,4091
413,R413,2655,45,1,30,-3,1598,219,236,154,5347
414,R414,3110,315,13,228,72,626,185,229,184,1282
415,R415,2747,103,9,67,7,2672,236,228,122,4590
416,R416,3008,3,4,134,6,5229,214,232,155,2475
417,R417,3152,12,14,190,17,540,205,211,141,2461
418,R418,3203,20,6,153,-10,3034,216,227,148,1448
419,R419,2819,39,12,300,56,1707,220,213,126,1302
420,R420,3112,325,8,342,23,2460,202,232,170,1006
421,R421,2502,104,9,190,32,1055,236,229,124,960
422,R422,2260,330,28,270,123,1092,142,193,184,849
423,R423,2894,115,27,212,83,2379,254,203,59,1758
424,R424,3067,116,10,335,99,3770,238,230,122,2506
425,R425,2940,1,20,636,71,2252,188,200,146,1460
426,R426,3141,303,18,256,65,2955,166,228,201,1248
427,R427,2819,225,19,551,96,3844,190,254,196,1595
428,R428,2876,211,12,180,44,870,210,251,175,1594
429,R429,2748,208,36,212,116,1770,170,245,184,1207
430,R430,2811,266,8,0,0,2232,201,243,182,2033
431,R431,2968,0,1,150,23,4679,217,236,156,5854
432,R432,2965,25,9,120,29,5761,216,221,141,4089
433,R433,3270,212,21,510,135,721,198,254,185,4761
434,R434,3087,321,16,283,77,631,178,223,184,1771
435,R435,3286,359,18,192,60,2919,190,203,148,2483
436,R436,2350,71,16,134,43,1031,236,206,96,990
437,R437,2923,324,25,90,2,2017,149,204,191,2856
438,R438,3131,357,18,324,102,2579,190,206,151,2817
439,R439,3392,48,14,446,113,1986,224,210,117,1687
440,R440,2991,294,9,648,-43,1584,194,238,184,1992
441,R441,2770,62,20,108,-27,90,233,195,86,853
442,R442,2761,38,8,180,5,1950,220,223,138,1595
443,R443,2902,290,20,339,103,2181,159,232,212,1265
444,R444,2737,66,24,30,11,180,235,186,69,2161
445,R445,3089,66,19,30,-7,2979,235,198,87,1008
446,R446,3082,98,11,240,81,1969,238,224,115,2900
447,R447,3109,321,14,335,47,277,184,226,182,1784
448,R448,3008,51,10,324,0,3792,225,218,126,2538
449,R449,2460,190,11,85,14,1895,220,249,161,108
450,R450,3271,172,13,268,32,4599,228,246,147,2571
451,R451,3110,3,4,295,41,4154,214,232,155,2028
452,R452,2874,72,20,42,12,4904,238,196,80,124
453,R453,2923,205,25,382,168,2947,196,253,179,1273
454,R454,2935,321,40,376,208,2755,91,168,199,391
455,R455,2873,181,25,120,25,469,220,246,144,1126
456,R456,2764,280,14,0,0,2122,181,241,199,807
457,R457,2719,64,24,124,70,134,233,184,70,1984
458,R458,3100,317,23,240,59,2021,153,212,197,1839
459,R459,2887,298,23,297,116,384,148,224,213,1140
460,R460,2710,76,9,362,1,751,231,224,126,1963
461,R461,2668,179,19,319,74,2914,224,248,147,1888
462,R462,2893,52,15,633,64,2138,227,206,108,1195
463,R463,2977,217,22,360,124,3048,191,254,192,1591
464,R464,3132,232,18,335,76,3032,187,253,199,301
465,R465,2483,352,12,120,13,949,199,220,158,842
466,R466,2546,263,32,108,53,960,126,236,238,1421
467,R467,2968,315,24,297,101,6078,151,213,199,4743
468,R468,2954,167,23,90,6,2676,232,241,128,1599
469,R469,2740,122,13,67,0,2316,242,229,114,824
470,R470,2748,1,16,95,12,859,195,208,149,2006
471,R471,3248,153,9,228,48,2993,231,241,141,234
472,R472,3205,308,10,67,12,4222,191,234,182,2250
473,R473,2791,81,10,67,19,2112,233,223,121,2713
474,R474,2326,108,8,335,102,782,235,231,128,134
475,R475,2906,314,25,297,-4,2825,146,212,202,323
476,R476,3109,121,8,365,-39,6150,235,233,130,1292
477,R477,2924,46,20,108,42,1338,221,191,96,960
478,R478,3109,245,16,582,60,3216,187,251,200,1898
479,R479,3038,351,3,433,93,2838,214,234,158,1710
480,R480,3009,5,22,127,32,2400,185,190,136,1172
481,R481,3029,239,11,234,58,1315,199,250,187,450
482,R482,3263,348,10,624,37,1900,201,223,161,633
483,R483,2611,299,2,335,93,2333,212,238,164,457
484,R484,2863,68,20,607,175,618,236,197,84,2452
485,R485,3029,89,10,134,13,3600,235,224,120,2029
486,R486,3193,272,9,313,45,5858,197,243,185,2409
487,R487,3046,296,9,457,79,684,194,238,183,690
488,R488,3147,354,18,300,37,1673,187,205,154,1974
489,R489,3128,12,7,150,23,2200,213,226,150,2054
490,R490,3221,7,13,1057,203,4063,204,214,146,2377
491,R491,2536,43,11,362,16,1116,222,216,127,4082
492,R492,3061,6,9,120,20,1871,209,222,151,1704
493,R493,2804,189,10,42,3,3416,221,247,160,6535
494,R494,2729,112,4,390,40,2232,227,235,142,5749
495,R495,3076,338,14,0,0,2589,188,219,169,732
496,R496,3207,170,14,382,27,2125,230,245,143,1812
497,R497,2736,45,18,90,15,2461,222,199,105,4220
498,R498,3438,215,10,840,45,3475,210,250,174,323
499,R499,2366,22,31,240,96,769,185,159,95,696
