id,label,Elevation,Aspect,Slope
125,R125,3104,280,13
126,R126,3188,16,11
127,R127,2991,315,5
128,R128,3172,354,18
129,R129,3149,50,7
130,R130,3419,288,11
131,R131,2552,339,39
132,R132,2734,87,14
133,R133,2545,41,10
134,R134,2796,18,12
135,R135,3132,333,13
136,R136,2958,55,8
137,R137,3128,179,13
138,R138,2255,341,28
139,R139,3060,72,7
140,R140,2859,151,16
141,R141,2908,219,29
142,R142,2976,3,5
143,R143,3230,127,29
144,R144,2943,149,12
145,R145,2753,315,2
146,R146,3151,36,24
147,R147,3342,341,9
148,R148,3234,114,23
149,R149,2284,319,30
150,R150,3222,299,11
151,R151,2785,335,17
152,R152,2409,70,22
153,R153,3175,161,10
154,R154,2856,91,13
155,R155,3272,260,19
156,R156,2750,359,22
157,R157,2500,108,11
158,R158,3325,101,38
159,R159,3371,121,6
160,R160,3276,337,14
161,R161,3250,124,21
162,R162,3334,100,28
163,R163,2593,0,10
164,R164,3008,30,17
165,R165,2985,87,13
166,R166,2607,80,12
167,R167,2867,52,8
168,R168,3063,43,8
169,R169,2587,52,19
170,R170,2958,69,12
171,R171,2383,299,13
172,R172,2920,309,15
173,R173,2337,146,31
174,R174,2326,0,29
175,R175,3356,97,17
176,R176,2822,347,27
177,R177,3021,35,19
178,R178,2647,158,24
179,R179,2813,314,20
180,R180,3063,29,2
181,R181,3026,230,7
182,R182,3221,214,2
183,R183,2797,261,35
184,R184,3056,337,10
185,R185,2759,22,17
186,R186,2782,69,17
187,R187,3073,5,10
188,R188,3212,32,10
189,R189,2057,161,39
190,R190,2758,41,9
191,R191,2811,100,5
192,R192,3339,91,12
193,R193,3218,57,13
194,R194,3068,28,18
195,R195,3212,16,22
196,R196,2982,139,13
197,R197,2403,15,31
198,R198,3080,135,11
199,R199,2870,70,7
200,R200,3214,142,16
201,R201,2147,26,31
202,R202,3108,294,22
203,R203,3256,144,15
204,R204,3330,328,18
205,R205,3439,172,15
206,R206,2674,28,24
207,R207,3055,288,10
208,R208,2236,105,17
209,R209,2646,32,9
210,R210,3058,48,6
211,R211,2232,65,31
212,R212,3302,311,15
213,R213,3273,58,28
214,R214,3128,342,14
215,R215,2728,117,9
216,R216,3275,106,22
217,R217,3144,307,17
218,R218,3292,267,12
219,R219,3031,83,15
220,R220,2837,308,31
221,R221,2697,55,28
222,R222,3000,338,4
223,R223,2652,356,10
224,R224,2807,342,12
225,R225,3072,311,18
226,R226,3008,245,4
227,R227,2710,334,30
228,R228,3133,189,10
229,R229,2903,18,21
230,R230,3252,308,13
231,R231,3018,236,5
232,R232,2911,77,15
233,R233,2744,351,6
234,R234,3091,323,5
235,R235,2757,74,7
236,R236,2607,228,21
237,R237,2868,32,26
238,R238,3021,83,6
239,R239,3032,87,12
240,R240,2991,45,3
241,R241,2901,352,13
242,R242,2869,4,8
243,R243,3235,98,14
244,R244,2906,14,13
245,R245,2689,133,10
246,R246,3178,76,10
247,R247,2827,124,7
248,R248,3031,80,4
249,R249,2891,186,17
250,R250,3104,343,13
251,R251,3144,250,15
252,R252,2586,126,4
253,R253,3101,3,4
254,R254,3324,113,2
255,R255,2769,128,3
256,R256,3106,233,9
257,R257,3222,85,8
258,R258,3270,169,23
259,R259,2723,28,8
260,R260,2577,351,15
261,R261,3096,355,19
262,R262,2751,89,18
263,R263,3086,321,9
264,R264,3126,70,17
265,R265,3044,54,15
266,R266,2662,95,19
267,R267,3147,107,22
268,R268,2809,120,11
269,R269,2995,45,14
270,R270,2898,342,11
271,R271,3234,31,13
272,R272,2894,216,9
273,R273,2959,81,6
274,R274,3237,70,17
275,R275,2473,327,16
276,R276,3227,24,16
277,R277,2545,234,21
278,R278,3205,177,13
279,R279,3114,18,10
280,R280,2790,129,15
281,R281,2957,343,18
282,R282,3228,293,12
283,R283,2315,153,4
284,R284,3128,146,7
285,R285,2927,70,13
286,R286,3224,207,8
287,R287,2848,145,14
288,R288,2630,3,20
289,R289,3140,8,24
290,R290,3029,133,15
291,R291,3043,254,14
292,R292,2973,13,3
293,R293,2372,42,19
294,R294,3064,329,4
295,R295,3164,180,16
296,R296,3403,59,6
297,R297,2861,11,25
298,R298,3082,150,20
299,R299,3232,13,22
300,R300,2894,317,9
301,R301,3013,81,5
302,R302,2752,73,5
303,R303,2618,45,19
304,R304,2877,210,24
305,R305,2584,16,21
306,R306,2947,330,16
307,R307,2743,59,4
308,R308,3037,25,7
309,R309,3008,101,6
310,R310,3354,199,14
311,R311,3295,114,8
312,R312,2887,194,11
313,R313,3409,16,8
314,R314,2682,41,18
315,R315,2952,79,8
316,R316,2024,331,38
317,R317,2431,327,25
318,R318,3100,336,3
319,R319,3251,351,14
320,R320,2766,133,8
321,R321,2738,73,9
322,R322,3331,39,6
323,R323,2847,12,15
324,R324,3049,174,9
325,R325,2954,168,18
326,R326,2930,104,19
327,R327,3163,30,8
328,R328,2771,70,22
329,R329,2886,23,12
330,R330,3237,15,11
331,R331,3043,57,12
332,R332,2774,85,10
333,R333,3085,273,23
334,R334,2979,78,29
335,R335,3193,233,16
336,R336,3355,69,32
337,R337,3093,145,13
338,R338,3264,298,11
339,R339,2673,2,15
340,R340,2955,111,11
341,R341,2845,35,16
342,R342,3014,108,14
343,R343,3156,16,10
344,R344,3248,58,9
345,R345,2904,257,9
346,R346,3259,347,28
347,R347,2778,84,9
348,R348,3032,107,22
349,R349,2765,45,5
350,R350,2937,115,19
351,R351,3101,342,8
352,R352,3104,12,12
353,R353,2581,216,31
354,R354,3207,72,10
355,R355,3264,323,15
356,R356,3041,38,22
357,R357,2815,334,12
358,R358,3168,287,12
359,R359,2828,152,10
360,R360,2556,108,5
361,R361,2209,314,32
362,R362,3146,222,11
363,R363,2568,47,22
364,R364,3021,90,2
365,R365,2965,219,10
366,R366,3304,96,15
367,R367,2523,79,5
368,R368,2938,4,15
369,R369,2935,116,10
370,R370,3219,32,17
371,R371,3268,94,19
372,R372,3100,95,6
373,R373,3142,342,6
374,R374,2653,102,19
375,R375,2897,57,19
376,R376,3236,355,10
377,R377,2831,95,9
378,R378,2962,354,6
379,R379,3040,344,21
380,R380,3154,48,12
381,R381,3338,184,12
382,R382,3157,27,4
383,R383,2989,14,14
384,R384,2684,21,16
385,R385,2985,2,39
386,R386,2864,42,13
387,R387,3168,64,7
388,R388,2777,39,3
389,R389,3294,95,11
390,R390,2560,56,21
391,R391,3051,272,8
392,R392,2884,57,20
393,R393,2981,322,8
394,R394,2327,323,16
395,R395,3202,26,13
396,R396,2728,73,13
397,R397,2295,159,15
398,R398,3255,144,4
399,R399,3063,147,10
400,R400,2777,25,8
401,R401,2913,180,5
402,R402,2659,29,12
403,R403,2850,152,6
404,R404,3164,311,20
405,R405,3127,317,26
406,R406,3070,27,8
407,R407,2850,131,13
408,R408,3250,141,12
409,R409,3009,85,6
410,R410,2894,120,13
411,R411,2740,320,18
412,R412,2846,41,9
413,R413,2694,53,24
414,R414,3241,135,14
415,R415,2510,257,11
416,R416,3276,315,12
417,R417,2757,259,38
418,R418,3181,165,16
419,R419,1885,30,19
420,R420,3309,4,4
421,R421,2776,36,4
422,R422,3000,116,14
423,R423,3090,137,8
424,R424,2358,78,16
425,R425,2844,230,20
426,R426,2795,73,9
427,R427,3037,137,10
428,R428,3179,130,17
429,R429,3093,12,17
430,R430,3515,297,6
431,R431,3001,25,13
432,R432,3190,29,6
433,R433,3096,43,15
434,R434,3173,146,19
435,R435,3101,108,11
436,R436,2453,105,32
437,R437,2566,112,8
438,R438,3225,279,14
439,R439,2971,265,8
440,R440,3432,305,17
441,R441,2438,126,22
442,R442,2811,18,14
443,R443,2808,20,17
444,R444,3223,270,9
445,R445,2758,11,19
446,R446,3037,39,15
447,R447,3139,39,12
448,R448,3204,192,13
449,R449,2765,8,12
450,R450,2678,117,11
451,R451,3089,172,12
452,R452,2946,288,7
453,R453,2908,159,20
454,R454,2683,45,3
455,R455,3253,296,15
456,R456,3259,126,20
457,R457,3037,27,14
458,R458,3200,270,6
459,R459,3139,22,17
460,R460,2795,336,6
461,R461,2578,181,29
462,R462,3230,158,8
463,R463,2882,143,11
464,R464,3351,43,12
465,R465,2772,140,8
466,R466,2860,37,9
467,R467,3511,43,16
468,R468,2925,98,17
469,R469,2313,51,16
470,R470,3230,167,8
471,R471,3119,130,16
472,R472,3226,29,6
473,R473,2814,38,15
474,R474,3101,334,9
475,R475,2933,94,19
476,R476,2768,40,7
477,R477,3031,30,8
478,R478,3168,335,15
479,R479,2728,50,18
480,R480,3136,163,5
481,R481,3290,165,11
482,R482,3109,132,14
483,R483,3151,106,19
484,R484,2464,347,23
485,R485,2944,210,10
486,R486,3113,78,10
487,R487,2602,324,14
488,R488,2916,26,10
489,R489,2115,263,24
490,R490,3199,346,22
491,R491,3104,256,2
492,R492,2704,14,8
493,R493,2918,50,11
494,R494,3018,166,13
495,R495,2103,312,38
496,R496,3000,29,5
497,R497,2958,78,7
498,R498,2896,130,12
499,R499,2950,73,10
500,R500,2965,45,5
501,R501,2716,136,14
502,R502,3119,24,3
503,R503,2735,231,10
504,R504,2809,94,9
505,R505,3223,22,12
506,R506,3339,338,21
507,R507,2691,1,18
508,R508,2749,176,9
509,R509,2682,49,9
510,R510,3008,167,4
511,R511,3341,174,16
512,R512,2814,122,7
513,R513,2851,135,0
514,R514,3065,125,8
515,R515,3218,93,5
516,R516,2716,18,11
517,R517,3205,19,15
518,R518,2946,190,14
519,R519,2965,225,4
520,R520,2964,276,15
521,R521,3022,164,11
522,R522,3372,310,15
523,R523,2750,96,10
524,R524,2845,182,17
525,R525,3279,359,16
526,R526,3228,150,4
527,R527,3070,129,12
528,R528,3139,50,8
529,R529,3168,48,12
530,R530,3178,131,9
531,R531,2968,211,10
532,R532,2975,135,24
533,R533,2711,351,16
534,R534,2895,221,24
535,R535,2759,286,9
536,R536,2841,38,16
537,R537,2925,107,5
538,R538,3454,304,5
539,R539,2968,5,8
540,R540,2944,315,11
541,R541,2923,334,22
542,R542,2873,310,23
543,R543,3220,349,12
544,R544,2888,260,41
545,R545,3124,308,14
546,R546,3151,33,17
547,R547,3364,342,17
548,R548,2767,74,22
549,R549,2964,33,5
550,R550,2992,83,6
551,R551,2759,111,19
552,R552,2643,188,16
553,R553,2533,228,26
554,R554,2674,180,28
555,R555,2229,50,36
556,R556,3345,176,14
557,R557,3171,71,16
558,R558,2661,8,7
559,R559,2984,345,12
560,R560,2960,62,9
561,R561,2899,322,17
562,R562,2947,116,7
563,R563,2792,27,8
564,R564,2949,32,7
565,R565,2757,336,15
566,R566,2592,226,18
567,R567,3293,146,10
568,R568,3343,119,9
569,R569,2823,119,11
570,R570,3163,119,9
571,R571,3098,99,3
572,R572,2637,205,15
573,R573,3137,232,3
574,R574,2807,1,21
575,R575,3001,308,24
576,R576,3223,50,12
577,R577,2729,77,3
578,R578,3154,84,7
579,R579,3022,2,11
580,R580,3276,259,11
581,R581,2352,20,24
582,R582,3211,241,14
583,R583,3197,12,9
584,R584,2659,25,28
585,R585,3139,219,15
586,R586,2797,47,20
587,R587,2749,174,2
588,R588,3133,335,11
589,R589,2748,61,5
590,R590,3182,319,4
591,R591,2902,353,19
592,R592,3119,171,7
593,R593,2866,102,20
594,R594,2860,248,10
595,R595,2955,254,8
596,R596,2294,324,23
597,R597,2814,252,8
598,R598,2880,112,5
599,R599,3014,35,11
600,R600,3380,93,16
601,R601,3020,280,12
602,R602,2710,265,36
603,R603,2908,237,21
604,R604,3270,78,11
605,R605,3070,223,12
606,R606,2879,180,3
607,R607,3434,95,18
608,R608,3204,9,18
609,R609,2518,172,28
610,R610,3198,312,7
611,R611,2817,352,3
612,R612,2854,139,20
613,R613,2481,356,10
614,R614,3072,132,6
615,R615,2553,341,20
616,R616,2791,194,17
617,R617,2926,169,12
618,R618,2535,0,13
619,R619,3378,180,13
620,R620,3017,23,12
621,R621,2530,20,6
622,R622,2775,135,6
623,R623,3317,11,13
624,R624,2455,332,25
625,R625,3206,349,15
626,R626,2627,320,24
627,R627,3303,40,11
628,R628,3255,346,18
629,R629,3235,190,12
630,R630,3034,295,7
631,R631,2662,169,15
632,R632,3233,46,13
633,R633,2652,13,10
634,R634,2883,108,9
635,R635,2792,189,3
636,R636,3316,328,15
637,R637,2089,16,14
638,R638,2947,18,9
639,R639,3146,202,17
640,R640,2844,43,10
641,R641,3002,18,6
642,R642,2805,304,9
643,R643,3326,4,13
644,R644,3047,181,21
645,R645,2998,263,6
646,R646,3252,203,9
647,R647,2830,261,38
648,R648,2899,248,9
649,R649,2480,193,29
650,R650,3275,189,5
651,R651,2978,30,16
652,R652,2044,92,15
653,R653,2079,314,32
654,R654,3026,47,9
655,R655,2499,20,16
656,R656,2211,153,35
657,R657,2526,124,11
658,R658,2788,207,11
659,R659,3075,317,24
660,R660,2914,46,17
661,R661,3084,258,16
662,R662,3116,176,7
663,R663,3323,2,6
664,R664,3240,121,12
665,R665,2984,9,8
666,R666,3217,79,8
667,R667,3151,65,20
668,R668,2550,353,15
669,R669,2939,18,2
670,R670,3155,270,12
671,R671,3313,157,15
672,R672,2939,304,7
673,R673,3307,29,11
674,R674,3115,171,11
675,R675,3077,246,9
676,R676,2639,35,9
677,R677,2841,61,20
678,R678,2819,193,24
679,R679,3201,298,9
680,R680,3109,106,10
681,R681,3129,138,6
682,R682,2976,144,12
683,R683,3081,87,16
684,R684,2950,149,10
685,R685,2987,130,11
686,R686,2825,55,21
687,R687,3289,294,9
688,R688,2752,139,10
689,R689,2404,262,16
690,R690,3131,32,12
691,R691,3209,18,10
692,R692,2726,154,28
693,R693,3124,40,20
694,R694,2942,55,15
695,R695,2988,45,6
696,R696,2852,156,18
697,R697,3181,89,19
698,R698,2919,45,4
699,R699,2577,104,18
700,R700,3170,47,15
701,R701,2915,31,1
702,R702,2897,92,21
703,R703,3092,322,13
704,R704,2913,4,12
705,R705,3141,268,14
706,R706,2870,91,23
707,R707,3234,53,5
708,R708,3211,173,12
709,R709,3319,116,13
710,R710,3114,146,17
711,R711,2805,318,7
712,R712,3293,197,19
713,R713,3115,37,9
714,R714,2317,94,16
715,R715,2352,315,35
716,R716,3101,338,14
717,R717,2295,319,30
718,R718,2932,309,10
719,R719,3305,49,9
720,R720,2691,187,10
721,R721,3066,140,7
722,R722,3274,230,17
723,R723,2715,165,5
724,R724,3340,13,18
725,R725,3191,34,7
726,R726,2745,333,14
727,R727,2661,188,12
728,R728,3142,217,14
729,R729,2762,325,25
730,R730,2951,298,9
731,R731,3216,208,15
732,R732,3014,59,14
733,R733,2942,110,15
734,R734,3125,348,18
735,R735,2883,22,5
736,R736,3287,31,14
737,R737,3126,77,8
738,R738,2998,322,13
739,R739,3097,277,19
740,R740,3153,93,10
741,R741,2843,258,37
742,R742,3233,40,18
743,R743,2986,315,13
744,R744,2892,53,28
745,R745,3204,100,23
746,R746,2806,178,17
747,R747,2654,123,13
748,R748,2922,267,9
749,R749,2553,28,10
750,R750,2868,283,11
751,R751,3091,238,18
752,R752,3170,106,15
753,R753,2906,351,10
754,R754,2972,232,3
755,R755,3103,134,15
756,R756,2744,111,18
757,R757,2293,265,30
758,R758,3274,351,7
759,R759,2962,20,20
760,R760,3010,44,15
761,R761,2213,37,17
762,R762,3271,69,16
763,R763,3138,155,11
764,R764,3286,295,16
765,R765,2686,278,13
766,R766,2906,54,16
767,R767,2381,137,11
768,R768,3015,313,19
769,R769,3062,321,3
770,R770,3139,95,5
771,R771,3014,74,14
772,R772,3244,78,14
773,R773,2637,201,29
774,R774,3308,320,7
775,R775,2942,219,10
776,R776,2949,325,19
777,R777,2981,22,9
778,R778,2535,47,23
779,R779,2977,83,6
780,R780,3260,169,10
781,R781,2712,32,25
782,R782,2265,2,16
783,R783,3129,158,21
784,R784,2375,350,11
785,R785,3234,262,13
786,R786,2443,54,27
787,R787,3234,36,8
788,R788,2944,321,19
789,R789,2600,46,15
790,R790,3014,53,5
791,R791,2991,209,12
792,R792,3154,112,10
793,R793,2304,13,30
794,R794,3243,187,16
795,R795,3254,244,12
796,R796,3159,190,4
797,R797,2577,76,9
798,R798,2483,189,21
799,R799,3185,236,3
800,R800,2928,154,7
801,R801,3125,41,9
802,R802,2788,162,9
803,R803,2890,298,22
804,R804,2592,69,26
805,R805,3417,300,9
806,R806,3115,32,21
807,R807,3231,118,6
808,R808,2532,40,14
809,R809,3031,143,18
810,R810,3091,31,6
811,R811,2746,182,11
812,R812,2939,46,13
813,R813,3328,179,15
814,R814,3038,267,14
815,R815,2488,90,0
816,R816,3204,283,9
817,R817,2890,359,13
818,R818,2761,135,13
819,R819,2954,189,14
820,R820,3108,50,17
821,R821,3308,111,31
822,R822,2943,52,13
823,R823,3185,279,9
824,R824,3163,55,13
825,R825,3238,14,24
826,R826,2090,197,30
827,R827,3352,219,25
828,R828,2897,348,21
829,R829,3108,340,14
830,R830,2991,90,4
831,R831,2698,335,20
832,R832,2781,332,12
833,R833,2935,329,13
834,R834,2988,20,20
835,R835,3107,339,13
836,R836,3119,70,12
837,R837,2972,183,13
838,R838,2468,44,24
839,R839,3175,121,4
840,R840,2951,44,15
841,R841,3029,54,16
842,R842,2474,263,34
843,R843,3002,187,17
844,R844,3179,4,7
845,R845,3298,235,17
846,R846,3086,354,9
847,R847,2870,41,10
848,R848,3004,322,16
849,R849,2489,107,7
850,R850,3098,171,9
851,R851,2564,32,24
852,R852,2361,93,26
853,R853,3021,221,10
854,R854,3193,228,22
855,R855,2393,101,31
856,R856,3237,17,20
857,R857,3201,215,8
858,R858,3283,290,14
859,R859,2862,134,13
860,R860,2377,328,28
861,R861,2968,196,7
862,R862,2764,147,16
863,R863,2808,239,34
864,R864,2024,309,15
865,R865,2890,101,5
866,R866,2531,55,16
867,R867,2837,12,7
868,R868,2887,152,16
869,R869,2637,50,7
870,R870,3324,316,29
871,R871,3278,26,13
872,R872,3219,274,10
873,R873,3164,306,39
874,R874,2316,83,11
875,R875,2912,47,10
876,R876,3109,270,20
877,R877,3159,144,12
878,R878,2933,160,9
879,R879,2667,316,25
880,R880,3075,18,6
881,R881,3137,95,3
882,R882,3033,32,10
883,R883,3338,305,9
884,R884,3132,3,13
885,R885,3066,277,6
886,R886,2854,101,19
887,R887,2995,85,9
888,R888,3027,301,11
889,R889,2685,43,19
890,R890,2821,352,7
891,R891,3296,322,16
892,R892,3382,82,10
893,R893,2621,190,16
894,R894,3189,42,14
895,R895,2898,225,4
896,R896,3000,127,7
897,R897,2359,53,31
898,R898,3127,137,9
899,R899,3253,115,16
900,R900,2916,86,18
901,R901,3225,76,2
902,R902,2936,62,15
903,R903,3083,200,9
904,R904,2238,139,20
905,R905,3154,55,12
906,R906,2834,229,5
907,R907,1987,340,22
908,R908,2927,270,19
909,R909,2983,304,23
910,R910,3216,58,8
911,R911,3067,297,3
912,R912,2666,336,18
913,R913,2917,151,9
914,R914,3235,333,11
915,R915,3193,337,10
916,R916,2563,353,10
917,R917,3077,23,4
918,R918,2771,356,9
919,R919,2975,24,5
920,R920,3291,277,9
921,R921,3331,3,12
922,R922,2263,106,31
923,R923,2499,105,3
924,R924,3024,333,24
925,R925,2933,232,24
926,R926,2957,336,21
927,R927,2926,211,10
928,R928,2403,119,13
929,R929,2883,276,15
930,R930,2090,326,21
931,R931,2553,57,23
932,R932,2437,356,15
933,R933,2580,160,10
934,R934,2896,326,17
935,R935,3201,322,16
936,R936,2989,141,12
937,R937,3317,8,12
938,R938,2975,278,5
939,R939,2904,210,13
940,R940,2846,91,10
941,R941,2991,33,11
942,R942,2985,338,35
943,R943,2927,214,33
944,R944,3338,154,15
945,R945,3052,281,5
946,R946,3156,12,13
947,R947,2864,12,26
948,R948,2744,263,41
949,R949,2896,151,18
950,R950,3093,180,9
951,R951,2734,104,27
952,R952,2772,324,6
953,R953,3034,335,10
954,R954,2574,71,17
955,R955,3048,115,12
956,R956,3044,338,7
957,R957,2724,54,4
958,R958,2972,98,14
959,R959,3210,79,6
960,R960,3023,136,14
961,R961,3172,348,8
962,R962,2792,328,6
963,R963,3261,340,13
964,R964,3214,201,19
965,R965,3275,44,15
966,R966,2964,180,7
967,R967,3401,26,23
968,R968,3270,350,7
969,R969,3486,92,16
970,R970,3243,293,12
971,R971,2767,113,14
972,R972,3203,96,16
973,R973,3172,104,9
974,R974,2803,27,8
975,R975,2153,342,32
976,R976,2651,43,15
977,R977,2716,22,12
978,R978,3324,58,21
979,R979,2965,256,28
980,R980,3307,238,6
981,R981,3003,357,17
982,R982,2330,23,25
983,R983,2933,40,13
984,R984,2813,302,23
985,R985,2324,135,23
986,R986,2587,147,13
987,R987,3164,205,11
988,R988,2460,340,19
989,R989,3332,180,16
990,R990,3304,144,15
991,R991,2289,12,24
992,R992,2796,5,11
993,R993,3094,29,16
994,R994,2968,70,20
995,R995,2437,170,23
996,R996,3158,304,11
997,R997,3074,70,12
998,R998,2381,119,10
999,R999,2429,270,27
1000,R1000,3289,186,12
1001,R1001,3051,38,11
1002,R1002,3277,74,6
1003,R1003,3018,286,13
1004,R1004,2958,10,14
1005,R1005,2277,339,18
1006,R1006,3322,7,8
1007,R1007,3204,257,9
1008,R1008,3200,179,14
1009,R1009,3137,332,12
1010,R1010,2934,138,6
1011,R1011,2778,295,21
1012,R1012,3113,92,13
1013,R1013,3029,327,7
1014,R1014,2072,350,31
1015,R1015,3100,50,11
1016,R1016,3205,89,15
1017,R1017,2803,17,6
1018,R1018,3029,201,7
1019,R1019,3064,310,4
1020,R1020,2950,119,5
1021,R1021,2972,161,10
1022,R1022,2345,74,11
1023,R1023,3323,220,7
1024,R1024,2654,149,22
1025,R1025,2974,198,3
1026,R1026,2975,248,17
1027,R1027,2855,180,6
1028,R1028,3014,115,10
1029,R1029,2950,227,26
1030,R1030,3228,313,10
1031,R1031,3220,195,7
1032,R1032,2850,90,8
1033,R1033,2882,53,22
1034,R1034,3203,357,18
1035,R1035,3200,72,5
1036,R1036,3086,212,6
1037,R1037,3473,48,28
1038,R1038,3175,280,14
1039,R1039,2913,276,39
1040,R1040,2858,47,12
1041,R1041,2998,215,11
1042,R1042,3080,58,15
1043,R1043,2214,313,27
1044,R1044,2332,301,7
1045,R1045,2889,233,19
1046,R1046,3129,315,19
1047,R1047,3352,96,15
1048,R1048,2921,60,25
1049,R1049,3039,359,10
1050,R1050,3345,117,14
1051,R1051,3190,35,13
1052,R1052,2592,237,24
1053,R1053,2485,160,22
1054,R1054,2808,188,25
1055,R1055,2177,303,29
1056,R1056,2750,338,23
1057,R1057,2906,123,11
1058,R1058,2731,10,13
1059,R1059,3118,34,5
1060,R1060,2909,163,13
1061,R1061,3191,121,10
1062,R1062,3140,324,4
1063,R1063,2468,61,26
1064,R1064,3029,48,6
1065,R1065,2707,32,9
1066,R1066,1923,26,32
1067,R1067,2456,321,17
1068,R1068,2646,52,12
1069,R1069,2926,355,13
1070,R1070,3049,36,13
1071,R1071,2928,344,26
1072,R1072,3132,319,13
1073,R1073,3220,49,24
1074,R1074,3051,7,8
1075,R1075,2882,113,28
1076,R1076,3014,276,7
1077,R1077,2312,333,14
1078,R1078,3041,275,15
1079,R1079,3179,121,7
1080,R1080,3001,99,10
1081,R1081,2154,47,33
1082,R1082,2721,83,11
1083,R1083,3395,123,10
1084,R1084,2596,316,24
1085,R1085,3346,114,16
1086,R1086,3450,240,12
1087,R1087,3180,209,6
1088,R1088,2898,22,16
1089,R1089,2859,21,28
1090,R1090,3118,90,12
1091,R1091,2196,317,33
1092,R1092,3253,22,9
1093,R1093,2670,79,4
1094,R1094,3467,25,12
1095,R1095,2211,131,29
1096,R1096,3011,11,13
1097,R1097,2946,243,4
1098,R1098,3240,287,15
1099,R1099,2904,141,12
1100,R1100,3004,334,14
1101,R1101,3379,135,3
1102,R1102,3251,230,8
1103,R1103,3338,39,16
1104,R1104,3453,310,16
1105,R1105,2913,120,13
1106,R1106,3390,311,9
1107,R1107,2952,280,24
1108,R1108,2680,93,29
1109,R1109,2939,19,11
1110,R1110,2993,40,11
1111,R1111,3164,318,17
1112,R1112,3155,2,6
1113,R1113,2953,143,18
1114,R1114,3269,184,14
1115,R1115,2301,31,33
1116,R1116,3174,21,6
1117,R1117,2245,293,22
1118,R1118,3216,72,3
1119,R1119,2935,311,9
1120,R1120,3181,27,16
1121,R1121,2299,22,22
1122,R1122,2981,311,16
1123,R1123,3009,3,20
1124,R1124,3236,7,11
1125,R1125,2935,49,20
1126,R1126,3267,208,19
1127,R1127,3414,292,8
1128,R1128,2852,173,8
1129,R1129,2900,97,14
1130,R1130,2983,110,38
1131,R1131,3010,309,13
1132,R1132,2401,28,8
1133,R1133,2882,68,13
1134,R1134,3119,73,19
1135,R1135,2902,335,26
1136,R1136,3004,95,16
1137,R1137,3077,75,17
1138,R1138,3062,75,24
1139,R1139,3432,253,22
1140,R1140,2895,225,3
