id,label,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points
157,R157,3407,117,7,616,174,2081,233,233,132,1583
158,R158,2838,13,9,0,0,3015,211,221,146,2308
159,R159,2832,346,18,240,35,1682,184,209,162,2363
160,R160,2793,306,24,366,113,1385,148,219,208,1266
161,R161,3149,149,17,190,-6,4793,240,237,120,1328
162,R162,2887,52,20,127,20,1654,226,194,94,2666
163,R163,3152,315,4,323,10,3372,209,236,166,3967
164,R164,3138,356,7,247,5,1953,209,228,157,842
165,R165,3201,187,4,335,43,552,220,242,158,834
166,R166,3055,230,18,319,43,5708,190,253,197,1913
167,R167,2484,48,13,0,0,1194,224,211,119,947
168,R168,2379,42,11,362,191,973,222,215,127,1261
169,R169,2488,346,24,85,25,1216,165,193,161,1708
170,R170,3314,74,9,42,1,2208,231,223,125,2802
171,R171,2915,37,16,85,36,1405,218,202,116,1022
172,R172,2172,128,13,0,0,1211,241,232,118,1084
173,R173,2808,106,12,0,0,5184,241,225,111,4526
174,R174,2958,79,2,216,14,1332,222,234,148,361
175,R175,3262,312,23,150,8,3466,153,217,201,1802
176,R176,3545,326,12,331,133,3025,191,227,175,1618
177,R177,2617,172,21,42,13,1706,229,245,138,1412
178,R178,3215,64,13,516,72,417,232,212,110,899
179,R179,3191,123,8,0,0,335,234,234,132,1981
180,R180,3152,173,8,558,60,210,225,244,152,2696
181,R181,2779,271,11,108,21,1848,191,244,192,2797
182,R182,3064,358,6,30,0,3466,211,229,156,2882
183,R183,2995,90,3,630,69,5262,224,234,146,6185
184,R184,3119,354,19,787,200,4344,184,203,154,3742
185,R185,3275,347,20,871,199,1044,177,203,161,2254
186,R186,2953,180,7,234,45,3884,223,244,156,767
187,R187,3049,27,1,592,30,4494,218,236,155,1421
188,R188,3226,19,19,446,89,1222,203,197,126,5130
189,R189,2807,63,18,60,12,4011,233,201,93,1158
190,R190,2985,81,3,725,154,1215,223,234,146,2268
191,R191,3101,112,27,182,46,3269,254,200,56,2584
192,R192,3302,17,17,474,90,5165,204,202,131,335
193,R193,3257,221,5,514,23,510,214,245,168,679
194,R194,2461,138,22,85,29,942,247,226,95,1324
195,R195,3073,7,10,162,7,3632,208,221,150,819
196,R196,2733,95,3,404,33,2080,224,235,147,6028
197,R197,3033,283,14,474,236,2753,181,240,198,1727
198,R198,2562,1,14,127,34,787,199,212,150,1250
199,R199,3088,339,23,67,26,4127,164,200,170,792
200,R200,2583,112,4,192,24,1140,227,235,142,1657
201,R201,3159,234,24,933,384,1155,174,253,209,1423
202,R202,3168,81,9,175,3,5331,232,225,125,2270
203,R203,3011,45,9,150,20,6259,223,221,133,3166
204,R204,3324,222,20,277,7,1782,191,254,194,3909
205,R205,2941,318,17,85,26,2040,174,223,188,2239
206,R206,3169,285,14,170,22,2310,181,239,198,577
207,R207,3172,288,10,390,63,277,191,239,188,3097
208,R208,2975,53,25,67,12,899,225,178,73,2268
209,R209,2799,73,23,170,43,3127,239,188,67,1471
210,R210,2633,188,25,67,20,2010,213,249,155,1126
211,R211,2965,83,6,67,1,3848,229,230,135,2588
212,R212,3312,343,6,379,86,3993,208,231,161,1320
213,R213,2245,277,4,30,0,430,209,240,169,1773
214,R214,2868,126,10,366,3,1095,238,233,125,2173
215,R215,3197,207,23,150,40,1818,198,254,181,4200
216,R216,3169,47,9,95,7,3004,223,220,131,3561
217,R217,3122,250,10,247,-6,2503,199,247,186,685
218,R218,3423,50,26,30,-2,3313,221,174,72,2474
219,R219,3014,46,18,319,92,4868,223,197,103,3226
220,R220,2820,135,2,319,62,1825,222,238,151,2784
221,R221,2988,81,23,255,49,1616,244,193,67,2522
222,R222,3007,50,19,192,42,5135,225,196,97,2423
223,R223,3037,128,9,624,187,5764,235,235,131,5101
224,R224,3018,22,31,339,34,1708,185,160,96,1236
225,R225,2852,45,3,240,47,2232,220,232,148,2406
226,R226,2939,98,14,0,0,376,242,220,105,1261
227,R227,3037,69,13,30,-3,4333,233,214,110,2636
228,R228,3053,322,11,0,0,1624,192,229,177,1772
229,R229,3218,45,8,931,50,4029,223,223,135,2227
230,R230,3050,133,19,201,42,721,247,227,100,1383
231,R231,2336,292,27,120,64,1110,136,223,223,750
232,R232,2985,23,7,212,45,1292,216,225,145,595
233,R233,2984,353,13,331,49,5102,197,217,157,1888
234,R234,3357,87,21,607,191,1707,245,201,75,1710
235,R235,2803,255,25,272,157,1140,156,246,223,1590
236,R236,2842,93,10,182,41,2984,236,225,120,2172
237,R237,3275,169,10,430,59,4253,228,244,148,2219
238,R238,3111,339,26,335,130,228,154,192,171,1449
239,R239,3309,249,4,417,114,5174,211,242,170,1236
240,R240,3116,327,13,150,33,3300,189,225,176,5048
241,R241,2995,187,12,424,69,5538,221,249,159,3264
242,R242,2929,144,17,85,15,1482,241,235,117,2585
243,R243,3402,296,13,525,97,1507,182,235,193,872
244,R244,3202,58,11,362,60,1291,228,218,122,4980
245,R245,2528,95,11,404,54,272,238,223,114,2537
246,R246,3192,323,17,30,7,4269,175,221,184,3551
247,R247,2968,51,3,362,57,4075,221,232,147,5316
248,R248,3103,182,16,150,30,5343,223,249,154,1471
249,R249,2344,289,23,120,38,1222,151,230,217,1489
250,R250,3136,137,11,339,52,5297,237,236,129,1825
251,R251,3172,43,15,424,37,4711,221,205,115,2568
252,R252,3187,51,13,510,127,1536,226,211,116,2285
253,R253,2979,272,20,454,169,1900,165,242,215,953
254,R254,2515,339,12,42,12,1020,195,223,167,5047
255,R255,2926,49,17,524,107,1415,225,201,104,2728
256,R256,2582,158,20,190,41,458,237,239,122,2326
257,R257,3034,68,11,342,30,5202,232,218,118,4309
258,R258,2741,56,3,162,46,1834,222,232,146,914
259,R259,3601,353,14,323,107,1935,196,215,157,2377
260,R260,2962,121,22,134,43,4073,251,216,81,2387
261,R261,3042,100,9,180,6,891,236,227,122,1600
262,R262,2489,38,26,95,-29,834,210,173,84,1315
263,R263,3377,263,10,175,21,4931,196,245,188,3788
264,R264,3354,332,17,830,62,2266,180,217,176,1033
265,R265,2460,298,17,323,16,711,170,232,201,1222
266,R266,3082,206,12,541,75,6003,212,251,172,1639
267,R267,2968,32,9,162,36,4989,218,220,137,6187
268,R268,3385,322,11,426,50,1566,192,229,177,752
269,R269,3142,281,14,738,213,6096,181,241,200,1383
270,R270,2857,346,13,120,30,3655,195,219,162,5979
271,R271,2726,23,19,170,11,1015,205,196,122,2105
272,R272,2031,312,43,190,141,175,75,170,214,108
273,R273,2924,306,21,360,163,3819,158,223,203,968
274,R274,2859,29,17,384,63,1892,211,200,120,1369
275,R275,3231,350,12,1034,40,3952,198,220,160,2385
276,R276,3125,107,5,95,-1,4424,229,234,139,1744
277,R277,3059,218,3,85,0,5544,216,242,162,2172
278,R278,2923,358,21,67,18,1482,183,197,148,1477
279,R279,2600,88,12,295,30,2977,238,220,112,2742
280,R280,3161,158,11,150,28,1031,232,242,140,2069
281,R281,2448,10,12,85,16,789,206,215,145,1387
282,R282,2965,117,10,437,69,5542,237,231,124,4457
283,R283,3380,345,3,446,43,1500,214,235,159,2287
284,R284,2942,184,10,272,36,5742,222,247,157,2721
285,R285,3080,96,6,430,-38,6101,231,231,133,2801
286,R286,2785,33,16,95,12,2694,215,202,118,4435
287,R287,2663,41,14,335,20,3212,221,209,120,3010
288,R288,3170,245,16,661,72,3460,185,251,201,2016
289,R289,3330,28,19,90,11,1935,209,194,115,4827
290,R290,3400,298,11,95,27,2463,188,236,188,2582
291,R291,3159,184,10,361,86,5550,223,247,157,1465
292,R292,3083,92,23,30,16,4230,248,198,66,2888
293,R293,2933,147,15,192,43,3205,239,237,125,1909
294,R294,3192,26,9,607,56,1040,216,220,140,2195
295,R295,3205,20,19,404,146,1144,203,195,124,404
296,R296,2608,66,27,150,84,1020,234,176,57,1423
297,R297,3362,42,18,210,13,1950,220,197,106,4929
298,R298,2547,93,4,218,-7,1020,226,233,142,553
299,R299,3191,34,9,268,24,2011,219,221,138,3073
300,R300,2203,15,22,212,82,531,195,189,125,182
301,R301,2775,47,15,95,-1,2514,224,206,112,3998
302,R302,2892,59,6,30,3,1554,224,228,139,2029
303,R303,2259,304,43,95,77,1410,71,178,227,1060
304,R304,3041,87,5,730,-141,1455,227,231,138,1032
305,R305,2882,185,12,335,158,2706,222,248,157,1026
306,R306,2431,153,14,342,90,842,236,240,131,1200
307,R307,3178,325,10,582,170,793,196,230,173,1973
308,R308,2328,335,20,108,38,382,170,208,175,569
309,R309,3062,6,15,242,63,1570,200,209,144,2181
310,R310,3146,66,9,162,29,721,229,223,127,1939
311,R311,2276,326,24,134,80,768,154,205,187,607
312,R312,3073,126,6,720,-35,6201,231,236,137,3079
313,R313,2831,338,19,268,27,1830,176,210,171,1503
314,R314,3117,216,13,218,-23,2542,207,252,179,598
315,R315,2898,305,19,450,226,1140,166,227,200,722
316,R316,3181,60,8,60,-3,4415,226,224,132,1825
317,R317,3344,50,11,702,53,1992,225,217,125,2721
318,R318,2982,169,5,454,37,1911,224,242,153,2428
319,R319,2878,184,13,408,78,2352,223,249,156,1909
320,R320,2994,39,10,841,217,1100,221,219,132,2418
321,R321,3084,254,8,735,262,742,203,245,181,1195
322,R322,2531,135,3,182,10,170,224,238,149,1443
323,R323,2840,56,21,201,62,4054,229,191,85,997
324,R324,2735,53,5,457,46,2297,223,229,142,5770
325,R325,2475,178,7,0,0,953,224,245,155,808
326,R326,2664,17,11,212,22,242,211,216,141,600
327,R327,3146,32,21,450,-28,1260,211,191,108,1110
328,R328,3245,352,11,808,101,6176,200,221,159,1470
329,R329,3281,206,7,391,58,3060,216,247,166,3000
330,R330,3095,307,43,492,252,1531,72,175,222,927
331,R331,2907,164,27,60,26,5342,232,236,116,960
332,R332,2874,23,2,297,54,2275,218,235,154,2750
333,R333,2932,60,17,150,39,5574,231,203,100,4043
334,R334,3193,90,9,297,15,5513,233,227,125,2676
335,R335,2933,88,21,518,137,1092,246,201,74,726
336,R336,2922,107,9,272,45,309,236,229,124,323
337,R337,3343,196,16,474,187,2458,215,252,166,939
338,R338,3249,326,9,324,22,4380,199,231,171,2285
339,R339,3242,213,11,30,3,3404,210,251,175,1398
340,R340,3182,108,16,150,44,1624,246,220,98,2580
341,R341,2637,342,22,42,15,1989,168,201,168,4592
342,R342,3084,185,5,459,30,2683,221,244,158,1910
343,R343,3019,324,19,268,101,2522,170,217,185,2092
344,R344,3159,186,10,212,-5,3102,222,247,0,1243
345,R345,3230,304,26,295,33,3387,138,216,213,1954
346,R346,3288,205,7,1041,144,2338,216,246,166,2117
347,R347,2693,97,23,170,60,2423,250,201,67,2347
348,R348,2590,133,22,212,52,1132,249,223,91,1129
349,R349,3205,122,23,382,114,256,252,215,78,3104
350,R350,3380,344,17,150,47,4149,183,211,165,3797
351,R351,3134,351,3,30,-1,2330,214,234,158,2713
352,R352,2936,135,15,342,131,2845,243,232,114,1189
353,R353,2331,326,24,277,-55,1048,154,205,187,1198
354,R354,2792,68,13,210,41,1288,233,214,111,2338
355,R355,3154,5,5,180,-23,900,213,230,154,984
356,R356,3385,193,8,270,-7,3059,220,246,161,301
357,R357,3201,76,14,366,53,5795,236,214,106,1830
358,R358,3031,83,11,342,56,2928,235,221,116,6591
359,R359,2703,71,14,360,86,1020,235,213,107,679
360,R360,3338,148,6,212,-26,3029,228,240,145,607
361,R361,2720,52,5,309,31,2165,223,228,141,5686
362,R362,2588,96,14,108,26,1323,242,218,103,721
363,R363,3099,90,9,108,2,722,233,227,125,1466
364,R364,2834,38,14,95,21,3348,219,208,120,2708
365,R365,3170,304,7,560,62,5586,200,236,176,1292
366,R366,2888,293,22,268,75,824,151,228,215,1861
367,R367,2908,329,11,108,22,3234,194,227,173,1852
368,R368,2814,135,6,192,13,1236,230,237,140,1936
369,R369,3194,143,5,60,3,5555,227,239,145,3118
370,R370,2804,30,16,201,25,1535,213,203,122,2599
371,R371,3072,18,7,228,44,2796,215,226,148,1310
372,R372,3262,72,13,824,81,1722,235,214,109,2547
373,R373,2794,22,11,180,33,2241,213,216,138,3468
374,R374,2919,259,14,365,21,5578,185,247,200,5743
375,R375,3090,162,15,90,-15,3024,234,242,135,981
376,R376,3236,117,15,234,41,1637,245,225,105,1416
377,R377,2604,127,5,0,0,1288,229,237,142,2429
378,R378,2733,345,17,42,12,2605,184,211,164,5314
379,R379,3227,130,24,216,-94,488,250,219,83,3789
380,R380,3254,116,7,108,7,1718,233,233,133,2072
381,R381,3111,354,9,42,6,2190,205,224,157,972
382,R382,2935,122,18,342,38,256,247,223,98,362
383,R383,3171,339,3,60,2,636,212,234,160,1142
384,R384,3013,250,11,391,64,5850,196,248,190,1806
385,R385,3054,0,8,750,82,5796,208,225,154,3810
386,R386,3263,46,14,134,32,1725,224,210,117,2761
387,R387,3001,90,6,162,29,5203,229,231,136,3994
388,R388,3561,5,9,182,68,1613,209,223,152,1273
389,R389,2907,204,20,90,24,5172,206,253,175,1107
390,R390,3059,268,24,85,24,2285,150,241,225,649
391,R391,3227,67,7,371,67,1296,228,226,132,1839
392,R392,3051,342,2,150,3,2714,216,236,158,693
393,R393,3029,52,6,90,0,1774,223,227,140,1771
394,R394,3296,223,9,391,75,3369,208,249,177,1935
395,R395,2991,188,19,690,73,2911,218,250,158,2110
396,R396,2945,149,18,313,-49,4527,240,236,119,2081
397,R397,2941,88,7,120,30,3957,231,228,129,5076
398,R398,2725,72,24,240,85,1158,239,187,67,874
399,R399,3004,254,10,339,100,2468,197,247,189,1452
400,R400,3096,89,16,30,0,3520,242,213,97,5155
401,R401,2519,18,17,277,35,192,205,203,131,2781
402,R402,3161,42,12,474,54,5729,222,213,124,824
403,R403,2849,290,23,170,27,2591,149,229,218,735
404,R404,2769,359,10,564,98,2605,205,222,154,1878
405,R405,3066,333,7,30,2,3889,205,232,166,459
406,R406,2829,40,7,67,5,454,221,224,139,400
407,R407,3102,293,25,446,-1,1441,144,226,219,3062
408,R408,3255,311,22,216,20,3417,156,219,201,1864
409,R409,3071,25,4,60,0,3519,218,231,150,2259
410,R410,2956,29,2,382,54,3354,218,233,152,1844
411,R411,3112,42,6,30,2,1926,221,227,141,2649
412,R412,3153,333,8,420,27,1776,201,229,168,601
413,R413,2728,336,22,339,84,2068,166,205,175,2255
414,R414,2635,346,10,480,107,858,201,225,162,912
415,R415,2699,32,13,362,42,408,216,210,127,1008
416,R416,3348,117,12,30,5,4379,240,229,117,3979
417,R417,2812,50,7,170,17,1786,224,224,135,2522
418,R418,3025,130,7,366,57,480,233,236,136,1222
419,R419,3278,323,9,631,50,1943,196,230,174,732
420,R420,3125,100,14,120,25,5299,243,219,102,216
421,R421,2421,179,21,437,78,636,224,247,146,819
422,R422,2471,122,25,67,23,514,253,211,70,832
423,R423,3190,261,7,150,19,5816,202,244,181,1842
424,R424,2251,87,13,67,12,127,239,217,106,872
425,R425,3115,321,12,283,40,212,189,228,179,1425
426,R426,2949,157,8,421,49,5594,229,241,145,4519
427,R427,3019,189,13,42,11,841,220,250,161,450
428,R428,3192,289,12,85,4,3649,186,238,193,1691
429,R429,2634,111,4,120,27,1248,227,235,143,5325
430,R430,2950,7,11,600,87,2828,206,217,148,1782
431,R431,3020,84,4,134,21,4364,226,232,141,646
432,R432,3099,278,16,228,33,1230,176,241,204,2638
433,R433,2775,76,14,467,-3,1689,236,214,106,1648
434,R434,2687,318,15,42,10,2735,181,226,185,1080
435,R435,3114,157,9,95,3,1172,230,242,143,1935
436,R436,2908,279,5,376,110,1819,207,240,172,1034
437,R437,3126,106,21,342,101,3391,250,210,79,2103
438,R438,2881,272,27,42,12,4147,141,236,230,663
439,R439,3121,344,7,67,11,4718,206,229,162,2706
440,R440,2900,66,5,488,23,3861,225,230,141,3458
441,R441,2337,332,26,120,76,999,152,198,180,949
442,R442,2474,45,0,0,0,1036,218,237,156,1273
443,R443,2869,322,20,42,14,2509,166,216,188,480
444,R444,2393,55,9,30,4,1170,226,221,128,1057
445,R445,3285,207,2,450,45,5164,218,241,160,872
446,R446,3123,118,8,360,44,5243,234,233,130,1116
447,R447,3206,337,17,30,9,1899,180,213,172,1723
448,R448,2891,153,11,150,14,560,233,241,137,1830
449,R449,2937,241,34,636,0,3786,136,244,229,1360
450,R450,2793,98,9,30,-4,2609,235,228,124,3919
451,R451,3000,340,11,85,7,3384,197,224,166,955
452,R452,3365,31,12,600,111,2232,216,213,131,2623
453,R453,3001,349,7,212,23,4888,207,228,160,5872
454,R454,3247,225,14,210,40,1366,200,253,187,2734
455,R455,2873,319,13,30,6,5037,186,227,181,4430
456,R456,3002,16,12,216,72,2089,209,214,140,2308
457,R457,2453,156,5,421,147,1008,225,240,150,1224
458,R458,3243,175,14,210,55,1209,227,247,149,2770
459,R459,3368,179,13,459,39,966,225,248,152,4260
460,R460,3286,263,19,1048,365,3521,171,246,212,2527
461,R461,2952,169,11,60,1,2151,229,245,147,3144
462,R462,3090,9,17,470,-4,1191,198,204,140,2067
463,R463,2699,47,20,170,43,1899,222,192,96,994
464,R464,2962,95,9,324,7,4005,234,227,124,4751
465,R465,3021,28,4,782,177,5464,218,232,150,5366
466,R466,3268,38,8,90,16,5735,220,223,138,700
467,R467,3139,56,3,90,4,2778,222,232,146,1075
468,R468,3424,344,18,713,225,816,182,210,165,900
469,R469,3163,286,12,283,-50,3354,185,239,194,1248
470,R470,2796,349,19,60,29,1214,182,206,160,1146
471,R471,3286,32,18,659,214,849,213,198,114,646
472,R472,2563,71,9,335,86,721,231,222,124,934
473,R473,3196,5,9,751,79,1976,209,223,152,2409
474,R474,3224,69,11,90,-8,564,231,219,119,2163
475,R475,3220,248,4,30,2,3275,211,243,170,1626
476,R476,2376,284,21,124,34,1176,158,235,215,1050
477,R477,3055,108,3,42,0,3408,225,236,146,691
478,R478,2106,0,5,0,0,1123,213,231,156,582
479,R479,2864,292,35,708,485,782,103,209,234,2151
480,R480,2821,110,6,351,48,2349,231,233,135,2737
481,R481,3123,23,4,646,42,1922,218,231,151,2678
482,R482,2808,128,20,175,86,3365,249,223,93,1639
483,R483,2844,138,7,42,0,1068,232,238,138,2468
484,R484,3047,57,10,379,20,6646,227,220,126,2787
485,R485,2924,352,21,120,40,1320,179,199,155,1770
486,R486,3377,294,14,339,64,3673,179,236,196,1718
487,R487,2919,21,8,503,0,4425,215,223,145,4682
488,R488,3047,294,14,30,5,2940,179,236,196,1677
489,R489,3068,159,17,85,22,3461,236,241,129,2431
490,R490,2860,52,23,108,-2,350,225,185,83,1724
491,R491,2814,347,19,212,53,1470,181,206,161,2598
492,R492,3238,175,13,162,8,4533,227,246,149,2516
493,R493,3273,321,16,488,81,541,179,223,184,1250
494,R494,3324,258,15,190,25,1756,183,247,202,1731
495,R495,3186,261,27,120,53,2866,145,242,229,1136
496,R496,3227,206,14,90,27,2928,211,252,174,95
