id,label,Elevation,Aspect
188,R188,65,97
189,R189,39,16
190,R190,67,7
191,R191,55,96
192,R192,49,31
193,R193,40,10
194,R194,19,100
195,R195,6,68
196,R196,81,37
197,R197,26,52
198,R198,42,39
199,R199,78,61
200,R200,81,86
201,R201,26,84
202,R202,59,15
203,R203,15,34
204,R204,31,62
205,R205,20,32
206,R206,31,47
207,R207,40,40
208,R208,79,19
209,R209,3,64
210,R210,34,49
211,R211,56,33
212,R212,18,38
213,R213,21,66
214,R214,99,99
215,R215,27,74
216,R216,86,36
217,R217,89,100
218,R218,23,8
219,R219,61,27
220,R220,7,39
221,R221,18,55
222,R222,66,25
223,R223,48,24
224,R224,76,43
225,R225,51,74
226,R226,94,14
227,R227,35,74
228,R228,28,91
229,R229,20,43
230,R230,27,26
231,R231,59,25
232,R232,92,81
233,R233,91,28
234,R234,31,42
235,R235,16,60
236,R236,89,2
237,R237,53,9
238,R238,38,55
239,R239,11,30
240,R240,25,81
241,R241,62,84
242,R242,92,81
243,R243,92,88
244,R244,81,5
245,R245,27,31
246,R246,16,28
247,R247,89,52
248,R248,20,28
249,R249,12,61
250,R250,98,17
251,R251,8,98
252,R252,56,71
253,R253,71,84
254,R254,6,9
255,R255,75,23
256,R256,93,97
257,R257,93,69
258,R258,96,81
259,R259,74,89
260,R260,23,79
261,R261,82,63
262,R262,39,52
263,R263,25,71
264,R264,95,90
265,R265,70,49
266,R266,36,18
267,R267,84,52
268,R268,32,72
269,R269,51,83
270,R270,5,29
271,R271,17,39
272,R272,2,100
273,R273,62,6
274,R274,63,72
275,R275,77,17
276,R276,80,78
277,R277,65,96
278,R278,82,80
279,R279,85,32
280,R280,10,8
281,R281,31,68
282,R282,94,17
283,R283,60,83
284,R284,54,53
285,R285,16,20
286,R286,84,98
287,R287,66,39
288,R288,32,56
289,R289,58,90
290,R290,56,19
291,R291,85,79
292,R292,69,61
293,R293,25,73
294,R294,92,66
295,R295,30,11
296,R296,85,43
297,R297,52,45
298,R298,28,78
299,R299,84,60
300,R300,15,39
301,R301,56,57
302,R302,37,22
303,R303,49,98
304,R304,83,7
305,R305,53,75
306,R306,95,26
307,R307,82,40
308,R308,77,96
309,R309,3,22
310,R310,4,47
311,R311,72,41
312,R312,93,51
313,R313,35,46
314,R314,79,41
315,R315,73,88
316,R316,87,83
317,R317,85,84
318,R318,52,57
319,R319,20,73
320,R320,56,30
321,R321,4,82
322,R322,51,98
323,R323,54,76
324,R324,2,17
325,R325,93,8
326,R326,41,87
327,R327,71,69
328,R328,75,79
329,R329,35,99
330,R330,48,19
331,R331,61,6
332,R332,11,62
333,R333,98,87
334,R334,42,58
335,R335,14,73
336,R336,60,12
337,R337,4,66
338,R338,18,77
339,R339,9,100
340,R340,14,96
341,R341,64,26
342,R342,19,72
343,R343,98,7
344,R344,65,9
345,R345,28,58
346,R346,52,95
347,R347,5,36
348,R348,68,36
349,R349,93,76
350,R350,80,57
351,R351,69,96
352,R352,89,24
353,R353,83,77
354,R354,73,53
355,R355,66,77
356,R356,83,41
357,R357,88,6
358,R358,16,9
359,R359,13,51
360,R360,68,11
361,R361,18,7
362,R362,93,100
363,R363,23,25
364,R364,54,59
365,R365,82,36
366,R366,88,27
367,R367,29,63
368,R368,31,5
369,R369,75,95
370,R370,7,29
371,R371,37,22
372,R372,100,50
373,R373,78,82
374,R374,64,10
375,R375,39,72
376,R376,85,56
377,R377,64,89
378,R378,3,36
379,R379,72,23
380,R380,10,2
381,R381,89,64
382,R382,84,3
383,R383,71,48
384,R384,3,54
385,R385,22,60
386,R386,19,61
387,R387,48,57
388,R388,79,84
389,R389,52,1
390,R390,63,92
391,R391,20,4
392,R392,51,2
393,R393,56,1
394,R394,82,10
395,R395,23,88
396,R396,63,87
397,R397,39,81
398,R398,23,29
399,R399,25,26
400,R400,44,61
401,R401,45,81
402,R402,37,32
403,R403,25,9
404,R404,6,38
405,R405,76,65
406,R406,84,34
407,R407,4,36
408,R408,77,96
409,R409,69,24
410,R410,10,44
411,R411,18,23
412,R412,46,20
413,R413,72,87
414,R414,99,87
415,R415,55,58
416,R416,34,7
417,R417,35,42
418,R418,42,61
419,R419,89,84
420,R420,46,3
421,R421,5,24
422,R422,95,14
423,R423,7,25
424,R424,5,27
425,R425,34,28
426,R426,86,92
427,R427,59,71
428,R428,56,9
429,R429,32,96
430,R430,80,10
431,R431,84,77
432,R432,70,40
433,R433,49,42
434,R434,29,97
435,R435,51,64
436,R436,67,72
437,R437,91,31
438,R438,24,85
439,R439,98,70
440,R440,1,59
441,R441,1,58
442,R442,82,62
443,R443,69,19
444,R444,47,58
445,R445,96,85
446,R446,91,28
447,R447,79,7
448,R448,48,69
449,R449,2,64
450,R450,100,70
451,R451,10,15
452,R452,84,89
453,R453,22,90
454,R454,95,23
455,R455,56,24
456,R456,48,68
457,R457,42,91
458,R458,31,39
459,R459,67,33
460,R460,13,40
461,R461,60,59
462,R462,63,98
463,R463,65,91
464,R464,90,69
465,R465,24,20
466,R466,65,22
467,R467,37,45
468,R468,11,53
469,R469,84,81
470,R470,91,46
471,R471,33,61
472,R472,52,58
473,R473,98,87
474,R474,50,10
475,R475,49,73
476,R476,50,43
477,R477,8,58
478,R478,88,41
479,R479,99,63
480,R480,91,59
481,R481,11,56
482,R482,89,63
483,R483,78,58
484,R484,75,12
485,R485,25,40
486,R486,79,47
487,R487,85,59
488,R488,33,63
489,R489,22,20
490,R490,5,75
491,R491,59,94
492,R492,11,88
493,R493,66,11
494,R494,9,26
495,R495,13,69
496,R496,11,84
497,R497,37,20
498,R498,89,31
499,R499,62,3
500,R500,98,58
501,R501,86,66
502,R502,86,64
503,R503,32,75
504,R504,8,27
505,R505,14,66
506,R506,80,78
507,R507,3,18
508,R508,97,6
509,R509,62,1
510,R510,74,76
511,R511,26,71
512,R512,41,93
513,R513,62,30
514,R514,21,19
515,R515,22,29
516,R516,62,83
517,R517,16,62
518,R518,42,55
519,R519,76,38
520,R520,74,48
521,R521,40,3
522,R522,24,76
523,R523,38,21
524,R524,1,28
525,R525,93,94
526,R526,61,84
527,R527,95,35
528,R528,39,63
529,R529,40,31
530,R530,60,13
531,R531,91,80
532,R532,60,75
533,R533,59,58
534,R534,52,36
535,R535,38,60
536,R536,30,50
537,R537,46,99
538,R538,51,19
539,R539,91,52
540,R540,8,55
541,R541,36,4
542,R542,98,95
543,R543,3,96
544,R544,50,33
545,R545,1,57
546,R546,76,50
547,R547,78,99
548,R548,28,91
549,R549,63,21
550,R550,100,95
551,R551,47,94
552,R552,90,86
553,R553,43,1
554,R554,6,68
555,R555,10,33
556,R556,75,83
557,R557,13,66
558,R558,84,1
559,R559,32,73
560,R560,46,6
561,R561,50,76
562,R562,36,19
563,R563,46,46
564,R564,44,70
565,R565,18,74
566,R566,71,21
567,R567,23,56
568,R568,45,59
569,R569,27,42
570,R570,33,49
571,R571,24,8
572,R572,70,27
573,R573,9,85
574,R574,19,71
575,R575,62,40
576,R576,69,70
577,R577,71,81
578,R578,22,75
579,R579,95,23
580,R580,63,87
581,R581,74,48
582,R582,92,11
583,R583,24,47
584,R584,2,31
585,R585,70,33
586,R586,7,55
587,R587,67,72
588,R588,28,79
589,R589,18,51
590,R590,82,35
591,R591,49,11
592,R592,87,1
593,R593,57,86
594,R594,12,21
595,R595,42,75
596,R596,19,55
597,R597,26,90
598,R598,20,54
599,R599,24,95
600,R600,7,39
601,R601,24,54
602,R602,20,12
603,R603,63,23
604,R604,95,63
605,R605,58,76
606,R606,16,62
607,R607,41,99
608,R608,4,23
609,R609,47,80
610,R610,18,35
611,R611,88,7
612,R612,49,41
613,R613,45,61
614,R614,46,43
615,R615,3,97
616,R616,78,55
617,R617,36,69
618,R618,100,89
619,R619,36,14
620,R620,94,90
621,R621,95,69
622,R622,82,57
623,R623,53,9
624,R624,5,40
625,R625,67,94
626,R626,89,72
627,R627,80,71
628,R628,59,65
629,R629,22,72
630,R630,11,6
631,R631,81,38
632,R632,44,61
633,R633,2,25
634,R634,11,59
635,R635,85,41
636,R636,72,92
637,R637,23,70
638,R638,76,68
639,R639,89,43
640,R640,55,25
641,R641,97,49
642,R642,94,40
643,R643,74,60
644,R644,18,53
645,R645,96,98
646,R646,64,44
647,R647,98,15
648,R648,36,99
649,R649,95,96
650,R650,27,74
651,R651,54,32
652,R652,10,42
653,R653,63,58
654,R654,3,72
655,R655,81,53
656,R656,83,93
657,R657,58,10
658,R658,37,92
659,R659,26,40
660,R660,76,6
661,R661,68,69
662,R662,20,88
663,R663,52,86
664,R664,62,67
665,R665,51,7
666,R666,14,59
667,R667,91,60
668,R668,20,47
669,R669,77,21
670,R670,98,74
671,R671,9,65
672,R672,61,75
673,R673,2,98
674,R674,3,41
675,R675,3,97
676,R676,27,25
677,R677,67,65
678,R678,51,65
679,R679,32,82
680,R680,19,58
681,R681,35,22
682,R682,11,21
683,R683,16,53
684,R684,68,62
685,R685,38,14
686,R686,50,99
687,R687,77,73
688,R688,73,87
689,R689,5,97
690,R690,99,76
691,R691,48,67
692,R692,62,95
693,R693,29,99
694,R694,51,84
695,R695,30,68
696,R696,35,54
697,R697,24,8
698,R698,67,81
699,R699,49,1
700,R700,69,8
701,R701,62,14
702,R702,8,80
703,R703,70,85
704,R704,48,56
705,R705,71,26
706,R706,44,50
707,R707,25,91
708,R708,81,52
709,R709,16,74
710,R710,70,14
711,R711,95,32
712,R712,2,24
713,R713,30,85
714,R714,99,70
715,R715,57,43
716,R716,40,95
717,R717,27,100
718,R718,60,1
719,R719,31,76
720,R720,88,79
721,R721,39,13
722,R722,7,11
723,R723,60,58
724,R724,41,81
725,R725,12,41
726,R726,42,81
727,R727,27,57
728,R728,31,98
729,R729,13,38
730,R730,31,38
731,R731,36,91
732,R732,73,12
733,R733,95,22
734,R734,58,86
735,R735,66,45
736,R736,25,80
737,R737,7,9
738,R738,11,14
739,R739,23,2
740,R740,81,92
741,R741,58,66
742,R742,32,22
743,R743,66,32
744,R744,35,6
745,R745,96,3
746,R746,10,93
747,R747,64,75
748,R748,44,58
749,R749,70,17
750,R750,74,72
751,R751,88,7
752,R752,3,87
753,R753,62,4
754,R754,60,93
755,R755,15,52
756,R756,76,86
757,R757,44,44
758,R758,50,65
759,R759,2,24
760,R760,98,88
761,R761,80,96
762,R762,97,28
763,R763,48,42
764,R764,39,31
765,R765,28,75
766,R766,97,12
767,R767,77,4
768,R768,42,44
769,R769,63,32
770,R770,9,90
771,R771,70,27
772,R772,89,56
773,R773,69,11
774,R774,43,74
775,R775,69,97
776,R776,5,9
777,R777,6,66
778,R778,42,28
779,R779,38,90
780,R780,45,26
781,R781,43,66
782,R782,96,70
783,R783,3,86
784,R784,27,96
785,R785,35,24
786,R786,51,100
787,R787,73,97
788,R788,55,15
789,R789,30,77
790,R790,98,73
791,R791,16,65
792,R792,75,32
793,R793,13,42
794,R794,19,99
795,R795,12,85
796,R796,91,72
797,R797,8,68
798,R798,85,46
799,R799,63,8
800,R800,38,72
801,R801,49,23
802,R802,66,41
803,R803,42,69
804,R804,28,42
805,R805,82,46
806,R806,83,24
807,R807,2,87
808,R808,95,84
809,R809,99,47
810,R810,97,9
811,R811,34,94
812,R812,73,79
813,R813,85,89
814,R814,66,85
815,R815,7,17
816,R816,87,100
817,R817,83,84
818,R818,14,31
819,R819,21,30
820,R820,33,65
821,R821,76,98
822,R822,66,39
823,R823,33,38
824,R824,78,27
825,R825,60,38
826,R826,76,91
827,R827,12,24
828,R828,6,58
829,R829,3,55
830,R830,76,93
831,R831,87,2
832,R832,89,83
833,R833,67,31
834,R834,12,77
835,R835,32,16
836,R836,28,75
837,R837,62,78
838,R838,71,21
839,R839,79,99
840,R840,20,34
841,R841,19,58
842,R842,10,50
843,R843,92,35
844,R844,67,30
845,R845,58,54
846,R846,87,27
847,R847,89,13
848,R848,39,51
849,R849,96,75
850,R850,57,47
851,R851,73,32
852,R852,29,49
853,R853,90,16
854,R854,83,34
855,R855,53,69
856,R856,15,49
857,R857,78,75
858,R858,34,90
859,R859,92,92
860,R860,4,19
861,R861,37,57
862,R862,37,62
863,R863,86,61
864,R864,42,45
865,R865,13,17
866,R866,27,32
867,R867,33,60
868,R868,12,80
869,R869,74,26
870,R870,55,66
871,R871,10,6
872,R872,78,50
873,R873,11,42
874,R874,38,4
875,R875,66,89
876,R876,82,84
877,R877,92,85
878,R878,50,49
879,R879,72,12
880,R880,68,70
881,R881,75,92
882,R882,81,51
883,R883,78,7
884,R884,50,36
885,R885,47,83
886,R886,31,48
887,R887,56,50
888,R888,5,4
889,R889,20,95
890,R890,41,44
891,R891,79,95
892,R892,73,50
893,R893,26,24
894,R894,67,89
895,R895,12,28
896,R896,56,90
897,R897,31,56
898,R898,73,17
899,R899,75,48
900,R900,77,14
901,R901,23,19
902,R902,94,86
903,R903,41,27
904,R904,38,100
905,R905,64,16
906,R906,87,60
907,R907,4,8
908,R908,28,100
909,R909,80,31
910,R910,92,88
911,R911,48,65
912,R912,69,96
913,R913,36,95
914,R914,36,50
915,R915,32,17
916,R916,96,7
917,R917,98,15
918,R918,99,89
919,R919,74,54
920,R920,6,55
921,R921,4,81
922,R922,61,87
923,R923,31,92
924,R924,31,93
925,R925,22,68
926,R926,53,88
927,R927,13,78
928,R928,41,19
929,R929,33,22
930,R930,2,8
931,R931,77,83
932,R932,15,39
933,R933,81,65
934,R934,69,58
935,R935,70,32
936,R936,97,74
937,R937,32,3
938,R938,42,35
939,R939,33,60
940,R940,73,85
941,R941,75,78
942,R942,96,77
943,R943,23,1
944,R944,95,12
945,R945,58,93
946,R946,88,10
947,R947,7,24
948,R948,63,3
949,R949,59,6
950,R950,8,28
951,R951,92,64
952,R952,44,48
953,R953,72,22
954,R954,14,72
955,R955,81,98
956,R956,59,50
957,R957,46,29
958,R958,28,56
959,R959,62,19
960,R960,86,14
961,R961,38,63
962,R962,39,79
963,R963,44,46
964,R964,35,69
965,R965,82,96
966,R966,42,68
967,R967,78,27
968,R968,84,55
969,R969,69,9
970,R970,28,18
971,R971,86,34
972,R972,15,65
973,R973,65,29
974,R974,70,22
975,R975,48,94
976,R976,39,14
977,R977,46,69
978,R978,77,11
979,R979,76,59
980,R980,51,45
981,R981,100,46
982,R982,30,41
983,R983,87,22
984,R984,66,65
985,R985,92,56
986,R986,58,70
987,R987,45,94
988,R988,10,88
989,R989,47,68
990,R990,49,35
991,R991,85,62
992,R992,88,74
993,R993,60,77
994,R994,16,65
995,R995,99,17
996,R996,25,40
997,R997,44,10
998,R998,3,42
999,R999,39,27
1000,R1000,96,83
1001,R1001,25,70
1002,R1002,14,61
1003,R1003,81,21
1004,R1004,50,71
1005,R1005,68,2
1006,R1006,95,79
1007,R1007,24,42
1008,R1008,83,26
1009,R1009,51,76
1010,R1010,70,83
1011,R1011,56,42
1012,R1012,70,39
1013,R1013,2,27
1014,R1014,87,47
1015,R1015,54,60
1016,R1016,3,72
1017,R1017,77,55
1018,R1018,83,7
1019,R1019,74,74
1020,R1020,86,87
1021,R1021,47,94
1022,R1022,58,36
1023,R1023,82,76
1024,R1024,58,72
1025,R1025,10,98
1026,R1026,86,84
1027,R1027,80,6
1028,R1028,84,31
1029,R1029,79,21
1030,R1030,82,20
1031,R1031,87,94
1032,R1032,50,14
1033,R1033,91,31
1034,R1034,66,51
1035,R1035,20,5
1036,R1036,59,33
1037,R1037,99,71
1038,R1038,79,100
1039,R1039,16,39
1040,R1040,86,84
1041,R1041,93,25
1042,R1042,70,72
1043,R1043,33,19
1044,R1044,60,73
1045,R1045,18,21
1046,R1046,29,1
1047,R1047,57,98
1048,R1048,51,22
1049,R1049,7,64
1050,R1050,60,32
1051,R1051,62,73
1052,R1052,25,46
1053,R1053,91,59
1054,R1054,84,97
1055,R1055,18,1
1056,R1056,99,16
1057,R1057,35,41
1058,R1058,73,60
1059,R1059,15,97
1060,R1060,15,69
1061,R1061,75,98
1062,R1062,65,94
1063,R1063,85,68
1064,R1064,40,11
1065,R1065,2,49
1066,R1066,81,71
1067,R1067,68,88
1068,R1068,4,89
1069,R1069,43,80
1070,R1070,66,53
1071,R1071,48,71
1072,R1072,28,15
1073,R1073,41,67
1074,R1074,10,79
1075,R1075,15,64
1076,R1076,30,25
1077,R1077,5,82
1078,R1078,71,19
1079,R1079,69,76
1080,R1080,78,14
1081,R1081,84,31
1082,R1082,53,88
1083,R1083,71,66
1084,R1084,27,11
1085,R1085,89,50
1086,R1086,34,89
1087,R1087,2,19
1088,R1088,81,22
1089,R1089,32,74
1090,R1090,31,67
1091,R1091,21,58
1092,R1092,28,96
1093,R1093,68,85
1094,R1094,86,76
1095,R1095,62,4
1096,R1096,97,36
1097,R1097,7,41
1098,R1098,87,100
1099,R1099,94,94
1100,R1100,27,76
1101,R1101,2,83
1102,R1102,60,39
1103,R1103,25,81
1104,R1104,89,55
1105,R1105,74,42
1106,R1106,92,89
1107,R1107,25,63
1108,R1108,18,99
1109,R1109,47,14
1110,R1110,18,12
1111,R1111,20,19
1112,R1112,60,59
1113,R1113,4,34
1114,R1114,48,25
1115,R1115,58,65
1116,R1116,64,4
1117,R1117,61,62
1118,R1118,34,51
1119,R1119,62,70
1120,R1120,15,17
1121,R1121,31,24
1122,R1122,39,5
1123,R1123,55,18
1124,R1124,69,2
1125,R1125,41,11
1126,R1126,92,96
1127,R1127,93,89
1128,R1128,43,76
1129,R1129,30,55
1130,R1130,18,49
1131,R1131,4,2
1132,R1132,8,34
1133,R1133,73,83
1134,R1134,4,57
1135,R1135,11,5
1136,R1136,73,71
1137,R1137,97,78
1138,R1138,5,39
1139,R1139,93,42
1140,R1140,87,9
1141,R1141,64,45
1142,R1142,87,1
1143,R1143,57,53
1144,R1144,36,19
1145,R1145,36,73
1146,R1146,11,63
1147,R1147,78,26
1148,R1148,21,71
1149,R1149,5,74
1150,R1150,22,74
1151,R1151,83,100
1152,R1152,15,31
1153,R1153,66,7
1154,R1154,99,91
1155,R1155,41,1
1156,R1156,98,70
1157,R1157,68,85
1158,R1158,5,9
1159,R1159,21,90
1160,R1160,57,40
1161,R1161,60,74
1162,R1162,48,24
1163,R1163,13,12
1164,R1164,28,53
1165,R1165,59,15
1166,R1166,98,47
1167,R1167,83,92
1168,R1168,65,76
1169,R1169,98,71
1170,R1170,4,80
1171,R1171,20,10
1172,R1172,63,87
1173,R1173,37,32
1174,R1174,34,57
1175,R1175,42,78
1176,R1176,80,70
1177,R1177,68,57
1178,R1178,82,60
1179,R1179,32,9
1180,R1180,89,94
1181,R1181,46,56
1182,R1182,55,20
1183,R1183,89,53
1184,R1184,77,96
1185,R1185,49,6
1186,R1186,22,93
1187,R1187,33,86
1188,R1188,39,55
1189,R1189,44,95
1190,R1190,21,90
1191,R1191,91,8
1192,R1192,12,23
1193,R1193,93,84
1194,R1194,49,81
1195,R1195,79,9
1196,R1196,8,36
1197,R1197,2,11
1198,R1198,94,27
1199,R1199,56,25
1200,R1200,73,95
1201,R1201,88,11
1202,R1202,19,100
1203,R1203,23,68
1204,R1204,97,23
1205,R1205,78,12
1206,R1206,14,35
1207,R1207,18,61
1208,R1208,19,68
1209,R1209,59,98
1210,R1210,3,37
1211,R1211,37,17
1212,R1212,78,89
1213,R1213,15,87
1214,R1214,26,5
1215,R1215,2,37
1216,R1216,92,71
1217,R1217,57,77
1218,R1218,31,42
1219,R1219,76,52
1220,R1220,44,96
1221,R1221,75,96
1222,R1222,80,22
1223,R1223,87,14
1224,R1224,28,68
1225,R1225,28,70
1226,R1226,96,39
1227,R1227,2,12
1228,R1228,47,73
1229,R1229,20,35
1230,R1230,45,44
1231,R1231,29,97
1232,R1232,90,60
1233,R1233,61,86
1234,R1234,72,37
1235,R1235,8,41
1236,R1236,32,73
1237,R1237,73,87
1238,R1238,52,78
1239,R1239,30,49
1240,R1240,12,28
1241,R1241,98,34
1242,R1242,25,94
1243,R1243,14,67
1244,R1244,64,41
1245,R1245,20,76
1246,R1246,13,84
1247,R1247,89,10
1248,R1248,79,84
1249,R1249,18,35
1250,R1250,15,6
1251,R1251,51,90
1252,R1252,36,3
1253,R1253,99,97
1254,R1254,75,85
1255,R1255,9,95
1256,R1256,5,68
1257,R1257,9,100
1258,R1258,75,8
1259,R1259,51,68
1260,R1260,19,95
1261,R1261,10,29
1262,R1262,42,23
1263,R1263,76,15
1264,R1264,23,50
1265,R1265,16,80
1266,R1266,71,5
1267,R1267,33,9
1268,R1268,45,61
1269,R1269,83,35
1270,R1270,53,85
1271,R1271,66,90
1272,R1272,80,34
1273,R1273,40,12
1274,R1274,18,6
1275,R1275,25,37
1276,R1276,44,47
1277,R1277,57,46
1278,R1278,26,96
1279,R1279,99,3
1280,R1280,51,80
1281,R1281,73,98
1282,R1282,98,33
1283,R1283,22,71
1284,R1284,78,43
1285,R1285,90,35
1286,R1286,19,87
1287,R1287,21,62
1288,R1288,97,46
1289,R1289,85,57
1290,R1290,23,16
1291,R1291,95,74
1292,R1292,36,89
1293,R1293,45,12
1294,R1294,82,33
1295,R1295,36,66
1296,R1296,61,7
1297,R1297,79,27
1298,R1298,22,25
1299,R1299,77,27
1300,R1300,95,23
1301,R1301,75,76
1302,R1302,41,31
1303,R1303,75,21
1304,R1304,95,55
1305,R1305,47,74
1306,R1306,87,8
1307,R1307,9,22
1308,R1308,86,82
1309,R1309,16,44
1310,R1310,32,46
1311,R1311,69,30
1312,R1312,30,38
1313,R1313,67,71
1314,R1314,100,59
1315,R1315,54,84
1316,R1316,22,80
1317,R1317,79,64
1318,R1318,17,61
1319,R1319,28,11
1320,R1320,81,57
1321,R1321,1,68
1322,R1322,60,52
1323,R1323,42,40
1324,R1324,33,69
1325,R1325,25,5
1326,R1326,94,9
1327,R1327,54,83
1328,R1328,54,56
1329,R1329,9,97
1330,R1330,83,79
1331,R1331,18,7
1332,R1332,76,57
1333,R1333,28,64
1334,R1334,7,2
1335,R1335,98,34
1336,R1336,4,7
1337,R1337,44,97
1338,R1338,44,41
1339,R1339,43,41
1340,R1340,98,68
1341,R1341,96,76
1342,R1342,21,25
1343,R1343,64,84
1344,R1344,68,3
1345,R1345,11,75
1346,R1346,78,36
1347,R1347,100,21
1348,R1348,51,21
1349,R1349,47,85
1350,R1350,59,34
1351,R1351,87,8
1352,R1352,80,75
1353,R1353,91,74
1354,R1354,79,42
1355,R1355,45,79
1356,R1356,31,94
1357,R1357,4,90
1358,R1358,10,68
1359,R1359,42,52
1360,R1360,21,71
1361,R1361,1,66
1362,R1362,95,64
1363,R1363,11,8
1364,R1364,43,26
1365,R1365,67,98
1366,R1366,88,36
1367,R1367,51,65
1368,R1368,10,15
1369,R1369,9,46
1370,R1370,45,81
1371,R1371,73,10
1372,R1372,77,96
1373,R1373,58,52
1374,R1374,53,24
1375,R1375,26,7
1376,R1376,89,66
1377,R1377,83,38
1378,R1378,95,8
1379,R1379,88,41
1380,R1380,69,39
1381,R1381,87,34
1382,R1382,40,77
1383,R1383,30,63
1384,R1384,68,3
1385,R1385,16,44
1386,R1386,29,18
1387,R1387,30,31
1388,R1388,45,59
1389,R1389,26,57
1390,R1390,78,19
1391,R1391,67,57
1392,R1392,85,17
1393,R1393,29,50
1394,R1394,39,19
1395,R1395,1,54
1396,R1396,4,59
1397,R1397,81,11
1398,R1398,95,62
1399,R1399,25,37
1400,R1400,70,47
1401,R1401,13,92
1402,R1402,42,11
1403,R1403,89,1
1404,R1404,73,51
1405,R1405,19,1
1406,R1406,78,72
1407,R1407,83,47
1408,R1408,8,18
1409,R1409,66,62
1410,R1410,16,99
1411,R1411,98,28
1412,R1412,9,49
1413,R1413,11,3
1414,R1414,67,87
1415,R1415,9,67
1416,R1416,26,31
1417,R1417,25,70
1418,R1418,24,27
1419,R1419,47,34
1420,R1420,2,74
1421,R1421,97,73
1422,R1422,17,64
1423,R1423,77,92
1424,R1424,71,39
1425,R1425,84,88
1426,R1426,12,43
1427,R1427,53,62
1428,R1428,59,11
1429,R1429,25,36
1430,R1430,99,79
1431,R1431,44,47
1432,R1432,23,77
1433,R1433,2,75
1434,R1434,68,36
1435,R1435,64,87
1436,R1436,12,73
1437,R1437,31,60
1438,R1438,65,95
1439,R1439,62,63
1440,R1440,70,75
1441,R1441,65,76
1442,R1442,56,10
1443,R1443,100,78
1444,R1444,73,51
1445,R1445,54,71
1446,R1446,38,54
1447,R1447,48,5
1448,R1448,59,25
1449,R1449,50,97
1450,R1450,50,15
1451,R1451,20,86
