id,label,Elevation,Aspect,Slope
206,R206,87,39,86
207,R207,71,17,73
208,R208,90,64,47
209,R209,87,78,99
210,R210,53,69,22
211,R211,21,58,27
212,R212,78,1,6
213,R213,67,5,22
214,R214,5,27,53
215,R215,17,48,49
216,R216,73,17,1
217,R217,93,44,13
218,R218,13,15,58
219,R219,81,37,9
220,R220,22,73,81
221,R221,24,45,24
222,R222,40,59,26
223,R223,69,62,58
224,R224,40,20,14
225,R225,92,74,47
226,R226,8,21,67
227,R227,55,78,16
228,R228,20,53,88
229,R229,14,30,98
230,R230,47,13,50
231,R231,76,87,52
232,R232,67,64,69
233,R233,67,22,16
234,R234,82,53,42
235,R235,85,90,63
236,R236,10,97,22
237,R237,11,65,34
238,R238,3,32,7
239,R239,94,52,19
240,R240,63,81,39
241,R241,92,3,43
242,R242,67,81,68
243,R243,65,88,56
244,R244,78,41,71
245,R245,34,62,33
246,R246,68,3,14
247,R247,90,53,15
248,R248,60,63,92
249,R249,29,76,5
250,R250,3,3,22
251,R251,61,73,76
252,R252,42,54,10
253,R253,52,85,5
254,R254,50,65,45
255,R255,57,83,40
256,R256,99,44,37
257,R257,44,54,44
258,R258,38,44,46
259,R259,64,34,9
260,R260,50,7,79
261,R261,27,15,57
262,R262,66,11,39
263,R263,68,84,64
264,R264,71,84,27
265,R265,30,96,24
266,R266,85,57,30
267,R267,11,85,29
268,R268,23,33,12
269,R269,52,77,53
270,R270,11,96,10
271,R271,30,27,58
272,R272,22,67,61
273,R273,49,11,17
274,R274,86,57,22
275,R275,60,94,19
276,R276,80,64,91
277,R277,84,4,22
278,R278,49,31,95
279,R279,89,6,82
280,R280,94,25,43
281,R281,40,51,54
282,R282,10,15,71
283,R283,61,36,86
284,R284,77,88,15
285,R285,30,34,14
286,R286,61,85,75
287,R287,34,2,88
288,R288,23,22,61
289,R289,23,18,85
290,R290,12,14,61
291,R291,56,20,40
292,R292,18,48,20
293,R293,35,93,84
294,R294,96,81,88
295,R295,90,97,71
296,R296,98,88,36
297,R297,5,37,74
298,R298,23,6,56
299,R299,65,62,85
300,R300,52,70,64
301,R301,62,36,51
302,R302,51,51,26
303,R303,74,7,84
304,R304,75,95,96
305,R305,65,68,84
306,R306,72,22,98
307,R307,61,68,6
308,R308,47,47,65
309,R309,42,9,17
310,R310,24,83,100
311,R311,21,94,41
312,R312,76,38,10
313,R313,73,35,75
314,R314,53,40,76
315,R315,13,17,41
316,R316,90,68,79
317,R317,53,26,41
318,R318,47,100,68
319,R319,58,49,26
320,R320,60,60,96
321,R321,1,31,91
322,R322,65,65,39
323,R323,50,59,3
324,R324,62,54,24
325,R325,54,54,48
326,R326,90,48,55
327,R327,29,70,13
328,R328,85,44,7
329,R329,66,30,27
330,R330,25,40,70
331,R331,57,10,97
332,R332,59,41,19
333,R333,43,41,17
334,R334,46,85,67
335,R335,23,82,77
336,R336,21,76,2
337,R337,43,48,12
338,R338,84,66,92
339,R339,3,15,15
340,R340,44,49,64
341,R341,58,30,73
342,R342,65,95,63
343,R343,31,12,87
344,R344,30,71,6
345,R345,68,79,36
346,R346,57,4,12
347,R347,57,70,57
348,R348,2,74,52
349,R349,53,11,5
350,R350,17,39,10
351,R351,29,78,57
352,R352,19,62,20
353,R353,83,60,15
354,R354,30,85,32
355,R355,80,50,85
356,R356,12,100,89
357,R357,24,56,69
358,R358,4,83,92
359,R359,11,5,19
360,R360,7,63,50
361,R361,70,6,24
362,R362,92,96,29
363,R363,38,5,3
364,R364,15,36,13
365,R365,42,40,80
366,R366,32,5,6
367,R367,79,88,65
368,R368,73,5,68
369,R369,68,49,35
370,R370,31,10,26
371,R371,18,59,25
372,R372,81,23,31
373,R373,60,48,19
374,R374,64,57,58
375,R375,59,68,40
376,R376,57,70,76
377,R377,26,30,8
378,R378,71,45,43
379,R379,7,33,28
380,R380,89,48,88
381,R381,91,30,51
382,R382,80,17,26
383,R383,3,24,12
384,R384,35,48,48
385,R385,91,94,56
386,R386,29,31,53
387,R387,82,57,71
388,R388,4,60,15
389,R389,27,72,14
390,R390,44,99,38
391,R391,75,33,41
392,R392,92,47,9
393,R393,23,36,59
394,R394,22,45,84
395,R395,97,96,14
396,R396,62,3,40
397,R397,34,6,55
398,R398,54,26,75
399,R399,15,71,35
400,R400,100,19,96
401,R401,96,81,59
402,R402,22,48,20
403,R403,5,28,93
404,R404,21,44,42
405,R405,66,31,87
406,R406,29,84,4
407,R407,2,59,27
408,R408,68,84,66
409,R409,32,30,61
410,R410,68,50,89
411,R411,46,59,46
412,R412,88,12,26
413,R413,83,87,53
414,R414,26,66,84
415,R415,70,53,85
416,R416,58,25,23
417,R417,98,47,73
418,R418,5,83,88
419,R419,86,24,97
420,R420,61,78,19
421,R421,25,8,19
422,R422,11,64,37
423,R423,21,39,47
424,R424,10,12,85
425,R425,4,40,70
426,R426,46,88,64
427,R427,73,55,80
428,R428,7,57,18
429,R429,80,57,67
430,R430,93,16,67
431,R431,33,11,5
432,R432,45,59,59
433,R433,12,9,10
434,R434,48,46,59
435,R435,88,42,40
436,R436,35,46,16
437,R437,8,73,77
438,R438,70,53,64
439,R439,9,4,30
440,R440,88,41,86
441,R441,94,93,27
442,R442,97,77,67
443,R443,25,58,93
444,R444,61,36,73
445,R445,4,97,77
446,R446,46,10,4
447,R447,55,68,52
448,R448,59,85,27
449,R449,41,4,43
450,R450,72,64,85
451,R451,54,62,81
452,R452,74,89,89
453,R453,28,70,74
454,R454,34,13,27
455,R455,9,7,42
456,R456,66,14,72
457,R457,13,68,65
458,R458,97,25,25
459,R459,26,70,7
460,R460,35,21,18
461,R461,26,64,39
462,R462,69,55,36
463,R463,5,53,70
464,R464,44,3,43
465,R465,27,71,45
466,R466,26,11,32
467,R467,41,96,66
468,R468,35,53,36
469,R469,27,47,96
470,R470,7,95,72
471,R471,40,16,31
472,R472,76,88,34
473,R473,6,26,83
474,R474,82,45,20
475,R475,20,76,44
476,R476,68,65,43
477,R477,26,25,7
478,R478,46,77,64
479,R479,14,12,76
480,R480,41,69,67
481,R481,6,17,23
482,R482,35,2,8
483,R483,85,100,7
484,R484,40,6,40
485,R485,85,23,62
486,R486,74,23,47
487,R487,37,15,99
488,R488,56,22,26
489,R489,55,79,3
490,R490,53,88,73
491,R491,65,73,14
492,R492,68,100,42
493,R493,10,57,34
494,R494,50,10,8
495,R495,94,79,96
496,R496,50,37,21
497,R497,31,62,74
498,R498,54,80,11
499,R499,93,70,77
500,R500,43,19,94
501,R501,49,29,7
502,R502,90,37,57
503,R503,66,15,37
504,R504,75,84,2
505,R505,92,40,52
506,R506,68,40,7
507,R507,40,93,28
508,R508,61,36,88
509,R509,78,52,37
510,R510,67,12,83
511,R511,47,58,70
512,R512,86,39,47
513,R513,62,68,47
514,R514,66,7,69
515,R515,78,50,13
516,R516,31,69,83
517,R517,70,34,13
518,R518,23,63,38
519,R519,48,28,92
520,R520,4,26,84
521,R521,93,89,82
522,R522,71,20,25
523,R523,72,50,12
524,R524,55,98,75
525,R525,92,54,88
526,R526,68,87,77
527,R527,1,38,63
528,R528,100,28,92
529,R529,13,12,36
530,R530,82,20,78
531,R531,30,68,24
532,R532,94,23,25
533,R533,15,76,79
534,R534,45,97,87
535,R535,52,43,39
536,R536,30,42,1
537,R537,32,8,26
538,R538,41,97,59
539,R539,22,60,32
540,R540,54,61,4
541,R541,91,25,29
542,R542,78,90,70
543,R543,43,60,6
544,R544,34,56,23
545,R545,66,16,87
546,R546,20,20,79
547,R547,93,66,49
548,R548,2,77,66
549,R549,13,86,63
550,R550,48,28,21
551,R551,91,26,50
552,R552,27,97,44
553,R553,10,81,51
554,R554,99,19,82
555,R555,76,32,12
556,R556,1,11,31
557,R557,19,56,75
558,R558,84,44,52
559,R559,29,76,82
560,R560,70,62,90
561,R561,55,96,45
562,R562,64,25,34
563,R563,28,41,17
564,R564,89,52,25
565,R565,42,36,100
566,R566,7,27,42
567,R567,23,70,93
568,R568,52,12,83
569,R569,99,11,19
570,R570,23,39,67
571,R571,36,25,14
572,R572,48,5,48
573,R573,48,43,91
574,R574,60,78,59
575,R575,83,53,23
576,R576,99,78,4
577,R577,40,7,51
578,R578,33,44,8
579,R579,39,86,36
580,R580,30,40,46
581,R581,99,14,64
582,R582,14,34,65
583,R583,31,57,34
584,R584,93,27,44
585,R585,85,48,31
586,R586,5,23,14
587,R587,94,25,71
588,R588,73,20,80
589,R589,27,73,36
590,R590,45,42,46
591,R591,77,15,44
592,R592,40,43,25
593,R593,5,51,76
594,R594,72,27,59
595,R595,50,22,43
596,R596,82,9,2
597,R597,32,3,62
598,R598,54,86,27
599,R599,46,69,90
600,R600,51,74,39
601,R601,41,33,21
602,R602,73,88,99
603,R603,70,99,10
604,R604,22,33,52
605,R605,74,89,38
606,R606,44,72,91
607,R607,40,45,57
608,R608,78,89,81
609,R609,3,46,35
610,R610,42,36,69
611,R611,60,2,41
612,R612,65,32,18
613,R613,75,84,94
614,R614,78,31,27
615,R615,57,20,12
616,R616,91,33,53
617,R617,32,17,49
618,R618,6,71,19
619,R619,55,82,36
620,R620,27,55,79
621,R621,66,93,69
622,R622,19,6,30
623,R623,94,57,2
624,R624,91,98,18
625,R625,56,45,22
626,R626,39,100,16
627,R627,65,26,25
628,R628,8,22,84
629,R629,35,51,81
630,R630,37,10,46
631,R631,71,10,91
632,R632,52,32,36
633,R633,35,92,17
634,R634,99,6,17
635,R635,24,78,26
636,R636,21,47,60
637,R637,85,97,82
638,R638,11,8,40
639,R639,75,85,62
640,R640,34,61,18
641,R641,29,8,69
642,R642,89,65,28
643,R643,18,13,68
644,R644,97,77,30
645,R645,66,68,2
646,R646,51,41,40
647,R647,62,53,35
648,R648,31,87,86
649,R649,97,67,19
650,R650,31,3,28
651,R651,88,32,44
652,R652,28,99,38
653,R653,43,7,5
654,R654,6,96,93
655,R655,52,45,96
656,R656,87,98,51
657,R657,8,12,85
658,R658,6,1,61
659,R659,3,85,96
660,R660,98,59,10
661,R661,82,58,82
662,R662,74,35,70
663,R663,88,64,70
664,R664,83,53,44
665,R665,52,78,86
666,R666,30,85,14
667,R667,44,22,21
668,R668,4,12,41
669,R669,92,58,83
670,R670,15,6,35
671,R671,58,63,95
672,R672,58,71,41
673,R673,57,15,48
674,R674,67,93,22
675,R675,18,37,53
676,R676,72,23,25
677,R677,24,11,13
678,R678,48,50,92
679,R679,79,68,15
680,R680,10,97,17
681,R681,16,71,7
682,R682,80,18,14
683,R683,81,54,17
684,R684,81,97,52
685,R685,42,26,85
686,R686,36,69,65
687,R687,26,97,4
688,R688,26,6,65
689,R689,96,23,96
690,R690,92,16,91
691,R691,66,90,55
692,R692,11,45,92
693,R693,95,86,47
694,R694,35,93,52
695,R695,32,77,27
696,R696,23,79,34
697,R697,33,60,34
698,R698,90,1,15
699,R699,74,87,75
700,R700,38,72,98
701,R701,98,29,66
702,R702,28,15,1
703,R703,17,52,95
704,R704,45,29,59
705,R705,25,5,65
706,R706,71,33,15
707,R707,94,80,87
708,R708,95,95,48
709,R709,63,3,60
710,R710,91,48,57
711,R711,64,56,81
712,R712,12,35,73
713,R713,60,36,93
714,R714,66,91,17
715,R715,94,86,10
716,R716,24,100,13
717,R717,25,78,27
718,R718,68,73,85
719,R719,62,52,49
720,R720,42,58,45
721,R721,22,34,33
722,R722,2,94,15
723,R723,94,24,65
724,R724,89,58,63
725,R725,23,42,58
726,R726,89,70,33
727,R727,59,58,29
728,R728,7,43,6
729,R729,41,72,94
730,R730,86,47,34
731,R731,88,11,98
732,R732,71,14,68
733,R733,11,50,85
734,R734,26,94,7
735,R735,23,84,12
736,R736,72,72,13
737,R737,14,3,11
738,R738,100,22,58
739,R739,34,45,51
740,R740,42,7,69
741,R741,55,82,24
742,R742,3,29,72
743,R743,27,76,60
744,R744,30,8,55
745,R745,65,68,59
746,R746,99,4,42
747,R747,96,10,95
748,R748,54,29,58
749,R749,97,70,12
750,R750,85,13,67
751,R751,60,20,84
752,R752,68,10,69
753,R753,23,79,31
754,R754,93,29,55
755,R755,4,76,24
756,R756,37,84,34
757,R757,55,9,96
758,R758,97,71,85
759,R759,5,21,65
760,R760,78,94,44
761,R761,96,88,46
762,R762,82,65,3
763,R763,64,88,100
764,R764,82,31,16
765,R765,86,65,70
766,R766,37,56,90
767,R767,56,30,73
768,R768,49,38,100
769,R769,78,9,29
770,R770,17,31,58
771,R771,43,97,1
772,R772,69,75,60
773,R773,59,92,40
774,R774,41,6,22
775,R775,4,81,19
776,R776,52,1,22
777,R777,64,59,51
778,R778,67,29,74
779,R779,26,66,96
780,R780,49,11,22
781,R781,20,41,98
782,R782,59,10,75
783,R783,94,8,78
784,R784,29,89,53
785,R785,31,31,4
786,R786,20,8,57
787,R787,78,67,5
788,R788,61,8,88
789,R789,51,52,51
790,R790,45,60,53
791,R791,72,88,17
792,R792,66,72,52
793,R793,54,25,85
794,R794,47,36,25
795,R795,20,58,4
796,R796,71,13,72
797,R797,80,86,39
798,R798,97,68,59
799,R799,93,66,52
800,R800,80,51,28
801,R801,100,85,54
802,R802,75,52,5
803,R803,65,79,96
804,R804,52,26,88
805,R805,94,44,37
806,R806,77,13,87
807,R807,72,26,34
808,R808,45,91,40
809,R809,35,46,66
810,R810,21,15,15
811,R811,8,18,13
812,R812,95,13,25
813,R813,57,46,41
814,R814,81,46,26
815,R815,79,14,29
816,R816,53,53,25
817,R817,66,26,6
818,R818,90,84,56
819,R819,6,14,27
820,R820,87,58,51
821,R821,41,66,72
822,R822,19,11,10
823,R823,4,26,43
824,R824,72,28,19
825,R825,80,33,81
826,R826,82,54,68
827,R827,84,56,31
828,R828,42,22,27
829,R829,54,95,26
830,R830,80,55,41
831,R831,70,90,36
832,R832,96,32,17
833,R833,76,79,10
834,R834,97,24,2
835,R835,63,31,70
836,R836,75,64,16
837,R837,80,59,53
838,R838,81,65,61
839,R839,37,97,10
840,R840,10,99,94
841,R841,5,78,78
842,R842,54,52,97
843,R843,24,51,1
844,R844,11,19,95
845,R845,11,46,4
846,R846,76,77,34
847,R847,47,85,19
848,R848,42,23,8
849,R849,35,15,89
850,R850,57,58,82
851,R851,40,44,25
852,R852,26,6,51
853,R853,32,4,21
854,R854,55,9,61
855,R855,74,79,31
856,R856,56,25,80
857,R857,55,58,80
858,R858,57,71,60
859,R859,2,2,46
860,R860,10,88,71
861,R861,7,42,45
862,R862,18,6,64
863,R863,10,92,69
864,R864,10,97,37
865,R865,39,3,46
866,R866,99,94,77
867,R867,94,3,74
868,R868,53,99,91
869,R869,69,13,45
870,R870,45,21,74
871,R871,72,97,32
872,R872,97,12,3
873,R873,51,96,60
874,R874,42,37,97
875,R875,63,53,78
876,R876,53,81,28
877,R877,32,60,46
878,R878,52,60,31
879,R879,57,76,36
880,R880,11,15,65
881,R881,64,55,45
882,R882,65,61,79
883,R883,4,59,79
884,R884,76,16,40
885,R885,21,46,90
886,R886,3,6,52
887,R887,28,86,23
888,R888,30,28,31
889,R889,34,54,6
890,R890,72,30,29
891,R891,12,63,76
892,R892,23,47,42
893,R893,67,70,37
894,R894,7,98,85
895,R895,16,19,19
896,R896,30,3,85
897,R897,55,73,49
898,R898,13,61,29
899,R899,40,22,42
900,R900,28,35,12
901,R901,98,78,72
902,R902,95,36,13
903,R903,28,95,66
904,R904,10,81,66
905,R905,96,66,53
906,R906,66,62,15
907,R907,17,23,4
908,R908,16,32,71
909,R909,79,72,31
910,R910,33,69,83
911,R911,56,13,84
912,R912,2,67,93
913,R913,83,7,67
914,R914,63,93,76
915,R915,65,33,75
916,R916,35,43,8
917,R917,81,36,11
918,R918,52,60,79
919,R919,15,92,93
920,R920,73,33,33
921,R921,9,31,37
922,R922,2,47,82
923,R923,78,11,6
924,R924,21,13,16
925,R925,14,34,11
926,R926,8,95,75
927,R927,80,22,99
928,R928,93,89,24
929,R929,1,99,58
930,R930,32,2,59
931,R931,5,90,11
932,R932,65,68,56
933,R933,58,14,100
934,R934,91,48,83
935,R935,64,24,27
936,R936,74,38,94
937,R937,50,91,52
938,R938,87,88,60
939,R939,66,48,10
940,R940,92,73,22
941,R941,45,90,45
942,R942,84,77,12
943,R943,65,83,17
944,R944,15,66,84
945,R945,40,68,11
946,R946,41,79,16
947,R947,8,93,2
948,R948,12,41,33
949,R949,18,67,99
950,R950,5,5,31
951,R951,31,28,13
952,R952,65,5,60
953,R953,76,26,36
954,R954,21,28,58
955,R955,32,72,6
956,R956,38,25,67
957,R957,66,89,59
958,R958,30,94,1
959,R959,95,80,38
960,R960,54,1,48
961,R961,11,5,35
962,R962,58,33,72
963,R963,94,75,69
964,R964,21,95,37
965,R965,33,93,90
966,R966,80,60,41
967,R967,23,35,8
968,R968,68,91,53
969,R969,53,74,53
970,R970,53,10,59
971,R971,73,86,61
972,R972,31,37,55
973,R973,72,37,21
974,R974,58,52,56
975,R975,40,78,42
976,R976,47,34,73
977,R977,66,8,87
978,R978,63,20,87
979,R979,39,34,93
980,R980,43,14,92
981,R981,32,41,32
982,R982,52,82,60
983,R983,30,25,70
984,R984,79,31,37
985,R985,7,11,30
986,R986,52,33,49
987,R987,26,54,4
988,R988,66,62,99
989,R989,11,3,16
990,R990,97,58,90
991,R991,54,35,69
992,R992,24,35,33
993,R993,20,10,95
994,R994,23,8,11
995,R995,63,28,39
996,R996,61,64,37
997,R997,74,93,20
998,R998,98,61,11
999,R999,100,97,61
1000,R1000,25,11,69
1001,R1001,33,26,65
1002,R1002,3,5,4
1003,R1003,54,7,48
1004,R1004,33,82,76
1005,R1005,91,89,10
1006,R1006,49,17,62
1007,R1007,93,19,41
1008,R1008,53,40,20
1009,R1009,47,42,67
1010,R1010,53,15,44
1011,R1011,52,83,26
1012,R1012,88,74,82
1013,R1013,50,19,85
1014,R1014,38,79,87
1015,R1015,60,41,36
1016,R1016,63,9,28
1017,R1017,74,61,71
1018,R1018,6,88,5
1019,R1019,33,56,60
1020,R1020,60,66,95
1021,R1021,29,39,99
1022,R1022,48,31,32
1023,R1023,35,64,41
1024,R1024,77,52,32
1025,R1025,16,90,95
1026,R1026,92,97,61
1027,R1027,42,20,2
1028,R1028,16,34,69
1029,R1029,39,24,20
1030,R1030,95,33,47
1031,R1031,25,32,67
1032,R1032,26,27,10
1033,R1033,98,58,60
1034,R1034,77,50,50
1035,R1035,87,100,80
1036,R1036,26,32,39
1037,R1037,95,12,7
1038,R1038,1,95,22
1039,R1039,3,70,37
1040,R1040,19,65,43
1041,R1041,93,66,78
1042,R1042,12,13,97
1043,R1043,38,62,94
1044,R1044,57,36,89
1045,R1045,50,9,28
1046,R1046,42,20,79
1047,R1047,75,40,81
1048,R1048,9,19,30
1049,R1049,3,37,23
1050,R1050,73,16,34
1051,R1051,26,12,93
1052,R1052,70,91,86
1053,R1053,49,7,62
1054,R1054,92,94,3
1055,R1055,69,84,65
1056,R1056,98,97,8
1057,R1057,90,96,40
1058,R1058,84,8,88
1059,R1059,94,30,43
1060,R1060,18,91,21
1061,R1061,17,38,22
1062,R1062,99,94,20
1063,R1063,76,29,14
1064,R1064,58,84,8
1065,R1065,61,38,95
1066,R1066,90,96,77
1067,R1067,77,32,81
1068,R1068,53,89,79
1069,R1069,50,38,37
1070,R1070,51,67,11
1071,R1071,21,96,97
1072,R1072,98,57,61
1073,R1073,72,11,85
1074,R1074,35,97,98
1075,R1075,35,65,98
1076,R1076,34,85,96
1077,R1077,54,83,1
1078,R1078,47,74,50
1079,R1079,35,68,54
1080,R1080,13,76,80
1081,R1081,85,51,4
1082,R1082,56,86,43
1083,R1083,94,28,93
1084,R1084,75,71,37
1085,R1085,10,79,92
1086,R1086,64,58,71
1087,R1087,67,13,74
1088,R1088,60,77,70
1089,R1089,3,54,93
1090,R1090,23,47,67
1091,R1091,83,52,44
1092,R1092,9,20,93
1093,R1093,16,71,2
1094,R1094,9,19,44
1095,R1095,44,76,3
1096,R1096,94,8,57
1097,R1097,33,53,20
1098,R1098,80,84,22
1099,R1099,23,74,56
1100,R1100,48,85,11
1101,R1101,30,55,37
1102,R1102,47,71,51
1103,R1103,77,69,75
1104,R1104,31,15,64
1105,R1105,44,37,34
1106,R1106,44,38,49
1107,R1107,41,26,54
1108,R1108,26,73,14
1109,R1109,15,28,26
1110,R1110,46,25,73
1111,R1111,67,12,15
1112,R1112,6,54,32
1113,R1113,65,1,19
1114,R1114,32,43,7
1115,R1115,10,2,73
1116,R1116,81,33,33
1117,R1117,41,55,28
1118,R1118,99,75,27
1119,R1119,23,87,7
1120,R1120,24,84,44
1121,R1121,29,18,31
1122,R1122,54,3,95
1123,R1123,71,39,39
1124,R1124,43,87,32
1125,R1125,61,83,71
1126,R1126,57,68,15
1127,R1127,7,88,60
1128,R1128,66,44,38
1129,R1129,89,16,56
1130,R1130,16,84,8
1131,R1131,99,45,4
1132,R1132,27,5,13
1133,R1133,65,55,58
1134,R1134,46,52,95
1135,R1135,63,38,75
1136,R1136,44,1,89
1137,R1137,76,3,15
1138,R1138,87,31,2
1139,R1139,96,73,97
1140,R1140,69,15,1
1141,R1141,79,40,36
1142,R1142,62,72,77
1143,R1143,9,84,35
1144,R1144,83,1,88
1145,R1145,36,56,82
1146,R1146,45,13,52
1147,R1147,81,47,96
1148,R1148,41,76,3
1149,R1149,20,61,30
1150,R1150,51,70,51
1151,R1151,5,57,15
1152,R1152,29,92,21
1153,R1153,62,32,10
1154,R1154,72,62,48
1155,R1155,60,13,90
1156,R1156,100,41,60
1157,R1157,46,4,15
1158,R1158,71,62,2
1159,R1159,4,51,43
1160,R1160,58,89,61
1161,R1161,3,4,68
1162,R1162,33,99,79
1163,R1163,42,98,58
1164,R1164,50,51,48
1165,R1165,26,10,97
1166,R1166,39,36,28
1167,R1167,17,78,44
1168,R1168,62,3,88
1169,R1169,1,1,5
1170,R1170,20,62,11
1171,R1171,63,72,9
1172,R1172,44,51,84
1173,R1173,40,29,17
1174,R1174,70,49,7
1175,R1175,5,38,11
1176,R1176,54,6,91
1177,R1177,54,67,92
1178,R1178,18,90,87
1179,R1179,52,28,7
1180,R1180,98,4,12
1181,R1181,32,73,40
1182,R1182,29,70,87
1183,R1183,55,84,53
1184,R1184,1,17,99
1185,R1185,13,8,38
1186,R1186,92,79,19
1187,R1187,79,21,98
1188,R1188,54,97,57
1189,R1189,20,65,75
1190,R1190,29,29,9
1191,R1191,55,47,56
1192,R1192,93,56,84
1193,R1193,28,53,70
1194,R1194,96,77,35
1195,R1195,49,95,31
1196,R1196,46,75,56
1197,R1197,13,37,100
1198,R1198,9,70,28
1199,R1199,88,9,51
1200,R1200,79,77,28
1201,R1201,63,4,80
1202,R1202,28,14,77
1203,R1203,79,86,59
1204,R1204,36,38,41
1205,R1205,9,4,52
1206,R1206,53,4,52
1207,R1207,18,22,98
1208,R1208,90,32,67
1209,R1209,44,61,46
1210,R1210,69,53,9
1211,R1211,83,30,86
1212,R1212,93,24,56
1213,R1213,54,75,45
1214,R1214,24,83,29
1215,R1215,88,93,81
1216,R1216,65,56,88
1217,R1217,72,34,26
1218,R1218,55,99,10
1219,R1219,61,37,44
1220,R1220,40,14,12
1221,R1221,90,4,49
1222,R1222,15,51,75
1223,R1223,87,28,87
1224,R1224,6,90,57
1225,R1225,64,88,14
1226,R1226,3,45,58
1227,R1227,88,78,18
