id,label,Elevation,Aspect
149,R149,3703,266
150,R150,3031,260
151,R151,3715,331
152,R152,2082,242
153,R153,3288,269
154,R154,1977,217
155,R155,3325,151
156,R156,2009,130
157,R157,3526,217
158,R158,2698,124
159,R159,2474,315
160,R160,3824,41
161,R161,2588,97
162,R162,2411,53
163,R163,3091,304
164,R164,3053,276
165,R165,2044,341
166,R166,3328,321
167,R167,2923,340
168,R168,3439,202
169,R169,3574,317
170,R170,2968,119
171,R171,2937,202
172,R172,2477,269
173,R173,3583,112
174,R174,2656,31
175,R175,2990,30
176,R176,3237,30
177,R177,3674,284
178,R178,2426,337
179,R179,3297,105
180,R180,2512,252
181,R181,2886,96
182,R182,2543,192
183,R183,3126,64
184,R184,3177,70
185,R185,2538,6
186,R186,3784,165
187,R187,3784,110
188,R188,3652,65
189,R189,2014,236
190,R190,3704,307
191,R191,2886,289
192,R192,1946,184
193,R193,3129,283
194,R194,1968,327
195,R195,3573,310
196,R196,3329,120
197,R197,3273,202
198,R198,2750,350
199,R199,2395,269
200,R200,3062,78
201,R201,3128,246
202,R202,2223,76
203,R203,2830,135
204,R204,2021,243
205,R205,3067,67
206,R206,2532,127
207,R207,2782,20
208,R208,2286,276
209,R209,2794,275
210,R210,2402,170
211,R211,3611,261
212,R212,2443,6
213,R213,3150,107
214,R214,2214,146
215,R215,2956,33
216,R216,3625,26
217,R217,2839,294
218,R218,3846,39
219,R219,2213,353
220,R220,2974,162
221,R221,2796,161
222,R222,1921,192
223,R223,2419,62
224,R224,3745,99
225,R225,3024,224
226,R226,3837,258
227,R227,3424,97
228,R228,3729,266
229,R229,3368,220
230,R230,2663,346
231,R231,2443,357
232,R232,3571,9
233,R233,2626,106
234,R234,3714,160
235,R235,3116,42
236,R236,3223,35
237,R237,2502,38
238,R238,3393,119
239,R239,2725,326
240,R240,1896,191
241,R241,2650,268
242,R242,3020,287
243,R243,3607,347
244,R244,2175,118
245,R245,1936,173
246,R246,2067,131
247,R247,3595,129
248,R248,2070,32
249,R249,2754,223
250,R250,2763,310
251,R251,3541,194
252,R252,3270,155
253,R253,1913,114
254,R254,2712,330
255,R255,1869,338
256,R256,2777,138
257,R257,2555,187
258,R258,1989,74
259,R259,2399,359
260,R260,3849,346
261,R261,1908,24
262,R262,1877,2
263,R263,3679,271
264,R264,2437,313
265,R265,3459,118
266,R266,3501,359
267,R267,2649,248
268,R268,2032,262
269,R269,2334,180
270,R270,3487,130
271,R271,3720,20
272,R272,2452,49
273,R273,2572,313
274,R274,3088,313
275,R275,3816,234
276,R276,3754,84
277,R277,3579,162
278,R278,2785,2
279,R279,2580,65
280,R280,2445,278
281,R281,2125,39
282,R282,3742,101
283,R283,2473,166
284,R284,2772,175
285,R285,3291,119
286,R286,3178,329
287,R287,3735,241
288,R288,2961,336
289,R289,3347,109
290,R290,2664,344
291,R291,3198,305
292,R292,2748,115
293,R293,3600,221
294,R294,2812,219
295,R295,2386,288
296,R296,3157,353
297,R297,2101,312
298,R298,3562,198
299,R299,1891,36
300,R300,3648,9
301,R301,3783,152
302,R302,2319,7
303,R303,2614,10
304,R304,2763,3
305,R305,2274,327
306,R306,3392,155
307,R307,2978,310
308,R308,3084,13
309,R309,3844,217
310,R310,2374,330
311,R311,3614,98
312,R312,3029,231
313,R313,3626,159
314,R314,3816,113
315,R315,2596,210
316,R316,2328,102
317,R317,3010,197
318,R318,3234,32
319,R319,3585,2
320,R320,2605,93
321,R321,1882,356
322,R322,2457,141
323,R323,3381,9
324,R324,3467,92
325,R325,2822,199
326,R326,2659,270
327,R327,3700,89
328,R328,2856,224
329,R329,1884,45
330,R330,3021,117
331,R331,3740,188
332,R332,2827,84
333,R333,2598,310
334,R334,2747,218
335,R335,3634,8
336,R336,2099,45
337,R337,1939,230
338,R338,2253,147
339,R339,3723,217
340,R340,3145,155
341,R341,2970,70
342,R342,2354,160
343,R343,2441,189
344,R344,2137,353
345,R345,2695,56
346,R346,3821,185
347,R347,1934,340
348,R348,2956,200
349,R349,2583,242
350,R350,1908,97
351,R351,2330,155
352,R352,2181,57
353,R353,3464,340
354,R354,2945,335
355,R355,2192,154
356,R356,1983,276
357,R357,1968,180
358,R358,3117,234
359,R359,2728,158
360,R360,3407,18
361,R361,2098,242
362,R362,2326,255
363,R363,3808,282
364,R364,2074,69
365,R365,3837,120
366,R366,2016,26
367,R367,2292,150
368,R368,3378,35
369,R369,2157,299
370,R370,2562,173
371,R371,2172,74
372,R372,1912,296
373,R373,3067,243
374,R374,3270,196
375,R375,3344,190
376,R376,2670,263
377,R377,2817,178
378,R378,3811,128
379,R379,3182,76
380,R380,1907,261
381,R381,2868,198
382,R382,3672,90
383,R383,2646,241
384,R384,2291,239
385,R385,2119,251
386,R386,3494,211
387,R387,2698,351
388,R388,2680,81
389,R389,1907,165
390,R390,3670,62
391,R391,2552,140
392,R392,2848,69
393,R393,3593,32
394,R394,2367,281
395,R395,2853,139
396,R396,2197,172
397,R397,2799,164
398,R398,3234,179
399,R399,3230,195
400,R400,2489,357
401,R401,3824,287
402,R402,2975,302
403,R403,2155,206
404,R404,2115,1
405,R405,3686,94
406,R406,3053,144
407,R407,3552,339
408,R408,2504,224
409,R409,2046,234
410,R410,3538,340
411,R411,2956,209
412,R412,3000,342
413,R413,3793,358
414,R414,2005,6
415,R415,2216,24
416,R416,3044,155
417,R417,3232,25
418,R418,3116,231
419,R419,3328,273
420,R420,3081,43
421,R421,2921,304
422,R422,2307,216
423,R423,2563,85
424,R424,2201,245
425,R425,2541,164
426,R426,3744,211
427,R427,2513,2
428,R428,2691,223
429,R429,2623,329
430,R430,2761,148
431,R431,2506,84
432,R432,3159,81
433,R433,3341,59
434,R434,2252,68
435,R435,2590,124
436,R436,1931,243
437,R437,3722,336
438,R438,3112,54
439,R439,3821,330
440,R440,2305,349
441,R441,3408,125
442,R442,2713,256
443,R443,1886,53
444,R444,2329,92
445,R445,2243,39
446,R446,1966,351
447,R447,1941,265
448,R448,3063,296
449,R449,2449,345
450,R450,2122,90
451,R451,3619,268
452,R452,1972,211
453,R453,3176,45
454,R454,3201,103
455,R455,2287,192
456,R456,3578,253
457,R457,2561,130
458,R458,1960,215
459,R459,2382,130
460,R460,2127,140
461,R461,1897,222
462,R462,2582,176
463,R463,2209,280
464,R464,1873,117
465,R465,3143,146
466,R466,3144,16
467,R467,2763,233
468,R468,3008,200
469,R469,2589,199
470,R470,3130,330
471,R471,3348,110
472,R472,3636,244
473,R473,3695,199
474,R474,2668,37
475,R475,2221,57
476,R476,3233,289
477,R477,3005,28
478,R478,3491,140
479,R479,2133,292
480,R480,2419,103
481,R481,3176,355
482,R482,2460,258
483,R483,2594,353
484,R484,2878,101
485,R485,2799,111
486,R486,3407,260
487,R487,3847,176
488,R488,3169,256
489,R489,3760,109
490,R490,2788,280
491,R491,3295,133
492,R492,2650,328
493,R493,2026,96
494,R494,3039,182
495,R495,3463,114
496,R496,2519,102
497,R497,2361,170
498,R498,3825,235
499,R499,1875,215
500,R500,2642,63
501,R501,2496,201
502,R502,2324,339
503,R503,2770,70
504,R504,3419,166
505,R505,3155,231
506,R506,3406,15
507,R507,3124,62
508,R508,2025,199
509,R509,1880,158
510,R510,1902,0
511,R511,3187,240
512,R512,2704,315
513,R513,2646,50
514,R514,2891,357
515,R515,3478,95
516,R516,3400,145
517,R517,3775,195
518,R518,1945,77
519,R519,2778,15
520,R520,3847,219
521,R521,3788,56
522,R522,3848,251
523,R523,3524,79
524,R524,3430,43
525,R525,2257,345
526,R526,1893,310
527,R527,2514,42
528,R528,1868,206
529,R529,3768,340
530,R530,2027,291
531,R531,2394,177
532,R532,2650,319
533,R533,3550,177
534,R534,3852,123
535,R535,1861,322
536,R536,3203,274
537,R537,2100,51
538,R538,2562,163
539,R539,3774,82
540,R540,1924,266
541,R541,2855,96
542,R542,2436,144
543,R543,3213,29
544,R544,3156,62
545,R545,3262,20
546,R546,3004,345
547,R547,1911,69
548,R548,3195,72
549,R549,3019,305
550,R550,3674,320
551,R551,2376,304
552,R552,3063,183
553,R553,2094,168
554,R554,2324,317
555,R555,2344,3
556,R556,3410,106
557,R557,2010,148
558,R558,3491,22
559,R559,2441,242
560,R560,2913,75
561,R561,3236,124
562,R562,1860,155
563,R563,3583,179
564,R564,2752,20
565,R565,3670,172
566,R566,2338,115
567,R567,2331,264
568,R568,3455,140
569,R569,2554,39
570,R570,2020,19
571,R571,2884,221
572,R572,2039,221
573,R573,3163,227
574,R574,3776,9
575,R575,2627,267
576,R576,2684,137
577,R577,2639,290
578,R578,2806,320
579,R579,3506,255
580,R580,2115,114
581,R581,2493,335
582,R582,2058,73
583,R583,3568,28
584,R584,2931,199
585,R585,3391,1
586,R586,2406,252
587,R587,3205,11
588,R588,3787,232
589,R589,3128,349
590,R590,2901,133
591,R591,2436,359
592,R592,2073,72
593,R593,2916,211
594,R594,3141,245
595,R595,2507,3
596,R596,3090,95
597,R597,2494,303
598,R598,3112,71
599,R599,2628,123
600,R600,2893,248
601,R601,3642,289
602,R602,2075,359
603,R603,2379,34
604,R604,2955,157
605,R605,2383,273
606,R606,2759,353
607,R607,2654,345
608,R608,3317,201
609,R609,1932,195
610,R610,2356,43
611,R611,2448,185
612,R612,3083,230
613,R613,3633,30
614,R614,3699,14
615,R615,2926,119
616,R616,2805,329
617,R617,3106,200
618,R618,3713,229
619,R619,3219,90
620,R620,2469,132
621,R621,3441,89
622,R622,2501,68
623,R623,3581,343
624,R624,3375,135
625,R625,2502,260
626,R626,2765,178
627,R627,3017,25
628,R628,3359,322
629,R629,1932,147
630,R630,2167,331
631,R631,2817,260
632,R632,2319,79
633,R633,2544,172
634,R634,3101,233
635,R635,2997,60
636,R636,3462,284
637,R637,2600,206
638,R638,3285,243
639,R639,1892,327
640,R640,2346,193
641,R641,3165,133
642,R642,3384,287
643,R643,2170,282
644,R644,3061,125
645,R645,2811,215
646,R646,3781,243
647,R647,2493,236
648,R648,3566,356
649,R649,3133,356
650,R650,2481,220
651,R651,3164,259
652,R652,2098,12
653,R653,2680,141
654,R654,2917,357
655,R655,3684,20
656,R656,2151,63
657,R657,3277,108
658,R658,2442,213
659,R659,2092,157
660,R660,3743,121
661,R661,3811,337
662,R662,3275,187
663,R663,2882,181
664,R664,2912,59
665,R665,3074,49
666,R666,2412,281
667,R667,2268,273
668,R668,2856,35
669,R669,2464,173
670,R670,3247,169
671,R671,2172,346
672,R672,3830,272
673,R673,1882,83
674,R674,1860,60
675,R675,3515,69
676,R676,2211,277
677,R677,3349,294
678,R678,2330,272
679,R679,2658,197
680,R680,3742,110
681,R681,2404,224
682,R682,3154,215
683,R683,2779,312
684,R684,2165,6
685,R685,2962,120
686,R686,3077,45
687,R687,2531,132
688,R688,2176,153
689,R689,2290,113
690,R690,2128,295
691,R691,2973,174
692,R692,2609,278
693,R693,2993,263
694,R694,2529,80
695,R695,3564,98
696,R696,2895,132
697,R697,2298,344
698,R698,1862,314
699,R699,3394,157
700,R700,1941,203
701,R701,3238,327
702,R702,3281,117
703,R703,1995,222
704,R704,3083,189
705,R705,2225,55
706,R706,1860,327
707,R707,2350,130
708,R708,3598,110
709,R709,2126,115
710,R710,3818,167
711,R711,2660,124
712,R712,3404,323
713,R713,2824,18
714,R714,3554,201
715,R715,3426,204
716,R716,2172,170
717,R717,3287,332
718,R718,3644,174
719,R719,1939,222
720,R720,3193,25
721,R721,2449,148
722,R722,2068,340
723,R723,2248,286
724,R724,3690,216
725,R725,2882,182
726,R726,3022,310
727,R727,2287,296
728,R728,3658,306
729,R729,2423,351
730,R730,3009,43
731,R731,3125,168
732,R732,3093,200
733,R733,3806,132
734,R734,2881,169
735,R735,2302,323
736,R736,2680,317
737,R737,2661,294
738,R738,2979,126
739,R739,3048,191
740,R740,2147,24
741,R741,3374,276
742,R742,3761,192
743,R743,2166,289
744,R744,2649,94
745,R745,3501,45
746,R746,2003,294
747,R747,2372,112
748,R748,2740,316
749,R749,3450,202
750,R750,3831,118
751,R751,2875,303
752,R752,3634,162
753,R753,3316,150
754,R754,1937,92
755,R755,2874,94
756,R756,3601,312
757,R757,2297,152
758,R758,2164,83
759,R759,3604,312
760,R760,1876,323
761,R761,1868,267
762,R762,3499,281
763,R763,2350,172
764,R764,3352,237
765,R765,2774,282
766,R766,2962,58
767,R767,3747,154
768,R768,3685,123
769,R769,3270,310
770,R770,3372,74
771,R771,3642,298
772,R772,2733,196
773,R773,3760,82
774,R774,3081,320
775,R775,3406,2
776,R776,1888,25
777,R777,2499,71
778,R778,2071,198
779,R779,3116,292
780,R780,3772,226
781,R781,2808,21
782,R782,2797,29
783,R783,3476,350
784,R784,3270,269
785,R785,2613,4
786,R786,2181,253
787,R787,2207,122
788,R788,3007,316
789,R789,3099,164
790,R790,2964,184
791,R791,2935,178
792,R792,2135,172
793,R793,3249,62
794,R794,2798,74
795,R795,3469,303
796,R796,2060,117
797,R797,3376,321
798,R798,2691,138
799,R799,3533,321
800,R800,1911,188
801,R801,3732,334
802,R802,2355,7
803,R803,3067,266
804,R804,2993,359
805,R805,3397,154
806,R806,2930,352
807,R807,2320,262
808,R808,3243,120
809,R809,2452,95
810,R810,2980,275
811,R811,3589,10
812,R812,2051,278
813,R813,3023,159
814,R814,3311,302
815,R815,2869,23
816,R816,3446,46
817,R817,2051,313
818,R818,2674,242
819,R819,2774,186
820,R820,3349,341
821,R821,2815,138
822,R822,3195,160
823,R823,3399,345
824,R824,2875,45
825,R825,2511,313
826,R826,3475,260
827,R827,2668,42
828,R828,2181,356
829,R829,3501,181
830,R830,2029,303
831,R831,2103,169
832,R832,2984,103
833,R833,2151,331
834,R834,2514,343
835,R835,3000,287
836,R836,3362,191
837,R837,3557,268
838,R838,2111,214
839,R839,3137,107
840,R840,2179,128
841,R841,3147,110
842,R842,2839,319
843,R843,3122,40
844,R844,2117,126
845,R845,3602,188
846,R846,2525,337
847,R847,2537,306
848,R848,3163,20
849,R849,2789,143
850,R850,2916,64
851,R851,2921,244
852,R852,3716,24
853,R853,2761,82
854,R854,3370,120
855,R855,3243,208
856,R856,2348,338
857,R857,1976,251
858,R858,3746,176
859,R859,1912,216
860,R860,3648,184
861,R861,2563,330
862,R862,2143,236
863,R863,2375,105
864,R864,3116,43
865,R865,2289,345
866,R866,2262,277
867,R867,2624,70
868,R868,3636,98
869,R869,2873,75
870,R870,3580,172
871,R871,2761,6
872,R872,2034,193
873,R873,3561,242
874,R874,2894,354
875,R875,2583,307
876,R876,2965,125
877,R877,2958,6
878,R878,3701,188
879,R879,2915,296
880,R880,3485,287
881,R881,3175,4
882,R882,2718,305
883,R883,2057,154
884,R884,2187,251
885,R885,2020,359
886,R886,2124,242
887,R887,3817,104
888,R888,3616,5
889,R889,2964,218
890,R890,3797,319
891,R891,3218,97
892,R892,2070,97
893,R893,2503,258
894,R894,2784,254
895,R895,2352,260
896,R896,2455,355
897,R897,2735,242
898,R898,2567,244
899,R899,2671,177
900,R900,3753,237
901,R901,3449,318
902,R902,1994,13
903,R903,1918,245
904,R904,3561,305
905,R905,3032,15
906,R906,2594,155
907,R907,3119,198
908,R908,2071,14
909,R909,3770,294
910,R910,3430,30
911,R911,3561,304
912,R912,2582,291
913,R913,3578,243
914,R914,3858,108
915,R915,2052,274
916,R916,3349,155
917,R917,3655,200
918,R918,2136,270
919,R919,2309,141
920,R920,2179,357
921,R921,3078,105
922,R922,2042,346
923,R923,2033,346
924,R924,2710,275
925,R925,3224,230
926,R926,2263,247
927,R927,2253,65
928,R928,2363,58
929,R929,2215,158
930,R930,2311,195
931,R931,1933,309
932,R932,2845,37
933,R933,2952,76
934,R934,2838,103
935,R935,3037,269
936,R936,2725,107
937,R937,3665,317
938,R938,3072,255
939,R939,3375,185
940,R940,3560,348
941,R941,3654,142
942,R942,2392,63
943,R943,2306,211
944,R944,1871,63
945,R945,3625,252
946,R946,2860,285
947,R947,2313,255
948,R948,3650,181
949,R949,2498,118
950,R950,2696,337
951,R951,3384,78
952,R952,3801,45
953,R953,3697,153
954,R954,3564,219
955,R955,3570,266
956,R956,2761,345
957,R957,2097,305
958,R958,3049,230
959,R959,1950,0
960,R960,2650,224
961,R961,3178,292
962,R962,2544,247
963,R963,3482,314
964,R964,3857,219
965,R965,2762,128
966,R966,2479,337
967,R967,2156,181
968,R968,3083,239
969,R969,2899,125
970,R970,2208,139
971,R971,2967,271
972,R972,2692,164
973,R973,2853,220
974,R974,3145,275
975,R975,3154,17
976,R976,3240,134
977,R977,3698,51
978,R978,3602,277
979,R979,2874,38
980,R980,2320,145
981,R981,2360,136
982,R982,2522,9
983,R983,2829,176
984,R984,2391,264
985,R985,2555,262
986,R986,3611,205
987,R987,2421,221
988,R988,3595,26
989,R989,1901,32
990,R990,3614,248
991,R991,2751,199
992,R992,2242,80
993,R993,3522,91
994,R994,2169,269
995,R995,3074,318
996,R996,3746,11
997,R997,1941,194
998,R998,2896,254
999,R999,2889,120
1000,R1000,3192,285
1001,R1001,1896,68
1002,R1002,2462,229
1003,R1003,2006,289
1004,R1004,3774,357
1005,R1005,3720,279
1006,R1006,2871,74
1007,R1007,2556,256
1008,R1008,2477,196
1009,R1009,2230,37
1010,R1010,2140,287
1011,R1011,2567,22
1012,R1012,2375,76
1013,R1013,2102,47
1014,R1014,1981,354
1015,R1015,2461,70
1016,R1016,2049,245
1017,R1017,3358,96
1018,R1018,2441,144
1019,R1019,1911,231
1020,R1020,3093,195
1021,R1021,3465,12
1022,R1022,2248,119
1023,R1023,3793,154
1024,R1024,2807,250
1025,R1025,1866,35
1026,R1026,2949,312
1027,R1027,3671,325
1028,R1028,2971,187
1029,R1029,2544,147
1030,R1030,3388,73
1031,R1031,3583,98
1032,R1032,3257,339
1033,R1033,3769,284
1034,R1034,3060,144
1035,R1035,1917,140
1036,R1036,2685,90
1037,R1037,3602,218
1038,R1038,3257,105
1039,R1039,3644,17
1040,R1040,3468,348
1041,R1041,3331,216
1042,R1042,3811,89
1043,R1043,3095,24
1044,R1044,2318,134
1045,R1045,3006,309
1046,R1046,3420,161
1047,R1047,3526,93
1048,R1048,2450,73
1049,R1049,3695,14
1050,R1050,3546,193
1051,R1051,3621,285
1052,R1052,2766,161
1053,R1053,3521,296
1054,R1054,2416,337
1055,R1055,2167,222
1056,R1056,3462,54
1057,R1057,2774,29
1058,R1058,2466,114
1059,R1059,1946,158
1060,R1060,2108,220
1061,R1061,3192,147
1062,R1062,3155,243
1063,R1063,2058,66
1064,R1064,2469,249
1065,R1065,3474,253
1066,R1066,3519,304
1067,R1067,3849,68
1068,R1068,3837,291
1069,R1069,2212,277
1070,R1070,2663,156
1071,R1071,2403,115
1072,R1072,3768,56
1073,R1073,3100,106
1074,R1074,3371,5
1075,R1075,2961,161
1076,R1076,1932,231
1077,R1077,1913,129
1078,R1078,3501,138
1079,R1079,3312,54
1080,R1080,2936,48
1081,R1081,2108,248
1082,R1082,3566,196
1083,R1083,2637,100
1084,R1084,2088,316
1085,R1085,2455,322
1086,R1086,2152,86
1087,R1087,3779,167
1088,R1088,2746,241
1089,R1089,2734,9
1090,R1090,3118,202
1091,R1091,2617,297
1092,R1092,2376,273
1093,R1093,3694,293
1094,R1094,2100,180
1095,R1095,2336,211
1096,R1096,3202,343
1097,R1097,1865,257
1098,R1098,3771,220
1099,R1099,2567,268
1100,R1100,2004,2
1101,R1101,2517,303
1102,R1102,2468,153
1103,R1103,2486,332
1104,R1104,3350,358
1105,R1105,2416,36
1106,R1106,2369,192
1107,R1107,2487,31
1108,R1108,2787,101
1109,R1109,1960,11
1110,R1110,3386,9
1111,R1111,3537,68
1112,R1112,3585,19
1113,R1113,3212,222
1114,R1114,2519,337
1115,R1115,3133,248
1116,R1116,3659,331
1117,R1117,3500,48
1118,R1118,2599,106
1119,R1119,3512,90
1120,R1120,1986,30
1121,R1121,2191,284
1122,R1122,3845,118
1123,R1123,2740,105
1124,R1124,3181,3
1125,R1125,2288,315
1126,R1126,3746,26
1127,R1127,2264,14
1128,R1128,2166,263
1129,R1129,2951,259
1130,R1130,2317,250
1131,R1131,2582,65
1132,R1132,1950,241
1133,R1133,3420,322
1134,R1134,2794,216
1135,R1135,3844,204
1136,R1136,2969,71
1137,R1137,2406,165
1138,R1138,2241,80
1139,R1139,2379,84
1140,R1140,2109,301
1141,R1141,3267,341
1142,R1142,3799,191
1143,R1143,2409,139
1144,R1144,2704,196
1145,R1145,3799,215
1146,R1146,3020,163
1147,R1147,3467,325
1148,R1148,2680,76
1149,R1149,2041,273
1150,R1150,3809,245
1151,R1151,2765,118
1152,R1152,2677,336
1153,R1153,3057,219
1154,R1154,1966,229
1155,R1155,3514,131
1156,R1156,2980,57
1157,R1157,2654,246
1158,R1158,3502,264
1159,R1159,2274,176
1160,R1160,3645,276
1161,R1161,2240,227
1162,R1162,3003,158
1163,R1163,2508,175
1164,R1164,3735,303
1165,R1165,1979,260
1166,R1166,2717,34
1167,R1167,3593,12
1168,R1168,2037,261
1169,R1169,2684,8
1170,R1170,2437,24
1171,R1171,3696,338
1172,R1172,3831,145
1173,R1173,2583,356
1174,R1174,3648,256
1175,R1175,2553,203
1176,R1176,3092,19
1177,R1177,3455,290
1178,R1178,1996,192
1179,R1179,2795,142
1180,R1180,2591,296
1181,R1181,2354,308
1182,R1182,3532,32
1183,R1183,2376,32
1184,R1184,3161,61
1185,R1185,2425,213
1186,R1186,3817,4
1187,R1187,3500,181
1188,R1188,2005,264
1189,R1189,3193,225
1190,R1190,3563,231
1191,R1191,2694,124
1192,R1192,2673,42
1193,R1193,3806,264
1194,R1194,3541,269
1195,R1195,2645,174
1196,R1196,2183,9
1197,R1197,3312,45
1198,R1198,2932,216
1199,R1199,3367,321
1200,R1200,2404,263
1201,R1201,3401,92
1202,R1202,3763,153
1203,R1203,3051,250
1204,R1204,3431,126
1205,R1205,3289,348
1206,R1206,3480,283
1207,R1207,3026,208
1208,R1208,3041,205
1209,R1209,3443,54
1210,R1210,2673,44
1211,R1211,2974,57
1212,R1212,3228,105
1213,R1213,3207,156
1214,R1214,2440,125
1215,R1215,2088,172
1216,R1216,3847,16
1217,R1217,2117,317
1218,R1218,3694,177
1219,R1219,3741,271
1220,R1220,2567,158
1221,R1221,3192,336
1222,R1222,3504,299
1223,R1223,2782,339
1224,R1224,3051,348
1225,R1225,2018,49
1226,R1226,3575,228
1227,R1227,2576,167
1228,R1228,2783,168
1229,R1229,2599,202
1230,R1230,3000,255
1231,R1231,2647,137
1232,R1232,2619,118
1233,R1233,3179,36
1234,R1234,3594,63
1235,R1235,2628,109
1236,R1236,2531,182
1237,R1237,3039,3
1238,R1238,2397,272
1239,R1239,2987,149
1240,R1240,2510,19
1241,R1241,2585,359
1242,R1242,2558,308
1243,R1243,2349,259
1244,R1244,2133,316
1245,R1245,3759,62
1246,R1246,2557,316
1247,R1247,2433,296
1248,R1248,3123,198
1249,R1249,2465,34
1250,R1250,2821,27
1251,R1251,2302,159
1252,R1252,2355,356
1253,R1253,3805,205
1254,R1254,2689,30
1255,R1255,2822,316
1256,R1256,3380,252
1257,R1257,2224,291
1258,R1258,2199,271
1259,R1259,2746,51
1260,R1260,3614,86
1261,R1261,3214,198
1262,R1262,3858,174
1263,R1263,3552,86
1264,R1264,2722,207
1265,R1265,3316,148
1266,R1266,3628,188
1267,R1267,3426,119
1268,R1268,1913,132
1269,R1269,2897,188
1270,R1270,3175,321
1271,R1271,2718,250
1272,R1272,3467,130
1273,R1273,2775,45
1274,R1274,2411,211
1275,R1275,2858,255
1276,R1276,2088,298
1277,R1277,3482,317
1278,R1278,3047,325
1279,R1279,3553,170
1280,R1280,2462,294
1281,R1281,2305,182
1282,R1282,2826,27
1283,R1283,2977,121
1284,R1284,3366,153
1285,R1285,3492,269
1286,R1286,3450,316
1287,R1287,3445,299
1288,R1288,1987,141
1289,R1289,2880,225
1290,R1290,2605,30
1291,R1291,3105,265
1292,R1292,3136,1
1293,R1293,3188,353
1294,R1294,2277,188
1295,R1295,3253,330
1296,R1296,2861,166
1297,R1297,2136,134
1298,R1298,2192,355
1299,R1299,3330,66
1300,R1300,3653,79
1301,R1301,3525,10
1302,R1302,3697,11
1303,R1303,2999,35
1304,R1304,3480,26
1305,R1305,2552,101
1306,R1306,2783,258
1307,R1307,3188,298
1308,R1308,2440,99
1309,R1309,3557,41
1310,R1310,2626,280
1311,R1311,3111,190
1312,R1312,2396,278
1313,R1313,2561,126
1314,R1314,2989,223
1315,R1315,2013,287
1316,R1316,3429,50
1317,R1317,3597,0
1318,R1318,2326,215
1319,R1319,2183,257
1320,R1320,3737,47
1321,R1321,3798,150
1322,R1322,2007,252
1323,R1323,2006,2
1324,R1324,2257,113
1325,R1325,3539,139
1326,R1326,2438,227
1327,R1327,2022,224
1328,R1328,3100,30
1329,R1329,2505,183
1330,R1330,3285,208
