id,label,Elevation,Aspect
786,R786,100,69
787,R787,50,27
788,R788,78,65
789,R789,4,59
790,R790,8,82
791,R791,75,61
792,R792,80,99
793,R793,67,80
794,R794,40,92
795,R795,26,89
796,R796,90,99
797,R797,5,49
798,R798,13,62
799,R799,98,64
800,R800,40,70
801,R801,2,50
802,R802,82,75
803,R803,92,36
804,R804,84,35
805,R805,92,95
806,R806,91,8
807,R807,14,58
808,R808,41,74
809,R809,80,42
810,R810,34,65
811,R811,79,67
812,R812,37,32
813,R813,44,71
814,R814,53,46
815,R815,76,81
816,R816,97,88
817,R817,68,59
818,R818,77,45
819,R819,3,45
820,R820,24,64
821,R821,15,37
822,R822,45,69
823,R823,21,88
824,R824,43,71
825,R825,91,85
826,R826,30,91
827,R827,4,65
828,R828,75,74
829,R829,51,48
830,R830,24,32
831,R831,70,91
832,R832,34,55
833,R833,43,50
834,R834,4,38
835,R835,55,95
836,R836,92,54
837,R837,72,94
838,R838,15,72
839,R839,94,10
840,R840,97,60
841,R841,93,13
842,R842,12,27
843,R843,9,47
844,R844,92,74
845,R845,19,42
846,R846,94,78
847,R847,66,76
848,R848,98,63
849,R849,18,94
850,R850,17,97
851,R851,9,17
852,R852,33,75
853,R853,68,91
854,R854,13,58
855,R855,8,2
856,R856,73,3
857,R857,60,79
858,R858,96,58
859,R859,8,28
860,R860,68,88
861,R861,17,70
862,R862,62,17
863,R863,4,97
864,R864,74,41
865,R865,55,16
866,R866,2,1
867,R867,11,48
868,R868,34,34
869,R869,50,72
870,R870,94,61
871,R871,30,59
872,R872,59,19
873,R873,8,37
874,R874,91,29
875,R875,5,47
876,R876,53,11
877,R877,82,73
878,R878,67,80
879,R879,10,53
880,R880,85,46
881,R881,36,36
882,R882,40,65
883,R883,57,7
884,R884,59,35
885,R885,16,46
886,R886,61,27
887,R887,11,79
888,R888,1,27
889,R889,12,57
890,R890,27,95
891,R891,35,79
892,R892,88,34
893,R893,48,7
894,R894,58,31
895,R895,10,100
896,R896,9,94
897,R897,8,52
898,R898,15,85
899,R899,9,41
900,R900,71,82
901,R901,27,50
902,R902,30,35
903,R903,87,8
904,R904,91,31
905,R905,44,32
906,R906,79,76
907,R907,61,40
908,R908,91,66
909,R909,63,76
910,R910,53,23
911,R911,94,53
912,R912,93,96
913,R913,6,85
914,R914,62,97
915,R915,21,68
916,R916,80,80
917,R917,17,32
918,R918,8,27
919,R919,12,99
920,R920,42,3
921,R921,69,16
922,R922,58,38
923,R923,44,91
924,R924,10,43
925,R925,21,11
926,R926,81,96
927,R927,74,32
928,R928,10,92
929,R929,99,89
930,R930,33,25
931,R931,26,33
932,R932,68,87
933,R933,90,21
934,R934,92,50
935,R935,95,6
936,R936,97,27
937,R937,18,17
938,R938,52,26
939,R939,68,16
940,R940,45,41
941,R941,52,61
942,R942,61,74
943,R943,1,19
944,R944,45,51
945,R945,40,70
946,R946,80,75
947,R947,8,17
948,R948,98,41
949,R949,85,66
950,R950,3,35
951,R951,13,52
952,R952,99,22
953,R953,71,15
954,R954,10,56
955,R955,43,54
956,R956,76,53
957,R957,64,48
958,R958,18,36
959,R959,72,41
960,R960,46,69
961,R961,60,88
962,R962,72,22
963,R963,12,85
964,R964,94,54
965,R965,93,2
966,R966,19,64
967,R967,31,82
968,R968,90,100
969,R969,40,43
970,R970,65,60
971,R971,4,94
972,R972,46,6
973,R973,74,43
974,R974,31,83
975,R975,98,11
976,R976,40,88
977,R977,91,66
978,R978,35,84
979,R979,80,36
980,R980,73,17
981,R981,3,51
982,R982,97,67
983,R983,15,41
984,R984,10,1
985,R985,5,74
986,R986,93,37
987,R987,60,11
988,R988,66,45
989,R989,40,21
990,R990,100,95
991,R991,74,10
992,R992,63,23
993,R993,4,83
994,R994,35,47
995,R995,6,9
996,R996,96,78
997,R997,32,5
998,R998,7,90
999,R999,22,21
1000,R1000,19,47
1001,R1001,76,20
1002,R1002,12,79
1003,R1003,33,23
1004,R1004,18,60
1005,R1005,13,70
1006,R1006,30,6
1007,R1007,30,16
1008,R1008,38,73
1009,R1009,33,73
1010,R1010,46,14
1011,R1011,100,51
1012,R1012,61,10
1013,R1013,32,88
1014,R1014,61,29
1015,R1015,81,86
1016,R1016,51,36
1017,R1017,48,76
1018,R1018,13,70
1019,R1019,93,12
1020,R1020,6,83
1021,R1021,67,7
1022,R1022,85,16
1023,R1023,71,54
1024,R1024,14,64
1025,R1025,4,64
1026,R1026,75,49
1027,R1027,83,18
1028,R1028,30,37
1029,R1029,23,10
1030,R1030,86,13
1031,R1031,7,44
1032,R1032,66,58
1033,R1033,86,81
1034,R1034,91,82
1035,R1035,10,73
1036,R1036,44,97
1037,R1037,91,47
1038,R1038,78,83
1039,R1039,10,6
1040,R1040,40,58
1041,R1041,18,41
1042,R1042,59,49
1043,R1043,8,40
1044,R1044,83,59
1045,R1045,83,47
1046,R1046,99,87
1047,R1047,67,9
1048,R1048,8,87
1049,R1049,38,94
1050,R1050,25,75
1051,R1051,38,8
1052,R1052,34,100
1053,R1053,9,41
1054,R1054,8,91
1055,R1055,84,79
1056,R1056,76,50
1057,R1057,52,69
1058,R1058,46,23
1059,R1059,93,43
1060,R1060,8,18
1061,R1061,32,86
1062,R1062,25,78
1063,R1063,39,37
1064,R1064,86,41
1065,R1065,80,81
1066,R1066,82,43
1067,R1067,26,16
1068,R1068,94,17
1069,R1069,60,61
1070,R1070,33,83
1071,R1071,35,86
1072,R1072,17,79
1073,R1073,45,59
1074,R1074,84,70
1075,R1075,45,51
1076,R1076,75,95
1077,R1077,25,77
1078,R1078,3,10
1079,R1079,49,73
1080,R1080,54,46
1081,R1081,32,10
1082,R1082,45,45
1083,R1083,94,16
1084,R1084,45,80
1085,R1085,70,59
1086,R1086,38,8
1087,R1087,7,62
1088,R1088,96,16
1089,R1089,9,57
1090,R1090,6,82
1091,R1091,22,16
1092,R1092,1,58
1093,R1093,37,64
1094,R1094,97,71
1095,R1095,87,75
1096,R1096,91,3
1097,R1097,69,37
1098,R1098,69,90
1099,R1099,59,9
1100,R1100,65,38
1101,R1101,87,80
1102,R1102,86,60
1103,R1103,26,23
1104,R1104,42,75
1105,R1105,77,49
1106,R1106,40,72
1107,R1107,88,40
1108,R1108,35,66
1109,R1109,55,81
1110,R1110,44,70
1111,R1111,26,15
1112,R1112,87,21
1113,R1113,75,71
1114,R1114,98,39
1115,R1115,50,78
1116,R1116,68,87
1117,R1117,56,75
1118,R1118,39,50
1119,R1119,91,69
1120,R1120,44,27
1121,R1121,43,64
1122,R1122,27,3
1123,R1123,96,83
1124,R1124,86,20
1125,R1125,31,6
1126,R1126,86,57
1127,R1127,79,68
1128,R1128,61,37
1129,R1129,16,53
1130,R1130,59,95
1131,R1131,17,95
1132,R1132,48,56
1133,R1133,20,84
1134,R1134,92,8
1135,R1135,12,43
1136,R1136,35,24
1137,R1137,69,92
1138,R1138,35,76
1139,R1139,99,35
1140,R1140,35,45
1141,R1141,60,34
1142,R1142,10,29
1143,R1143,83,1
1144,R1144,77,10
1145,R1145,83,16
1146,R1146,57,84
1147,R1147,69,23
1148,R1148,22,80
1149,R1149,99,63
1150,R1150,15,82
1151,R1151,75,100
1152,R1152,16,33
1153,R1153,91,62
1154,R1154,79,36
1155,R1155,76,50
1156,R1156,71,45
1157,R1157,78,84
1158,R1158,94,30
1159,R1159,72,83
1160,R1160,59,49
1161,R1161,45,96
1162,R1162,13,63
1163,R1163,4,64
1164,R1164,29,68
1165,R1165,60,33
1166,R1166,1,39
1167,R1167,83,34
1168,R1168,42,72
1169,R1169,94,39
1170,R1170,29,98
1171,R1171,93,19
1172,R1172,63,51
1173,R1173,54,50
1174,R1174,83,86
1175,R1175,56,74
1176,R1176,64,6
1177,R1177,67,10
1178,R1178,84,78
1179,R1179,81,91
1180,R1180,97,65
1181,R1181,3,64
1182,R1182,86,61
1183,R1183,72,6
1184,R1184,82,58
1185,R1185,96,85
1186,R1186,99,36
1187,R1187,42,26
1188,R1188,84,48
1189,R1189,94,100
1190,R1190,19,86
1191,R1191,83,88
1192,R1192,11,70
1193,R1193,92,15
1194,R1194,44,59
1195,R1195,96,52
1196,R1196,96,94
1197,R1197,55,18
1198,R1198,18,25
1199,R1199,33,77
1200,R1200,83,83
1201,R1201,61,46
1202,R1202,17,18
1203,R1203,17,43
1204,R1204,39,94
1205,R1205,27,62
1206,R1206,81,26
1207,R1207,20,35
1208,R1208,15,100
1209,R1209,61,59
1210,R1210,48,34
1211,R1211,21,16
1212,R1212,4,74
1213,R1213,68,65
1214,R1214,18,74
1215,R1215,23,35
1216,R1216,34,85
1217,R1217,92,75
1218,R1218,53,5
1219,R1219,43,98
1220,R1220,80,56
1221,R1221,86,34
1222,R1222,20,9
1223,R1223,6,73
1224,R1224,8,77
1225,R1225,57,44
1226,R1226,31,42
1227,R1227,55,97
1228,R1228,67,54
1229,R1229,75,27
1230,R1230,49,34
1231,R1231,17,71
1232,R1232,88,86
1233,R1233,84,92
1234,R1234,14,6
1235,R1235,13,37
1236,R1236,35,12
1237,R1237,46,44
1238,R1238,99,23
1239,R1239,79,38
1240,R1240,13,91
1241,R1241,4,57
1242,R1242,95,12
1243,R1243,92,5
1244,R1244,25,21
1245,R1245,70,72
1246,R1246,31,83
1247,R1247,12,100
1248,R1248,59,21
1249,R1249,85,21
1250,R1250,60,73
1251,R1251,15,21
1252,R1252,68,37
1253,R1253,88,15
1254,R1254,69,74
1255,R1255,42,21
1256,R1256,61,69
1257,R1257,33,2
1258,R1258,90,71
1259,R1259,74,65
1260,R1260,57,76
1261,R1261,16,73
1262,R1262,75,14
1263,R1263,90,6
1264,R1264,22,73
1265,R1265,6,26
1266,R1266,30,50
1267,R1267,12,43
1268,R1268,82,76
1269,R1269,16,89
1270,R1270,80,50
1271,R1271,68,25
1272,R1272,93,27
1273,R1273,96,89
1274,R1274,60,27
1275,R1275,33,14
1276,R1276,88,13
1277,R1277,49,64
1278,R1278,5,50
1279,R1279,27,10
1280,R1280,35,53
1281,R1281,7,97
1282,R1282,11,22
1283,R1283,81,42
1284,R1284,67,7
1285,R1285,71,97
1286,R1286,83,8
1287,R1287,14,62
1288,R1288,57,76
1289,R1289,28,61
1290,R1290,66,74
1291,R1291,2,25
1292,R1292,39,76
1293,R1293,36,88
1294,R1294,77,12
1295,R1295,49,24
1296,R1296,11,42
1297,R1297,18,29
1298,R1298,100,63
1299,R1299,37,51
1300,R1300,49,53
1301,R1301,72,29
1302,R1302,87,89
1303,R1303,33,1
1304,R1304,20,93
1305,R1305,51,38
1306,R1306,96,91
1307,R1307,44,83
1308,R1308,77,29
1309,R1309,8,75
1310,R1310,29,51
1311,R1311,12,35
1312,R1312,47,45
1313,R1313,88,77
1314,R1314,14,47
1315,R1315,67,26
1316,R1316,42,89
1317,R1317,43,31
1318,R1318,49,99
1319,R1319,31,5
1320,R1320,53,56
1321,R1321,15,90
1322,R1322,88,77
1323,R1323,45,22
1324,R1324,20,64
1325,R1325,85,72
1326,R1326,95,14
1327,R1327,35,82
1328,R1328,43,48
1329,R1329,8,1
1330,R1330,68,60
1331,R1331,64,45
1332,R1332,65,11
1333,R1333,96,1
1334,R1334,69,60
1335,R1335,46,17
1336,R1336,65,55
1337,R1337,45,68
1338,R1338,97,13
1339,R1339,60,49
1340,R1340,59,41
1341,R1341,17,30
1342,R1342,5,89
1343,R1343,4,48
1344,R1344,6,81
1345,R1345,94,94
1346,R1346,39,75
1347,R1347,42,100
1348,R1348,10,7
1349,R1349,1,24
1350,R1350,44,81
1351,R1351,68,98
1352,R1352,30,14
1353,R1353,22,9
1354,R1354,74,55
1355,R1355,11,79
1356,R1356,63,96
1357,R1357,4,39
1358,R1358,30,9
1359,R1359,84,49
1360,R1360,55,46
1361,R1361,25,95
1362,R1362,13,70
1363,R1363,40,47
1364,R1364,49,34
1365,R1365,60,45
1366,R1366,23,69
1367,R1367,17,47
1368,R1368,54,31
1369,R1369,58,85
1370,R1370,9,58
1371,R1371,17,3
1372,R1372,59,100
1373,R1373,29,43
1374,R1374,7,26
1375,R1375,9,56
1376,R1376,17,99
1377,R1377,27,51
1378,R1378,48,54
1379,R1379,48,24
1380,R1380,62,32
1381,R1381,90,48
1382,R1382,76,5
1383,R1383,34,56
1384,R1384,81,79
1385,R1385,19,3
1386,R1386,91,92
1387,R1387,23,4
1388,R1388,66,48
1389,R1389,94,87
1390,R1390,5,23
1391,R1391,91,12
1392,R1392,84,34
1393,R1393,78,73
1394,R1394,75,47
1395,R1395,100,7
1396,R1396,9,64
1397,R1397,19,8
1398,R1398,17,63
1399,R1399,29,18
1400,R1400,13,58
1401,R1401,46,75
1402,R1402,55,67
1403,R1403,40,4
1404,R1404,74,46
1405,R1405,31,49
1406,R1406,97,83
1407,R1407,29,11
1408,R1408,91,11
1409,R1409,60,56
1410,R1410,100,89
1411,R1411,27,75
1412,R1412,44,53
1413,R1413,73,64
1414,R1414,92,16
1415,R1415,36,51
1416,R1416,74,60
1417,R1417,64,63
1418,R1418,49,40
1419,R1419,78,32
1420,R1420,73,53
1421,R1421,30,70
1422,R1422,64,63
1423,R1423,31,41
1424,R1424,8,60
1425,R1425,67,8
1426,R1426,68,70
1427,R1427,32,99
1428,R1428,54,45
1429,R1429,30,89
1430,R1430,85,80
1431,R1431,59,51
1432,R1432,92,27
1433,R1433,12,96
1434,R1434,60,15
1435,R1435,94,16
1436,R1436,50,87
1437,R1437,12,3
1438,R1438,18,91
1439,R1439,74,44
1440,R1440,92,100
1441,R1441,83,66
1442,R1442,35,88
1443,R1443,26,54
1444,R1444,85,33
1445,R1445,12,6
1446,R1446,30,62
1447,R1447,84,8
1448,R1448,41,39
1449,R1449,21,61
1450,R1450,27,44
1451,R1451,55,14
