id,label,Elevation,Aspect,Slope
174,R174,65,74,13
175,R175,12,29,12
176,R176,52,98,67
177,R177,44,83,86
178,R178,72,100,17
179,R179,2,36,73
180,R180,91,5,6
181,R181,94,62,3
182,R182,46,68,3
183,R183,40,52,64
184,R184,99,69,66
185,R185,33,40,31
186,R186,44,63,85
187,R187,13,18,77
188,R188,49,85,56
189,R189,35,11,27
190,R190,36,45,12
191,R191,40,76,48
192,R192,40,47,59
193,R193,16,75,67
194,R194,50,15,93
195,R195,16,26,27
196,R196,62,29,64
197,R197,54,9,36
198,R198,74,41,22
199,R199,62,17,7
200,R200,9,7,12
201,R201,35,33,14
202,R202,79,78,68
203,R203,35,68,48
204,R204,92,10,42
205,R205,67,17,37
206,R206,6,20,33
207,R207,94,43,82
208,R208,53,28,43
209,R209,96,45,13
210,R210,100,54,95
211,R211,12,74,12
212,R212,36,93,38
213,R213,83,9,83
214,R214,63,57,85
215,R215,71,61,54
216,R216,98,33,48
217,R217,6,49,66
218,R218,79,19,2
219,R219,90,90,24
220,R220,40,62,48
221,R221,17,49,53
222,R222,16,84,47
223,R223,16,78,97
224,R224,70,33,48
225,R225,25,38,54
226,R226,60,46,73
227,R227,87,45,88
228,R228,32,57,52
229,R229,70,9,75
230,R230,44,23,74
231,R231,22,79,66
232,R232,39,29,82
233,R233,48,97,48
234,R234,73,44,52
235,R235,24,11,8
236,R236,61,59,50
237,R237,61,80,42
238,R238,86,50,94
239,R239,29,84,99
240,R240,81,79,95
241,R241,77,40,89
242,R242,100,93,97
243,R243,82,66,72
244,R244,4,63,63
245,R245,11,15,70
246,R246,42,23,100
247,R247,80,34,75
248,R248,45,70,33
249,R249,13,33,5
250,R250,69,23,88
251,R251,26,44,64
252,R252,100,85,74
253,R253,88,62,25
254,R254,23,42,34
255,R255,95,100,76
256,R256,21,89,26
257,R257,87,49,58
258,R258,43,84,58
259,R259,41,82,27
260,R260,76,58,64
261,R261,77,23,5
262,R262,40,77,87
263,R263,10,79,79
264,R264,26,89,42
265,R265,57,80,57
266,R266,79,57,43
267,R267,50,80,73
268,R268,98,30,24
269,R269,23,16,63
270,R270,17,80,58
271,R271,100,5,47
272,R272,89,56,65
273,R273,64,94,61
274,R274,58,82,35
275,R275,70,23,11
276,R276,59,49,81
277,R277,93,71,100
278,R278,30,19,54
279,R279,97,34,57
280,R280,88,75,14
281,R281,53,57,69
282,R282,61,99,36
283,R283,40,84,2
284,R284,28,12,95
285,R285,51,69,41
286,R286,9,61,67
287,R287,8,48,57
288,R288,61,84,66
289,R289,67,87,35
290,R290,36,70,59
291,R291,54,56,10
292,R292,50,79,67
293,R293,61,93,92
294,R294,98,70,41
295,R295,91,7,57
296,R296,37,11,37
297,R297,35,17,41
298,R298,56,58,35
299,R299,49,15,82
300,R300,67,37,39
301,R301,36,40,27
302,R302,80,11,85
303,R303,75,11,55
304,R304,71,45,78
305,R305,81,17,71
306,R306,4,39,20
307,R307,91,85,42
308,R308,17,72,58
309,R309,95,89,84
310,R310,44,69,54
311,R311,94,53,77
312,R312,44,19,16
313,R313,84,30,52
314,R314,12,65,97
315,R315,86,2,13
316,R316,25,61,64
317,R317,27,7,59
318,R318,56,76,25
319,R319,52,85,27
320,R320,60,11,94
321,R321,8,81,28
322,R322,96,75,26
323,R323,87,59,52
324,R324,41,79,91
325,R325,84,35,68
326,R326,8,99,54
327,R327,23,45,63
328,R328,82,45,96
329,R329,21,81,96
330,R330,3,86,16
331,R331,29,35,49
332,R332,78,18,56
333,R333,15,70,19
334,R334,30,22,35
335,R335,91,88,81
336,R336,70,71,9
337,R337,93,34,5
338,R338,81,9,26
339,R339,62,18,40
340,R340,73,72,18
341,R341,48,13,30
342,R342,38,45,79
343,R343,93,41,28
344,R344,58,57,36
345,R345,5,87,91
346,R346,27,56,50
347,R347,4,25,20
348,R348,85,16,25
349,R349,47,35,55
350,R350,47,18,60
351,R351,34,95,3
352,R352,31,98,54
353,R353,62,13,15
354,R354,42,12,82
355,R355,13,74,60
356,R356,81,73,97
357,R357,58,17,43
358,R358,78,27,40
359,R359,31,16,98
360,R360,100,31,32
361,R361,50,30,22
362,R362,32,30,33
363,R363,13,27,71
364,R364,18,79,85
365,R365,27,62,42
366,R366,94,20,22
367,R367,85,73,41
368,R368,81,78,15
369,R369,5,99,74
370,R370,66,73,62
371,R371,59,32,69
372,R372,78,99,80
373,R373,69,22,5
374,R374,91,78,91
375,R375,51,83,49
376,R376,23,53,42
377,R377,41,44,71
378,R378,11,2,24
379,R379,79,57,94
380,R380,32,45,47
381,R381,80,87,3
382,R382,66,84,6
383,R383,16,37,52
384,R384,65,97,21
385,R385,22,59,57
386,R386,92,16,44
387,R387,45,97,11
388,R388,97,17,67
389,R389,40,51,98
390,R390,78,41,90
391,R391,33,68,97
392,R392,33,37,29
393,R393,50,50,37
394,R394,86,16,45
395,R395,66,44,70
396,R396,40,19,12
397,R397,3,46,41
398,R398,86,96,16
399,R399,32,35,56
400,R400,33,46,20
401,R401,38,32,21
402,R402,47,79,75
403,R403,79,47,53
404,R404,72,17,29
405,R405,95,49,16
406,R406,6,13,65
407,R407,36,22,9
408,R408,8,57,60
409,R409,48,81,92
410,R410,45,93,76
411,R411,43,22,43
412,R412,7,63,14
413,R413,67,97,54
414,R414,18,85,3
415,R415,25,18,43
416,R416,47,23,35
417,R417,71,80,86
418,R418,93,66,4
419,R419,51,68,21
420,R420,53,44,3
421,R421,40,26,47
422,R422,51,26,42
423,R423,40,2,66
424,R424,41,43,34
425,R425,24,56,73
426,R426,29,35,67
427,R427,95,44,53
428,R428,74,60,50
429,R429,69,85,60
430,R430,11,77,44
431,R431,60,26,10
432,R432,20,94,5
433,R433,42,43,72
434,R434,85,73,8
435,R435,67,25,47
436,R436,57,10,76
437,R437,54,83,50
438,R438,89,32,93
439,R439,85,55,82
440,R440,60,41,22
441,R441,54,40,62
442,R442,60,27,5
443,R443,13,53,35
444,R444,79,50,79
445,R445,24,45,84
446,R446,54,13,43
447,R447,39,98,8
448,R448,17,21,51
449,R449,55,37,53
450,R450,65,58,9
451,R451,91,71,42
452,R452,26,31,39
453,R453,59,100,59
454,R454,34,56,35
455,R455,35,1,89
456,R456,11,89,97
457,R457,99,57,27
458,R458,10,24,41
459,R459,39,83,27
460,R460,98,4,90
461,R461,51,33,83
462,R462,52,56,19
463,R463,61,7,91
464,R464,23,69,74
465,R465,21,19,30
466,R466,70,75,84
467,R467,83,56,42
468,R468,82,65,96
469,R469,36,5,58
470,R470,41,73,23
471,R471,87,32,13
472,R472,16,77,67
473,R473,44,83,51
474,R474,89,67,90
475,R475,94,82,94
476,R476,33,33,71
477,R477,76,73,96
478,R478,48,2,14
479,R479,33,82,81
480,R480,28,88,21
481,R481,80,95,79
482,R482,84,2,69
483,R483,92,10,30
484,R484,97,98,94
485,R485,12,66,37
486,R486,80,31,17
487,R487,28,40,37
488,R488,6,21,56
489,R489,6,32,90
490,R490,61,81,49
491,R491,98,83,59
492,R492,28,73,32
493,R493,62,1,8
494,R494,22,4,97
495,R495,99,35,99
496,R496,32,27,34
497,R497,89,96,61
498,R498,62,41,19
499,R499,98,21,43
500,R500,37,34,1
501,R501,35,42,35
502,R502,10,23,86
503,R503,31,74,55
504,R504,32,19,74
505,R505,4,58,81
506,R506,13,67,49
507,R507,14,19,60
508,R508,14,54,17
509,R509,27,17,11
510,R510,44,60,77
511,R511,10,50,51
512,R512,74,24,97
513,R513,65,46,26
514,R514,79,88,6
515,R515,33,63,77
516,R516,47,18,30
517,R517,59,45,79
518,R518,34,71,98
519,R519,75,85,49
520,R520,40,61,37
521,R521,19,8,40
522,R522,41,54,34
523,R523,95,92,82
524,R524,86,64,72
525,R525,35,82,45
526,R526,47,73,88
527,R527,64,36,88
528,R528,4,9,67
529,R529,61,80,89
530,R530,61,41,9
531,R531,98,82,63
532,R532,100,93,86
533,R533,10,6,31
534,R534,97,30,49
535,R535,18,72,68
536,R536,23,50,35
537,R537,82,81,34
538,R538,82,61,19
539,R539,61,83,28
540,R540,84,52,84
541,R541,36,24,91
542,R542,10,77,1
543,R543,11,21,88
544,R544,54,97,23
545,R545,9,69,4
546,R546,2,10,64
547,R547,19,30,10
548,R548,24,42,48
549,R549,54,97,43
550,R550,11,76,23
551,R551,16,12,85
552,R552,85,11,79
553,R553,54,6,78
554,R554,45,49,67
555,R555,18,45,33
556,R556,3,90,87
557,R557,1,98,81
558,R558,39,6,58
559,R559,57,8,44
560,R560,9,51,85
561,R561,97,57,92
562,R562,40,1,43
563,R563,89,97,12
564,R564,87,18,67
565,R565,56,17,29
566,R566,11,25,42
567,R567,72,13,97
568,R568,30,27,52
569,R569,89,71,41
570,R570,91,60,7
571,R571,61,55,50
572,R572,91,11,67
573,R573,92,65,38
574,R574,89,24,9
575,R575,12,81,94
576,R576,27,18,75
577,R577,11,37,83
578,R578,19,52,88
579,R579,38,57,23
580,R580,12,90,27
581,R581,91,65,29
582,R582,71,2,60
583,R583,43,87,37
584,R584,76,38,15
585,R585,60,85,41
586,R586,15,63,39
587,R587,97,35,8
588,R588,67,16,92
589,R589,39,9,7
590,R590,36,31,85
591,R591,8,49,97
592,R592,56,8,81
593,R593,23,95,93
594,R594,81,23,52
595,R595,59,63,58
596,R596,36,26,37
597,R597,57,22,14
598,R598,94,85,89
599,R599,75,34,31
600,R600,23,51,60
601,R601,43,14,12
602,R602,98,20,54
603,R603,42,9,48
604,R604,29,95,72
605,R605,65,45,51
606,R606,50,76,29
607,R607,22,67,2
608,R608,21,36,50
609,R609,56,30,84
610,R610,39,12,30
611,R611,82,9,89
612,R612,10,21,71
613,R613,11,61,12
614,R614,88,94,68
615,R615,92,98,21
616,R616,75,91,83
617,R617,31,29,52
618,R618,47,46,93
619,R619,3,27,90
620,R620,38,5,54
621,R621,8,6,3
622,R622,47,77,69
623,R623,27,88,96
624,R624,18,62,37
625,R625,50,65,34
626,R626,84,15,14
627,R627,65,33,90
628,R628,80,73,24
629,R629,78,12,62
630,R630,85,21,63
631,R631,90,78,66
632,R632,4,78,48
633,R633,89,86,19
634,R634,86,69,47
635,R635,9,61,82
636,R636,79,30,19
637,R637,7,2,15
638,R638,39,31,56
639,R639,76,37,18
640,R640,44,6,36
641,R641,20,12,84
642,R642,27,73,10
643,R643,38,21,56
644,R644,20,61,80
645,R645,53,94,59
646,R646,2,49,6
647,R647,60,91,71
648,R648,40,55,69
649,R649,44,97,20
650,R650,21,91,11
651,R651,9,81,12
652,R652,90,73,44
653,R653,61,36,12
654,R654,9,92,76
655,R655,34,98,70
656,R656,35,33,97
657,R657,48,50,53
658,R658,28,64,82
659,R659,51,67,7
660,R660,31,38,52
661,R661,40,29,37
662,R662,54,86,87
663,R663,43,87,64
664,R664,13,81,82
665,R665,31,35,17
666,R666,76,59,82
667,R667,10,34,16
668,R668,97,12,90
669,R669,58,48,64
670,R670,27,29,69
671,R671,10,78,76
672,R672,57,34,51
673,R673,3,14,79
674,R674,14,45,93
675,R675,8,2,89
676,R676,18,73,93
677,R677,72,94,22
678,R678,16,41,90
679,R679,99,44,12
680,R680,19,93,37
681,R681,97,66,65
682,R682,29,23,78
683,R683,81,50,59
684,R684,48,28,59
685,R685,57,79,39
686,R686,64,18,31
687,R687,97,56,46
688,R688,83,84,74
689,R689,77,75,79
690,R690,3,33,32
691,R691,52,12,77
692,R692,98,93,60
693,R693,80,14,40
694,R694,27,29,74
695,R695,33,72,18
696,R696,41,84,61
697,R697,89,69,6
698,R698,64,4,92
699,R699,21,63,45
700,R700,38,69,55
701,R701,7,56,83
702,R702,15,48,10
703,R703,46,67,33
704,R704,27,64,17
705,R705,33,53,4
706,R706,43,57,30
707,R707,70,47,4
708,R708,43,95,60
709,R709,99,23,20
710,R710,13,38,77
711,R711,27,60,30
712,R712,40,1,81
713,R713,88,98,35
714,R714,46,30,23
715,R715,89,49,28
716,R716,86,9,18
717,R717,95,70,12
718,R718,38,73,45
719,R719,71,4,30
720,R720,91,19,36
721,R721,18,4,69
722,R722,37,4,50
723,R723,70,95,62
724,R724,43,82,19
725,R725,4,70,45
726,R726,49,86,10
727,R727,22,48,83
728,R728,1,62,19
729,R729,52,18,89
730,R730,27,37,6
731,R731,20,69,81
732,R732,76,5,90
733,R733,32,21,84
734,R734,39,93,11
735,R735,19,53,54
736,R736,73,93,81
737,R737,46,96,25
738,R738,91,69,33
739,R739,16,23,49
740,R740,22,14,10
741,R741,84,4,53
742,R742,30,83,5
743,R743,37,14,4
744,R744,41,50,92
745,R745,89,56,31
746,R746,4,66,10
747,R747,49,37,95
748,R748,41,73,16
749,R749,34,45,54
750,R750,90,2,54
751,R751,81,3,21
752,R752,78,26,91
753,R753,71,65,67
754,R754,62,41,78
755,R755,25,53,100
756,R756,72,40,71
757,R757,75,61,8
758,R758,24,98,52
759,R759,6,55,98
760,R760,46,97,82
761,R761,53,78,3
762,R762,62,39,71
763,R763,72,98,21
764,R764,1,51,12
765,R765,63,42,52
766,R766,56,66,65
767,R767,54,53,79
768,R768,52,94,75
769,R769,79,97,30
770,R770,66,41,89
771,R771,94,50,79
772,R772,90,19,29
773,R773,32,96,88
774,R774,51,64,98
775,R775,93,68,87
776,R776,54,39,97
777,R777,59,45,7
778,R778,74,31,82
779,R779,91,80,60
780,R780,48,43,85
781,R781,32,81,51
782,R782,60,77,96
783,R783,55,16,54
784,R784,39,92,82
785,R785,47,24,30
786,R786,30,23,44
787,R787,96,63,97
788,R788,58,99,11
789,R789,35,28,52
790,R790,98,13,99
791,R791,49,20,44
792,R792,50,15,62
793,R793,85,58,45
794,R794,71,3,98
795,R795,76,11,80
796,R796,19,91,29
797,R797,66,82,21
798,R798,22,10,38
799,R799,38,2,17
800,R800,90,54,71
801,R801,80,81,87
802,R802,67,21,14
803,R803,49,44,43
804,R804,5,14,38
805,R805,66,30,15
806,R806,77,78,31
807,R807,8,97,83
808,R808,4,29,70
809,R809,12,5,14
810,R810,15,51,94
811,R811,46,35,31
812,R812,97,37,76
813,R813,2,56,58
814,R814,13,38,27
815,R815,11,99,37
816,R816,11,31,77
817,R817,29,95,39
818,R818,30,26,46
819,R819,73,19,1
820,R820,97,28,82
821,R821,74,32,90
822,R822,46,4,4
823,R823,79,10,3
824,R824,3,1,63
825,R825,56,46,17
826,R826,55,11,77
827,R827,59,28,21
828,R828,17,43,30
829,R829,24,31,78
830,R830,59,5,83
831,R831,48,92,56
832,R832,46,13,44
833,R833,72,4,70
834,R834,2,63,58
835,R835,37,93,72
836,R836,6,80,44
837,R837,63,8,87
838,R838,61,42,12
839,R839,44,31,1
840,R840,78,96,46
841,R841,14,75,11
842,R842,24,87,94
843,R843,87,17,54
844,R844,61,81,97
845,R845,30,2,69
846,R846,93,2,68
847,R847,31,61,83
848,R848,56,80,89
849,R849,81,99,62
850,R850,69,30,80
851,R851,89,10,70
852,R852,81,6,53
853,R853,45,14,32
854,R854,59,57,81
855,R855,93,45,5
856,R856,32,50,78
857,R857,43,17,38
858,R858,13,72,21
859,R859,63,13,76
860,R860,25,62,27
861,R861,93,71,66
862,R862,16,77,86
863,R863,4,69,40
864,R864,80,16,37
865,R865,93,94,91
866,R866,57,2,14
867,R867,12,36,69
868,R868,75,31,87
869,R869,40,100,81
870,R870,3,79,63
871,R871,82,12,52
872,R872,89,82,47
873,R873,39,96,82
874,R874,51,18,10
875,R875,54,22,2
876,R876,13,12,68
877,R877,23,55,63
878,R878,91,31,76
879,R879,72,36,85
880,R880,89,11,77
881,R881,30,11,51
882,R882,41,46,71
883,R883,24,89,80
884,R884,66,1,20
885,R885,38,94,27
886,R886,57,25,13
887,R887,24,70,67
888,R888,60,42,63
889,R889,98,61,22
890,R890,55,77,54
891,R891,70,41,55
892,R892,11,83,21
893,R893,71,27,70
894,R894,66,96,60
895,R895,16,12,3
896,R896,98,3,19
897,R897,84,38,81
898,R898,41,57,53
899,R899,50,27,35
900,R900,99,72,83
901,R901,51,80,63
902,R902,78,36,77
903,R903,48,66,19
904,R904,8,41,5
905,R905,66,71,13
906,R906,2,9,6
907,R907,85,87,35
908,R908,18,49,3
909,R909,31,27,77
910,R910,44,23,24
911,R911,86,1,65
912,R912,99,22,43
913,R913,6,70,62
914,R914,73,42,62
915,R915,67,99,50
916,R916,57,86,92
917,R917,58,46,51
918,R918,33,46,87
919,R919,68,20,95
920,R920,34,89,83
921,R921,42,12,1
922,R922,30,86,17
923,R923,34,2,72
924,R924,77,28,51
925,R925,7,72,63
926,R926,60,31,11
927,R927,38,76,26
928,R928,23,82,77
929,R929,96,88,1
930,R930,20,38,4
931,R931,45,62,92
932,R932,23,87,81
933,R933,26,2,52
934,R934,23,65,71
935,R935,35,21,37
936,R936,7,48,87
937,R937,41,51,49
938,R938,54,61,79
939,R939,18,36,91
940,R940,7,91,2
941,R941,55,38,5
942,R942,94,86,76
943,R943,10,82,14
944,R944,83,90,17
945,R945,57,81,24
946,R946,17,100,73
947,R947,7,100,4
948,R948,9,55,9
949,R949,21,56,99
950,R950,87,37,9
951,R951,7,75,45
952,R952,64,14,34
953,R953,89,35,33
954,R954,76,18,32
955,R955,7,93,83
956,R956,91,29,38
957,R957,69,20,36
958,R958,38,80,83
959,R959,86,47,28
960,R960,34,16,89
961,R961,40,18,81
962,R962,81,24,6
963,R963,17,98,19
964,R964,56,76,96
965,R965,11,21,38
966,R966,11,3,44
967,R967,24,62,65
968,R968,78,73,79
969,R969,72,60,73
970,R970,46,20,33
971,R971,2,36,56
972,R972,79,39,67
973,R973,72,44,50
974,R974,48,76,87
975,R975,49,11,70
976,R976,31,42,87
977,R977,65,17,12
978,R978,69,75,37
979,R979,42,77,56
980,R980,56,69,89
981,R981,20,60,81
982,R982,22,15,80
983,R983,16,58,49
984,R984,70,37,6
985,R985,45,63,87
986,R986,83,36,18
987,R987,11,85,82
988,R988,37,65,65
989,R989,56,72,28
990,R990,83,3,99
991,R991,41,93,94
992,R992,8,19,52
993,R993,75,46,34
994,R994,22,91,21
995,R995,47,38,83
996,R996,12,53,29
997,R997,31,9,64
998,R998,96,19,22
999,R999,81,39,1
1000,R1000,37,31,43
1001,R1001,85,92,41
1002,R1002,19,62,42
1003,R1003,91,31,5
1004,R1004,48,46,98
1005,R1005,87,90,2
1006,R1006,97,61,61
1007,R1007,42,51,36
1008,R1008,49,88,37
1009,R1009,92,98,96
1010,R1010,92,22,53
1011,R1011,12,97,66
1012,R1012,62,10,44
1013,R1013,1,60,82
1014,R1014,96,54,46
1015,R1015,24,44,48
1016,R1016,27,21,50
1017,R1017,63,69,78
1018,R1018,77,100,39
1019,R1019,7,41,30
1020,R1020,18,89,53
1021,R1021,90,8,57
1022,R1022,83,70,74
1023,R1023,63,81,13
1024,R1024,85,54,89
1025,R1025,36,96,84
1026,R1026,72,79,56
1027,R1027,64,95,69
1028,R1028,62,5,19
1029,R1029,79,85,73
1030,R1030,3,28,23
1031,R1031,33,41,89
1032,R1032,48,23,67
1033,R1033,72,93,38
1034,R1034,1,7,66
1035,R1035,62,89,87
1036,R1036,5,100,20
1037,R1037,79,94,68
1038,R1038,5,42,56
1039,R1039,48,91,36
1040,R1040,15,38,94
1041,R1041,70,55,77
1042,R1042,64,43,16
1043,R1043,97,100,100
1044,R1044,96,99,81
1045,R1045,60,45,24
1046,R1046,35,26,66
1047,R1047,96,95,5
1048,R1048,52,81,99
1049,R1049,26,98,4
1050,R1050,58,65,37
1051,R1051,80,41,56
1052,R1052,4,24,68
1053,R1053,58,88,49
1054,R1054,69,88,23
1055,R1055,50,42,19
1056,R1056,99,49,63
1057,R1057,4,15,22
1058,R1058,61,33,92
1059,R1059,28,83,26
1060,R1060,62,50,57
1061,R1061,33,83,54
1062,R1062,35,35,85
1063,R1063,77,69,91
1064,R1064,46,77,79
1065,R1065,10,63,100
1066,R1066,53,87,69
1067,R1067,85,2,80
1068,R1068,95,40,28
1069,R1069,54,24,65
1070,R1070,75,90,83
1071,R1071,37,14,79
1072,R1072,16,20,5
1073,R1073,13,65,21
1074,R1074,36,78,99
1075,R1075,33,13,20
1076,R1076,65,67,47
1077,R1077,48,100,32
1078,R1078,38,40,67
1079,R1079,72,20,7
1080,R1080,60,36,96
1081,R1081,44,55,13
1082,R1082,91,61,48
1083,R1083,82,57,39
1084,R1084,72,39,50
1085,R1085,5,94,30
1086,R1086,72,91,26
1087,R1087,83,75,46
1088,R1088,8,25,79
1089,R1089,40,55,18
1090,R1090,70,30,57
1091,R1091,64,23,70
1092,R1092,62,67,20
1093,R1093,50,96,84
1094,R1094,61,36,64
1095,R1095,14,60,73
1096,R1096,95,52,20
1097,R1097,17,78,2
1098,R1098,21,90,21
1099,R1099,85,59,12
1100,R1100,19,29,76
1101,R1101,86,34,55
1102,R1102,45,93,36
1103,R1103,92,100,2
1104,R1104,23,7,38
1105,R1105,37,58,9
1106,R1106,22,8,48
1107,R1107,51,12,97
1108,R1108,80,49,39
1109,R1109,9,97,59
1110,R1110,34,94,79
1111,R1111,56,30,61
1112,R1112,65,100,96
1113,R1113,53,19,71
1114,R1114,52,15,19
1115,R1115,67,85,1
1116,R1116,69,73,38
1117,R1117,29,96,80
1118,R1118,56,2,47
1119,R1119,74,39,40
1120,R1120,79,97,10
1121,R1121,41,35,16
1122,R1122,49,88,58
1123,R1123,5,72,17
1124,R1124,68,40,27
1125,R1125,58,49,84
1126,R1126,21,73,39
1127,R1127,43,60,68
1128,R1128,27,49,16
1129,R1129,58,16,63
1130,R1130,16,80,99
1131,R1131,16,22,51
1132,R1132,22,96,7
1133,R1133,31,15,18
1134,R1134,33,26,57
1135,R1135,20,11,5
1136,R1136,21,40,88
1137,R1137,88,65,93
1138,R1138,95,40,11
1139,R1139,54,75,10
1140,R1140,23,14,25
1141,R1141,65,45,85
1142,R1142,84,38,57
1143,R1143,27,32,35
1144,R1144,76,41,40
1145,R1145,91,26,78
1146,R1146,73,80,4
1147,R1147,1,4,60
1148,R1148,49,93,73
1149,R1149,8,68,62
1150,R1150,79,30,83
1151,R1151,71,69,38
1152,R1152,87,38,91
1153,R1153,95,10,63
1154,R1154,28,100,3
1155,R1155,84,86,32
1156,R1156,52,56,25
1157,R1157,75,5,42
1158,R1158,69,97,23
1159,R1159,80,74,100
1160,R1160,11,97,26
1161,R1161,31,40,42
1162,R1162,2,11,11
1163,R1163,75,99,34
1164,R1164,98,89,45
1165,R1165,29,21,50
1166,R1166,75,53,34
1167,R1167,15,14,90
1168,R1168,94,70,23
1169,R1169,3,55,33
1170,R1170,39,41,77
1171,R1171,38,86,71
1172,R1172,44,26,5
1173,R1173,21,13,58
1174,R1174,3,89,72
1175,R1175,1,19,21
1176,R1176,80,41,75
1177,R1177,97,23,79
1178,R1178,17,63,76
1179,R1179,50,87,61
1180,R1180,67,49,16
1181,R1181,31,54,3
1182,R1182,43,13,59
1183,R1183,99,57,68
1184,R1184,20,7,33
1185,R1185,22,87,2
1186,R1186,83,11,16
1187,R1187,42,33,30
1188,R1188,90,85,65
1189,R1189,10,64,74
1190,R1190,88,63,67
1191,R1191,57,64,95
1192,R1192,56,65,92
1193,R1193,16,18,42
1194,R1194,4,4,87
1195,R1195,38,8,12
1196,R1196,7,48,4
1197,R1197,25,93,51
1198,R1198,77,56,84
1199,R1199,67,35,33
1200,R1200,85,91,3
1201,R1201,95,64,82
1202,R1202,2,53,54
1203,R1203,4,12,70
1204,R1204,4,10,73
1205,R1205,33,31,91
1206,R1206,5,60,77
1207,R1207,73,60,62
1208,R1208,70,37,56
1209,R1209,55,96,64
1210,R1210,32,28,53
1211,R1211,85,4,19
1212,R1212,73,83,60
1213,R1213,25,33,52
1214,R1214,41,49,83
1215,R1215,34,24,41
1216,R1216,28,67,99
1217,R1217,85,85,96
1218,R1218,50,47,13
1219,R1219,21,69,2
1220,R1220,25,23,83
1221,R1221,64,99,54
1222,R1222,15,58,79
1223,R1223,83,34,1
1224,R1224,8,79,81
1225,R1225,8,68,26
1226,R1226,5,69,55
1227,R1227,42,52,59
