id,label,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology
75,R75,32,24,78,45,76
76,R76,23,80,5,49,13
77,R77,88,82,38,49,54
78,R78,78,94,20,47,77
79,R79,16,85,23,14,78
80,R80,93,14,93,49,61
81,R81,84,54,47,10,68
82,R82,51,100,25,35,72
83,R83,41,100,96,85,9
84,R84,82,65,5,65,10
85,R85,51,16,34,10,12
86,R86,100,20,39,36,38
87,R87,21,22,36,31,46
88,R88,44,97,29,77,61
89,R89,24,100,64,48,36
90,R90,23,73,60,35,3
91,R91,31,96,62,54,14
92,R92,98,74,6,87,31
93,R93,4,31,12,33,98
94,R94,58,7,10,94,7
95,R95,24,50,63,59,1
96,R96,84,56,72,83,63
97,R97,34,44,48,8,28
98,R98,98,92,81,17,11
99,R99,21,26,39,93,50
100,R100,52,18,39,52,93
101,R101,43,29,17,77,33
102,R102,67,72,49,83,23
103,R103,63,34,50,18,18
104,R104,41,57,42,32,97
105,R105,12,6,67,91,33
106,R106,89,5,51,65,58
107,R107,24,42,69,61,51
108,R108,92,27,16,55,33
109,R109,16,41,27,59,97
110,R110,78,21,12,59,21
111,R111,1,3,90,39,57
112,R112,7,11,85,92,52
113,R113,92,34,15,78,20
114,R114,1,47,2,11,4
115,R115,90,73,96,31,1
116,R116,89,87,87,46,54
117,R117,20,31,29,96,79
118,R118,99,64,46,4,98
119,R119,95,41,42,29,11
120,R120,9,8,13,24,34
121,R121,66,73,75,94,32
122,R122,58,100,89,59,29
123,R123,70,96,61,49,38
124,R124,42,97,27,19,22
125,R125,9,30,91,76,45
126,R126,87,37,76,12,42
127,R127,80,68,23,45,49
128,R128,39,78,98,100,16
129,R129,59,29,43,2,32
130,R130,63,56,23,84,76
131,R131,80,53,72,99,80
132,R132,62,8,99,26,67
133,R133,19,13,40,62,70
134,R134,40,94,69,58,46
135,R135,19,71,4,71,22
136,R136,90,33,57,16,17
137,R137,53,27,86,31,2
138,R138,29,72,93,45,32
139,R139,93,50,61,95,75
140,R140,60,71,61,94,5
141,R141,5,43,55,68,11
142,R142,45,78,26,94,37
143,R143,44,79,15,21,17
144,R144,38,48,4,39,25
145,R145,35,17,85,29,98
146,R146,28,36,58,41,99
147,R147,86,16,32,15,8
148,R148,29,79,29,69,43
149,R149,86,28,85,40,16
150,R150,86,57,81,74,57
151,R151,19,31,13,9,30
152,R152,14,60,45,46,8
153,R153,14,98,2,83,88
154,R154,47,35,31,97,93
155,R155,22,28,58,88,22
156,R156,65,39,38,86,75
157,R157,36,58,44,91,46
158,R158,89,63,32,70,70
159,R159,91,33,20,13,71
160,R160,63,8,31,15,99
161,R161,59,60,13,9,98
162,R162,97,75,52,1,76
163,R163,74,91,34,43,56
164,R164,8,94,68,77,40
165,R165,73,39,35,88,78
166,R166,35,72,45,52,37
167,R167,37,5,8,22,54
168,R168,60,88,14,19,59
169,R169,6,12,76,64,85
170,R170,44,4,89,99,24
171,R171,16,2,67,24,22
172,R172,26,55,31,75,7
173,R173,55,18,64,51,77
174,R174,8,56,83,52,37
175,R175,87,10,14,77,49
176,R176,10,80,86,25,68
177,R177,35,57,94,25,76
178,R178,50,42,99,39,57
179,R179,53,3,41,85,84
180,R180,18,77,70,76,17
181,R181,50,41,53,37,92
182,R182,97,15,95,37,56
183,R183,40,71,39,70,10
184,R184,15,11,17,13,87
185,R185,4,34,58,50,49
186,R186,62,95,94,35,93
187,R187,87,11,47,7,64
188,R188,68,27,88,59,35
189,R189,12,86,100,92,43
190,R190,10,90,92,26,79
191,R191,21,35,4,91,79
192,R192,38,68,15,18,68
193,R193,50,21,86,37,33
194,R194,8,60,76,82,33
195,R195,70,68,96,12,64
196,R196,40,52,65,76,85
197,R197,21,28,25,57,28
198,R198,70,24,28,91,1
199,R199,31,8,68,76,75
200,R200,53,23,53,93,72
201,R201,55,50,64,64,62
202,R202,5,41,98,63,17
203,R203,79,59,91,81,25
204,R204,4,93,21,35,79
205,R205,25,41,48,67,3
206,R206,93,72,83,41,34
207,R207,33,38,35,57,87
208,R208,10,84,38,84,42
209,R209,99,80,6,94,2
210,R210,28,14,43,81,93
211,R211,7,97,19,52,56
212,R212,13,49,46,43,21
213,R213,43,78,8,51,58
214,R214,91,20,9,80,15
215,R215,71,23,78,1,46
216,R216,24,64,99,98,18
217,R217,50,68,74,7,89
218,R218,12,88,99,23,94
219,R219,35,57,11,23,32
220,R220,51,95,18,71,69
221,R221,22,75,52,99,51
222,R222,89,56,46,72,98
223,R223,43,56,44,86,41
224,R224,50,93,91,71,73
225,R225,55,50,92,32,22
226,R226,34,25,14,10,8
227,R227,19,14,57,9,1
228,R228,20,92,14,8,20
229,R229,7,60,81,91,47
230,R230,13,57,84,23,77
231,R231,86,53,95,27,47
232,R232,69,39,51,18,15
233,R233,1,37,59,77,90
234,R234,41,80,96,88,58
235,R235,28,2,53,91,91
236,R236,6,33,8,51,48
237,R237,9,97,64,83,77
238,R238,2,26,82,89,24
239,R239,49,11,62,83,68
240,R240,4,59,55,43,25
241,R241,70,48,86,43,34
242,R242,76,56,63,91,65
243,R243,1,33,82,94,88
244,R244,41,61,44,26,64
245,R245,88,73,12,61,30
246,R246,57,12,49,91,64
247,R247,88,56,75,23,62
248,R248,67,8,25,73,76
249,R249,85,69,95,9,20
250,R250,31,75,17,15,41
251,R251,62,30,7,65,87
252,R252,54,68,81,4,94
253,R253,81,97,67,26,63
254,R254,96,15,5,49,64
255,R255,77,40,77,13,69
256,R256,1,88,31,71,70
257,R257,30,17,5,39,41
258,R258,19,83,91,87,44
259,R259,88,91,95,1,2
260,R260,36,46,45,10,27
261,R261,6,59,19,61,90
262,R262,88,58,37,79,49
263,R263,94,49,60,63,18
264,R264,11,21,57,43,24
265,R265,86,46,7,93,35
266,R266,63,14,4,60,46
267,R267,49,8,3,64,87
268,R268,54,82,93,80,93
269,R269,51,43,62,83,63
270,R270,70,32,35,6,100
271,R271,49,56,91,3,72
272,R272,76,35,53,100,78
273,R273,37,75,44,76,97
274,R274,30,39,58,7,45
275,R275,95,31,75,22,12
276,R276,47,15,18,40,31
277,R277,22,96,2,80,82
278,R278,48,79,42,16,14
279,R279,72,80,34,19,100
280,R280,6,97,51,56,74
281,R281,7,8,91,41,56
282,R282,21,24,92,70,44
283,R283,84,91,4,46,90
284,R284,90,96,68,31,2
285,R285,27,80,64,46,19
286,R286,39,37,95,38,45
287,R287,36,53,31,74,54
288,R288,45,76,59,29,71
289,R289,40,85,89,69,83
290,R290,71,73,100,60,8
291,R291,63,13,24,13,36
292,R292,52,56,49,45,34
293,R293,37,15,8,70,42
294,R294,3,44,6,54,42
295,R295,93,34,23,41,97
296,R296,88,9,80,36,69
297,R297,8,97,29,85,2
298,R298,97,24,23,41,63
299,R299,57,18,44,12,88
300,R300,36,84,19,97,60
301,R301,62,27,11,89,54
302,R302,58,75,5,60,99
303,R303,47,90,13,62,9
304,R304,85,45,73,65,8
305,R305,33,5,80,33,91
306,R306,91,76,82,6,19
307,R307,29,71,21,25,39
308,R308,45,47,8,62,100
309,R309,18,24,41,76,67
310,R310,55,69,47,63,4
311,R311,16,83,81,98,42
312,R312,94,17,7,94,64
313,R313,87,95,53,63,41
314,R314,7,1,8,83,41
315,R315,99,65,20,4,33
316,R316,19,27,76,90,7
317,R317,64,19,53,100,92
318,R318,69,32,81,77,15
319,R319,87,30,18,20,35
320,R320,69,26,58,32,61
321,R321,80,34,10,47,18
322,R322,61,7,18,82,8
323,R323,27,88,16,18,45
324,R324,98,48,90,52,47
325,R325,54,29,86,87,41
326,R326,11,45,3,92,44
327,R327,66,52,58,29,38
328,R328,67,41,13,7,57
329,R329,88,56,3,43,46
330,R330,48,5,51,89,93
331,R331,13,40,79,40,25
332,R332,82,70,94,10,86
333,R333,28,58,10,46,62
334,R334,38,40,12,99,47
335,R335,36,31,71,61,68
336,R336,72,24,18,36,59
337,R337,79,23,73,87,95
338,R338,46,9,10,94,69
339,R339,55,1,90,68,91
340,R340,91,100,91,30,75
341,R341,40,91,36,66,89
342,R342,14,96,98,86,77
343,R343,81,56,6,8,68
344,R344,26,39,94,62,49
345,R345,25,84,29,88,3
346,R346,84,26,58,99,66
347,R347,50,52,93,71,20
348,R348,36,26,5,32,69
349,R349,92,10,77,89,44
350,R350,56,100,9,34,60
351,R351,36,34,19,69,34
352,R352,58,81,52,97,59
353,R353,85,96,11,42,44
354,R354,4,20,55,10,17
355,R355,45,76,51,99,59
356,R356,67,97,33,93,88
357,R357,5,13,21,84,22
358,R358,64,17,72,96,16
359,R359,64,16,95,41,58
360,R360,82,62,47,46,91
361,R361,60,68,94,63,66
362,R362,33,60,7,75,100
363,R363,25,22,15,1,7
364,R364,3,97,4,76,24
365,R365,2,65,74,83,54
366,R366,86,74,75,61,98
367,R367,24,100,46,92,23
368,R368,96,6,80,5,84
369,R369,6,28,45,99,32
370,R370,42,13,41,34,77
371,R371,95,32,29,30,45
372,R372,11,68,68,74,64
373,R373,37,13,3,99,62
374,R374,98,35,2,40,16
375,R375,23,75,91,16,59
376,R376,49,37,12,20,44
377,R377,41,94,34,85,64
378,R378,62,92,13,80,97
379,R379,58,86,72,59,86
380,R380,97,82,62,65,35
381,R381,14,31,67,97,30
382,R382,82,74,100,3,1
383,R383,88,89,100,12,24
384,R384,68,34,23,84,95
385,R385,87,86,36,79,81
386,R386,16,15,69,1,38
387,R387,8,78,7,10,46
388,R388,53,77,98,36,40
389,R389,29,14,17,76,21
390,R390,16,99,90,100,78
391,R391,99,15,62,55,71
392,R392,9,53,52,67,6
393,R393,51,9,32,16,12
394,R394,70,21,66,84,34
395,R395,87,16,24,7,75
396,R396,6,63,52,19,2
397,R397,69,47,90,14,21
398,R398,13,52,57,67,35
399,R399,56,21,20,52,27
400,R400,49,15,13,77,95
401,R401,49,44,37,97,29
402,R402,10,26,37,43,100
403,R403,6,60,75,50,86
404,R404,24,35,43,84,70
405,R405,84,63,3,81,20
406,R406,52,18,24,69,19
407,R407,90,84,56,18,28
408,R408,86,31,27,87,80
409,R409,43,47,100,3,58
410,R410,66,32,43,35,55
411,R411,75,41,55,43,64
412,R412,13,56,52,70,29
413,R413,32,13,64,66,17
414,R414,74,29,35,37,8
415,R415,3,46,96,7,49
416,R416,92,56,6,84,79
417,R417,95,88,90,94,78
418,R418,69,9,74,35,99
419,R419,15,51,30,70,23
420,R420,79,28,15,51,20
421,R421,24,91,90,32,19
422,R422,58,10,86,46,18
423,R423,55,89,6,95,42
424,R424,40,77,18,35,47
425,R425,94,93,19,44,43
426,R426,23,16,1,12,85
427,R427,22,80,89,20,2
428,R428,82,16,96,22,69
429,R429,35,30,6,5,70
430,R430,62,5,62,47,10
431,R431,82,66,70,43,82
432,R432,68,60,37,34,20
433,R433,21,92,79,1,6
434,R434,65,2,62,13,30
435,R435,28,78,28,67,65
436,R436,56,18,58,92,94
437,R437,72,73,2,65,12
438,R438,32,8,100,54,25
439,R439,46,45,59,25,17
440,R440,94,90,9,53,42
441,R441,1,41,10,9,39
442,R442,53,67,1,45,3
443,R443,12,33,27,16,57
444,R444,75,6,16,57,80
445,R445,74,58,71,31,2
446,R446,3,32,26,45,60
447,R447,32,9,5,75,3
448,R448,33,18,31,9,60
449,R449,65,32,84,53,77
450,R450,95,28,67,67,85
451,R451,99,74,65,93,27
452,R452,17,72,87,35,88
453,R453,68,100,14,24,77
454,R454,10,52,98,65,91
455,R455,20,24,36,60,10
456,R456,22,20,68,99,31
457,R457,41,13,78,56,32
458,R458,33,16,30,68,28
459,R459,92,59,12,70,14
460,R460,68,79,75,27,19
461,R461,27,22,50,81,12
462,R462,3,69,30,98,41
463,R463,55,75,97,18,26
464,R464,57,34,59,16,60
465,R465,63,44,34,46,14
466,R466,63,33,77,83,28
467,R467,71,32,46,75,45
468,R468,57,37,23,75,16
469,R469,99,75,73,93,30
470,R470,10,2,31,54,54
471,R471,25,50,63,59,53
472,R472,80,14,11,69,32
473,R473,13,36,24,46,31
474,R474,5,57,60,20,33
475,R475,53,95,58,67,15
476,R476,55,31,17,9,96
477,R477,92,94,1,36,98
478,R478,22,43,15,85,77
479,R479,99,35,26,89,43
480,R480,85,21,52,88,44
481,R481,49,80,98,97,23
482,R482,35,85,4,21,6
483,R483,60,44,68,87,95
484,R484,45,32,75,82,54
485,R485,46,79,96,88,63
486,R486,41,9,11,30,3
487,R487,78,52,31,78,31
488,R488,78,14,24,89,77
489,R489,6,52,51,98,82
490,R490,6,29,94,62,15
491,R491,22,96,5,57,77
492,R492,62,89,63,96,100
493,R493,27,90,85,8,32
494,R494,35,34,80,33,93
495,R495,97,30,37,53,6
496,R496,15,66,22,20,83
497,R497,23,95,65,6,11
498,R498,97,1,91,95,77
499,R499,60,57,36,13,2
500,R500,57,45,46,27,32
501,R501,52,29,3,42,39
502,R502,62,56,64,54,34
503,R503,76,57,50,100,49
504,R504,9,74,14,64,12
505,R505,57,5,62,68,77
506,R506,64,16,55,71,94
507,R507,22,2,92,91,75
508,R508,10,3,51,80,17
509,R509,67,84,82,61,17
510,R510,81,50,92,94,8
511,R511,48,26,22,15,70
512,R512,19,4,29,82,86
513,R513,57,20,6,63,53
514,R514,57,32,67,53,64
515,R515,10,56,25,50,27
516,R516,91,56,41,88,39
517,R517,59,43,49,17,47
518,R518,1,35,69,40,35
519,R519,34,78,86,47,71
520,R520,14,64,21,53,63
521,R521,54,86,88,88,54
522,R522,15,51,67,56,65
523,R523,9,52,43,67,19
524,R524,95,100,64,87,42
525,R525,65,8,43,5,26
526,R526,48,41,30,3,22
527,R527,66,51,16,10,33
528,R528,91,49,46,67,47
529,R529,54,33,45,60,2
530,R530,7,88,56,98,65
531,R531,22,96,14,27,55
532,R532,60,57,88,65,79
533,R533,93,63,70,1,8
534,R534,40,52,17,31,16
535,R535,58,97,81,81,21
536,R536,66,63,28,65,13
537,R537,61,39,62,2,85
538,R538,36,1,78,87,86
539,R539,9,78,12,23,27
540,R540,80,10,17,6,76
541,R541,38,68,69,60,24
542,R542,64,19,9,61,58
543,R543,27,85,90,96,34
544,R544,51,46,3,15,51
545,R545,93,88,24,67,97
546,R546,68,33,97,63,65
547,R547,54,71,54,63,8
548,R548,57,37,49,25,79
549,R549,41,11,17,59,42
550,R550,4,31,36,36,55
551,R551,35,66,98,20,39
552,R552,6,39,85,2,73
553,R553,64,25,35,70,34
554,R554,54,86,61,21,39
555,R555,31,67,70,11,77
556,R556,68,57,76,49,70
557,R557,4,62,74,68,12
558,R558,48,94,78,51,39
559,R559,67,54,36,96,95
560,R560,72,60,74,20,23
561,R561,10,23,31,22,96
562,R562,68,90,30,66,45
563,R563,63,88,93,49,30
564,R564,21,29,97,69,90
565,R565,67,49,98,7,78
566,R566,1,69,10,25,72
567,R567,1,14,80,85,31
568,R568,83,92,16,23,21
569,R569,19,72,57,79,32
570,R570,2,43,27,49,1
571,R571,52,4,12,74,35
572,R572,3,50,55,53,94
573,R573,5,5,40,45,43
574,R574,78,22,23,53,50
575,R575,33,64,32,4,76
576,R576,33,55,66,28,94
577,R577,25,62,64,46,16
578,R578,37,15,70,36,66
579,R579,58,1,24,18,36
580,R580,8,49,16,6,98
581,R581,17,69,4,45,73
582,R582,25,74,61,32,60
583,R583,7,20,84,37,6
584,R584,37,23,89,33,6
585,R585,70,75,60,61,38
586,R586,59,61,85,68,31
587,R587,72,57,30,68,87
588,R588,48,1,13,14,61
589,R589,94,29,27,90,24
590,R590,86,74,86,89,46
591,R591,51,56,7,70,26
592,R592,71,87,3,55,84
593,R593,25,51,78,16,43
594,R594,94,8,26,69,33
595,R595,44,27,16,45,94
596,R596,27,14,46,21,11
597,R597,53,54,56,93,59
598,R598,69,92,84,55,48
599,R599,66,18,35,68,81
600,R600,84,16,61,5,33
601,R601,63,50,72,95,87
602,R602,34,87,79,100,97
603,R603,17,98,6,84,4
604,R604,64,59,28,66,94
605,R605,89,51,65,69,26
606,R606,4,66,55,45,16
607,R607,12,85,4,58,48
608,R608,90,19,53,52,38
609,R609,12,3,89,62,1
610,R610,90,53,39,71,29
611,R611,64,22,31,85,53
612,R612,2,14,91,76,98
613,R613,94,36,39,17,92
614,R614,49,89,22,92,10
615,R615,3,85,45,90,51
616,R616,97,86,10,97,98
617,R617,67,4,97,63,9
618,R618,47,76,43,69,73
619,R619,23,46,9,68,5
620,R620,13,29,82,16,79
621,R621,30,83,11,87,25
622,R622,43,69,40,87,99
623,R623,65,50,13,25,29
624,R624,9,41,40,85,65
625,R625,58,59,36,43,64
626,R626,78,74,34,89,3
627,R627,65,14,33,18,49
628,R628,55,46,92,14,38
629,R629,98,72,48,53,85
630,R630,96,53,31,99,76
631,R631,68,9,76,85,62
632,R632,82,62,46,58,100
633,R633,30,94,86,52,8
634,R634,53,50,24,72,55
635,R635,90,83,52,15,57
636,R636,32,93,35,72,89
637,R637,100,96,78,8,96
638,R638,22,12,77,29,20
639,R639,1,45,39,49,59
640,R640,9,64,75,36,42
641,R641,52,22,64,6,11
642,R642,98,4,97,4,18
643,R643,25,18,25,24,61
644,R644,97,41,6,5,17
645,R645,23,70,2,89,75
646,R646,92,29,19,92,64
647,R647,55,82,41,20,42
648,R648,76,4,69,7,69
649,R649,12,77,9,33,78
650,R650,37,21,5,4,11
651,R651,83,16,26,16,62
652,R652,60,64,98,60,67
653,R653,56,55,99,83,57
654,R654,53,54,37,86,38
655,R655,13,9,80,29,97
656,R656,56,32,33,40,32
657,R657,30,63,18,86,37
658,R658,47,98,6,25,17
659,R659,65,38,32,78,64
660,R660,44,28,81,40,30
661,R661,17,90,52,99,63
662,R662,87,94,93,22,14
663,R663,56,80,89,82,30
664,R664,44,24,41,77,3
665,R665,4,75,85,48,32
666,R666,32,30,24,94,31
667,R667,1,25,41,53,12
668,R668,78,27,70,94,75
669,R669,82,31,5,68,36
670,R670,76,68,59,78,76
671,R671,95,15,58,40,72
672,R672,52,13,32,97,9
673,R673,46,92,50,69,14
674,R674,86,65,77,2,63
675,R675,24,75,42,57,34
676,R676,31,81,47,76,7
677,R677,3,83,3,78,91
678,R678,4,16,15,87,99
679,R679,19,38,100,28,40
680,R680,93,35,23,45,31
681,R681,51,75,43,95,77
682,R682,30,5,52,98,27
683,R683,55,53,16,59,10
684,R684,95,2,30,19,90
685,R685,100,97,20,44,97
686,R686,87,48,10,84,35
687,R687,27,21,93,2,52
688,R688,32,46,66,30,26
689,R689,99,50,66,82,3
690,R690,45,74,7,52,88
691,R691,51,21,49,34,29
692,R692,25,69,22,11,45
693,R693,16,54,31,95,100
694,R694,87,35,85,31,5
695,R695,39,98,77,90,25
696,R696,88,63,33,31,31
697,R697,52,89,59,70,34
698,R698,78,6,86,12,43
699,R699,18,89,15,77,74
700,R700,68,46,75,32,25
701,R701,61,95,34,27,98
702,R702,42,10,14,94,3
703,R703,13,9,63,43,16
704,R704,14,71,78,82,17
705,R705,34,34,36,55,5
706,R706,49,74,50,65,53
707,R707,6,41,47,83,75
708,R708,2,6,20,12,12
709,R709,1,79,11,63,85
710,R710,10,33,60,14,82
711,R711,33,7,38,35,26
712,R712,47,41,94,34,21
713,R713,43,14,20,71,96
714,R714,41,61,34,56,89
715,R715,43,77,34,33,63
716,R716,81,48,97,48,35
717,R717,23,46,88,89,79
718,R718,16,34,91,44,30
719,R719,86,46,79,16,19
720,R720,18,94,69,67,63
721,R721,53,39,19,42,97
722,R722,45,96,87,58,49
723,R723,19,37,9,4,34
724,R724,49,59,85,87,94
725,R725,37,14,7,24,14
726,R726,1,86,57,9,34
727,R727,31,56,61,12,45
728,R728,1,16,55,81,15
729,R729,39,3,91,20,86
730,R730,61,56,41,65,72
731,R731,59,71,90,54,14
732,R732,8,47,69,67,49
733,R733,24,58,69,65,94
734,R734,59,93,96,16,11
735,R735,77,19,83,59,26
736,R736,93,72,39,60,25
737,R737,41,31,25,30,34
738,R738,78,60,37,3,61
739,R739,100,88,79,98,65
740,R740,80,23,53,20,91
741,R741,9,66,54,95,82
742,R742,77,27,99,50,37
743,R743,39,62,64,82,38
744,R744,4,21,95,15,99
745,R745,15,26,49,85,14
746,R746,75,17,75,69,33
747,R747,78,33,19,59,37
748,R748,68,21,49,47,96
749,R749,63,57,8,40,56
750,R750,67,69,16,61,29
751,R751,44,48,85,91,91
752,R752,36,80,27,26,85
753,R753,3,14,86,95,17
754,R754,45,10,17,9,26
755,R755,43,8,25,64,77
756,R756,10,20,69,46,97
757,R757,91,83,44,85,95
758,R758,82,29,4,8,2
759,R759,39,39,20,25,7
760,R760,53,92,81,90,45
761,R761,6,94,71,60,89
762,R762,24,17,57,56,60
763,R763,27,39,13,8,59
764,R764,20,60,28,13,69
765,R765,78,75,24,98,49
766,R766,71,29,43,5,8
767,R767,48,49,78,85,61
768,R768,46,68,16,27,7
769,R769,63,87,34,94,10
770,R770,38,87,70,10,86
771,R771,82,98,100,52,18
772,R772,1,19,64,32,79
773,R773,32,59,3,47,35
774,R774,28,1,98,62,54
775,R775,72,50,67,37,84
776,R776,80,1,57,76,81
777,R777,97,80,29,86,47
778,R778,80,45,18,81,42
779,R779,66,36,95,44,76
780,R780,13,35,86,22,17
781,R781,37,36,8,63,19
782,R782,66,16,33,59,24
783,R783,19,73,17,14,25
784,R784,10,71,76,39,91
785,R785,45,84,34,65,91
786,R786,37,38,56,70,40
787,R787,47,25,61,8,68
788,R788,30,65,91,14,74
789,R789,3,2,98,22,71
790,R790,28,1,74,15,31
791,R791,57,97,36,19,38
792,R792,96,100,69,46,87
793,R793,38,4,2,24,85
794,R794,54,47,88,14,1
795,R795,72,27,58,52,1
796,R796,74,30,13,95,83
797,R797,18,12,10,82,14
798,R798,47,34,43,60,100
799,R799,38,9,47,69,57
800,R800,42,61,66,21,43
801,R801,22,1,97,8,43
802,R802,71,51,34,29,59
803,R803,28,78,30,22,78
804,R804,64,35,39,68,51
805,R805,85,44,63,94,35
806,R806,46,42,23,47,95
807,R807,15,36,96,14,20
808,R808,82,43,47,77,16
809,R809,13,71,46,7,24
810,R810,18,89,24,49,59
811,R811,34,33,27,76,29
812,R812,33,63,49,51,72
813,R813,8,82,75,25,64
814,R814,76,68,23,69,11
815,R815,30,44,77,1,38
816,R816,10,98,73,46,84
817,R817,41,60,2,6,92
818,R818,86,94,19,79,10
819,R819,2,39,12,67,44
820,R820,95,53,26,82,53
821,R821,13,63,87,2,97
822,R822,46,13,11,9,46
823,R823,56,61,83,99,38
824,R824,15,32,86,17,37
825,R825,90,89,20,46,54
826,R826,58,56,20,3,47
827,R827,99,11,42,45,77
828,R828,34,81,8,72,50
829,R829,24,62,75,36,30
830,R830,51,8,41,5,51
831,R831,44,17,49,31,1
832,R832,69,80,75,49,26
833,R833,70,31,43,45,97
834,R834,30,29,35,19,49
835,R835,99,64,20,5,97
836,R836,21,92,35,13,90
837,R837,26,62,35,86,38
838,R838,10,81,85,20,100
839,R839,18,53,9,25,78
840,R840,99,43,77,43,10
841,R841,68,17,27,52,6
842,R842,8,26,99,88,89
843,R843,13,6,30,58,55
844,R844,55,86,94,42,37
845,R845,8,39,2,64,28
846,R846,27,81,51,97,27
847,R847,42,45,46,32,34
848,R848,76,55,35,82,98
849,R849,87,25,9,42,85
850,R850,68,69,78,96,48
851,R851,32,80,97,94,83
852,R852,10,30,60,8,90
853,R853,72,35,21,34,29
854,R854,51,42,75,63,53
855,R855,85,71,40,39,62
856,R856,85,6,30,46,99
857,R857,97,67,55,26,47
858,R858,5,41,39,40,62
859,R859,6,92,44,76,54
860,R860,50,11,67,16,64
861,R861,37,22,95,14,84
862,R862,76,97,2,12,18
863,R863,69,90,51,80,52
864,R864,37,70,10,56,90
865,R865,39,91,43,1,29
866,R866,76,58,30,79,83
867,R867,74,46,36,51,18
868,R868,49,57,40,39,62
869,R869,28,75,32,7,70
870,R870,34,92,11,49,95
871,R871,80,51,84,15,55
872,R872,74,28,41,82,20
873,R873,32,97,87,34,76
874,R874,55,46,100,17,86
875,R875,13,13,50,44,99
876,R876,4,25,61,50,68
877,R877,22,59,71,25,22
878,R878,47,24,61,4,68
879,R879,84,13,29,24,73
880,R880,67,98,19,25,38
881,R881,14,80,32,57,25
882,R882,58,60,44,34,18
883,R883,19,61,71,14,90
884,R884,77,14,84,50,33
885,R885,14,71,31,14,37
886,R886,47,15,20,33,68
887,R887,86,58,19,95,10
888,R888,63,4,81,100,24
889,R889,81,67,100,13,16
890,R890,82,35,93,53,12
891,R891,50,19,39,1,85
892,R892,31,99,7,99,68
893,R893,93,7,66,84,6
894,R894,6,80,53,25,15
895,R895,22,87,29,44,6
896,R896,24,67,3,70,33
897,R897,33,48,36,52,24
898,R898,79,39,20,68,91
899,R899,88,61,31,62,91
900,R900,70,8,52,88,13
901,R901,26,38,84,41,73
902,R902,10,52,68,3,15
903,R903,99,75,53,22,57
904,R904,11,28,78,65,3
905,R905,80,96,92,22,26
906,R906,51,96,90,84,8
907,R907,100,77,7,62,100
908,R908,62,12,16,24,73
909,R909,16,49,5,77,75
910,R910,92,26,32,66,3
911,R911,38,79,27,4,91
912,R912,54,99,55,61,58
913,R913,2,8,73,77,81
914,R914,92,80,57,15,15
915,R915,62,56,99,35,95
916,R916,37,40,20,18,50
917,R917,17,13,58,22,85
918,R918,65,35,45,94,23
919,R919,28,34,2,84,94
920,R920,76,11,96,76,17
921,R921,85,19,75,96,6
922,R922,68,18,97,6,52
923,R923,22,56,50,36,59
924,R924,76,15,90,67,97
925,R925,49,96,11,75,64
926,R926,21,19,60,89,100
