id,label,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology
290,R290,48,85,39,49,91
291,R291,52,2,51,98,76
292,R292,25,42,46,21,43
293,R293,71,29,63,45,52
294,R294,64,29,36,17,24
295,R295,70,59,62,22,56
296,R296,68,7,56,64,60
297,R297,76,24,40,46,67
298,R298,46,36,79,88,48
299,R299,43,72,79,79,73
300,R300,50,7,32,66,33
301,R301,9,57,59,11,4
302,R302,68,42,33,61,63
303,R303,82,82,91,42,77
304,R304,66,3,14,94,71
305,R305,44,92,63,40,50
306,R306,49,82,76,59,15
307,R307,77,62,37,36,62
308,R308,42,33,95,25,50
309,R309,75,54,87,82,34
310,R310,96,44,95,57,93
311,R311,39,13,90,23,12
312,R312,18,61,57,81,84
313,R313,46,18,47,71,4
314,R314,47,81,33,80,14
315,R315,10,82,23,74,65
316,R316,7,15,38,95,52
317,R317,51,44,62,94,24
318,R318,19,36,75,49,32
319,R319,9,70,96,69,91
320,R320,35,61,71,88,47
321,R321,53,36,59,22,6
322,R322,61,12,89,54,45
323,R323,15,75,60,47,7
324,R324,67,95,81,23,59
325,R325,40,88,15,87,35
326,R326,71,3,99,98,4
327,R327,19,54,49,78,43
328,R328,98,49,29,72,32
329,R329,33,7,56,50,33
330,R330,17,4,52,87,66
331,R331,96,37,70,11,15
332,R332,41,41,18,43,31
333,R333,78,11,43,7,3
334,R334,16,83,68,46,33
335,R335,87,39,31,42,7
336,R336,100,96,51,67,31
337,R337,1,57,53,100,13
338,R338,90,49,3,16,9
339,R339,7,4,59,43,38
340,R340,40,13,71,84,4
341,R341,78,40,24,22,5
342,R342,89,97,97,54,62
343,R343,46,56,82,22,92
344,R344,16,82,46,75,13
345,R345,31,41,99,71,61
346,R346,20,88,3,30,27
347,R347,85,48,19,12,12
348,R348,66,85,43,57,13
349,R349,89,29,59,47,23
350,R350,60,78,93,100,42
351,R351,92,41,15,23,33
352,R352,98,18,86,41,66
353,R353,12,26,5,28,92
354,R354,94,72,84,13,74
355,R355,23,22,9,87,91
356,R356,95,98,24,82,64
357,R357,29,2,36,70,72
358,R358,1,70,15,57,36
359,R359,91,33,70,19,51
360,R360,53,99,3,40,55
361,R361,52,67,63,73,20
362,R362,9,74,88,52,100
363,R363,58,9,35,29,79
364,R364,16,41,52,37,56
365,R365,60,4,96,68,6
366,R366,12,43,46,33,57
367,R367,46,13,91,86,11
368,R368,49,9,50,78,77
369,R369,88,14,72,37,76
370,R370,51,32,88,43,93
371,R371,69,74,96,29,57
372,R372,11,27,23,22,99
373,R373,97,77,13,79,100
374,R374,12,65,66,24,25
375,R375,62,55,67,44,89
376,R376,34,47,36,33,12
377,R377,24,51,62,57,23
378,R378,2,62,68,44,70
379,R379,13,91,57,53,37
380,R380,53,49,53,46,74
381,R381,89,28,70,56,3
382,R382,71,69,75,81,56
383,R383,82,35,81,12,4
384,R384,5,56,48,22,2
385,R385,21,47,8,95,8
386,R386,99,49,65,52,25
387,R387,71,86,79,55,34
388,R388,22,85,80,76,84
389,R389,89,32,34,45,81
390,R390,20,83,89,46,26
391,R391,52,53,44,89,11
392,R392,47,90,68,3,79
393,R393,47,26,73,39,73
394,R394,15,32,15,70,93
395,R395,30,5,64,27,22
396,R396,66,84,75,84,57
397,R397,69,84,11,59,91
398,R398,17,3,12,44,19
399,R399,81,31,65,58,57
400,R400,47,62,34,49,85
401,R401,28,42,18,20,73
402,R402,17,28,86,77,72
403,R403,19,17,63,34,84
404,R404,37,89,2,33,47
405,R405,45,30,57,42,7
406,R406,42,71,29,27,57
407,R407,78,42,29,95,56
408,R408,22,55,79,27,15
409,R409,20,75,87,23,94
410,R410,49,68,72,45,54
411,R411,87,2,59,55,9
412,R412,95,37,11,15,82
413,R413,4,37,99,95,78
414,R414,71,1,43,40,31
415,R415,56,61,68,30,26
416,R416,81,81,61,77,22
417,R417,77,40,18,59,91
418,R418,35,77,91,12,79
419,R419,2,9,12,1,4
420,R420,28,95,41,59,44
421,R421,3,87,26,59,27
422,R422,38,90,73,43,32
423,R423,69,46,99,25,82
424,R424,43,65,91,16,85
425,R425,44,11,82,77,34
426,R426,89,8,33,2,26
427,R427,45,96,97,55,81
428,R428,61,73,47,41,71
429,R429,1,35,65,90,11
430,R430,98,45,53,42,63
431,R431,60,51,13,2,82
432,R432,72,64,39,3,12
433,R433,6,64,97,25,38
434,R434,75,66,37,94,75
435,R435,100,74,15,17,58
436,R436,70,49,36,80,19
437,R437,98,23,13,93,92
438,R438,32,62,27,8,7
439,R439,70,46,36,71,71
440,R440,45,19,16,86,3
441,R441,28,42,65,85,67
442,R442,21,5,17,84,45
443,R443,18,15,83,99,43
444,R444,49,53,15,6,71
445,R445,53,37,69,41,32
446,R446,78,85,2,89,45
447,R447,69,4,98,93,19
448,R448,87,74,44,91,80
449,R449,97,71,29,39,53
450,R450,37,24,11,58,83
451,R451,20,3,12,37,18
452,R452,55,73,42,67,38
453,R453,24,9,83,47,56
454,R454,55,92,66,84,36
455,R455,31,73,45,57,10
456,R456,80,20,16,27,59
457,R457,53,66,52,78,99
458,R458,10,61,6,57,14
459,R459,48,13,76,50,84
460,R460,41,7,78,93,98
461,R461,96,89,64,5,40
462,R462,45,63,97,73,98
463,R463,17,59,31,36,39
464,R464,43,19,68,1,22
465,R465,45,44,24,26,95
466,R466,84,3,82,98,59
467,R467,15,6,60,37,90
468,R468,40,57,59,23,7
469,R469,3,53,60,80,41
470,R470,93,51,60,55,84
471,R471,14,79,49,10,99
472,R472,36,92,27,8,13
473,R473,6,98,13,8,45
474,R474,83,12,7,81,24
475,R475,67,57,57,86,81
476,R476,46,89,44,4,49
477,R477,73,15,15,52,5
478,R478,55,20,18,35,21
479,R479,58,11,49,38,6
480,R480,60,7,26,91,24
481,R481,66,28,6,28,31
482,R482,21,50,57,47,98
483,R483,46,67,19,58,98
484,R484,50,52,63,7,91
485,R485,57,72,77,26,64
486,R486,8,57,58,87,18
487,R487,91,40,45,40,49
488,R488,3,17,68,36,15
489,R489,1,25,77,21,77
490,R490,43,13,40,93,65
491,R491,98,34,95,51,67
492,R492,50,45,97,29,74
493,R493,18,69,28,81,40
494,R494,68,63,86,94,67
495,R495,97,8,7,62,97
496,R496,47,21,22,23,50
497,R497,90,27,34,82,44
498,R498,60,57,42,78,17
499,R499,76,74,31,47,6
500,R500,95,8,22,64,28
501,R501,100,94,70,31,91
502,R502,67,4,87,67,89
503,R503,94,31,29,82,75
504,R504,53,53,15,79,22
505,R505,73,18,19,48,33
506,R506,29,55,15,21,55
507,R507,52,69,41,42,54
508,R508,21,43,48,98,9
509,R509,71,30,100,35,86
510,R510,73,68,71,88,71
511,R511,73,47,63,28,74
512,R512,57,62,70,70,3
513,R513,41,1,92,47,4
514,R514,30,61,41,32,44
515,R515,16,38,53,1,29
516,R516,83,69,4,61,57
517,R517,27,5,51,10,67
518,R518,6,90,8,67,81
519,R519,89,2,9,5,90
520,R520,71,2,15,29,86
521,R521,11,66,86,48,13
522,R522,16,47,68,12,82
523,R523,61,100,40,80,65
524,R524,3,10,16,16,18
525,R525,79,4,41,94,76
526,R526,9,53,54,89,55
527,R527,31,50,77,19,73
528,R528,52,28,96,26,20
529,R529,36,37,43,29,68
530,R530,29,14,69,9,79
531,R531,22,13,39,59,31
532,R532,100,9,20,84,42
533,R533,81,65,60,63,10
534,R534,81,94,93,84,28
535,R535,59,24,77,42,72
536,R536,3,64,75,28,2
537,R537,76,77,36,27,100
538,R538,18,46,92,20,55
539,R539,98,90,48,72,94
540,R540,84,42,46,18,90
541,R541,26,90,17,16,8
542,R542,49,75,41,34,22
543,R543,13,11,38,4,86
544,R544,84,94,55,47,27
545,R545,12,52,43,12,62
546,R546,93,87,59,22,71
547,R547,40,71,99,62,56
548,R548,47,46,46,37,97
549,R549,39,100,88,54,49
550,R550,53,25,55,55,27
551,R551,59,6,23,39,27
552,R552,38,86,99,70,33
553,R553,69,96,27,32,49
554,R554,51,5,79,47,88
555,R555,85,79,37,78,93
556,R556,26,91,88,64,95
557,R557,4,59,39,22,97
558,R558,62,89,21,76,50
559,R559,52,77,74,14,63
560,R560,76,80,79,50,46
561,R561,29,46,53,66,15
562,R562,58,49,61,47,79
563,R563,34,69,32,55,62
564,R564,48,72,78,42,19
565,R565,11,51,10,62,59
566,R566,100,53,48,53,96
567,R567,72,15,44,28,6
568,R568,86,78,22,89,39
569,R569,34,76,39,100,69
570,R570,72,32,15,85,87
571,R571,77,23,49,49,67
572,R572,5,38,51,40,65
573,R573,69,4,2,40,32
574,R574,28,35,7,90,84
575,R575,95,65,51,51,46
576,R576,5,84,35,90,90
577,R577,83,63,7,4,74
578,R578,5,86,81,66,61
579,R579,10,61,83,78,8
580,R580,24,48,14,40,65
581,R581,27,85,93,26,35
582,R582,32,99,22,91,36
583,R583,71,73,11,26,85
584,R584,93,73,63,98,9
585,R585,73,2,26,85,4
586,R586,25,62,69,24,78
587,R587,48,82,42,51,81
588,R588,36,74,22,55,93
589,R589,93,94,64,75,98
590,R590,83,76,73,82,60
591,R591,57,81,3,50,57
592,R592,15,34,63,23,67
593,R593,85,49,65,43,4
594,R594,87,6,79,94,75
595,R595,36,75,16,71,97
596,R596,38,39,33,8,24
597,R597,64,79,87,64,69
598,R598,73,31,84,71,88
599,R599,26,92,20,77,79
600,R600,67,30,98,31,81
601,R601,22,56,15,40,30
602,R602,73,91,30,54,43
603,R603,75,62,19,46,1
604,R604,63,36,6,9,63
605,R605,48,2,16,49,58
606,R606,72,15,31,1,52
607,R607,30,97,83,65,8
608,R608,46,89,21,45,79
609,R609,13,8,87,61,52
610,R610,98,90,74,98,98
611,R611,26,62,9,84,99
612,R612,35,24,64,69,1
613,R613,62,27,18,86,77
614,R614,6,90,48,1,66
615,R615,50,89,83,62,99
616,R616,75,55,65,94,38
617,R617,7,89,14,48,17
618,R618,42,61,71,18,94
619,R619,75,86,70,40,80
620,R620,46,10,78,12,34
621,R621,28,2,98,62,10
622,R622,50,80,41,39,35
623,R623,79,75,38,72,87
624,R624,8,7,93,18,6
625,R625,94,75,78,12,46
626,R626,11,63,64,91,90
627,R627,43,61,100,81,21
628,R628,91,43,18,27,56
629,R629,37,93,84,89,85
630,R630,57,43,65,36,21
631,R631,18,53,41,5,95
632,R632,53,36,41,53,9
633,R633,27,76,48,33,87
634,R634,49,40,81,5,87
635,R635,76,46,37,50,36
636,R636,70,81,100,15,31
637,R637,80,59,71,96,78
638,R638,81,23,20,29,71
639,R639,64,79,58,17,67
640,R640,2,45,6,32,12
641,R641,68,90,64,89,62
642,R642,80,26,6,88,94
643,R643,61,43,87,19,5
644,R644,5,49,24,97,29
645,R645,68,33,23,85,33
646,R646,4,9,27,9,79
647,R647,6,81,98,75,63
648,R648,24,45,100,95,51
649,R649,12,80,66,67,80
650,R650,30,16,61,24,13
651,R651,17,35,37,80,43
652,R652,64,22,38,61,27
653,R653,62,82,47,23,19
654,R654,51,38,82,81,13
655,R655,59,75,54,50,17
656,R656,62,84,72,45,68
657,R657,70,86,25,74,67
658,R658,96,42,91,81,19
659,R659,95,15,79,52,50
660,R660,41,87,2,80,29
661,R661,50,74,11,71,24
662,R662,1,88,11,13,4
663,R663,4,17,52,59,34
664,R664,17,58,68,100,72
665,R665,3,5,53,63,90
666,R666,39,71,6,87,89
667,R667,99,77,50,47,28
668,R668,83,59,19,77,71
669,R669,8,58,69,65,26
670,R670,52,5,97,46,47
671,R671,10,92,86,11,71
672,R672,67,42,3,24,88
673,R673,49,6,31,21,22
674,R674,26,26,67,36,71
675,R675,11,42,96,52,92
676,R676,45,18,57,31,47
677,R677,83,86,37,11,50
678,R678,80,50,54,59,12
679,R679,83,65,56,78,35
680,R680,59,100,53,78,92
681,R681,99,52,7,58,45
682,R682,94,91,54,33,6
683,R683,63,11,56,50,74
684,R684,16,93,78,85,35
685,R685,72,15,10,85,61
686,R686,45,82,36,42,99
687,R687,85,9,63,83,12
688,R688,51,16,16,78,51
689,R689,14,64,20,90,53
690,R690,28,54,44,81,85
691,R691,7,22,99,94,90
692,R692,38,90,48,12,60
693,R693,1,80,56,42,18
694,R694,37,17,88,47,53
695,R695,27,95,4,21,40
696,R696,18,80,90,57,76
697,R697,80,29,61,13,19
698,R698,20,37,12,18,18
699,R699,68,50,9,2,8
700,R700,85,94,27,90,49
701,R701,67,77,42,13,93
702,R702,74,97,16,99,7
703,R703,10,40,12,29,16
704,R704,61,9,51,98,86
705,R705,15,60,66,42,20
706,R706,31,37,24,92,27
707,R707,33,20,61,23,38
708,R708,1,51,98,30,21
709,R709,55,41,93,89,32
710,R710,91,94,100,14,88
711,R711,68,66,32,90,84
712,R712,22,90,35,11,6
713,R713,65,96,71,31,6
714,R714,68,5,38,82,33
715,R715,82,76,43,25,40
716,R716,21,43,17,100,92
717,R717,84,45,47,31,95
718,R718,42,83,75,33,94
719,R719,79,35,51,5,13
720,R720,67,81,8,90,75
721,R721,40,4,41,47,37
722,R722,61,40,14,92,59
723,R723,58,36,21,23,37
724,R724,25,19,45,92,72
725,R725,48,52,19,20,10
726,R726,34,97,83,56,100
727,R727,70,8,72,46,27
728,R728,88,83,30,43,46
729,R729,96,79,96,24,14
730,R730,53,7,77,71,74
731,R731,77,40,73,18,92
732,R732,60,98,28,19,32
733,R733,11,59,4,87,52
734,R734,16,53,53,86,66
735,R735,4,96,67,98,22
736,R736,64,86,63,42,54
737,R737,63,53,11,89,8
738,R738,18,51,48,24,34
739,R739,72,73,62,25,33
740,R740,73,26,84,52,89
741,R741,16,43,61,10,43
742,R742,28,33,65,53,40
743,R743,66,22,20,71,14
744,R744,2,39,97,86,37
745,R745,32,89,77,65,26
746,R746,74,56,91,60,12
747,R747,17,40,65,70,42
748,R748,11,47,60,5,9
749,R749,44,79,85,30,20
750,R750,47,50,76,5,80
751,R751,10,90,79,50,2
752,R752,43,66,26,46,63
753,R753,82,87,28,53,15
754,R754,59,5,94,71,93
755,R755,50,58,10,3,100
756,R756,22,29,36,70,50
757,R757,37,44,41,54,78
758,R758,31,13,65,82,64
759,R759,85,96,45,50,35
760,R760,66,40,75,7,1
761,R761,56,41,97,14,88
762,R762,87,93,42,41,73
763,R763,26,3,68,5,3
764,R764,86,38,87,13,12
765,R765,4,35,15,10,15
766,R766,78,37,19,49,59
767,R767,95,8,69,54,72
768,R768,87,81,10,32,26
769,R769,5,35,18,68,10
770,R770,96,17,69,83,62
771,R771,25,32,70,15,70
772,R772,81,12,16,49,9
773,R773,93,69,1,99,40
774,R774,68,70,76,97,82
775,R775,50,85,86,99,85
776,R776,13,25,2,12,90
777,R777,97,40,65,80,35
778,R778,38,80,22,15,33
779,R779,44,69,55,91,63
780,R780,77,75,24,74,63
781,R781,88,98,92,30,37
782,R782,94,38,43,11,3
783,R783,72,64,95,15,55
784,R784,83,3,19,64,76
785,R785,7,49,62,74,11
786,R786,96,97,46,58,77
787,R787,79,65,30,99,66
788,R788,88,56,77,60,39
789,R789,98,86,67,69,49
790,R790,39,93,42,29,61
791,R791,21,91,96,17,62
792,R792,20,63,83,83,98
793,R793,61,93,94,93,91
794,R794,76,12,47,18,50
795,R795,70,81,11,3,89
796,R796,40,33,60,95,32
797,R797,100,64,81,51,45
798,R798,19,11,99,35,1
799,R799,28,28,32,15,70
800,R800,4,70,9,33,82
801,R801,29,10,43,29,86
802,R802,19,64,65,41,39
803,R803,35,49,47,23,97
804,R804,25,21,6,78,58
805,R805,15,36,68,20,50
806,R806,35,85,9,63,53
807,R807,45,45,95,85,68
808,R808,2,41,27,25,81
809,R809,41,6,8,31,76
810,R810,9,30,20,9,74
811,R811,92,38,6,13,83
812,R812,17,71,84,45,85
813,R813,34,91,38,80,78
814,R814,45,11,35,48,72
815,R815,45,41,70,8,44
816,R816,52,96,41,51,10
817,R817,80,69,38,69,34
818,R818,8,82,85,46,63
819,R819,43,5,97,30,84
820,R820,42,7,94,53,68
821,R821,86,30,49,52,84
822,R822,7,89,62,38,87
823,R823,82,79,40,18,44
824,R824,94,6,7,34,3
825,R825,85,86,8,44,66
826,R826,45,58,79,10,8
827,R827,45,46,14,94,19
828,R828,81,34,7,3,9
829,R829,28,43,65,72,68
830,R830,7,89,16,71,42
831,R831,91,41,39,53,71
832,R832,56,92,88,9,70
833,R833,11,25,7,47,10
834,R834,72,1,46,31,4
835,R835,41,80,83,55,9
836,R836,39,45,92,13,26
837,R837,44,10,3,60,25
838,R838,62,76,59,61,77
839,R839,15,76,33,63,69
840,R840,24,27,2,31,57
841,R841,71,62,93,5,84
842,R842,74,85,41,95,54
843,R843,25,60,55,50,16
844,R844,5,18,42,50,38
845,R845,61,84,11,93,100
846,R846,84,54,83,38,73
847,R847,98,75,81,69,8
848,R848,29,75,69,17,77
849,R849,44,83,70,10,68
850,R850,9,69,28,34,9
851,R851,43,47,72,94,68
852,R852,98,26,36,97,85
853,R853,56,98,96,9,23
854,R854,32,78,76,56,48
855,R855,16,31,64,23,14
856,R856,51,34,36,92,16
857,R857,54,63,61,9,68
858,R858,66,91,75,6,69
859,R859,92,52,30,14,69
860,R860,79,1,47,44,86
861,R861,8,15,78,67,11
862,R862,16,81,28,13,28
863,R863,31,15,76,51,74
864,R864,2,99,12,45,50
865,R865,7,12,15,99,96
866,R866,49,80,79,86,63
867,R867,47,29,62,3,84
868,R868,69,95,35,14,90
869,R869,4,51,34,26,88
870,R870,81,3,85,39,12
871,R871,27,29,20,96,94
872,R872,76,96,95,36,91
873,R873,88,55,62,62,92
874,R874,18,22,46,37,84
875,R875,80,46,94,87,47
876,R876,79,90,67,73,51
877,R877,35,83,30,69,66
878,R878,41,22,42,39,57
879,R879,46,20,63,76,17
880,R880,35,50,4,19,53
881,R881,56,11,6,2,83
882,R882,74,90,47,86,43
883,R883,37,83,68,4,65
884,R884,31,63,53,57,25
885,R885,46,39,33,96,91
886,R886,87,36,93,83,90
887,R887,97,75,58,76,88
888,R888,20,68,31,68,49
889,R889,28,11,98,25,90
890,R890,26,78,50,8,61
891,R891,12,60,80,24,59
892,R892,87,69,80,78,31
893,R893,58,20,29,60,99
894,R894,38,82,33,70,65
895,R895,82,43,18,50,76
896,R896,75,59,50,39,86
897,R897,12,57,98,41,28
898,R898,30,47,9,30,91
899,R899,25,27,55,33,65
900,R900,78,27,71,13,98
901,R901,45,31,50,3,41
902,R902,59,70,88,77,62
903,R903,82,13,51,25,67
904,R904,48,39,2,11,38
905,R905,7,3,27,76,43
906,R906,29,95,72,68,45
907,R907,46,60,66,99,72
908,R908,87,64,2,33,60
909,R909,98,67,14,62,78
910,R910,61,21,20,56,79
911,R911,23,34,24,84,51
912,R912,2,67,72,75,18
913,R913,82,85,43,61,78
914,R914,62,31,35,35,20
915,R915,28,30,98,8,75
916,R916,31,95,52,65,78
917,R917,38,15,57,44,59
918,R918,83,39,15,16,63
919,R919,20,49,65,71,97
920,R920,52,23,57,86,61
921,R921,29,42,4,43,71
922,R922,7,95,55,43,68
923,R923,4,54,24,74,83
924,R924,60,30,36,83,86
925,R925,20,48,67,21,23
926,R926,95,5,49,10,80
