id,label,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am
267,R267,30,57,11,33,95,66,42
268,R268,25,61,91,76,98,54,54
269,R269,58,92,61,12,55,39,9
270,R270,30,99,93,47,46,83,5
271,R271,81,10,87,33,52,87,55
272,R272,72,6,46,41,11,39,18
273,R273,17,72,5,80,56,45,81
274,R274,71,88,43,44,63,64,100
275,R275,17,7,89,16,10,89,93
276,R276,69,5,70,53,28,78,81
277,R277,90,19,80,28,12,45,42
278,R278,85,77,94,22,39,25,70
279,R279,48,51,16,94,11,65,44
280,R280,25,66,77,70,15,20,39
281,R281,87,24,31,91,92,82,39
282,R282,37,96,85,97,27,15,75
283,R283,63,100,91,12,75,97,70
284,R284,90,97,7,63,93,47,84
285,R285,54,85,92,23,88,9,75
286,R286,6,93,21,8,31,55,54
287,R287,5,22,86,3,23,76,43
288,R288,95,40,3,24,83,19,28
289,R289,41,65,79,49,64,51,23
290,R290,63,38,65,90,49,23,51
291,R291,33,25,27,38,28,38,96
292,R292,56,7,58,8,43,62,34
293,R293,58,32,49,83,74,18,39
294,R294,14,43,21,65,65,12,25
295,R295,76,47,93,48,24,36,66
296,R296,11,78,37,17,14,70,65
297,R297,68,71,31,78,9,43,100
298,R298,17,12,48,69,69,27,99
299,R299,59,78,40,22,54,90,13
300,R300,45,22,84,52,10,79,33
301,R301,78,29,42,89,89,96,44
302,R302,11,38,23,50,47,75,82
303,R303,50,65,97,49,3,39,75
304,R304,50,10,80,88,9,77,26
305,R305,54,41,100,12,32,29,34
306,R306,73,81,87,68,90,46,14
307,R307,2,13,71,80,92,46,55
308,R308,3,67,80,42,23,69,53
309,R309,34,53,36,89,20,83,25
310,R310,40,29,10,32,84,75,74
311,R311,13,97,4,19,38,75,39
312,R312,47,44,37,20,73,99,91
313,R313,63,21,24,13,55,58,86
314,R314,97,8,83,55,19,11,91
315,R315,43,88,94,12,37,7,3
316,R316,59,31,34,36,3,88,24
317,R317,6,1,90,3,71,71,79
318,R318,33,64,70,26,75,76,15
319,R319,80,72,76,43,15,6,20
320,R320,13,19,36,11,9,46,14
321,R321,66,11,89,78,50,40,90
322,R322,19,88,19,54,100,92,13
323,R323,59,59,82,40,62,63,48
324,R324,86,38,50,73,52,38,9
325,R325,95,71,2,91,37,7,94
326,R326,70,14,94,71,24,19,72
327,R327,37,59,8,74,4,5,85
328,R328,52,83,61,21,71,100,54
329,R329,43,49,32,42,75,70,87
330,R330,5,29,73,27,13,58,56
331,R331,45,15,93,81,76,7,62
332,R332,64,35,85,23,14,40,66
333,R333,86,42,81,78,94,70,82
334,R334,54,48,74,18,5,11,28
335,R335,12,81,4,40,77,56,37
336,R336,37,95,23,4,26,74,84
337,R337,60,16,48,51,32,93,50
338,R338,43,66,25,11,100,97,55
339,R339,24,64,58,54,41,18,61
340,R340,36,46,9,74,59,78,29
341,R341,29,53,78,36,49,100,99
342,R342,6,63,99,35,46,39,42
343,R343,26,30,80,36,14,44,42
344,R344,46,7,10,19,55,79,44
345,R345,17,44,75,93,42,58,27
346,R346,8,47,34,45,85,89,29
347,R347,77,45,48,76,25,95,27
348,R348,8,30,7,52,73,84,18
349,R349,85,64,55,33,7,5,17
350,R350,37,19,22,59,39,66,65
351,R351,67,21,64,55,86,88,96
352,R352,49,75,43,6,91,33,4
353,R353,99,12,18,17,28,25,68
354,R354,78,64,94,89,2,100,34
355,R355,47,3,42,4,22,1,75
356,R356,48,82,36,8,5,20,31
357,R357,34,4,65,59,31,27,34
358,R358,79,7,29,84,37,22,54
359,R359,1,48,22,52,86,75,14
360,R360,24,10,69,34,16,83,48
361,R361,81,2,82,81,72,44,12
362,R362,18,22,60,75,50,12,84
363,R363,70,52,74,23,95,96,3
364,R364,60,42,1,13,88,97,93
365,R365,92,97,11,73,62,4,79
366,R366,62,100,29,86,32,28,73
367,R367,62,64,23,47,46,67,81
368,R368,34,17,81,79,9,62,67
369,R369,82,41,99,88,96,20,80
370,R370,34,93,74,80,41,63,36
371,R371,62,59,10,68,41,15,60
372,R372,5,59,74,9,32,64,18
373,R373,97,65,7,34,92,11,23
374,R374,57,62,77,86,65,61,92
375,R375,76,5,63,54,56,48,40
376,R376,18,36,75,8,13,60,69
377,R377,97,100,51,1,34,87,67
378,R378,52,67,18,87,46,4,87
379,R379,40,40,86,25,57,9,61
380,R380,66,54,20,9,76,79,52
381,R381,53,52,93,55,77,57,60
382,R382,47,91,57,69,49,21,78
383,R383,83,83,48,25,68,19,93
384,R384,80,80,65,91,31,57,46
385,R385,99,11,88,82,37,41,24
386,R386,87,45,65,69,22,59,57
387,R387,34,69,15,70,96,53,87
388,R388,36,81,4,5,93,37,55
389,R389,32,1,70,94,42,58,28
390,R390,39,96,77,61,14,37,41
391,R391,92,28,64,6,14,8,83
392,R392,17,33,70,60,23,1,74
393,R393,49,44,79,23,61,55,66
394,R394,71,89,86,80,53,15,5
395,R395,12,20,65,56,12,91,34
396,R396,10,64,60,73,5,50,5
397,R397,61,92,45,79,22,91,82
398,R398,38,5,23,15,86,21,61
399,R399,69,28,88,50,86,17,12
400,R400,65,56,35,31,22,17,51
401,R401,52,65,87,51,98,14,71
402,R402,14,90,92,87,21,58,99
403,R403,30,51,89,83,34,100,94
404,R404,23,89,51,18,18,44,55
405,R405,31,59,80,1,98,21,75
406,R406,64,4,4,51,45,66,74
407,R407,23,64,70,45,6,91,24
408,R408,27,78,20,72,26,100,12
409,R409,76,82,87,80,30,70,71
410,R410,72,21,64,67,91,57,46
411,R411,99,39,97,46,34,50,79
412,R412,45,81,1,69,22,14,42
413,R413,39,87,51,13,6,55,33
414,R414,53,6,100,99,71,41,15
415,R415,59,39,85,38,26,75,12
416,R416,19,92,23,46,28,9,69
417,R417,92,54,22,94,48,92,42
418,R418,41,54,17,16,65,91,59
419,R419,41,78,24,1,98,79,24
420,R420,71,75,70,68,11,66,81
421,R421,91,36,13,60,9,32,35
422,R422,14,91,53,66,59,60,36
423,R423,62,40,42,88,3,86,30
424,R424,7,26,55,48,4,79,97
425,R425,27,62,80,96,23,100,18
426,R426,4,73,87,3,44,20,5
427,R427,15,14,47,44,100,53,95
428,R428,63,22,32,62,8,6,84
429,R429,34,50,84,53,60,2,57
430,R430,52,79,84,53,61,67,11
431,R431,61,95,64,31,66,59,72
432,R432,35,68,44,33,41,24,61
433,R433,51,38,45,61,45,49,96
434,R434,25,96,38,85,69,67,27
435,R435,52,27,45,11,71,94,19
436,R436,99,68,86,40,18,60,86
437,R437,53,54,37,76,82,97,30
438,R438,37,36,28,13,59,56,66
439,R439,56,88,73,27,73,21,75
440,R440,33,58,24,70,64,90,56
441,R441,56,70,35,61,69,40,9
442,R442,17,10,55,41,91,68,35
443,R443,62,74,84,19,30,55,11
444,R444,66,88,16,18,31,34,22
445,R445,26,77,6,31,28,86,34
446,R446,57,91,33,55,1,77,37
447,R447,8,55,5,41,65,49,29
448,R448,20,94,72,84,51,71,43
449,R449,22,61,75,43,16,70,18
450,R450,57,7,87,95,53,43,87
451,R451,72,99,44,69,25,45,45
452,R452,98,83,79,36,38,72,28
453,R453,85,14,17,4,9,25,92
454,R454,16,19,87,78,17,54,86
455,R455,77,50,84,67,29,66,9
456,R456,8,50,78,56,80,49,28
457,R457,100,64,21,74,57,31,60
458,R458,1,86,12,41,43,56,65
459,R459,81,77,86,75,4,91,56
460,R460,54,57,14,52,48,38,24
461,R461,4,73,64,22,25,42,95
462,R462,42,20,99,100,52,87,63
463,R463,37,17,53,11,56,89,93
464,R464,88,48,73,8,23,91,36
465,R465,28,96,57,31,34,41,85
466,R466,99,56,20,20,70,55,77
467,R467,41,83,43,75,5,1,83
468,R468,28,54,7,61,30,64,22
469,R469,48,83,67,26,91,97,81
470,R470,76,45,93,83,98,97,29
471,R471,56,66,53,63,40,30,47
472,R472,48,31,29,30,51,45,79
473,R473,89,98,94,36,45,46,7
474,R474,63,41,31,22,37,9,75
475,R475,53,1,85,94,78,87,96
476,R476,68,8,83,66,92,99,73
477,R477,68,60,70,62,100,33,87
478,R478,86,81,33,44,7,44,37
479,R479,23,46,88,86,54,93,65
480,R480,99,38,1,95,41,19,100
481,R481,81,85,81,2,10,45,27
482,R482,63,7,32,89,50,1,7
483,R483,81,50,76,26,70,97,89
484,R484,75,84,30,66,75,64,50
485,R485,54,97,47,57,98,28,30
486,R486,37,19,63,62,36,55,94
487,R487,46,43,86,44,91,22,37
488,R488,79,74,24,16,30,47,88
489,R489,17,35,99,49,39,36,11
490,R490,54,28,31,27,79,89,87
491,R491,99,18,28,34,33,73,32
492,R492,3,89,36,98,53,50,76
493,R493,41,97,26,39,30,51,45
494,R494,60,89,8,57,16,50,7
495,R495,6,33,75,3,64,6,60
496,R496,59,97,49,55,85,90,3
497,R497,63,50,66,19,90,19,22
498,R498,34,51,62,38,2,93,23
499,R499,39,12,45,93,38,61,83
500,R500,41,46,42,48,88,48,26
501,R501,95,28,15,99,99,31,60
502,R502,21,29,50,88,38,84,100
503,R503,90,23,100,56,11,20,21
504,R504,60,78,75,7,5,31,60
505,R505,11,30,64,24,92,93,65
506,R506,61,45,37,68,28,44,1
507,R507,10,81,41,70,68,48,17
508,R508,37,3,14,18,47,68,3
509,R509,21,67,14,45,93,3,71
510,R510,34,31,25,65,24,75,49
511,R511,99,54,55,43,57,22,87
512,R512,27,68,50,28,65,11,67
513,R513,36,94,29,61,85,85,91
514,R514,91,63,33,23,93,48,35
515,R515,73,79,92,24,91,44,94
516,R516,37,69,47,28,39,14,46
517,R517,29,91,78,38,13,85,2
518,R518,10,39,56,34,31,6,8
519,R519,90,62,95,80,14,14,37
520,R520,18,40,73,50,68,81,90
521,R521,35,54,71,66,29,88,82
522,R522,99,51,91,10,25,78,24
523,R523,6,56,46,95,9,83,73
524,R524,74,90,60,89,89,36,94
525,R525,7,43,42,39,26,36,91
526,R526,88,40,16,54,31,97,64
527,R527,55,65,41,45,93,72,96
528,R528,2,34,2,60,15,25,58
529,R529,23,66,13,11,70,26,87
530,R530,65,45,70,6,17,94,98
531,R531,25,3,84,58,93,21,1
532,R532,56,89,19,63,99,21,55
533,R533,16,43,93,22,73,83,77
534,R534,52,62,3,36,24,45,5
535,R535,97,17,45,5,74,25,44
536,R536,46,17,42,93,69,24,88
537,R537,65,31,87,43,98,34,62
538,R538,22,42,53,55,72,86,76
539,R539,19,64,42,55,33,50,36
540,R540,17,71,25,58,70,20,16
541,R541,41,80,35,85,99,26,76
542,R542,78,62,26,96,4,44,57
543,R543,60,93,32,17,18,45,85
544,R544,70,97,9,66,11,100,65
545,R545,99,49,44,46,76,70,77
546,R546,88,86,55,62,10,41,82
547,R547,62,18,20,34,47,65,100
548,R548,89,17,100,27,27,59,58
549,R549,17,1,26,75,70,67,38
550,R550,13,72,41,80,54,36,28
551,R551,81,90,21,7,80,13,59
552,R552,48,2,19,47,4,25,82
553,R553,9,78,5,69,44,20,68
554,R554,74,56,27,76,93,76,69
555,R555,86,72,55,41,86,76,61
556,R556,20,89,90,35,81,47,14
557,R557,12,51,41,9,81,27,43
558,R558,73,69,18,6,37,78,53
559,R559,16,40,68,31,69,80,51
560,R560,60,87,5,85,28,59,60
561,R561,65,1,44,53,84,90,69
562,R562,23,57,65,8,5,12,7
563,R563,56,62,52,27,92,88,66
564,R564,34,52,14,45,94,10,17
565,R565,16,80,54,75,17,71,10
566,R566,87,62,46,28,19,88,1
567,R567,92,75,28,2,68,92,84
568,R568,82,80,32,37,41,89,35
569,R569,70,13,15,57,25,24,24
570,R570,72,99,31,39,64,45,15
571,R571,76,31,57,60,92,98,75
572,R572,10,99,87,76,33,12,70
573,R573,67,10,25,59,56,83,45
574,R574,86,21,81,79,38,3,2
575,R575,54,78,58,54,63,66,71
576,R576,15,54,33,72,77,59,19
577,R577,66,52,69,67,76,83,32
578,R578,26,92,88,29,64,44,1
579,R579,26,32,13,47,89,10,22
580,R580,78,78,90,84,22,47,23
581,R581,38,65,11,66,91,85,1
582,R582,89,95,66,14,49,78,69
583,R583,4,3,64,26,71,17,84
584,R584,62,57,53,36,48,82,37
585,R585,96,68,34,70,21,15,18
586,R586,13,53,52,21,3,52,26
587,R587,98,88,40,77,46,17,5
588,R588,13,61,77,97,52,5,7
589,R589,97,84,69,79,75,53,30
590,R590,57,91,100,52,30,64,35
591,R591,55,41,56,13,64,90,59
592,R592,80,16,18,22,27,56,3
593,R593,44,96,98,2,33,73,33
594,R594,1,70,29,97,71,74,86
595,R595,19,14,83,68,53,22,53
596,R596,36,72,83,26,38,78,97
597,R597,92,70,70,25,61,51,1
598,R598,71,52,20,7,6,48,84
599,R599,26,37,10,56,94,100,45
600,R600,9,67,81,12,12,50,50
601,R601,61,10,40,18,25,3,80
602,R602,61,92,68,78,85,26,16
603,R603,86,30,82,8,22,60,83
604,R604,84,84,88,96,63,95,62
605,R605,39,60,50,95,35,16,53
606,R606,48,55,28,56,19,88,57
607,R607,75,40,70,69,15,91,45
608,R608,80,47,70,52,97,39,50
609,R609,37,79,72,47,38,10,37
610,R610,97,77,48,40,99,31,45
611,R611,57,92,95,6,17,65,77
612,R612,47,61,89,10,88,95,78
613,R613,77,82,78,18,23,30,10
614,R614,59,11,58,88,37,89,30
615,R615,94,43,18,79,33,49,36
616,R616,42,48,53,26,18,26,4
617,R617,3,20,87,15,74,66,74
618,R618,39,19,86,41,86,54,37
619,R619,20,64,87,93,4,19,75
620,R620,100,51,87,16,90,77,76
621,R621,12,68,11,82,15,59,58
622,R622,71,22,37,17,60,26,44
623,R623,27,13,98,27,20,3,23
624,R624,65,90,12,25,91,71,13
625,R625,6,15,78,12,28,61,38
626,R626,97,31,24,28,13,76,46
627,R627,43,94,85,73,4,83,6
628,R628,84,95,98,24,18,46,95
629,R629,58,94,68,95,31,59,54
630,R630,66,1,22,16,29,14,65
631,R631,83,27,75,81,71,5,66
632,R632,14,16,31,89,48,33,50
633,R633,43,26,45,33,39,26,27
634,R634,46,49,55,96,30,52,30
635,R635,100,86,14,71,96,61,83
636,R636,20,72,49,32,41,59,17
637,R637,2,61,48,23,13,99,99
638,R638,60,89,3,39,26,99,78
639,R639,75,21,8,74,96,79,27
640,R640,50,76,80,91,30,96,46
641,R641,33,12,19,19,88,61,55
642,R642,74,26,32,23,34,73,93
643,R643,47,11,56,46,41,24,37
644,R644,97,68,71,2,89,44,2
645,R645,64,33,73,62,24,79,52
646,R646,71,95,44,22,6,75,52
647,R647,9,82,95,30,16,56,98
648,R648,44,84,74,29,74,54,95
649,R649,18,60,14,24,31,61,88
650,R650,63,65,30,61,12,31,37
651,R651,89,36,32,13,78,49,16
652,R652,49,9,93,37,40,7,83
653,R653,79,50,31,73,2,27,66
654,R654,24,94,14,83,39,29,8
655,R655,25,57,16,62,72,85,19
656,R656,98,37,82,61,52,40,15
657,R657,71,96,13,92,77,31,52
658,R658,26,51,97,96,43,84,98
659,R659,93,61,99,34,84,30,17
660,R660,42,2,78,43,68,28,86
661,R661,73,87,85,6,98,38,83
662,R662,75,69,52,92,43,50,26
663,R663,42,5,11,24,34,59,24
664,R664,83,22,15,6,100,45,71
665,R665,47,25,78,71,67,69,26
666,R666,34,94,31,25,100,87,8
667,R667,87,29,41,78,57,34,56
668,R668,80,74,19,29,60,73,61
669,R669,17,7,62,59,96,31,38
670,R670,54,42,15,72,50,48,50
671,R671,3,4,43,76,71,46,22
672,R672,51,68,16,12,65,24,39
673,R673,73,96,30,53,55,11,76
674,R674,65,35,32,98,66,40,75
675,R675,62,97,30,60,27,34,69
676,R676,10,90,97,93,74,57,21
677,R677,22,81,84,55,17,40,38
678,R678,54,37,89,29,96,82,18
679,R679,36,9,98,49,94,66,26
680,R680,94,74,19,49,64,6,26
681,R681,66,50,14,83,67,36,47
682,R682,51,66,60,41,57,25,71
683,R683,2,53,73,82,57,4,87
684,R684,71,73,48,46,81,33,87
685,R685,11,75,59,57,3,51,93
686,R686,53,52,25,38,95,41,2
687,R687,39,55,81,12,25,61,62
688,R688,97,19,2,90,41,58,1
689,R689,25,77,29,62,89,13,44
690,R690,59,77,98,87,5,15,12
691,R691,39,31,76,3,26,82,90
692,R692,14,35,80,52,67,70,17
693,R693,69,91,44,82,72,62,25
694,R694,64,18,17,41,38,13,99
695,R695,41,34,81,24,21,96,9
696,R696,2,80,7,87,56,3,61
697,R697,14,94,1,9,77,58,17
698,R698,92,57,1,98,12,58,90
699,R699,63,60,30,58,77,71,20
700,R700,19,35,16,42,41,76,31
701,R701,18,78,24,32,54,95,72
702,R702,60,45,77,88,68,77,4
703,R703,9,99,57,56,43,77,15
704,R704,67,68,98,8,90,11,90
705,R705,94,67,22,17,46,53,10
706,R706,18,12,67,88,30,87,59
707,R707,2,62,58,64,94,23,75
708,R708,7,95,87,2,15,85,49
709,R709,21,27,48,76,14,71,79
710,R710,39,71,21,71,1,59,94
711,R711,46,88,23,28,13,57,38
712,R712,100,89,52,13,84,54,48
713,R713,5,20,92,28,77,81,15
714,R714,73,83,51,85,23,30,23
715,R715,61,61,19,90,85,50,95
716,R716,53,58,61,99,28,50,44
717,R717,82,100,31,95,84,69,99
718,R718,13,72,48,30,96,9,28
719,R719,35,23,50,47,6,90,19
720,R720,57,45,16,3,96,93,6
721,R721,95,52,67,31,60,11,88
722,R722,20,18,68,79,80,94,47
723,R723,71,98,74,54,30,93,52
724,R724,64,39,47,52,29,96,89
725,R725,22,44,76,60,57,7,32
726,R726,81,87,32,32,60,66,2
727,R727,57,63,32,55,27,24,59
728,R728,4,12,34,74,21,75,83
