id,label,Elevation,Aspect,Slope
263,R263,2898,46,37
264,R264,2345,51,41
265,R265,2721,271,36
266,R266,3004,143,24
267,R267,1997,337,19
268,R268,2530,257,14
269,R269,3071,50,17
270,R270,2568,234,1
271,R271,3152,79,34
272,R272,3562,154,0
273,R273,3017,288,15
274,R274,2866,9,41
275,R275,3754,330,3
276,R276,3792,301,26
277,R277,2600,264,33
278,R278,3759,167,36
279,R279,2192,323,15
280,R280,2006,166,15
281,R281,2836,299,28
282,R282,2391,265,8
283,R283,2198,272,9
284,R284,3133,32,8
285,R285,2931,7,16
286,R286,3647,297,9
287,R287,3018,324,29
288,R288,3679,269,2
289,R289,3303,265,34
290,R290,3515,319,21
291,R291,3700,336,9
292,R292,2363,250,21
293,R293,3760,41,31
294,R294,2014,308,8
295,R295,3665,83,29
296,R296,2626,138,25
297,R297,2826,298,8
298,R298,2856,216,43
299,R299,2373,179,17
300,R300,2046,339,26
301,R301,2881,340,21
302,R302,2690,201,7
303,R303,3477,63,39
304,R304,2447,96,14
305,R305,1909,217,33
306,R306,2607,337,32
307,R307,3376,340,9
308,R308,2208,150,39
309,R309,2672,38,35
310,R310,2222,94,29
311,R311,2956,101,17
312,R312,1992,134,37
313,R313,2664,285,10
314,R314,3473,256,28
315,R315,2262,306,37
316,R316,3012,248,10
317,R317,2999,176,9
318,R318,3449,15,13
319,R319,2348,280,2
320,R320,2662,158,20
321,R321,3549,109,25
322,R322,3007,181,19
323,R323,3620,306,6
324,R324,2583,155,37
325,R325,3668,52,24
326,R326,3527,95,32
327,R327,3034,42,8
328,R328,2739,65,39
329,R329,2320,139,34
330,R330,2317,173,42
331,R331,2789,43,17
332,R332,1909,87,8
333,R333,3212,123,13
334,R334,3790,188,23
335,R335,2036,191,37
336,R336,2878,26,36
337,R337,2249,320,25
338,R338,3766,189,14
339,R339,2735,182,8
340,R340,1904,231,6
341,R341,2200,116,1
342,R342,1954,320,1
343,R343,2560,9,2
344,R344,2183,246,32
345,R345,2043,202,23
346,R346,2735,167,34
347,R347,3478,271,26
348,R348,3274,10,8
349,R349,2603,347,38
350,R350,2171,244,30
351,R351,3012,229,0
352,R352,2630,31,28
353,R353,2417,48,37
354,R354,2746,141,27
355,R355,3285,67,18
356,R356,2067,176,29
357,R357,1984,323,31
358,R358,2807,19,22
359,R359,2281,348,36
360,R360,3553,198,41
361,R361,3722,254,35
362,R362,2431,6,36
363,R363,2463,88,39
364,R364,2031,28,30
365,R365,3742,305,9
366,R366,2623,0,20
367,R367,2429,347,27
368,R368,3702,65,4
369,R369,1992,129,30
370,R370,2646,201,6
371,R371,3387,358,8
372,R372,3585,144,19
373,R373,3495,36,15
374,R374,2795,109,39
375,R375,3261,328,21
376,R376,2511,296,33
377,R377,3355,128,38
378,R378,2048,125,10
379,R379,2184,189,17
380,R380,2923,264,35
381,R381,3269,35,14
382,R382,2462,302,0
383,R383,3767,45,31
384,R384,2329,189,11
385,R385,2279,297,5
386,R386,2970,35,6
387,R387,2657,178,29
388,R388,2628,350,18
389,R389,2208,89,13
390,R390,3571,182,35
391,R391,2974,126,13
392,R392,3074,22,35
393,R393,3382,106,23
394,R394,2078,118,21
395,R395,2861,37,43
396,R396,2055,20,8
397,R397,3259,37,33
398,R398,2316,25,34
399,R399,3356,241,14
400,R400,2812,290,36
401,R401,3687,247,16
402,R402,3442,161,29
403,R403,3605,33,18
404,R404,3747,192,23
405,R405,2198,58,6
406,R406,1999,277,34
407,R407,3467,299,17
408,R408,3691,297,10
409,R409,3760,142,36
410,R410,3115,106,32
411,R411,2235,170,41
412,R412,3082,248,25
413,R413,3593,196,0
414,R414,3103,5,19
415,R415,2297,351,32
416,R416,2453,332,30
417,R417,3566,93,16
418,R418,3195,351,41
419,R419,2639,307,18
420,R420,3044,209,42
421,R421,2051,160,8
422,R422,3452,332,16
423,R423,2586,96,18
424,R424,2652,115,10
425,R425,1965,124,21
426,R426,2795,122,37
427,R427,3373,251,6
428,R428,3758,125,33
429,R429,2741,158,20
430,R430,2147,56,7
431,R431,2270,305,25
432,R432,2812,294,5
433,R433,2231,156,3
434,R434,2240,66,11
435,R435,3612,317,7
436,R436,3323,47,1
437,R437,3525,96,12
438,R438,3082,133,28
439,R439,3053,140,3
440,R440,3530,183,17
441,R441,1958,354,9
442,R442,3134,317,1
443,R443,3474,162,8
444,R444,2423,216,24
445,R445,2983,264,36
446,R446,2512,75,33
447,R447,2742,170,9
448,R448,2047,342,36
449,R449,2061,248,31
450,R450,2738,255,39
451,R451,2743,268,27
452,R452,2109,72,9
453,R453,2841,67,11
454,R454,2926,18,6
455,R455,3011,133,35
456,R456,2565,356,8
457,R457,3688,193,24
458,R458,2735,261,9
459,R459,3537,68,14
460,R460,3412,101,32
461,R461,2428,261,41
462,R462,2143,322,42
463,R463,2772,21,28
464,R464,3521,326,13
465,R465,1950,103,15
466,R466,3037,120,41
467,R467,3525,97,38
468,R468,3007,25,9
469,R469,3481,178,18
470,R470,2261,272,2
471,R471,3604,343,43
472,R472,3028,207,18
473,R473,3416,246,30
474,R474,2556,40,40
475,R475,2568,272,4
476,R476,3291,55,28
477,R477,2114,59,32
478,R478,3419,293,34
479,R479,2685,290,37
480,R480,3000,109,6
481,R481,2307,193,14
482,R482,3003,32,37
483,R483,3408,308,19
484,R484,2316,162,37
485,R485,2859,58,32
486,R486,2080,202,39
487,R487,2832,276,29
488,R488,3776,47,23
489,R489,3570,174,1
490,R490,2306,114,9
491,R491,2167,37,5
492,R492,2907,323,18
493,R493,2209,70,22
494,R494,2933,158,23
495,R495,3463,245,32
496,R496,3215,313,24
497,R497,3104,90,41
498,R498,1924,277,27
499,R499,2073,292,33
500,R500,3765,325,11
501,R501,3012,104,30
502,R502,2218,241,32
503,R503,2129,80,31
504,R504,3398,187,27
505,R505,2356,243,10
506,R506,2045,233,2
507,R507,1957,339,7
508,R508,2782,24,36
509,R509,2110,113,14
510,R510,2366,266,16
511,R511,1961,37,3
512,R512,3151,148,5
513,R513,3245,303,27
514,R514,2654,65,20
515,R515,2116,142,42
516,R516,3224,154,3
517,R517,3476,351,38
518,R518,3857,44,41
519,R519,3400,245,11
520,R520,2725,79,3
521,R521,3451,307,19
522,R522,1953,101,35
523,R523,2014,36,10
524,R524,3140,206,28
525,R525,3368,309,36
526,R526,3681,48,26
527,R527,1955,280,16
528,R528,2055,122,37
529,R529,3011,168,19
530,R530,3142,111,29
531,R531,3377,120,1
532,R532,2891,67,17
533,R533,3584,339,35
534,R534,2878,100,15
535,R535,2705,240,10
536,R536,3643,146,24
537,R537,2650,164,9
538,R538,3088,69,15
539,R539,3297,305,2
540,R540,2343,42,17
541,R541,2287,101,2
542,R542,1921,169,13
543,R543,2077,178,26
544,R544,3397,333,2
545,R545,1999,316,24
546,R546,2030,222,34
547,R547,2756,304,10
548,R548,2932,73,25
549,R549,2206,233,41
550,R550,3536,222,39
551,R551,3035,10,40
552,R552,1914,231,20
553,R553,3492,201,39
554,R554,2514,220,28
555,R555,3325,336,19
556,R556,1961,289,26
557,R557,3121,123,25
558,R558,2004,230,17
559,R559,2359,283,35
560,R560,1985,99,39
561,R561,3652,350,34
562,R562,2419,269,6
563,R563,2669,185,1
564,R564,1861,173,35
565,R565,3589,272,1
566,R566,2332,260,5
567,R567,2766,31,25
568,R568,2758,283,40
569,R569,2474,142,0
570,R570,1974,9,0
571,R571,3576,241,5
572,R572,2613,209,5
573,R573,2079,186,19
574,R574,2352,202,9
575,R575,2454,51,1
576,R576,3666,69,19
577,R577,2220,59,25
578,R578,2476,119,4
579,R579,2045,189,32
580,R580,3120,314,34
581,R581,2687,64,37
582,R582,2822,74,37
583,R583,2414,197,4
584,R584,3064,37,15
585,R585,2238,308,7
586,R586,3062,353,9
587,R587,1930,323,20
588,R588,3324,121,43
589,R589,3538,154,7
590,R590,3113,79,33
591,R591,3834,199,20
592,R592,2249,158,20
593,R593,3435,298,31
594,R594,2927,228,22
595,R595,2013,115,13
596,R596,2668,151,26
597,R597,3855,49,13
598,R598,2009,203,29
599,R599,2735,29,40
600,R600,2132,114,12
601,R601,3506,194,43
602,R602,2998,29,30
603,R603,3413,9,37
604,R604,3499,77,26
605,R605,2403,4,23
606,R606,2426,177,13
607,R607,1946,263,25
608,R608,3325,292,41
609,R609,3770,83,10
610,R610,2339,254,4
611,R611,3288,32,30
612,R612,3348,81,0
613,R613,2268,78,37
614,R614,3015,232,38
615,R615,2968,149,12
616,R616,3826,130,38
617,R617,2271,147,20
618,R618,2321,302,15
619,R619,3082,307,27
620,R620,2603,210,29
621,R621,3012,142,8
622,R622,3291,240,33
623,R623,2109,349,17
624,R624,3707,177,20
625,R625,3519,263,20
626,R626,2623,35,0
627,R627,3272,141,26
628,R628,3587,214,23
629,R629,2856,346,9
630,R630,2556,166,26
631,R631,3385,291,1
632,R632,2038,227,19
633,R633,2568,226,11
634,R634,3765,225,8
635,R635,2975,236,5
636,R636,2929,182,29
637,R637,3317,329,28
638,R638,3701,169,29
639,R639,2963,252,8
640,R640,2247,146,37
641,R641,3620,269,17
642,R642,3802,85,19
643,R643,3381,23,12
644,R644,1967,304,38
645,R645,2747,302,3
646,R646,3223,332,11
647,R647,2465,23,25
648,R648,3680,340,7
649,R649,3093,258,4
650,R650,2473,149,42
651,R651,3128,313,32
652,R652,2592,268,30
653,R653,3322,110,8
654,R654,3731,253,8
655,R655,3666,184,37
656,R656,2897,233,21
657,R657,3585,343,5
658,R658,2738,180,34
659,R659,3572,11,42
660,R660,2031,192,6
661,R661,2572,251,12
662,R662,2915,0,41
663,R663,2787,260,11
664,R664,2698,244,20
665,R665,3827,329,5
666,R666,2738,178,20
667,R667,3835,12,27
668,R668,2035,130,9
669,R669,3607,229,36
670,R670,2116,303,13
671,R671,2233,3,37
672,R672,2058,41,18
673,R673,3166,183,8
674,R674,2624,287,31
675,R675,2182,0,33
676,R676,3180,326,27
677,R677,2478,8,37
678,R678,3330,174,24
679,R679,3533,290,38
680,R680,3701,322,41
681,R681,3251,189,15
682,R682,3292,339,15
683,R683,2792,126,12
684,R684,2836,260,38
685,R685,3350,137,37
686,R686,3544,9,4
687,R687,2856,359,32
688,R688,2625,118,28
689,R689,2688,187,24
690,R690,3634,302,30
691,R691,3600,185,16
692,R692,3196,246,13
693,R693,3012,333,21
694,R694,3718,49,10
695,R695,3566,154,0
696,R696,3496,116,34
697,R697,3506,14,20
698,R698,2265,72,21
699,R699,2465,272,34
700,R700,2575,223,20
701,R701,2047,352,28
702,R702,2174,107,9
703,R703,3404,322,10
704,R704,3460,63,43
705,R705,3722,222,38
706,R706,3384,161,9
707,R707,3071,62,1
708,R708,3794,206,23
709,R709,2787,343,11
710,R710,2037,17,16
711,R711,2025,103,40
712,R712,1944,61,26
713,R713,3787,225,18
714,R714,3761,224,3
715,R715,2551,15,22
716,R716,2261,76,11
717,R717,2242,135,31
718,R718,2615,135,39
719,R719,3736,268,28
720,R720,2463,62,12
721,R721,2659,351,0
722,R722,2271,303,9
723,R723,3411,113,37
724,R724,3549,7,5
725,R725,3393,15,36
726,R726,1868,74,31
727,R727,2673,287,10
728,R728,2778,169,31
729,R729,2038,41,42
730,R730,2840,185,12
731,R731,2155,86,19
732,R732,3848,12,28
733,R733,2353,98,0
734,R734,2331,121,27
735,R735,3785,295,39
736,R736,2811,120,39
737,R737,3089,3,14
738,R738,3672,63,19
739,R739,2864,347,34
740,R740,2772,175,20
741,R741,3058,137,33
742,R742,2966,147,1
743,R743,3371,41,23
744,R744,2959,150,20
745,R745,2124,164,17
746,R746,2962,14,24
747,R747,2142,49,37
748,R748,2728,139,42
749,R749,2807,91,24
750,R750,2805,98,0
751,R751,2428,3,29
752,R752,3235,159,38
753,R753,2748,139,7
754,R754,3774,207,29
755,R755,3626,233,33
756,R756,3002,131,15
757,R757,3736,75,4
758,R758,2824,62,18
759,R759,2021,5,36
760,R760,3342,166,10
761,R761,2778,287,2
762,R762,1906,170,35
763,R763,2176,119,42
764,R764,2446,107,38
765,R765,2456,147,42
766,R766,3186,213,28
767,R767,3553,18,10
768,R768,3482,261,6
769,R769,3172,58,32
770,R770,2830,209,6
771,R771,2143,69,11
772,R772,2397,16,37
773,R773,1985,171,2
774,R774,2323,217,9
775,R775,2369,71,1
776,R776,2033,328,5
777,R777,2183,334,0
778,R778,3626,26,8
779,R779,2857,234,20
780,R780,3683,153,14
781,R781,2700,85,22
782,R782,3062,322,32
783,R783,3358,285,8
784,R784,2503,210,27
785,R785,3512,156,4
786,R786,2772,143,13
787,R787,2764,248,43
788,R788,3634,243,30
789,R789,3087,220,13
790,R790,3148,270,5
791,R791,2338,145,37
792,R792,3647,78,13
793,R793,3488,250,18
794,R794,2037,184,19
795,R795,3739,351,12
796,R796,3649,230,42
797,R797,3346,326,28
798,R798,3726,307,19
799,R799,3769,210,41
800,R800,2800,113,41
801,R801,2366,355,40
802,R802,2024,70,22
803,R803,2208,307,10
804,R804,2192,38,6
805,R805,3523,266,24
806,R806,2228,45,29
807,R807,2794,313,19
808,R808,2181,339,22
809,R809,3351,67,35
810,R810,3516,40,26
811,R811,2639,359,26
812,R812,1998,195,19
813,R813,2306,336,23
814,R814,1928,223,1
815,R815,2445,308,14
816,R816,3187,51,38
817,R817,3268,233,13
818,R818,3695,159,7
819,R819,3198,292,32
820,R820,1902,42,17
821,R821,2108,246,11
822,R822,2892,157,39
823,R823,1900,161,33
824,R824,2451,43,14
825,R825,1993,138,3
826,R826,2104,141,2
827,R827,2638,349,24
828,R828,2684,206,28
829,R829,2235,181,0
830,R830,2279,100,21
831,R831,2405,263,18
832,R832,3033,192,31
833,R833,2458,250,12
834,R834,2672,118,9
835,R835,3065,245,22
836,R836,2989,175,38
837,R837,2899,96,31
838,R838,3473,248,26
839,R839,2218,306,23
840,R840,2015,260,18
841,R841,3409,3,19
842,R842,2498,296,42
843,R843,3596,74,13
844,R844,2429,221,23
845,R845,2734,21,34
846,R846,2569,83,3
847,R847,2718,20,4
848,R848,2036,17,21
849,R849,3025,244,0
850,R850,2538,146,6
851,R851,3046,195,34
852,R852,3096,357,13
853,R853,2551,337,38
854,R854,2180,210,2
855,R855,1935,218,34
856,R856,2076,71,25
857,R857,2908,317,6
858,R858,2563,188,34
859,R859,3421,229,41
860,R860,3806,347,37
861,R861,2511,337,17
862,R862,3251,217,13
863,R863,2755,53,26
864,R864,3269,276,29
865,R865,1924,311,11
866,R866,3237,95,42
867,R867,2907,324,0
868,R868,3596,304,7
869,R869,2591,346,10
870,R870,2055,186,23
871,R871,1992,315,16
872,R872,3437,231,12
873,R873,2155,42,43
874,R874,1986,143,22
875,R875,3470,117,13
876,R876,2735,345,28
877,R877,2237,293,39
878,R878,2865,138,16
879,R879,3083,129,26
880,R880,3058,161,2
881,R881,2419,232,10
882,R882,2042,347,18
883,R883,2027,218,3
884,R884,3084,296,7
885,R885,3799,243,37
886,R886,2100,280,29
887,R887,2227,47,4
888,R888,3202,333,40
889,R889,2619,155,20
890,R890,2206,106,36
891,R891,3234,125,22
892,R892,2533,176,34
893,R893,3463,106,13
894,R894,1934,78,29
895,R895,2649,77,42
896,R896,3786,341,33
897,R897,3784,85,37
898,R898,3628,71,16
899,R899,2537,74,20
900,R900,2237,88,28
901,R901,3337,82,39
902,R902,3229,267,29
903,R903,3348,113,12
904,R904,3014,143,5
905,R905,3077,113,20
906,R906,3664,58,13
907,R907,3226,163,41
908,R908,2938,19,0
909,R909,2903,209,20
910,R910,3485,328,39
911,R911,2823,105,9
912,R912,2476,341,43
913,R913,2580,109,10
914,R914,2727,100,10
915,R915,3366,335,31
916,R916,2919,56,39
917,R917,2687,286,11
918,R918,1888,352,23
919,R919,2323,128,40
920,R920,3467,35,18
921,R921,3486,287,10
922,R922,2399,283,30
923,R923,2849,284,22
924,R924,3242,243,31
925,R925,2142,324,0
926,R926,2026,82,12
927,R927,3456,293,37
928,R928,2004,119,43
929,R929,3725,216,30
930,R930,2046,130,12
931,R931,3637,36,12
932,R932,2034,220,12
933,R933,2813,123,37
934,R934,3701,183,7
935,R935,2564,257,15
936,R936,1938,259,5
937,R937,3795,267,2
938,R938,2460,359,31
939,R939,3680,338,35
940,R940,2867,109,5
941,R941,1939,187,31
942,R942,1978,299,13
943,R943,3468,117,12
944,R944,2463,4,3
945,R945,2437,251,28
946,R946,2181,91,28
947,R947,3510,211,23
948,R948,2856,177,13
949,R949,3772,155,4
950,R950,3813,131,18
951,R951,2696,339,27
952,R952,1968,59,28
953,R953,3319,342,14
954,R954,3815,19,10
955,R955,3564,211,11
956,R956,3687,215,36
957,R957,2073,103,18
958,R958,2768,113,19
959,R959,1904,283,9
960,R960,3767,305,5
961,R961,3473,76,11
962,R962,3183,211,38
963,R963,2861,85,6
964,R964,3416,114,0
965,R965,2323,224,37
966,R966,3445,113,26
967,R967,2927,312,42
968,R968,2207,126,42
969,R969,2126,84,2
970,R970,2623,231,31
971,R971,2005,329,22
972,R972,1914,143,15
973,R973,2819,230,18
974,R974,2077,339,14
975,R975,2683,122,26
976,R976,3604,349,28
977,R977,3685,171,42
978,R978,3565,117,38
979,R979,3693,311,35
980,R980,3062,348,5
981,R981,3595,303,42
982,R982,2929,351,11
983,R983,2348,9,0
984,R984,3499,206,12
985,R985,3816,324,23
986,R986,3485,182,12
987,R987,3100,281,22
988,R988,3486,26,37
989,R989,3110,91,27
990,R990,2280,334,42
991,R991,2130,164,10
992,R992,3728,103,43
993,R993,1872,112,19
994,R994,3004,138,38
995,R995,1890,322,43
996,R996,2012,99,36
997,R997,3285,257,15
998,R998,2239,75,22
999,R999,1879,82,3
1000,R1000,2438,230,4
1001,R1001,2128,341,38
1002,R1002,3507,15,1
1003,R1003,3492,118,37
1004,R1004,2620,7,23
1005,R1005,2405,148,36
1006,R1006,2704,27,3
1007,R1007,3538,277,9
1008,R1008,2301,130,5
1009,R1009,2761,82,4
1010,R1010,2356,211,41
1011,R1011,2372,304,8
1012,R1012,2879,196,14
1013,R1013,1922,117,29
1014,R1014,2729,218,40
1015,R1015,3546,105,11
1016,R1016,1870,254,42
1017,R1017,1898,33,14
1018,R1018,3063,160,27
1019,R1019,2646,286,7
1020,R1020,2788,281,7
1021,R1021,3131,157,12
1022,R1022,2245,220,38
1023,R1023,2939,287,21
1024,R1024,3688,132,18
1025,R1025,3517,224,5
1026,R1026,2994,327,1
1027,R1027,2342,75,35
1028,R1028,1863,321,6
1029,R1029,3417,302,11
1030,R1030,2866,118,11
1031,R1031,2772,202,2
1032,R1032,2973,5,19
1033,R1033,2717,141,41
1034,R1034,3428,225,20
1035,R1035,2209,188,38
1036,R1036,3622,155,11
1037,R1037,2651,100,25
1038,R1038,2558,289,18
1039,R1039,2617,354,17
1040,R1040,3303,108,36
1041,R1041,1883,303,17
1042,R1042,3690,342,43
1043,R1043,1920,317,43
1044,R1044,2785,74,9
1045,R1045,2805,292,10
1046,R1046,2533,10,8
1047,R1047,2488,184,34
1048,R1048,3338,115,6
1049,R1049,1915,39,43
1050,R1050,2094,321,40
1051,R1051,2696,307,4
1052,R1052,3429,230,42
1053,R1053,2954,338,25
1054,R1054,2721,4,26
1055,R1055,3523,322,40
1056,R1056,3644,44,28
1057,R1057,2614,79,28
1058,R1058,2040,68,17
1059,R1059,3207,244,36
1060,R1060,2511,271,4
1061,R1061,2016,350,16
1062,R1062,2209,178,40
1063,R1063,2293,32,30
1064,R1064,3856,293,19
1065,R1065,3791,273,26
1066,R1066,3115,240,14
1067,R1067,3736,284,38
1068,R1068,2668,90,25
1069,R1069,3046,96,42
1070,R1070,3829,200,30
1071,R1071,2543,114,7
1072,R1072,1956,14,7
1073,R1073,2598,352,14
1074,R1074,3683,214,11
1075,R1075,3717,101,31
1076,R1076,3781,210,6
1077,R1077,3010,104,30
1078,R1078,2143,310,43
1079,R1079,2194,26,25
1080,R1080,3722,232,42
1081,R1081,2494,78,21
1082,R1082,2605,2,11
1083,R1083,3222,241,30
1084,R1084,2468,12,34
1085,R1085,3820,289,15
1086,R1086,3836,186,42
1087,R1087,2698,210,27
1088,R1088,2421,53,36
1089,R1089,1931,50,5
1090,R1090,2574,187,39
1091,R1091,3016,211,37
1092,R1092,2242,79,34
1093,R1093,2931,123,10
1094,R1094,2173,186,37
1095,R1095,2199,280,29
1096,R1096,3364,270,37
1097,R1097,2022,181,17
1098,R1098,2459,332,30
1099,R1099,2974,193,7
1100,R1100,2130,117,22
1101,R1101,2339,277,16
1102,R1102,3299,259,41
1103,R1103,3464,330,43
1104,R1104,2573,107,21
1105,R1105,3542,91,17
1106,R1106,2060,309,17
1107,R1107,3516,239,17
1108,R1108,2873,260,10
1109,R1109,2505,198,41
1110,R1110,2180,225,5
1111,R1111,2403,90,24
1112,R1112,2596,333,39
1113,R1113,3482,172,42
1114,R1114,3467,99,0
1115,R1115,3635,41,16
1116,R1116,2135,359,27
1117,R1117,3166,309,17
1118,R1118,3711,134,18
1119,R1119,2348,94,21
1120,R1120,3237,66,13
1121,R1121,2924,131,3
1122,R1122,2973,207,22
1123,R1123,3534,8,19
1124,R1124,2165,15,27
1125,R1125,1986,157,35
1126,R1126,3858,124,10
1127,R1127,3589,99,29
1128,R1128,3445,128,16
1129,R1129,2792,289,19
1130,R1130,2254,77,32
1131,R1131,3699,151,30
1132,R1132,2114,28,39
1133,R1133,2814,251,31
1134,R1134,2297,230,33
1135,R1135,2797,297,33
1136,R1136,1895,233,32
1137,R1137,3237,242,26
1138,R1138,3251,230,33
1139,R1139,3242,165,2
1140,R1140,2112,130,13
