id,label,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points
213,R213,47,68,77,53,7,3,45,48,85,90
214,R214,2,63,92,25,77,73,21,95,49,23
215,R215,54,46,44,51,1,85,34,96,45,69
216,R216,13,29,15,3,53,26,93,6,82,90
217,R217,25,59,34,95,57,63,45,2,56,69
218,R218,88,9,38,6,37,35,74,39,71,77
219,R219,66,66,16,62,70,22,11,73,26,81
220,R220,35,8,20,74,98,81,94,62,1,84
221,R221,38,36,39,7,64,60,41,99,63,87
222,R222,7,9,66,61,9,88,15,12,68,54
223,R223,35,93,26,64,93,44,52,87,6,19
224,R224,20,22,78,45,86,16,88,5,56,97
225,R225,84,1,70,3,71,33,35,46,27,11
226,R226,85,24,82,18,41,5,65,38,16,75
227,R227,55,40,2,43,25,9,70,44,5,11
228,R228,33,94,52,43,24,68,82,34,45,21
229,R229,69,56,28,34,39,59,57,72,23,24
230,R230,45,71,55,1,84,40,86,74,52,60
231,R231,74,90,89,65,2,78,83,11,47,6
232,R232,25,51,32,28,25,48,63,18,13,29
233,R233,100,22,98,41,32,24,39,83,24,17
234,R234,76,81,33,85,88,81,42,75,36,92
235,R235,16,97,93,21,51,1,7,66,1,21
236,R236,85,22,59,71,68,40,99,15,4,20
237,R237,59,53,76,75,26,96,5,90,83,4
238,R238,61,88,25,30,42,52,24,93,64,75
239,R239,10,83,87,43,55,12,48,83,63,4
240,R240,97,72,52,63,39,24,69,91,24,38
241,R241,76,60,47,39,9,39,27,73,64,13
242,R242,29,67,53,86,62,54,58,7,47,77
243,R243,53,29,38,10,14,41,90,50,29,73
244,R244,41,34,21,85,68,47,79,86,9,13
245,R245,63,79,67,52,78,91,91,39,32,48
246,R246,3,79,34,97,49,18,74,26,73,59
247,R247,59,48,87,9,6,18,64,40,95,44
248,R248,95,63,99,80,88,3,44,84,74,95
249,R249,33,39,66,3,32,18,98,19,49,91
250,R250,46,12,78,75,40,14,49,94,74,11
251,R251,8,60,86,44,35,69,8,27,12,20
252,R252,47,13,31,75,54,47,49,64,34,62
253,R253,59,75,82,92,86,11,21,17,73,32
254,R254,1,93,51,93,96,17,42,65,96,33
255,R255,4,31,37,34,83,68,24,26,11,59
256,R256,88,14,76,45,97,75,19,43,90,44
257,R257,72,68,39,41,26,13,40,78,27,93
258,R258,83,3,35,4,83,7,6,32,67,63
259,R259,74,9,22,12,61,38,70,32,51,65
260,R260,90,60,38,52,78,92,94,16,38,42
261,R261,100,86,59,16,38,72,4,72,84,90
262,R262,59,5,51,7,14,64,92,32,65,49
263,R263,4,9,61,26,18,39,76,69,15,11
264,R264,75,94,52,60,43,65,39,40,70,73
265,R265,84,87,100,14,68,30,45,76,46,36
266,R266,19,79,83,85,37,57,73,67,86,28
267,R267,92,87,1,11,10,87,68,27,78,55
268,R268,68,18,84,18,46,69,78,33,5,25
269,R269,6,63,4,1,35,69,53,7,76,71
270,R270,83,95,45,76,89,85,13,100,2,14
271,R271,23,89,52,96,50,57,22,27,4,60
272,R272,78,28,89,79,98,39,96,58,18,1
273,R273,42,42,64,24,40,37,55,50,63,23
274,R274,59,29,4,33,49,27,53,34,99,12
275,R275,69,28,11,60,78,19,3,99,49,80
276,R276,49,92,79,44,50,55,6,69,62,7
277,R277,100,25,40,96,27,11,51,61,90,86
278,R278,71,23,20,75,9,88,21,46,37,86
279,R279,40,90,42,14,70,70,23,52,54,15
280,R280,100,100,26,75,50,87,8,45,32,13
281,R281,54,92,49,2,57,52,53,53,40,72
282,R282,3,4,29,83,50,53,67,94,4,56
283,R283,100,46,48,43,12,29,6,77,10,59
284,R284,58,75,3,2,72,22,39,16,91,10
285,R285,24,34,12,73,32,10,16,36,59,49
286,R286,92,21,37,91,54,51,80,71,67,8
287,R287,90,36,39,9,78,27,45,85,76,94
288,R288,46,38,11,73,37,32,69,100,18,60
289,R289,44,74,96,100,99,95,19,16,2,11
290,R290,88,75,80,98,11,48,42,18,30,72
291,R291,67,18,55,99,60,14,15,75,23,83
292,R292,51,61,31,53,47,33,69,29,48,75
293,R293,84,90,65,15,85,18,85,84,100,63
294,R294,24,6,67,85,44,3,15,77,79,20
295,R295,5,65,49,77,82,29,89,58,23,12
296,R296,47,18,75,46,73,14,3,25,62,68
297,R297,37,52,23,96,45,35,66,5,61,90
298,R298,54,41,24,44,76,63,98,69,39,5
299,R299,51,72,34,41,58,63,51,86,44,44
300,R300,38,100,16,32,2,86,64,6,1,99
301,R301,66,21,64,62,53,69,77,89,32,65
302,R302,48,6,85,23,80,17,2,57,76,12
303,R303,96,78,78,19,26,29,40,60,33,28
304,R304,9,10,40,95,79,84,66,58,44,4
305,R305,68,59,29,43,100,83,16,93,80,23
306,R306,58,27,64,53,61,99,39,75,36,8
307,R307,25,80,69,48,15,80,27,59,57,74
308,R308,57,72,86,44,16,10,34,61,93,93
309,R309,35,92,13,61,79,24,86,56,12,73
310,R310,74,10,40,36,62,59,26,99,82,58
311,R311,44,29,74,73,46,66,3,1,7,38
312,R312,38,77,21,90,77,14,100,8,65,32
313,R313,33,99,32,45,22,70,70,11,60,47
314,R314,60,55,99,98,31,85,31,4,60,97
315,R315,69,41,45,49,98,44,90,22,55,37
316,R316,63,37,27,48,8,75,75,47,79,57
317,R317,80,36,79,20,30,7,79,30,52,96
318,R318,27,43,7,80,88,86,55,100,40,29
319,R319,30,55,42,1,19,12,45,83,13,52
320,R320,71,100,29,31,60,97,86,19,7,32
321,R321,62,7,19,100,39,49,49,7,27,69
322,R322,50,56,44,25,76,14,67,64,93,77
323,R323,9,52,85,59,22,10,63,35,4,46
324,R324,93,81,9,63,79,59,17,86,20,17
325,R325,26,97,72,89,39,91,92,83,7,3
326,R326,65,76,22,97,64,12,27,59,87,86
327,R327,94,34,60,85,60,41,4,92,34,80
328,R328,22,8,97,71,24,58,72,72,5,65
329,R329,37,71,28,6,68,32,62,61,24,11
330,R330,59,74,99,100,82,7,84,61,28,17
331,R331,55,29,6,78,82,88,85,47,35,74
332,R332,39,8,48,85,52,35,13,91,53,14
333,R333,60,50,35,61,28,13,44,86,55,47
334,R334,39,16,69,45,62,30,74,16,91,25
335,R335,40,96,10,7,74,8,96,76,24,75
336,R336,76,55,89,22,27,16,21,10,28,9
337,R337,23,89,62,4,37,22,86,93,97,69
338,R338,96,37,21,56,31,9,7,12,94,42
339,R339,25,98,79,48,85,19,58,96,81,4
340,R340,31,3,52,38,27,58,69,71,35,13
341,R341,44,70,77,89,7,95,69,17,44,99
342,R342,68,44,91,54,96,91,61,83,8,78
343,R343,79,71,63,3,63,49,35,81,64,25
344,R344,94,62,32,31,69,89,93,67,60,87
345,R345,91,60,74,91,39,100,25,4,40,7
346,R346,28,6,91,84,8,19,80,27,54,93
347,R347,2,33,31,66,53,89,96,99,53,15
348,R348,40,14,20,34,85,75,43,68,16,33
349,R349,32,90,28,88,94,83,39,71,77,84
350,R350,8,16,36,9,96,48,38,27,83,90
351,R351,78,77,14,16,35,80,61,96,51,40
352,R352,15,61,2,36,45,18,98,98,6,8
353,R353,29,45,88,81,39,69,34,93,46,51
354,R354,88,34,84,71,30,54,57,66,19,79
355,R355,77,96,53,55,79,71,14,52,55,88
356,R356,75,89,41,63,92,6,11,30,26,90
357,R357,47,60,92,7,39,21,97,29,2,18
358,R358,93,9,65,89,58,33,23,56,35,46
359,R359,69,10,54,27,27,73,41,91,73,44
360,R360,28,77,34,75,69,60,4,39,46,59
361,R361,60,1,10,4,5,81,44,100,79,40
362,R362,78,34,98,2,89,94,1,85,24,21
363,R363,59,29,58,54,13,31,71,68,12,30
364,R364,40,39,74,37,61,91,83,88,23,94
365,R365,1,3,3,2,73,20,43,83,81,85
366,R366,23,72,5,68,88,24,73,7,12,74
367,R367,49,42,35,94,39,95,63,37,41,46
368,R368,20,46,92,33,78,27,100,12,90,14
369,R369,64,23,70,36,36,89,93,44,46,86
370,R370,99,33,95,8,88,76,19,3,97,56
371,R371,11,54,44,32,41,14,24,6,89,61
372,R372,95,92,14,41,70,61,83,60,87,94
373,R373,69,76,52,1,63,78,37,25,43,46
374,R374,69,94,53,86,26,91,30,74,59,22
375,R375,14,31,18,81,38,75,39,40,30,78
376,R376,41,21,56,49,13,88,41,7,96,72
377,R377,26,65,4,27,80,64,7,65,91,25
378,R378,49,6,11,27,14,48,23,64,20,58
379,R379,95,91,87,18,15,40,37,63,56,27
380,R380,15,41,73,61,59,46,7,15,39,24
381,R381,87,77,62,1,91,17,72,72,25,75
382,R382,14,88,97,50,31,82,92,69,89,34
383,R383,7,95,80,10,61,15,42,7,72,22
384,R384,1,32,78,10,70,50,70,44,18,87
385,R385,30,63,78,71,56,7,42,3,86,21
386,R386,14,59,85,89,17,9,8,14,60,37
387,R387,27,52,21,46,77,89,94,32,65,11
388,R388,9,96,78,40,50,25,53,95,48,87
389,R389,29,14,23,33,89,84,59,34,69,78
390,R390,5,79,82,27,86,72,80,29,78,93
391,R391,55,54,82,85,36,41,62,33,93,29
392,R392,89,81,84,26,99,60,49,73,36,56
393,R393,35,80,27,5,59,28,57,25,77,8
394,R394,21,2,52,60,31,77,64,59,2,91
395,R395,100,53,44,46,51,90,3,71,21,20
396,R396,55,42,4,37,100,95,77,12,52,5
397,R397,93,31,75,23,13,53,96,90,25,18
398,R398,7,36,57,12,51,50,40,24,17,90
399,R399,6,93,63,11,10,6,62,34,54,25
400,R400,14,71,6,20,87,89,46,7,65,82
401,R401,54,80,4,72,82,2,59,86,59,20
402,R402,57,81,96,32,43,80,80,95,16,56
403,R403,69,18,64,92,29,97,94,92,98,22
404,R404,56,100,16,25,19,29,80,2,63,1
405,R405,11,78,11,51,79,29,68,55,30,74
406,R406,37,15,20,76,43,68,74,77,97,51
407,R407,52,57,22,48,6,73,62,49,73,38
408,R408,42,48,57,58,52,47,11,50,70,20
409,R409,99,71,39,4,58,48,48,42,91,79
410,R410,63,33,80,65,63,79,30,74,18,37
411,R411,59,65,95,68,13,46,81,48,9,72
412,R412,47,86,58,60,73,45,69,97,95,12
413,R413,8,21,44,81,19,95,31,84,59,72
414,R414,51,100,84,51,85,12,21,30,58,37
415,R415,70,51,52,45,96,46,87,85,16,47
416,R416,32,94,33,4,100,67,54,42,20,28
417,R417,74,6,72,90,93,32,41,97,29,3
418,R418,24,20,94,77,28,30,82,42,33,67
419,R419,13,97,98,62,78,22,3,16,95,56
420,R420,84,96,36,95,29,5,10,29,73,91
421,R421,61,56,82,49,32,92,36,82,51,85
422,R422,30,100,21,98,13,46,3,37,69,99
423,R423,79,27,8,5,89,21,49,69,70,68
424,R424,98,29,41,73,52,59,61,13,40,82
425,R425,43,36,25,78,78,19,45,20,60,45
426,R426,1,96,41,67,41,85,97,99,76,35
427,R427,67,71,71,89,18,19,17,90,20,8
428,R428,31,73,53,82,59,30,27,77,1,70
429,R429,83,15,19,77,8,86,15,40,87,16
430,R430,38,49,80,39,46,31,33,24,78,24
431,R431,69,86,24,36,88,25,72,21,9,3
432,R432,83,34,25,24,87,45,97,53,88,49
433,R433,28,70,81,69,36,76,66,68,14,25
434,R434,84,17,52,63,32,85,39,52,65,32
435,R435,52,50,78,14,5,80,7,75,19,26
436,R436,45,87,95,31,31,43,81,94,61,45
437,R437,61,52,62,19,71,74,97,18,56,45
438,R438,76,85,49,1,8,76,6,72,96,62
439,R439,43,49,98,43,66,88,87,99,1,28
440,R440,55,59,79,38,51,72,62,17,38,25
441,R441,46,4,39,72,5,30,91,26,77,7
442,R442,90,42,23,95,49,88,32,36,77,94
443,R443,80,93,35,65,85,14,78,47,63,45
444,R444,25,86,11,81,99,41,74,2,89,94
445,R445,6,37,87,64,99,84,100,46,19,82
446,R446,5,14,50,45,20,96,47,7,97,52
447,R447,21,45,41,49,57,26,4,100,1,100
448,R448,30,38,35,8,96,31,56,95,45,85
449,R449,45,80,24,15,15,56,31,91,49,11
450,R450,57,100,23,34,14,53,42,77,56,75
451,R451,39,28,92,1,80,14,40,59,53,93
452,R452,8,60,71,75,81,35,20,8,69,21
453,R453,89,72,33,50,57,37,79,15,58,88
454,R454,16,35,53,31,100,6,97,34,21,85
455,R455,99,72,78,68,86,44,7,50,80,46
456,R456,60,46,99,4,60,96,8,98,80,51
457,R457,78,27,8,50,89,17,35,29,23,74
458,R458,62,93,12,67,63,66,94,52,63,33
459,R459,95,55,38,79,1,87,95,60,90,82
460,R460,34,43,32,59,11,26,57,50,3,10
461,R461,50,43,80,79,51,78,34,18,42,66
462,R462,60,64,58,99,98,45,69,77,86,51
463,R463,32,41,26,83,90,51,40,88,27,48
464,R464,68,5,87,85,84,63,74,26,56,98
465,R465,98,44,30,80,74,68,69,33,9,75
466,R466,78,54,16,73,42,3,80,7,39,10
467,R467,7,72,36,87,5,57,7,82,18,93
468,R468,27,19,9,8,65,8,29,95,51,57
469,R469,67,67,26,84,47,46,27,66,38,26
470,R470,45,17,24,75,26,64,54,22,25,7
471,R471,33,100,52,74,57,48,47,37,97,3
472,R472,6,28,22,82,23,19,42,86,72,23
473,R473,67,47,30,100,54,67,14,82,20,19
474,R474,65,100,2,89,27,3,19,1,73,67
475,R475,25,91,30,8,39,17,37,9,57,3
476,R476,56,97,54,84,25,63,35,79,43,75
477,R477,18,25,12,64,84,16,87,78,11,85
478,R478,1,86,7,19,20,79,17,80,13,2
479,R479,59,71,5,49,85,59,11,20,63,72
480,R480,66,49,88,4,63,66,82,24,97,67
481,R481,27,5,54,20,53,75,68,71,5,7
482,R482,53,17,72,59,32,15,82,17,85,80
483,R483,43,32,89,54,41,54,90,24,9,67
484,R484,32,47,14,83,27,33,52,84,9,23
485,R485,82,73,73,25,71,17,100,16,68,81
486,R486,39,75,78,6,40,27,31,15,29,15
487,R487,49,27,77,86,16,86,9,50,5,34
488,R488,25,50,69,66,12,68,9,14,87,56
489,R489,38,99,53,72,19,86,50,8,27,2
490,R490,67,84,69,86,17,44,9,54,41,67
491,R491,43,51,33,69,4,97,75,84,8,37
492,R492,4,95,30,11,17,80,69,79,53,85
493,R493,6,21,66,93,34,52,76,95,42,71
494,R494,96,43,72,95,79,43,36,13,15,86
495,R495,76,74,27,67,23,80,40,16,57,46
496,R496,58,42,75,91,76,87,21,25,48,92
497,R497,46,63,38,71,25,35,80,34,11,48
498,R498,19,32,48,59,75,30,51,40,27,10
499,R499,23,92,80,80,80,69,14,35,28,13
500,R500,26,81,62,1,73,74,11,71,34,76
501,R501,55,52,3,74,23,41,81,76,26,12
502,R502,50,19,61,66,61,55,54,22,86,92
503,R503,33,68,81,38,4,89,77,24,27,11
504,R504,17,85,55,42,4,76,79,96,100,97
505,R505,89,47,43,98,50,25,60,46,44,49
506,R506,22,91,74,35,50,97,98,54,92,60
507,R507,25,82,64,89,26,23,29,73,17,5
508,R508,2,8,82,79,78,25,74,54,21,27
509,R509,80,20,79,98,71,69,13,93,23,84
510,R510,63,7,22,38,86,98,4,84,47,87
511,R511,6,80,50,9,30,35,84,39,17,85
512,R512,43,54,30,30,42,17,42,67,9,4
513,R513,23,87,53,46,94,49,33,25,52,24
514,R514,71,31,99,90,79,74,44,49,34,58
515,R515,4,83,98,26,48,29,7,56,84,41
516,R516,23,50,40,72,49,36,80,26,18,80
517,R517,80,32,20,55,59,82,86,24,47,8
518,R518,97,100,75,61,93,97,21,96,35,36
519,R519,54,99,80,5,24,34,98,54,15,42
520,R520,68,49,93,90,11,35,7,52,75,65
521,R521,1,97,34,97,42,57,8,50,69,36
522,R522,82,81,71,17,82,50,11,25,91,82
523,R523,10,16,22,14,95,25,3,82,43,12
524,R524,75,3,81,58,4,88,58,30,21,15
525,R525,69,50,3,22,33,39,60,5,70,27
526,R526,18,78,8,27,86,51,75,44,29,81
527,R527,76,43,4,85,18,19,67,27,45,79
528,R528,38,25,33,75,98,69,53,28,24,84
529,R529,65,73,80,26,74,73,80,73,89,67
530,R530,47,52,92,62,79,82,89,45,57,75
531,R531,95,25,45,34,99,9,38,90,4,57
532,R532,56,79,28,61,68,44,17,80,57,52
533,R533,90,55,31,42,4,48,20,64,51,22
534,R534,39,64,37,69,99,9,11,98,15,29
535,R535,20,2,25,60,49,64,9,58,90,55
536,R536,50,85,5,61,35,16,97,51,1,91
537,R537,54,85,10,36,28,64,40,71,27,61
538,R538,15,100,4,95,92,64,81,65,55,75
539,R539,69,28,94,7,94,21,80,77,92,65
540,R540,63,11,73,44,74,24,87,69,87,5
541,R541,40,88,87,28,13,25,63,9,58,29
542,R542,63,22,51,18,10,66,59,38,78,13
543,R543,39,81,100,58,32,14,61,27,69,56
544,R544,81,73,54,36,84,71,51,72,33,18
545,R545,13,36,81,70,50,63,73,54,46,45
546,R546,63,48,71,77,31,35,56,59,15,15
547,R547,75,92,99,52,62,36,56,60,70,47
548,R548,66,96,10,87,56,19,88,66,49,34
549,R549,90,83,17,76,25,88,65,77,32,91
550,R550,10,96,38,61,71,56,92,13,54,62
