id,label,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points
197,R197,68,48,38,19,93,40,69,8,74,63
198,R198,11,89,78,5,95,6,13,39,43,4
199,R199,80,92,38,20,14,65,36,53,4,48
200,R200,87,44,54,97,91,13,34,51,92,87
201,R201,16,10,35,81,29,59,70,47,72,64
202,R202,92,70,55,26,4,40,30,89,80,8
203,R203,74,5,65,91,14,5,78,25,60,22
204,R204,12,20,27,31,57,50,90,84,60,41
205,R205,98,74,53,65,78,30,64,74,96,30
206,R206,6,49,64,45,84,60,6,40,87,66
207,R207,31,40,59,61,23,39,13,39,58,49
208,R208,13,20,28,49,7,41,78,31,3,93
209,R209,57,87,30,30,31,77,44,75,41,29
210,R210,32,34,48,87,77,96,100,95,96,40
211,R211,3,8,59,7,19,71,91,93,38,16
212,R212,82,26,43,29,57,93,72,15,50,27
213,R213,68,39,51,42,60,71,2,97,66,34
214,R214,60,54,28,26,90,41,100,8,9,67
215,R215,35,19,70,69,87,86,43,80,41,6
216,R216,91,72,53,39,31,47,70,64,54,14
217,R217,22,28,6,13,2,55,10,81,52,46
218,R218,72,31,17,79,80,43,62,9,69,58
219,R219,23,91,54,20,4,55,57,91,90,62
220,R220,21,72,80,16,8,12,37,50,100,6
221,R221,23,59,6,44,11,75,15,19,97,74
222,R222,1,74,67,61,13,7,92,15,2,82
223,R223,19,99,18,79,39,60,60,80,52,35
224,R224,16,77,57,24,99,67,37,95,37,73
225,R225,54,71,17,16,88,6,15,65,40,70
226,R226,67,68,1,54,22,17,40,32,36,26
227,R227,64,41,38,89,52,5,15,38,89,69
228,R228,10,85,69,92,73,61,86,3,72,53
229,R229,4,11,23,51,36,88,49,49,2,8
230,R230,15,10,55,19,36,58,98,6,12,12
231,R231,36,80,20,63,50,16,16,23,36,83
232,R232,89,8,12,69,46,47,45,85,54,5
233,R233,4,45,52,30,88,47,51,83,63,94
234,R234,41,87,98,80,79,73,33,61,16,7
235,R235,81,98,5,70,44,35,27,36,43,83
236,R236,84,100,12,89,46,49,72,89,16,46
237,R237,32,69,50,90,70,57,26,12,99,90
238,R238,37,23,83,42,47,100,6,19,30,6
239,R239,16,82,22,84,51,36,12,45,42,36
240,R240,13,80,35,66,53,55,96,33,92,29
241,R241,70,22,17,16,76,19,61,49,72,13
242,R242,40,26,20,32,5,77,49,97,5,5
243,R243,99,90,96,15,92,54,16,99,85,75
244,R244,17,5,21,54,36,84,43,25,9,60
245,R245,75,75,93,1,19,98,70,49,82,27
246,R246,55,56,46,56,42,90,40,47,36,93
247,R247,9,27,35,79,6,18,43,34,87,39
248,R248,7,81,15,42,35,38,54,55,3,69
249,R249,18,28,2,35,94,20,73,88,55,16
250,R250,49,95,37,34,44,45,35,50,89,29
251,R251,54,90,20,54,69,99,16,3,86,18
252,R252,42,90,94,10,45,25,47,56,60,50
253,R253,100,81,40,56,52,42,23,75,45,22
254,R254,83,89,21,48,56,50,25,68,5,73
255,R255,100,27,42,41,36,17,68,25,39,16
256,R256,77,63,34,34,23,53,100,89,59,60
257,R257,98,7,97,34,22,59,62,51,92,90
258,R258,16,31,36,98,66,60,33,21,100,53
259,R259,91,29,40,52,12,8,81,38,25,69
260,R260,27,98,48,70,49,48,88,22,2,97
261,R261,15,69,76,96,96,94,32,42,67,24
262,R262,81,74,97,100,51,4,39,81,46,98
263,R263,79,93,77,9,34,65,88,86,80,88
264,R264,43,12,8,37,22,73,95,6,83,86
265,R265,47,70,6,81,59,10,22,30,70,6
266,R266,56,3,88,9,71,17,49,5,84,88
267,R267,9,12,54,58,94,58,9,44,28,2
268,R268,61,32,14,36,5,9,47,64,19,4
269,R269,85,82,74,90,60,88,50,69,56,53
270,R270,10,81,92,6,91,65,12,26,53,12
271,R271,80,23,54,35,66,64,49,46,1,33
272,R272,49,28,77,50,60,31,51,1,97,90
273,R273,74,67,61,8,26,21,72,36,95,9
274,R274,41,2,35,9,40,88,27,53,41,36
275,R275,14,41,9,93,61,51,75,97,59,100
276,R276,41,12,56,3,66,46,64,87,50,19
277,R277,15,46,90,43,5,65,63,7,2,76
278,R278,44,8,67,97,72,64,56,64,23,93
279,R279,89,12,71,11,3,24,97,4,94,96
280,R280,84,4,7,9,57,53,10,58,62,61
281,R281,25,48,10,54,18,91,84,6,90,6
282,R282,40,1,52,35,75,60,26,25,80,85
283,R283,48,89,92,63,31,24,69,30,25,74
284,R284,10,52,35,44,74,83,83,35,41,7
285,R285,22,13,31,76,18,4,45,94,24,31
286,R286,24,53,87,58,7,76,38,6,69,41
287,R287,70,35,55,81,19,89,16,1,97,37
288,R288,73,2,54,64,34,93,92,69,30,57
289,R289,100,37,64,94,4,48,24,73,41,9
290,R290,8,33,18,61,75,30,91,34,42,47
291,R291,64,9,24,17,17,66,6,73,26,26
292,R292,1,46,61,36,24,56,95,63,78,83
293,R293,100,17,27,14,99,69,100,93,27,37
294,R294,80,20,26,35,48,94,16,9,64,14
295,R295,58,12,9,66,99,72,6,50,15,63
296,R296,26,83,50,18,18,69,77,77,85,36
297,R297,43,67,38,48,61,6,77,62,37,67
298,R298,25,33,78,100,85,34,26,35,82,32
299,R299,21,8,1,51,17,94,62,57,37,30
300,R300,96,41,2,55,16,17,40,62,79,95
301,R301,46,33,54,63,90,49,16,38,76,94
302,R302,85,20,71,77,33,17,17,73,100,52
303,R303,82,47,85,85,96,64,69,18,51,93
304,R304,59,30,78,94,59,15,34,7,49,85
305,R305,63,97,5,25,47,100,84,91,48,43
306,R306,68,65,34,21,96,73,19,55,81,17
307,R307,62,38,27,65,2,86,24,75,35,79
308,R308,70,69,81,31,80,7,55,6,39,27
309,R309,44,38,21,22,19,77,5,96,66,55
310,R310,3,22,53,85,44,5,13,4,43,50
311,R311,98,7,41,6,39,49,12,84,96,66
312,R312,59,87,5,42,14,3,83,64,80,5
313,R313,96,30,70,31,90,18,18,63,48,30
314,R314,82,70,15,53,48,36,84,44,23,32
315,R315,94,66,99,10,26,82,83,68,93,27
316,R316,52,47,34,87,100,86,30,17,66,76
317,R317,1,60,31,76,90,2,91,16,17,9
318,R318,6,92,40,97,88,16,9,49,19,48
319,R319,77,78,55,27,27,16,48,73,66,8
320,R320,32,25,2,19,86,80,79,24,54,73
321,R321,46,32,48,48,45,19,5,92,41,62
322,R322,85,76,53,27,13,11,16,85,40,72
323,R323,90,99,30,39,22,100,67,64,2,31
324,R324,79,91,12,18,83,78,62,46,11,28
325,R325,95,86,27,86,27,70,39,13,17,16
326,R326,53,36,12,39,77,39,90,6,21,70
327,R327,46,41,80,8,49,11,90,13,18,56
328,R328,36,30,32,15,60,82,58,37,36,24
329,R329,96,13,97,57,36,1,67,46,98,45
330,R330,90,36,36,73,25,13,63,93,6,45
331,R331,29,34,17,36,40,35,57,32,57,82
332,R332,13,19,72,40,56,22,62,85,99,44
333,R333,48,75,52,39,69,37,61,60,62,1
334,R334,46,39,95,6,98,83,45,97,95,57
335,R335,26,43,40,23,99,74,88,19,41,79
336,R336,33,70,31,56,30,84,69,80,3,14
337,R337,25,13,55,91,2,59,95,49,68,78
338,R338,44,33,15,90,93,99,86,70,52,7
339,R339,72,55,52,33,72,51,55,13,33,26
340,R340,68,87,22,84,55,24,64,71,11,100
341,R341,11,78,56,95,13,3,10,55,52,86
342,R342,27,62,62,58,44,89,68,45,75,32
343,R343,96,100,82,12,4,42,63,20,13,71
344,R344,3,31,44,58,34,4,75,38,57,12
345,R345,57,78,1,47,59,29,80,28,56,40
346,R346,39,31,24,84,64,53,88,77,59,77
347,R347,50,65,62,74,54,53,81,48,7,1
348,R348,56,68,38,31,24,26,37,16,63,59
349,R349,7,58,19,46,86,29,15,5,63,63
350,R350,12,100,18,6,71,9,7,83,23,34
351,R351,84,42,77,85,18,97,36,90,20,77
352,R352,48,65,47,66,32,90,42,78,7,28
353,R353,55,92,34,10,79,66,9,8,74,22
354,R354,32,43,16,14,73,25,17,49,80,67
355,R355,36,4,100,23,79,51,13,67,35,58
356,R356,70,17,83,41,20,30,28,15,36,97
357,R357,58,40,69,13,44,63,99,6,25,53
358,R358,42,30,76,59,54,13,8,77,60,10
359,R359,80,33,100,31,72,75,18,35,74,54
360,R360,49,39,94,45,8,9,42,85,17,53
361,R361,11,26,31,9,83,32,46,83,100,94
362,R362,22,1,71,91,27,99,71,24,32,19
363,R363,32,64,21,33,50,50,100,78,38,20
364,R364,48,25,75,23,93,28,46,80,18,87
365,R365,62,47,54,85,98,33,47,80,68,70
366,R366,48,4,65,66,92,5,66,25,99,36
367,R367,13,100,46,8,89,45,74,2,46,77
368,R368,60,46,22,19,69,17,79,24,92,48
369,R369,55,29,78,73,36,47,15,61,11,63
370,R370,82,61,61,98,40,81,20,16,15,18
371,R371,56,74,74,15,49,35,56,13,41,94
372,R372,53,45,9,17,92,43,94,80,68,33
373,R373,84,3,28,1,14,62,4,93,32,40
374,R374,83,93,66,80,29,77,63,22,45,69
375,R375,54,76,46,18,74,19,94,79,45,26
376,R376,71,56,92,56,16,90,52,20,72,80
377,R377,92,16,27,50,2,28,50,27,8,23
378,R378,97,11,78,53,89,47,9,12,78,1
379,R379,12,23,39,33,86,89,45,62,14,43
380,R380,49,33,98,5,75,56,38,80,93,27
381,R381,95,77,17,94,67,26,15,49,2,94
382,R382,86,96,99,92,12,52,26,4,55,12
383,R383,4,72,37,92,48,9,59,50,71,52
384,R384,14,60,67,8,93,28,64,100,20,12
385,R385,47,23,28,84,6,81,31,7,84,96
386,R386,10,27,10,74,54,42,20,96,44,38
387,R387,14,17,16,36,10,93,99,77,29,14
388,R388,30,78,69,67,29,73,22,22,74,1
389,R389,74,47,32,32,7,45,34,47,10,78
390,R390,48,52,9,26,60,47,86,53,85,99
391,R391,29,7,36,14,97,50,24,76,95,81
392,R392,42,13,80,34,92,69,77,82,91,55
393,R393,12,86,74,4,7,9,15,29,34,4
394,R394,21,23,66,13,65,98,94,1,88,29
395,R395,78,3,49,10,2,4,47,76,65,18
396,R396,90,42,81,99,18,60,18,33,30,11
397,R397,1,71,17,57,48,93,20,41,74,68
398,R398,14,25,69,5,54,14,93,88,93,27
399,R399,89,10,52,86,38,16,23,89,42,83
400,R400,90,21,8,47,2,17,21,11,17,37
401,R401,5,89,63,10,55,98,17,31,85,78
402,R402,64,65,56,83,88,32,9,82,83,5
403,R403,10,48,1,83,81,4,54,18,31,32
404,R404,51,82,17,35,94,1,23,19,51,86
405,R405,45,84,14,66,67,21,48,14,80,67
406,R406,1,81,88,44,53,69,22,41,8,75
407,R407,72,57,21,60,51,48,56,63,32,59
408,R408,85,68,54,56,17,72,85,53,92,64
409,R409,95,37,67,91,70,71,48,96,27,72
410,R410,12,16,28,24,8,28,52,15,74,45
411,R411,79,82,49,36,44,17,67,77,72,52
412,R412,5,25,100,47,41,13,4,92,70,5
413,R413,79,13,95,76,6,99,5,21,74,5
414,R414,52,70,63,70,88,92,47,73,20,59
415,R415,99,93,54,61,53,38,66,73,90,51
416,R416,93,67,73,95,86,61,45,42,11,59
417,R417,18,89,9,35,38,43,9,11,56,66
418,R418,86,66,44,53,31,17,14,86,74,11
419,R419,9,45,84,61,97,11,84,8,64,66
420,R420,5,77,70,33,87,55,18,99,75,67
421,R421,100,53,85,21,54,60,63,97,82,49
422,R422,15,60,55,34,57,89,58,86,43,41
423,R423,30,14,26,39,92,79,34,66,8,20
424,R424,1,99,11,26,63,38,87,74,57,89
425,R425,23,48,95,51,26,56,43,27,94,48
426,R426,70,82,13,78,42,31,81,52,29,92
427,R427,88,16,68,43,76,71,10,51,94,65
428,R428,58,42,67,29,93,30,94,4,23,18
429,R429,96,41,51,19,29,78,76,39,80,72
430,R430,81,21,97,92,11,42,79,30,20,59
431,R431,3,53,100,70,43,55,11,39,34,31
432,R432,48,47,26,17,31,5,49,11,94,99
433,R433,22,4,7,93,74,17,89,53,45,94
434,R434,99,46,77,39,15,76,40,67,56,43
435,R435,53,72,61,1,91,10,90,32,29,43
436,R436,68,40,86,93,94,31,94,21,80,27
437,R437,37,55,8,70,92,53,47,55,56,42
438,R438,40,60,72,47,84,44,82,90,80,35
439,R439,27,87,18,54,98,40,62,23,55,83
440,R440,94,57,28,27,40,98,97,47,21,45
441,R441,78,72,55,63,35,50,78,58,46,54
442,R442,74,98,70,32,79,48,40,18,25,38
443,R443,97,66,41,8,8,11,27,17,61,92
444,R444,39,6,69,78,6,47,66,8,6,30
445,R445,6,25,82,28,73,96,21,47,87,20
446,R446,8,97,68,85,33,44,64,42,99,24
447,R447,84,100,66,48,38,21,85,12,65,83
448,R448,63,51,71,37,63,25,87,47,61,9
449,R449,72,29,67,4,17,30,17,57,1,31
450,R450,91,96,3,36,78,82,61,99,59,90
451,R451,96,40,18,63,41,57,99,70,83,53
452,R452,12,33,45,44,44,7,4,87,71,57
453,R453,56,71,74,65,91,42,99,79,32,89
454,R454,100,40,88,17,22,100,27,75,2,79
455,R455,81,69,22,91,8,96,26,78,19,75
456,R456,35,80,34,73,68,68,3,99,2,63
457,R457,3,5,28,33,89,15,41,26,100,94
458,R458,31,41,46,72,80,94,15,20,74,27
459,R459,17,66,67,88,34,51,21,45,16,80
460,R460,93,78,27,12,78,60,59,65,51,10
461,R461,25,79,56,72,29,85,23,16,91,98
462,R462,1,15,64,52,80,96,95,49,70,72
463,R463,28,63,30,13,77,93,18,44,11,61
464,R464,38,83,18,4,98,60,66,63,100,92
465,R465,85,28,63,19,100,45,94,71,24,14
466,R466,11,44,75,11,45,92,35,2,76,22
467,R467,27,65,62,57,29,92,2,11,37,72
468,R468,32,95,65,7,27,9,2,74,55,83
469,R469,50,8,91,89,21,68,77,91,53,88
470,R470,74,38,43,32,30,33,50,58,23,47
471,R471,37,51,63,51,1,93,48,42,21,89
472,R472,19,7,90,86,10,41,86,93,38,23
473,R473,31,80,71,67,21,9,43,98,15,84
474,R474,68,20,35,60,8,58,85,9,68,77
475,R475,88,73,92,55,8,8,92,11,1,13
476,R476,22,15,18,2,25,66,45,78,85,49
477,R477,95,98,79,19,38,64,24,61,81,1
478,R478,40,79,41,42,38,55,4,71,26,36
479,R479,65,49,2,57,6,99,18,75,62,15
480,R480,66,86,94,15,86,93,6,5,70,71
481,R481,39,28,71,56,34,29,31,35,29,6
482,R482,16,10,60,68,56,56,68,32,64,20
483,R483,40,100,85,25,2,22,42,42,83,55
484,R484,39,5,5,64,93,26,5,13,29,100
485,R485,66,66,39,62,77,23,37,8,26,85
486,R486,95,62,83,3,79,77,88,38,35,24
487,R487,9,16,30,95,71,91,37,49,99,78
488,R488,66,6,83,100,14,14,59,79,29,81
489,R489,15,41,79,11,91,84,5,7,1,27
490,R490,8,42,17,44,63,52,10,18,32,60
491,R491,33,31,67,100,41,13,62,73,59,59
492,R492,33,44,8,30,91,3,66,93,25,56
493,R493,66,98,67,78,83,91,68,65,7,81
494,R494,34,13,20,43,65,87,45,57,92,47
495,R495,100,44,19,61,47,65,30,51,33,61
496,R496,73,45,52,85,39,9,40,7,44,33
497,R497,53,86,90,33,85,59,29,30,70,30
498,R498,41,43,58,93,44,22,71,93,96,7
499,R499,94,85,36,86,78,44,32,12,66,31
500,R500,1,68,76,2,19,88,67,67,11,64
501,R501,83,3,25,15,25,18,73,55,36,37
502,R502,85,92,55,76,25,55,32,36,100,97
503,R503,87,28,50,29,92,65,62,56,72,56
504,R504,47,56,76,27,52,76,21,79,21,32
505,R505,16,56,54,42,93,50,27,46,70,63
506,R506,98,40,92,68,58,43,85,11,58,46
507,R507,38,82,28,35,50,89,76,26,57,33
508,R508,75,76,8,51,30,89,23,51,55,29
509,R509,50,10,6,69,19,49,91,82,43,1
510,R510,31,66,15,37,22,86,73,27,64,62
511,R511,80,41,21,99,61,80,13,76,87,40
512,R512,97,26,5,95,100,56,74,98,93,63
513,R513,40,49,28,18,54,28,17,13,8,27
514,R514,30,12,62,65,49,92,48,29,67,48
515,R515,36,11,75,91,78,30,73,81,56,75
516,R516,79,4,41,35,78,8,80,55,15,61
517,R517,85,20,20,59,19,59,39,39,83,21
518,R518,80,18,94,16,98,48,18,72,85,67
519,R519,40,46,6,33,68,74,26,17,44,81
520,R520,62,93,7,70,25,52,45,69,25,12
521,R521,13,87,72,94,100,60,32,39,93,99
522,R522,90,28,100,3,76,37,34,99,93,59
523,R523,63,61,36,94,56,37,9,27,83,64
524,R524,31,34,84,55,3,98,52,70,27,27
525,R525,96,22,28,79,50,57,6,56,86,30
526,R526,36,17,46,31,12,15,15,98,43,100
527,R527,62,70,58,20,48,24,55,61,38,60
528,R528,69,20,27,53,87,46,82,17,45,61
529,R529,76,24,90,42,42,74,8,32,99,99
530,R530,11,77,33,65,15,35,100,10,98,53
531,R531,84,13,95,100,63,18,31,6,28,92
532,R532,56,10,48,70,15,24,11,10,86,19
533,R533,89,21,64,20,5,40,90,11,92,17
534,R534,35,44,83,1,94,54,90,47,10,16
535,R535,55,46,54,96,30,71,50,2,93,7
536,R536,10,99,66,35,33,87,54,14,98,59
537,R537,11,31,11,20,1,90,56,16,66,92
538,R538,29,23,8,15,80,11,28,43,14,43
539,R539,50,77,25,68,41,34,78,10,10,66
540,R540,33,55,9,15,62,12,55,98,37,15
541,R541,66,99,55,68,33,49,20,3,50,32
542,R542,92,94,23,60,33,49,16,22,94,100
543,R543,59,36,62,18,69,6,68,94,72,10
544,R544,38,95,14,98,13,47,70,100,27,88
545,R545,52,80,39,98,37,12,29,15,15,69
546,R546,34,82,11,67,61,29,10,91,5,3
547,R547,21,46,82,98,59,11,30,92,50,66
548,R548,66,7,8,55,91,70,87,95,61,73
549,R549,29,8,70,98,39,95,80,79,66,48
550,R550,23,66,78,24,67,25,56,81,56,43
