id,label,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am
180,R180,44,29,30,30,75,25,99
181,R181,52,36,56,11,46,46,79
182,R182,63,14,99,15,73,37,55
183,R183,91,26,14,96,40,9,47
184,R184,88,36,91,46,5,54,99
185,R185,7,62,31,43,89,98,66
186,R186,34,23,2,5,21,62,66
187,R187,5,13,7,33,46,23,28
188,R188,4,17,73,48,65,56,48
189,R189,66,23,73,64,71,65,29
190,R190,97,34,65,40,17,91,26
191,R191,60,36,92,65,46,33,11
192,R192,95,79,69,42,25,44,80
193,R193,68,78,69,22,69,4,11
194,R194,68,58,99,71,48,68,4
195,R195,92,41,39,68,39,49,93
196,R196,98,60,52,89,97,50,12
197,R197,14,40,30,17,5,92,38
198,R198,29,13,55,31,32,99,84
199,R199,23,18,84,18,36,17,87
200,R200,44,81,47,76,75,67,9
201,R201,52,30,17,56,3,22,75
202,R202,69,82,67,57,48,54,90
203,R203,91,74,80,8,41,23,52
204,R204,14,15,65,61,37,17,53
205,R205,61,97,78,12,82,10,61
206,R206,90,17,53,92,1,16,55
207,R207,43,40,38,42,34,44,28
208,R208,37,57,44,41,9,73,51
209,R209,14,74,75,20,25,57,24
210,R210,98,47,26,9,12,34,6
211,R211,63,86,81,43,82,59,81
212,R212,82,51,42,24,82,39,5
213,R213,46,81,78,52,22,40,43
214,R214,76,87,71,100,88,29,47
215,R215,1,52,13,86,6,54,83
216,R216,93,60,33,32,89,82,30
217,R217,65,37,26,2,68,31,20
218,R218,82,6,31,67,29,54,9
219,R219,100,7,65,54,23,39,2
220,R220,41,92,67,59,72,87,19
221,R221,45,21,1,11,2,60,34
222,R222,24,65,47,30,46,28,48
223,R223,100,87,40,5,7,36,35
224,R224,17,61,43,90,61,84,81
225,R225,73,48,51,93,20,12,87
226,R226,85,90,98,41,56,16,24
227,R227,19,31,88,66,77,54,91
228,R228,20,26,67,69,7,59,65
229,R229,10,63,36,50,52,28,36
230,R230,59,31,19,95,42,77,45
231,R231,10,30,67,68,51,39,31
232,R232,90,22,35,14,15,24,62
233,R233,98,20,92,32,86,20,29
234,R234,32,56,39,32,96,81,48
235,R235,24,95,75,33,3,43,89
236,R236,57,75,80,98,24,72,94
237,R237,44,19,89,12,9,37,80
238,R238,80,88,19,36,60,24,19
239,R239,10,83,18,75,89,1,2
240,R240,37,80,53,64,20,86,13
241,R241,45,39,23,94,14,3,41
242,R242,66,14,100,4,93,44,61
243,R243,1,38,2,1,64,71,51
244,R244,18,4,64,40,77,99,38
245,R245,31,51,23,29,41,39,80
246,R246,56,24,69,36,39,15,76
247,R247,18,48,8,45,34,50,33
248,R248,5,30,80,74,92,65,83
249,R249,96,52,37,7,62,59,74
250,R250,55,79,16,71,54,7,68
251,R251,40,2,55,86,93,8,99
252,R252,1,84,41,15,53,83,28
253,R253,50,26,64,18,32,51,100
254,R254,79,41,30,30,28,23,57
255,R255,14,93,6,18,94,72,6
256,R256,62,24,84,38,99,93,31
257,R257,9,43,53,69,99,65,23
258,R258,96,22,84,90,92,16,26
259,R259,1,72,13,51,99,82,89
260,R260,71,38,31,14,37,62,79
261,R261,22,91,86,51,40,57,5
262,R262,90,32,38,88,91,42,85
263,R263,47,2,68,67,65,99,76
264,R264,4,72,24,91,13,65,59
265,R265,3,95,46,51,71,46,27
266,R266,97,76,78,45,80,82,19
267,R267,37,77,54,29,93,98,55
268,R268,36,62,86,10,55,23,33
269,R269,14,42,25,8,3,55,93
270,R270,32,22,78,53,80,90,65
271,R271,67,35,24,33,13,89,8
272,R272,53,98,70,4,17,84,22
273,R273,33,79,56,17,1,22,58
274,R274,57,27,76,67,42,71,65
275,R275,56,55,72,67,49,12,100
276,R276,91,21,36,82,93,12,58
277,R277,72,13,6,5,86,56,28
278,R278,33,85,87,61,19,68,89
279,R279,76,83,69,80,47,10,11
280,R280,61,32,48,91,71,73,85
281,R281,23,17,43,61,42,38,65
282,R282,56,3,36,86,50,100,15
283,R283,14,31,72,63,57,69,96
284,R284,9,17,32,91,77,44,25
285,R285,6,27,19,96,20,10,58
286,R286,5,32,44,9,77,20,50
287,R287,23,87,18,55,33,5,51
288,R288,96,10,30,18,17,66,25
289,R289,15,11,34,24,28,31,7
290,R290,58,6,38,34,10,60,88
291,R291,96,68,4,16,90,75,53
292,R292,59,76,41,53,3,37,7
293,R293,100,40,30,77,92,79,93
294,R294,13,95,88,81,17,56,95
295,R295,98,93,18,84,86,91,12
296,R296,91,67,35,93,10,48,26
297,R297,8,91,89,33,66,1,46
298,R298,67,10,30,47,39,34,77
299,R299,13,8,58,47,32,41,43
300,R300,71,21,3,7,28,79,85
301,R301,14,87,94,32,87,86,69
302,R302,91,40,52,55,69,97,43
303,R303,24,85,76,56,11,55,75
304,R304,89,18,46,65,45,78,95
305,R305,45,72,8,72,50,7,56
306,R306,58,21,82,8,77,28,17
307,R307,9,87,98,46,52,82,51
308,R308,79,21,94,2,34,97,60
309,R309,41,27,64,48,23,26,75
310,R310,6,24,18,26,1,20,66
311,R311,63,90,76,81,80,5,7
312,R312,79,14,37,84,74,69,22
313,R313,79,48,54,48,52,60,42
314,R314,2,60,38,27,85,89,4
315,R315,18,35,27,73,90,28,24
316,R316,40,14,92,64,42,43,41
317,R317,8,15,22,58,13,61,27
318,R318,15,86,58,98,89,24,69
319,R319,96,64,85,69,11,2,9
320,R320,74,73,7,38,64,8,100
321,R321,18,17,60,11,15,80,41
322,R322,83,21,36,82,70,7,21
323,R323,86,29,71,64,34,98,7
324,R324,51,75,16,83,52,88,34
325,R325,14,39,78,9,29,29,70
326,R326,71,95,62,22,77,38,51
327,R327,43,21,76,16,79,42,7
328,R328,9,20,70,8,78,47,69
329,R329,71,11,11,47,42,41,11
330,R330,66,100,98,59,36,95,8
331,R331,39,56,60,64,94,29,80
332,R332,18,24,20,54,75,60,5
333,R333,30,82,92,55,48,37,46
334,R334,48,83,80,26,43,90,19
335,R335,84,28,64,56,14,32,53
336,R336,89,96,77,49,11,82,25
337,R337,29,34,62,56,3,68,1
338,R338,40,99,9,51,41,59,25
339,R339,33,63,36,100,48,50,78
340,R340,45,62,23,86,100,42,53
341,R341,18,84,86,60,69,6,99
342,R342,69,16,22,68,85,76,24
343,R343,36,64,45,99,63,70,34
344,R344,93,21,52,12,10,1,32
345,R345,65,43,10,61,41,94,42
346,R346,100,31,76,97,38,81,76
347,R347,6,43,38,68,1,62,64
348,R348,53,27,28,99,76,16,62
349,R349,32,67,78,7,92,39,12
350,R350,21,99,6,34,90,31,81
351,R351,79,82,95,17,40,65,60
352,R352,66,71,98,29,69,1,25
353,R353,74,43,81,50,57,39,99
354,R354,17,48,8,52,79,14,48
355,R355,97,38,18,82,6,19,4
356,R356,56,50,79,22,82,2,36
357,R357,99,98,24,46,23,74,18
358,R358,65,59,81,3,34,47,2
359,R359,44,46,74,73,55,42,70
360,R360,91,46,64,41,38,76,61
361,R361,29,91,95,46,90,68,65
362,R362,91,16,72,96,10,30,63
363,R363,32,63,64,39,75,36,26
364,R364,97,68,4,78,54,60,10
365,R365,1,12,16,12,2,7,41
366,R366,100,28,38,23,16,4,89
367,R367,76,64,88,22,17,48,89
368,R368,65,8,75,37,49,83,19
369,R369,64,97,63,18,96,64,4
370,R370,22,83,55,55,78,22,32
371,R371,84,38,95,4,97,42,100
372,R372,97,28,30,62,21,3,1
373,R373,76,6,59,93,82,69,30
374,R374,2,78,94,81,33,63,79
375,R375,75,37,4,9,48,12,70
376,R376,27,87,53,84,99,79,65
377,R377,91,21,6,69,25,26,29
378,R378,59,13,59,64,12,74,27
379,R379,23,70,65,61,89,93,29
380,R380,39,61,31,10,32,87,55
381,R381,60,42,36,61,37,68,34
382,R382,27,59,50,16,9,80,44
383,R383,39,18,61,67,80,52,99
384,R384,85,55,10,63,10,37,81
385,R385,44,61,1,88,50,93,69
386,R386,66,43,11,86,55,15,22
387,R387,39,92,99,54,2,35,10
388,R388,100,3,27,17,62,32,51
389,R389,52,70,56,95,2,100,21
390,R390,77,64,89,78,64,13,67
391,R391,21,48,93,97,98,94,33
392,R392,72,91,72,87,92,52,2
393,R393,62,27,84,73,70,99,61
394,R394,46,32,26,40,67,30,77
395,R395,13,32,33,94,43,42,99
396,R396,36,39,71,31,49,26,44
397,R397,80,57,46,20,48,64,29
398,R398,18,1,33,8,90,84,87
399,R399,97,32,63,73,86,66,92
400,R400,39,73,69,5,90,73,68
401,R401,66,100,99,90,98,10,43
402,R402,15,2,14,44,47,28,92
403,R403,48,55,80,47,96,69,66
404,R404,48,57,17,93,47,41,20
405,R405,76,3,34,96,79,38,9
406,R406,39,88,68,74,28,67,63
407,R407,61,82,24,79,13,85,64
408,R408,11,9,6,62,40,96,40
409,R409,57,3,73,90,12,91,3
410,R410,24,32,28,84,33,21,45
411,R411,37,43,75,5,61,19,20
412,R412,85,39,27,85,19,32,12
413,R413,73,26,62,52,26,33,79
414,R414,92,88,84,61,8,55,51
415,R415,27,19,47,22,12,22,35
416,R416,100,37,51,38,10,12,18
417,R417,33,91,68,20,26,51,58
418,R418,56,76,54,7,91,73,33
419,R419,17,62,12,67,11,16,11
420,R420,23,26,94,63,78,98,35
421,R421,36,18,49,86,61,74,71
422,R422,85,48,23,83,64,34,98
423,R423,41,33,2,78,94,35,71
424,R424,33,91,95,18,46,77,43
425,R425,2,21,40,52,67,11,31
426,R426,13,89,76,83,45,12,62
427,R427,25,9,76,57,13,35,24
428,R428,19,3,8,17,93,6,26
429,R429,87,77,88,36,70,58,53
430,R430,48,69,18,22,64,19,69
431,R431,9,26,61,95,17,6,68
432,R432,75,70,2,3,90,18,7
433,R433,86,85,17,38,24,41,92
434,R434,44,1,60,20,96,53,59
435,R435,93,78,97,2,41,9,5
436,R436,72,26,89,83,54,36,100
437,R437,31,74,90,91,35,55,81
438,R438,99,18,53,85,5,40,70
439,R439,85,100,79,53,27,39,37
440,R440,47,75,4,9,65,13,20
441,R441,21,17,15,22,16,59,31
442,R442,64,74,84,80,1,18,19
443,R443,67,50,60,10,48,85,86
444,R444,8,19,18,39,47,51,27
445,R445,9,15,75,44,31,92,99
446,R446,31,50,3,84,15,87,38
447,R447,63,99,58,81,57,3,2
448,R448,23,78,15,68,96,98,21
449,R449,58,37,58,75,51,85,44
450,R450,17,11,95,37,71,68,59
451,R451,27,5,10,99,15,42,99
452,R452,45,76,13,39,100,30,51
453,R453,43,26,71,36,66,45,37
454,R454,42,78,11,20,21,7,73
455,R455,64,94,60,15,51,81,93
456,R456,21,41,63,4,18,99,91
457,R457,40,73,56,76,61,51,45
458,R458,82,1,34,75,87,96,13
459,R459,39,34,19,71,71,91,47
460,R460,54,78,95,97,67,18,18
461,R461,57,99,36,55,36,72,83
462,R462,40,27,15,68,55,67,3
463,R463,4,88,64,9,60,13,45
464,R464,99,83,44,24,58,66,62
465,R465,47,25,95,54,71,59,71
466,R466,59,75,17,73,2,37,69
467,R467,52,73,22,65,92,66,85
468,R468,88,58,66,57,46,83,64
469,R469,55,61,55,93,22,23,98
470,R470,64,15,42,98,20,93,32
471,R471,50,86,33,62,34,32,85
472,R472,76,21,94,94,31,22,81
473,R473,85,42,53,46,17,65,36
474,R474,79,89,50,51,23,83,89
475,R475,3,100,91,85,16,51,27
476,R476,2,85,12,95,13,91,63
477,R477,27,53,5,43,44,47,87
478,R478,65,84,53,47,16,35,17
479,R479,91,73,20,10,51,33,8
480,R480,85,22,15,97,30,73,72
481,R481,80,50,28,99,91,66,11
482,R482,26,59,72,71,37,93,58
483,R483,34,7,9,66,80,79,93
484,R484,60,19,81,20,48,21,17
485,R485,38,18,28,93,20,96,27
486,R486,11,98,90,90,82,48,21
487,R487,59,91,92,95,79,94,53
488,R488,45,84,17,26,33,80,95
489,R489,48,31,47,51,16,62,89
490,R490,26,4,23,8,26,56,37
491,R491,12,43,1,57,38,77,15
492,R492,10,76,64,64,39,50,69
493,R493,47,21,23,1,63,42,31
494,R494,41,45,38,91,41,22,94
495,R495,12,91,16,2,4,59,91
496,R496,80,38,78,49,97,98,55
497,R497,50,42,14,20,73,57,96
498,R498,92,94,37,64,2,87,28
499,R499,28,99,35,96,75,31,52
500,R500,16,84,6,23,90,90,38
501,R501,60,32,98,72,20,23,97
502,R502,1,24,42,17,54,51,66
503,R503,19,89,6,42,81,22,82
504,R504,72,81,82,57,61,35,80
505,R505,54,7,74,74,15,54,7
506,R506,85,12,68,7,47,88,55
507,R507,84,73,8,32,86,55,69
508,R508,21,92,10,30,10,36,61
509,R509,98,27,60,88,95,81,47
510,R510,93,99,87,10,8,73,16
511,R511,41,54,28,87,10,90,85
512,R512,59,17,55,79,65,47,83
513,R513,79,25,20,49,71,48,55
514,R514,42,26,28,78,33,2,60
515,R515,66,50,88,19,33,71,98
516,R516,54,89,13,95,22,42,47
517,R517,41,90,9,24,7,54,71
518,R518,82,45,93,34,62,51,100
519,R519,53,84,46,57,52,61,85
520,R520,87,51,32,92,55,35,40
521,R521,85,52,68,13,9,41,44
522,R522,75,5,65,36,65,9,16
523,R523,21,7,84,69,36,57,20
524,R524,68,33,26,44,6,38,71
525,R525,55,37,63,34,22,49,21
526,R526,53,70,76,57,27,93,53
527,R527,74,95,15,47,66,40,78
528,R528,36,22,76,58,100,72,1
529,R529,70,5,91,8,68,16,17
530,R530,5,49,67,52,79,7,7
531,R531,50,71,71,35,48,71,89
532,R532,29,75,30,70,98,58,44
533,R533,38,20,100,41,60,47,86
534,R534,40,13,3,2,96,40,3
535,R535,12,81,87,94,51,80,23
536,R536,27,6,21,82,97,44,71
537,R537,91,19,61,48,43,56,64
538,R538,49,44,25,44,52,33,27
539,R539,13,84,56,54,73,69,49
540,R540,70,82,84,10,69,59,96
541,R541,80,68,76,16,67,98,71
542,R542,78,54,33,93,49,9,51
543,R543,41,96,89,66,76,43,58
544,R544,72,22,94,16,82,15,88
545,R545,63,46,73,97,55,49,87
546,R546,52,29,81,68,73,85,70
547,R547,34,61,94,100,8,74,9
548,R548,14,92,55,42,60,17,13
549,R549,56,13,4,42,92,77,56
550,R550,19,20,11,12,34,18,61
551,R551,4,94,70,94,41,88,83
552,R552,36,96,17,24,76,90,2
553,R553,52,59,13,86,39,55,42
554,R554,43,45,15,25,36,67,38
555,R555,83,6,42,29,91,12,86
556,R556,6,84,64,48,70,11,26
557,R557,18,92,60,1,89,18,55
558,R558,90,65,20,90,2,33,82
559,R559,48,23,60,79,61,29,35
560,R560,36,92,100,96,35,91,9
561,R561,19,97,50,2,18,94,62
562,R562,88,89,57,1,45,49,87
563,R563,91,67,66,30,28,49,66
564,R564,50,79,71,63,80,98,56
565,R565,35,77,95,89,42,30,96
566,R566,84,51,31,26,22,99,46
567,R567,41,43,8,38,92,44,70
568,R568,67,61,97,16,50,15,37
569,R569,62,79,5,63,42,44,82
570,R570,51,30,38,67,24,59,85
571,R571,9,92,5,32,26,71,58
572,R572,37,99,66,26,71,46,10
573,R573,80,66,1,10,97,11,84
574,R574,28,95,64,57,70,50,58
575,R575,51,61,87,66,20,99,97
576,R576,19,85,93,29,61,24,38
577,R577,76,71,86,29,33,76,87
578,R578,74,3,69,53,99,93,2
579,R579,24,66,35,53,55,13,40
580,R580,91,41,84,39,81,64,80
581,R581,11,33,4,55,68,83,5
582,R582,52,37,40,40,26,81,79
583,R583,18,75,27,25,55,33,11
584,R584,59,91,80,52,31,18,77
585,R585,51,58,91,7,78,92,81
586,R586,6,72,20,80,90,57,72
587,R587,58,45,65,38,48,45,90
588,R588,95,83,39,87,99,34,33
589,R589,25,28,85,61,18,45,35
590,R590,5,63,95,19,70,39,60
591,R591,89,5,39,3,71,62,44
592,R592,89,66,78,33,77,10,31
593,R593,21,16,84,22,32,60,38
594,R594,41,59,19,90,35,22,3
595,R595,64,29,72,6,39,34,60
596,R596,57,34,96,92,63,52,36
597,R597,5,42,10,52,57,31,77
598,R598,79,34,63,18,37,54,80
599,R599,22,30,61,23,59,85,89
600,R600,28,11,97,45,34,84,39
601,R601,25,95,90,57,81,28,81
602,R602,49,87,52,81,71,10,48
603,R603,94,24,87,15,55,34,4
604,R604,69,21,81,7,40,6,41
605,R605,35,81,70,83,81,97,84
606,R606,14,9,72,68,46,38,75
607,R607,50,65,79,30,1,34,64
608,R608,24,28,91,74,53,48,18
609,R609,78,72,22,54,55,2,84
610,R610,4,69,75,34,13,12,34
611,R611,50,78,62,9,65,94,83
612,R612,76,9,71,56,94,87,21
613,R613,9,38,69,55,35,43,55
614,R614,94,77,56,7,92,38,24
615,R615,37,41,33,98,36,89,80
616,R616,8,39,12,14,21,60,78
617,R617,57,5,36,77,43,77,47
618,R618,10,22,6,70,80,50,87
619,R619,60,39,49,24,96,55,18
620,R620,52,3,17,53,88,1,91
621,R621,73,55,73,71,94,66,2
622,R622,74,60,97,18,69,99,13
623,R623,90,82,38,58,82,73,69
624,R624,32,9,80,86,89,72,79
625,R625,16,28,4,19,24,95,64
626,R626,24,57,6,50,12,67,49
627,R627,36,13,46,29,87,60,94
628,R628,71,50,50,18,4,55,19
629,R629,67,78,15,80,83,54,35
630,R630,57,18,70,34,34,65,64
631,R631,55,3,41,53,62,55,6
632,R632,44,43,8,5,21,28,62
633,R633,43,14,87,2,20,65,4
634,R634,89,19,71,70,69,18,76
635,R635,45,47,18,21,23,93,58
636,R636,5,34,81,72,45,63,77
637,R637,61,97,99,24,87,84,43
638,R638,41,67,27,15,81,97,38
639,R639,31,31,95,59,50,17,81
640,R640,66,11,11,95,42,92,11
641,R641,2,58,80,60,8,26,32
642,R642,85,60,18,27,45,18,38
643,R643,5,22,31,41,84,99,72
644,R644,35,35,69,37,97,36,38
645,R645,17,14,41,26,12,56,52
646,R646,2,39,7,20,16,91,57
647,R647,34,73,12,98,7,33,38
648,R648,66,83,24,56,96,90,53
649,R649,50,8,66,22,35,55,51
650,R650,74,42,63,84,25,27,95
651,R651,92,4,74,35,53,88,67
652,R652,53,77,28,33,14,39,32
653,R653,60,73,38,81,92,93,61
654,R654,83,82,40,16,19,47,91
655,R655,46,100,2,63,7,81,62
656,R656,57,98,77,35,83,95,97
657,R657,53,51,8,73,57,88,85
658,R658,41,10,10,88,84,17,6
659,R659,35,33,71,5,58,46,15
660,R660,30,5,72,17,73,98,18
661,R661,89,70,69,92,25,73,88
662,R662,13,51,87,14,46,53,58
663,R663,95,11,69,83,79,40,96
664,R664,67,25,87,69,53,41,100
665,R665,19,23,42,34,33,75,55
666,R666,87,75,11,52,15,83,48
667,R667,71,5,56,88,49,83,65
668,R668,84,29,72,15,21,61,95
669,R669,1,11,96,46,20,48,16
670,R670,56,85,67,19,94,22,35
671,R671,33,96,92,28,55,87,11
672,R672,97,11,89,1,30,83,88
673,R673,80,75,78,43,33,89,78
674,R674,23,40,83,42,53,88,37
675,R675,15,90,24,59,58,29,33
676,R676,23,32,48,9,32,93,88
677,R677,59,55,18,52,69,15,77
678,R678,35,6,85,42,92,79,42
679,R679,18,31,67,72,41,7,54
680,R680,22,14,40,26,15,53,75
681,R681,13,23,64,64,5,74,72
682,R682,94,98,64,96,37,57,23
683,R683,85,76,57,75,4,24,97
684,R684,78,31,76,80,64,35,24
685,R685,82,14,98,35,70,55,65
686,R686,32,100,81,97,4,44,53
687,R687,65,100,74,40,50,86,20
688,R688,1,71,91,1,14,8,71
689,R689,100,46,64,48,21,100,57
690,R690,85,53,43,47,45,10,48
691,R691,26,62,55,82,99,53,69
692,R692,9,70,93,30,62,77,52
693,R693,15,23,69,18,25,22,68
694,R694,38,71,11,24,44,11,14
695,R695,45,34,14,9,46,84,83
696,R696,25,1,16,58,39,10,59
697,R697,91,2,41,49,56,58,57
698,R698,60,11,39,13,46,51,59
699,R699,11,60,90,64,51,44,6
700,R700,19,17,94,57,85,7,95
701,R701,85,69,49,84,91,51,82
702,R702,44,97,42,58,53,87,26
703,R703,78,75,72,33,31,77,97
704,R704,90,34,100,4,1,98,88
705,R705,67,50,84,24,25,67,100
706,R706,89,15,41,9,64,41,52
707,R707,35,69,93,65,91,98,11
708,R708,86,54,22,14,8,27,58
709,R709,13,84,51,9,79,52,87
710,R710,46,19,17,23,38,11,36
711,R711,5,63,93,73,51,60,53
712,R712,97,9,24,36,41,88,67
713,R713,33,87,23,50,30,12,12
714,R714,85,64,50,68,88,50,82
715,R715,71,47,97,34,41,61,55
716,R716,59,41,54,70,14,94,57
717,R717,64,21,95,96,64,50,91
718,R718,46,36,30,95,84,92,77
719,R719,14,29,21,78,91,41,34
720,R720,24,80,34,46,63,52,52
721,R721,82,72,85,9,1,96,22
722,R722,82,89,90,100,17,42,87
723,R723,47,62,2,4,10,44,8
724,R724,5,51,2,71,35,52,30
725,R725,100,71,40,68,19,72,58
726,R726,85,48,21,66,58,45,72
727,R727,24,70,74,14,53,93,70
728,R728,76,93,17,29,30,70,73
