id,label,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology
139,R139,1,36,79,67,30
140,R140,19,54,60,33,91
141,R141,47,12,82,5,3
142,R142,33,98,72,17,78
143,R143,97,61,81,86,25
144,R144,59,41,75,17,74
145,R145,83,56,64,12,50
146,R146,87,19,3,70,79
147,R147,92,33,48,28,39
148,R148,75,23,34,12,55
149,R149,32,50,25,34,1
150,R150,33,77,51,35,6
151,R151,5,56,42,3,89
152,R152,2,86,42,20,62
153,R153,2,33,68,70,83
154,R154,78,22,9,47,27
155,R155,23,61,80,87,53
156,R156,11,13,35,3,83
157,R157,79,97,24,58,99
158,R158,39,65,3,76,65
159,R159,52,84,94,6,8
160,R160,13,53,46,98,44
161,R161,52,28,19,56,7
162,R162,5,72,41,6,36
163,R163,48,82,30,16,24
164,R164,17,4,69,23,19
165,R165,84,28,63,92,7
166,R166,61,10,45,48,66
167,R167,67,97,72,37,100
168,R168,41,62,36,64,5
169,R169,21,51,41,31,77
170,R170,41,32,13,81,50
171,R171,96,66,29,94,100
172,R172,60,30,17,11,54
173,R173,95,24,53,68,86
174,R174,48,60,52,55,76
175,R175,40,4,64,70,61
176,R176,12,23,17,82,84
177,R177,12,97,96,8,75
178,R178,38,3,44,61,96
179,R179,82,9,90,52,48
180,R180,8,92,5,26,98
181,R181,89,84,37,69,52
182,R182,78,56,94,31,11
183,R183,66,3,41,38,47
184,R184,61,6,39,35,63
185,R185,71,14,86,2,9
186,R186,12,44,33,95,62
187,R187,94,61,35,74,86
188,R188,75,12,80,99,21
189,R189,16,31,35,19,20
190,R190,12,16,77,77,76
191,R191,97,49,74,68,87
192,R192,99,30,12,90,31
193,R193,45,74,8,10,82
194,R194,82,40,30,67,90
195,R195,36,66,95,81,73
196,R196,83,13,80,39,76
197,R197,70,47,71,59,10
198,R198,6,70,87,13,30
199,R199,92,49,77,75,57
200,R200,96,85,31,53,22
201,R201,75,4,33,96,94
202,R202,65,30,13,68,87
203,R203,97,82,17,97,72
204,R204,11,56,75,18,50
205,R205,84,2,88,91,37
206,R206,92,46,67,6,41
207,R207,49,24,24,97,14
208,R208,74,9,86,84,20
209,R209,88,31,96,84,48
210,R210,99,91,15,89,18
211,R211,83,86,11,19,31
212,R212,58,61,78,54,8
213,R213,16,75,77,14,59
214,R214,4,48,61,6,60
215,R215,69,57,17,63,28
216,R216,4,51,20,23,44
217,R217,22,41,57,67,93
218,R218,23,75,97,23,13
219,R219,46,62,59,23,18
220,R220,34,17,53,85,46
221,R221,34,17,6,22,35
222,R222,11,45,54,18,35
223,R223,92,84,37,12,91
224,R224,7,21,85,61,83
225,R225,4,50,15,23,33
226,R226,100,4,28,88,33
227,R227,100,9,15,83,48
228,R228,40,61,28,9,45
229,R229,62,12,76,23,73
230,R230,44,48,33,93,98
231,R231,88,24,91,36,77
232,R232,2,72,13,48,81
233,R233,32,3,55,38,41
234,R234,79,79,92,98,100
235,R235,73,94,16,36,14
236,R236,32,87,97,76,16
237,R237,37,94,8,61,60
238,R238,84,38,56,46,14
239,R239,79,12,51,17,65
240,R240,39,35,94,85,13
241,R241,53,29,93,31,3
242,R242,56,10,33,60,60
243,R243,82,49,51,98,21
244,R244,76,60,36,9,45
245,R245,57,14,31,29,29
246,R246,35,93,14,55,26
247,R247,95,12,47,3,67
248,R248,13,94,40,7,12
249,R249,3,82,6,60,91
250,R250,47,50,73,77,12
251,R251,81,2,39,60,11
252,R252,39,15,61,21,80
253,R253,91,34,98,68,60
254,R254,11,12,84,59,72
255,R255,51,40,85,25,30
256,R256,13,29,79,94,16
257,R257,80,46,86,39,29
258,R258,98,85,97,67,64
259,R259,9,92,76,55,52
260,R260,26,40,100,37,57
261,R261,98,46,33,75,66
262,R262,14,67,8,44,10
263,R263,65,57,93,16,58
264,R264,82,93,32,16,78
265,R265,51,1,54,58,88
266,R266,66,89,93,12,18
267,R267,99,73,71,21,78
268,R268,97,36,19,51,95
269,R269,9,39,92,12,45
270,R270,94,68,78,82,84
271,R271,52,26,77,99,24
272,R272,36,77,94,23,87
273,R273,36,19,24,18,97
274,R274,50,41,36,92,26
275,R275,11,88,47,41,100
276,R276,87,18,100,43,6
277,R277,76,57,24,99,22
278,R278,56,24,14,53,37
279,R279,78,51,39,77,46
280,R280,24,1,94,41,61
281,R281,20,14,94,10,39
282,R282,50,67,32,64,98
283,R283,4,43,88,57,75
284,R284,81,51,64,12,23
285,R285,65,63,60,83,15
286,R286,84,98,69,79,77
287,R287,92,48,33,74,64
288,R288,99,46,31,4,23
289,R289,92,58,48,50,43
290,R290,13,47,4,47,72
291,R291,38,84,38,97,50
292,R292,67,73,55,89,97
293,R293,47,26,13,90,48
294,R294,46,55,66,85,57
295,R295,73,24,42,37,1
296,R296,54,17,64,55,72
297,R297,62,23,39,77,38
298,R298,4,16,36,34,35
299,R299,8,24,35,10,11
300,R300,49,28,28,51,5
301,R301,45,21,48,39,10
302,R302,15,23,21,26,16
303,R303,98,13,43,29,17
304,R304,42,70,44,69,2
305,R305,90,74,43,33,50
306,R306,86,85,74,75,92
307,R307,83,74,53,9,1
308,R308,84,10,27,92,58
309,R309,5,75,73,93,76
310,R310,60,65,56,39,45
311,R311,98,23,63,14,39
312,R312,48,80,44,11,59
313,R313,26,20,39,23,25
314,R314,47,95,36,45,83
315,R315,18,95,10,72,60
316,R316,13,1,44,60,5
317,R317,64,60,75,54,62
318,R318,24,100,55,30,10
319,R319,98,76,49,63,28
320,R320,96,87,58,82,18
321,R321,62,24,77,36,21
322,R322,89,14,11,27,49
323,R323,89,9,92,55,77
324,R324,7,41,37,36,45
325,R325,62,61,36,33,39
326,R326,51,38,47,20,72
327,R327,41,22,91,42,52
328,R328,43,99,79,51,96
329,R329,89,49,6,80,91
330,R330,39,78,62,80,27
331,R331,54,67,81,45,50
332,R332,88,75,7,74,38
333,R333,28,77,27,98,88
334,R334,94,43,86,33,55
335,R335,4,47,53,74,85
336,R336,69,11,17,35,13
337,R337,47,67,20,2,6
338,R338,84,75,20,28,36
339,R339,73,72,89,21,50
340,R340,58,79,10,100,81
341,R341,86,29,54,41,48
342,R342,22,2,12,7,82
343,R343,64,61,70,100,42
344,R344,90,70,33,4,40
345,R345,75,29,51,58,62
346,R346,85,27,88,49,64
347,R347,44,88,79,61,20
348,R348,37,35,66,91,76
349,R349,82,87,81,95,47
350,R350,24,51,47,4,77
351,R351,33,7,16,70,82
352,R352,56,92,3,43,85
353,R353,84,10,52,51,35
354,R354,10,1,33,5,3
355,R355,12,31,6,3,19
356,R356,100,37,41,73,2
357,R357,88,25,64,82,6
358,R358,37,74,29,84,16
359,R359,54,87,21,15,85
360,R360,37,48,27,85,25
361,R361,37,45,36,87,37
362,R362,41,29,74,62,38
363,R363,17,93,10,30,83
364,R364,57,78,17,64,18
365,R365,31,96,38,5,6
366,R366,34,50,12,88,62
367,R367,32,61,69,97,55
368,R368,52,66,3,40,9
369,R369,65,97,68,55,43
370,R370,4,78,79,12,21
371,R371,46,68,91,73,46
372,R372,43,16,20,54,29
373,R373,13,79,77,50,17
374,R374,49,1,28,98,78
375,R375,45,38,49,93,79
376,R376,16,29,55,24,100
377,R377,46,39,36,90,29
378,R378,99,99,22,5,55
379,R379,53,39,69,34,95
380,R380,28,39,80,50,47
381,R381,66,7,58,81,54
382,R382,67,45,68,80,40
383,R383,91,30,30,75,27
384,R384,89,35,78,35,65
385,R385,74,52,68,10,88
386,R386,9,59,57,71,60
387,R387,55,34,98,72,56
388,R388,48,18,81,78,93
389,R389,22,7,59,78,50
390,R390,21,6,58,3,35
391,R391,58,19,3,41,49
392,R392,1,21,1,61,68
393,R393,82,1,14,6,80
394,R394,58,6,90,44,48
395,R395,17,57,2,46,40
396,R396,39,38,57,1,52
397,R397,1,12,1,11,82
398,R398,34,72,66,14,63
399,R399,69,73,84,21,76
400,R400,13,72,62,89,43
401,R401,69,13,34,25,60
402,R402,52,51,61,66,44
403,R403,84,34,83,4,44
404,R404,5,53,68,38,88
405,R405,38,57,52,78,11
406,R406,64,1,43,81,98
407,R407,59,95,67,15,32
408,R408,68,86,61,5,50
409,R409,82,53,57,40,69
410,R410,26,86,19,62,49
411,R411,97,31,26,4,99
412,R412,51,41,42,89,79
413,R413,43,75,84,19,52
414,R414,6,33,48,84,73
415,R415,12,96,87,55,21
416,R416,87,75,77,97,86
417,R417,13,21,66,42,45
418,R418,6,81,23,15,65
419,R419,35,28,36,14,60
420,R420,76,76,81,18,16
421,R421,5,43,53,30,2
422,R422,46,92,59,47,64
423,R423,24,96,18,51,38
424,R424,59,22,14,8,85
425,R425,86,78,20,10,62
426,R426,3,81,59,30,25
427,R427,65,7,22,66,63
428,R428,96,98,100,93,13
429,R429,81,78,37,18,68
430,R430,23,22,59,73,60
431,R431,8,57,99,36,68
432,R432,65,52,50,23,42
433,R433,29,18,10,42,12
434,R434,46,36,49,87,31
435,R435,8,58,46,3,33
436,R436,13,64,11,11,96
437,R437,74,1,38,35,42
438,R438,73,21,50,20,99
439,R439,97,80,30,48,40
440,R440,49,36,14,35,74
441,R441,70,86,86,95,40
442,R442,82,13,63,73,59
443,R443,39,36,83,21,62
444,R444,25,31,54,26,20
445,R445,43,36,19,57,80
446,R446,79,69,2,80,94
447,R447,11,15,99,53,32
448,R448,22,50,92,63,69
449,R449,39,24,12,68,38
450,R450,76,54,5,6,32
451,R451,45,98,73,2,22
452,R452,51,71,85,27,35
453,R453,57,52,16,92,2
454,R454,45,91,50,58,42
455,R455,82,90,77,4,33
456,R456,36,43,15,2,16
457,R457,83,86,24,17,13
458,R458,71,35,34,97,74
459,R459,99,62,3,31,15
460,R460,53,25,26,95,95
461,R461,65,80,7,83,18
462,R462,99,30,18,60,23
463,R463,58,46,69,45,44
464,R464,5,17,5,40,96
465,R465,30,66,9,58,95
466,R466,100,66,73,87,81
467,R467,84,58,38,67,69
468,R468,20,77,34,91,57
469,R469,50,67,22,99,17
470,R470,45,10,91,95,19
471,R471,69,90,57,88,71
472,R472,77,74,75,50,7
473,R473,31,39,41,63,88
474,R474,37,73,22,44,14
475,R475,1,37,92,4,30
476,R476,76,33,97,10,1
477,R477,39,44,59,1,75
478,R478,91,8,55,82,64
479,R479,31,74,100,88,87
480,R480,20,24,36,94,27
481,R481,15,63,74,71,78
482,R482,28,33,4,35,35
483,R483,63,13,61,16,80
484,R484,99,11,3,78,52
485,R485,100,89,68,27,54
486,R486,47,56,35,91,2
487,R487,2,30,87,98,13
488,R488,96,84,25,58,36
489,R489,53,15,64,43,60
490,R490,87,27,64,1,47
491,R491,77,53,48,12,45
492,R492,91,15,43,26,25
493,R493,57,50,48,44,90
494,R494,49,6,58,6,100
495,R495,92,87,2,64,93
496,R496,14,36,74,17,49
497,R497,46,15,55,39,7
498,R498,55,22,13,73,81
499,R499,79,60,33,86,21
500,R500,98,19,81,12,56
501,R501,99,12,89,38,84
502,R502,38,16,63,59,41
503,R503,26,39,15,15,23
504,R504,16,28,63,48,94
505,R505,42,56,73,55,8
506,R506,76,11,60,77,24
507,R507,95,87,91,22,41
508,R508,5,12,100,24,84
509,R509,85,45,96,21,9
510,R510,29,15,13,16,11
511,R511,42,31,25,96,74
512,R512,99,66,49,92,28
513,R513,95,84,34,19,70
514,R514,92,65,12,51,78
515,R515,62,90,36,80,37
516,R516,65,31,11,49,50
517,R517,66,93,5,99,71
518,R518,91,13,26,6,5
519,R519,35,43,72,22,93
520,R520,58,75,2,16,16
521,R521,41,46,36,72,60
522,R522,54,67,27,21,60
523,R523,10,83,40,3,16
524,R524,62,54,40,70,39
525,R525,58,15,42,18,79
526,R526,100,30,74,15,8
527,R527,82,90,13,76,73
528,R528,94,63,68,41,39
529,R529,89,59,71,74,21
530,R530,46,6,59,23,41
531,R531,98,37,19,79,63
532,R532,96,33,64,57,21
533,R533,66,66,19,91,42
534,R534,25,28,14,72,24
535,R535,59,44,19,39,70
536,R536,35,39,75,13,61
537,R537,70,35,19,72,35
538,R538,7,83,34,91,61
539,R539,15,70,38,100,67
540,R540,5,5,92,37,2
541,R541,13,18,31,23,46
542,R542,95,40,73,38,80
543,R543,84,23,99,16,13
544,R544,42,40,76,32,84
545,R545,58,44,47,40,7
546,R546,20,58,4,43,20
547,R547,61,34,82,82,56
548,R548,51,83,52,47,66
549,R549,42,62,89,1,11
550,R550,31,31,47,46,79
551,R551,51,86,20,24,68
552,R552,16,69,49,86,92
553,R553,18,14,84,28,81
554,R554,44,88,78,47,29
555,R555,45,29,44,91,96
556,R556,39,28,19,11,35
557,R557,90,13,37,42,62
558,R558,31,6,37,97,72
559,R559,61,61,93,72,57
560,R560,98,86,31,94,87
561,R561,57,38,18,80,59
562,R562,74,36,63,32,32
563,R563,81,35,35,16,23
564,R564,57,51,91,20,94
565,R565,84,35,72,51,15
566,R566,72,9,90,79,32
567,R567,66,17,24,65,59
568,R568,46,1,36,9,14
569,R569,84,52,68,88,36
570,R570,69,15,90,75,25
571,R571,97,17,58,30,72
572,R572,96,90,31,46,38
573,R573,96,6,66,81,93
574,R574,34,48,81,68,4
575,R575,66,65,45,1,6
576,R576,64,58,76,13,93
577,R577,10,17,45,41,33
578,R578,63,58,89,94,38
579,R579,85,19,21,74,85
580,R580,82,83,7,13,67
581,R581,80,12,36,95,4
582,R582,98,61,67,27,34
583,R583,41,56,35,70,54
584,R584,21,48,20,98,50
585,R585,4,82,30,6,2
586,R586,75,22,52,47,28
587,R587,2,64,33,71,78
588,R588,27,9,15,52,65
589,R589,63,97,97,30,18
590,R590,3,80,99,83,21
591,R591,69,30,76,6,11
592,R592,8,26,56,18,12
593,R593,54,85,5,99,88
594,R594,39,23,55,40,93
595,R595,21,58,45,32,75
596,R596,11,74,65,31,97
597,R597,64,45,53,14,84
598,R598,37,9,26,94,47
599,R599,96,72,34,27,65
600,R600,42,26,67,88,52
601,R601,49,52,38,47,68
602,R602,86,32,43,80,61
603,R603,9,61,93,96,56
604,R604,40,82,13,82,56
605,R605,26,85,98,64,10
606,R606,23,38,22,90,13
607,R607,24,59,77,54,50
608,R608,99,70,65,53,5
609,R609,24,45,7,84,38
610,R610,17,16,27,37,76
611,R611,47,24,92,56,84
612,R612,55,76,42,68,97
613,R613,14,49,10,67,9
614,R614,47,51,68,83,71
615,R615,30,44,55,86,20
616,R616,52,93,4,30,85
617,R617,94,15,75,69,35
618,R618,56,71,16,46,90
619,R619,28,33,31,36,33
620,R620,87,50,61,36,38
621,R621,95,57,34,81,4
622,R622,11,31,24,87,13
623,R623,23,64,95,24,83
624,R624,88,3,21,87,50
625,R625,6,9,88,7,21
626,R626,62,10,76,87,96
627,R627,88,60,87,33,40
628,R628,10,42,65,33,15
629,R629,76,40,4,100,21
630,R630,29,11,85,91,24
631,R631,51,48,50,36,10
632,R632,20,58,61,95,38
633,R633,67,8,78,47,1
634,R634,23,54,3,17,16
635,R635,90,99,27,21,45
636,R636,32,90,66,34,77
637,R637,75,72,97,41,2
638,R638,27,66,93,70,24
639,R639,58,70,55,85,71
640,R640,78,39,10,87,61
641,R641,62,69,22,48,55
642,R642,24,61,35,42,1
643,R643,4,77,99,25,65
644,R644,57,10,80,76,47
645,R645,36,95,54,61,91
646,R646,94,71,25,6,75
647,R647,40,61,75,6,24
648,R648,27,86,99,32,88
649,R649,49,1,5,61,32
650,R650,44,10,3,77,77
651,R651,14,49,38,1,12
652,R652,53,59,19,66,60
653,R653,46,52,45,94,77
654,R654,14,56,8,95,94
655,R655,85,36,80,4,3
656,R656,67,51,58,1,97
657,R657,27,50,55,91,8
658,R658,2,82,36,49,40
659,R659,67,53,31,97,11
660,R660,64,39,39,69,95
661,R661,85,1,35,63,78
662,R662,48,9,35,63,40
663,R663,43,53,51,86,20
664,R664,43,43,21,68,51
665,R665,70,87,81,97,31
666,R666,10,42,52,72,45
667,R667,66,92,77,11,77
668,R668,79,53,70,26,100
669,R669,94,88,51,63,3
670,R670,34,59,61,42,25
671,R671,41,32,17,86,33
672,R672,34,34,53,76,55
673,R673,10,9,86,46,23
674,R674,94,66,13,99,70
675,R675,96,12,38,73,67
676,R676,79,68,34,36,77
677,R677,37,12,69,68,36
678,R678,50,36,64,44,100
679,R679,55,70,35,56,38
680,R680,12,71,36,44,7
681,R681,66,26,30,35,13
682,R682,19,88,73,5,46
683,R683,20,13,84,80,99
684,R684,60,22,7,78,31
685,R685,2,34,3,53,5
686,R686,47,62,20,94,93
687,R687,74,98,40,47,4
688,R688,95,23,84,24,64
689,R689,72,62,77,92,52
690,R690,83,68,71,58,67
691,R691,68,74,2,72,52
692,R692,37,17,75,7,75
693,R693,98,89,25,66,30
694,R694,75,8,19,30,98
695,R695,64,64,93,8,99
696,R696,60,94,17,48,49
697,R697,16,64,10,4,74
698,R698,26,36,7,34,12
699,R699,84,89,57,53,65
700,R700,7,96,24,57,69
701,R701,82,49,16,39,48
702,R702,34,29,26,62,48
703,R703,99,49,3,29,97
704,R704,40,29,61,6,56
705,R705,45,63,69,25,9
706,R706,79,91,56,10,28
707,R707,99,42,43,55,94
708,R708,65,27,13,39,1
709,R709,100,10,39,6,1
710,R710,21,21,58,98,100
711,R711,59,63,20,88,9
712,R712,9,33,22,19,85
713,R713,62,29,72,52,80
714,R714,20,26,34,51,88
715,R715,25,3,97,15,81
716,R716,77,1,46,22,83
717,R717,92,78,73,25,47
718,R718,95,21,100,35,6
719,R719,83,64,38,98,48
720,R720,80,48,71,48,26
721,R721,73,53,36,13,63
722,R722,95,91,17,34,69
723,R723,3,25,25,73,15
724,R724,13,78,8,24,5
725,R725,49,81,15,49,22
726,R726,7,94,94,57,74
727,R727,27,39,42,35,89
728,R728,95,13,16,99,76
729,R729,74,93,88,69,12
730,R730,91,58,98,88,88
731,R731,39,73,36,45,89
732,R732,82,5,82,85,80
733,R733,58,70,11,69,63
734,R734,9,63,22,31,13
735,R735,65,75,44,64,59
736,R736,80,47,97,60,47
737,R737,6,63,1,91,16
738,R738,54,54,38,17,91
739,R739,7,71,13,33,43
740,R740,80,1,51,62,25
741,R741,7,95,10,15,5
742,R742,74,62,17,74,81
743,R743,98,4,71,69,2
744,R744,27,93,60,29,71
745,R745,13,91,75,66,20
746,R746,76,24,98,5,11
747,R747,6,90,17,95,38
748,R748,83,1,25,86,9
749,R749,6,82,83,2,38
750,R750,19,81,3,26,30
751,R751,32,25,34,41,77
752,R752,10,74,73,98,6
753,R753,84,8,64,26,12
754,R754,64,40,7,9,31
755,R755,22,7,25,85,16
756,R756,99,89,54,37,56
757,R757,23,30,5,87,25
758,R758,61,15,100,96,91
759,R759,93,49,18,2,86
760,R760,89,23,16,75,41
761,R761,32,4,57,7,96
762,R762,84,4,3,74,29
763,R763,39,28,86,12,42
764,R764,77,93,28,85,95
765,R765,93,60,9,62,15
766,R766,17,31,18,12,46
767,R767,80,76,60,78,47
768,R768,16,27,21,20,1
769,R769,15,25,36,46,75
770,R770,27,93,89,25,98
771,R771,42,74,91,67,57
772,R772,86,64,90,18,37
773,R773,93,48,62,70,98
774,R774,94,51,55,59,54
775,R775,19,57,41,86,17
776,R776,64,53,29,10,95
777,R777,55,25,61,75,18
778,R778,27,84,21,93,67
779,R779,2,43,13,76,43
780,R780,86,76,3,57,63
781,R781,93,72,48,7,6
782,R782,36,33,2,90,61
783,R783,57,24,91,62,42
784,R784,82,21,31,65,18
785,R785,89,9,66,21,97
786,R786,6,35,9,90,23
787,R787,36,28,11,13,99
788,R788,85,51,89,32,100
789,R789,45,21,33,91,63
790,R790,71,52,56,40,42
791,R791,26,36,88,52,1
792,R792,52,7,53,82,22
793,R793,7,87,72,77,5
794,R794,10,48,78,33,77
795,R795,44,40,51,54,39
796,R796,99,73,99,73,14
797,R797,77,44,7,16,22
798,R798,66,13,23,2,42
799,R799,76,47,65,63,12
800,R800,27,44,1,24,23
801,R801,27,90,68,29,76
802,R802,28,3,13,15,74
803,R803,19,82,47,11,98
804,R804,18,79,9,12,33
805,R805,4,85,83,9,73
806,R806,43,52,75,82,89
807,R807,35,96,38,93,66
808,R808,81,23,34,15,30
809,R809,35,95,40,80,94
810,R810,86,85,66,16,35
811,R811,64,64,24,42,62
812,R812,54,59,22,33,75
813,R813,96,44,28,13,67
814,R814,32,1,95,1,100
815,R815,1,89,30,24,36
816,R816,43,95,2,61,12
817,R817,31,92,24,64,59
818,R818,97,62,14,82,83
819,R819,61,18,77,8,39
820,R820,15,77,65,85,82
821,R821,65,83,14,48,54
822,R822,99,91,57,86,85
823,R823,89,95,63,43,52
824,R824,49,93,47,35,90
825,R825,68,36,41,70,12
826,R826,91,2,57,78,75
827,R827,42,65,49,57,24
828,R828,16,24,63,93,84
829,R829,4,78,21,79,10
830,R830,77,58,65,82,94
831,R831,9,31,1,77,47
832,R832,55,74,44,5,12
833,R833,85,72,44,73,17
834,R834,67,13,62,3,43
835,R835,60,94,31,69,38
836,R836,54,3,42,14,79
837,R837,81,63,38,66,91
838,R838,2,81,4,32,14
839,R839,4,6,79,85,77
840,R840,14,92,71,38,75
841,R841,100,11,25,75,61
842,R842,31,41,15,66,49
843,R843,20,39,29,21,3
844,R844,21,30,53,32,18
845,R845,11,34,55,98,46
846,R846,61,9,58,48,56
847,R847,27,4,10,45,6
848,R848,76,84,56,7,83
849,R849,7,69,54,20,39
850,R850,93,36,96,65,37
851,R851,10,98,60,42,66
852,R852,62,27,6,86,57
853,R853,52,54,73,63,27
854,R854,83,63,45,66,9
855,R855,6,84,76,50,3
856,R856,27,95,61,85,56
857,R857,34,56,29,85,96
858,R858,38,92,71,34,90
859,R859,94,85,40,57,42
860,R860,83,88,82,44,49
861,R861,71,33,3,65,69
862,R862,29,35,63,25,55
863,R863,27,68,42,63,50
864,R864,52,50,24,42,93
865,R865,75,88,81,34,56
866,R866,61,10,89,3,61
867,R867,81,60,8,27,3
868,R868,14,75,78,67,74
869,R869,94,4,96,95,85
870,R870,80,58,27,46,50
871,R871,87,37,73,82,39
872,R872,1,30,8,22,17
873,R873,95,68,59,44,40
874,R874,45,26,94,51,74
875,R875,94,7,37,84,19
876,R876,60,60,5,76,86
877,R877,3,43,31,100,18
878,R878,51,65,21,39,17
879,R879,87,31,4,25,86
880,R880,70,24,1,87,29
881,R881,70,55,65,84,22
882,R882,95,23,83,88,50
883,R883,51,23,41,73,23
884,R884,37,38,81,52,45
885,R885,87,44,82,10,40
886,R886,96,55,10,23,16
887,R887,17,25,92,13,42
888,R888,83,66,20,75,100
889,R889,11,40,88,87,47
890,R890,74,49,65,70,9
891,R891,9,77,27,52,23
892,R892,24,63,22,91,50
893,R893,58,31,33,70,18
894,R894,73,62,4,86,65
895,R895,78,38,13,21,58
896,R896,96,25,25,11,5
897,R897,52,32,80,19,87
898,R898,69,57,30,47,82
899,R899,43,31,58,47,47
900,R900,33,51,45,61,8
901,R901,67,70,50,51,69
902,R902,87,4,32,16,78
903,R903,39,86,76,5,39
904,R904,52,59,79,62,69
905,R905,93,78,45,50,18
906,R906,54,65,51,25,76
907,R907,88,29,56,25,1
908,R908,68,44,14,16,20
909,R909,19,18,9,12,42
910,R910,66,6,41,28,71
911,R911,79,32,48,57,52
912,R912,14,57,34,24,49
913,R913,49,89,77,27,62
914,R914,91,92,31,12,58
915,R915,84,34,68,78,96
916,R916,93,88,74,17,48
917,R917,3,14,79,26,7
918,R918,92,12,26,17,78
919,R919,75,89,60,60,66
920,R920,95,39,47,69,49
921,R921,99,97,83,37,94
922,R922,51,16,97,98,12
923,R923,87,45,61,100,29
924,R924,44,32,73,6,33
925,R925,76,51,31,100,18
926,R926,90,22,48,44,6
