id,label,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am
80,R80,4,36,21,21,95,33,79
81,R81,50,42,83,7,50,39,39
82,R82,77,99,68,73,67,31,29
83,R83,31,84,61,58,47,58,22
84,R84,59,50,15,97,70,19,70
85,R85,57,32,30,5,12,9,84
86,R86,90,55,74,53,26,92,85
87,R87,58,17,12,2,64,28,2
88,R88,32,13,31,63,98,10,9
89,R89,30,23,73,71,4,39,72
90,R90,98,49,66,36,14,92,14
91,R91,98,6,75,39,4,29,28
92,R92,86,78,67,83,65,69,22
93,R93,38,47,63,3,7,68,63
94,R94,78,34,24,16,1,64,76
95,R95,85,11,81,45,59,63,61
96,R96,1,66,52,28,41,44,57
97,R97,2,16,38,79,56,17,79
98,R98,27,47,58,9,46,30,23
99,R99,51,50,18,48,72,55,14
100,R100,55,74,26,53,30,95,74
101,R101,51,92,60,84,59,21,37
102,R102,19,66,2,93,87,94,62
103,R103,6,92,12,100,79,23,8
104,R104,47,16,39,35,71,30,57
105,R105,97,19,51,33,56,3,68
106,R106,34,85,80,58,66,75,49
107,R107,71,83,89,82,23,52,56
108,R108,66,11,65,75,23,49,25
109,R109,70,89,76,97,29,99,38
110,R110,52,21,32,68,79,92,72
111,R111,38,28,71,53,99,70,38
112,R112,47,83,25,5,47,95,17
113,R113,94,39,79,80,12,93,100
114,R114,54,18,6,96,27,45,46
115,R115,27,94,3,34,63,72,40
116,R116,7,58,86,63,57,77,54
117,R117,12,48,25,3,92,95,62
118,R118,6,46,15,74,58,41,69
119,R119,85,88,77,92,8,95,28
120,R120,4,76,58,74,86,81,93
121,R121,99,68,85,15,2,70,91
122,R122,36,54,46,97,42,60,1
123,R123,22,51,92,81,12,18,27
124,R124,24,55,14,74,16,24,85
125,R125,58,80,60,92,12,57,60
126,R126,57,99,59,51,24,13,38
127,R127,88,94,57,77,27,77,100
128,R128,67,56,35,96,25,27,76
129,R129,90,50,89,35,87,65,80
130,R130,8,13,44,88,90,44,26
131,R131,98,93,52,86,69,66,29
132,R132,52,57,23,87,97,90,8
133,R133,93,14,53,71,100,91,62
134,R134,100,57,97,95,55,7,64
135,R135,49,34,86,49,83,7,90
136,R136,16,1,82,11,40,26,32
137,R137,11,83,39,84,68,81,12
138,R138,44,99,84,49,63,25,15
139,R139,73,8,32,35,37,59,12
140,R140,50,6,35,10,27,11,19
141,R141,5,61,39,72,39,13,85
142,R142,90,49,27,51,31,89,100
143,R143,25,39,11,92,89,66,74
144,R144,3,7,84,60,16,50,38
145,R145,3,13,90,93,87,2,24
146,R146,71,82,48,17,16,71,72
147,R147,46,7,18,10,11,65,36
148,R148,54,68,71,76,67,66,66
149,R149,70,95,9,32,8,81,100
150,R150,12,72,75,23,26,6,11
151,R151,9,99,62,4,25,67,19
152,R152,32,79,50,66,89,29,88
153,R153,57,19,62,8,53,13,74
154,R154,69,85,32,88,88,25,48
155,R155,42,67,34,36,63,22,12
156,R156,70,80,33,67,78,43,77
157,R157,58,35,34,39,45,12,86
158,R158,54,45,50,12,33,64,80
159,R159,94,78,66,23,77,53,85
160,R160,23,63,47,1,63,70,88
161,R161,60,59,29,97,9,43,71
162,R162,62,3,22,13,82,79,56
163,R163,19,77,16,35,70,24,61
164,R164,89,72,98,93,36,16,100
165,R165,82,62,20,30,39,47,40
166,R166,42,75,78,43,66,13,58
167,R167,76,54,57,82,63,3,36
168,R168,67,98,98,57,75,96,9
169,R169,4,73,99,30,72,23,13
170,R170,81,73,24,34,19,92,21
171,R171,58,12,81,96,74,46,25
172,R172,40,5,22,96,38,62,10
173,R173,43,71,46,76,24,73,79
174,R174,100,36,43,41,1,66,58
175,R175,1,26,98,55,95,66,65
176,R176,77,6,27,14,7,5,46
177,R177,35,88,72,64,71,87,58
178,R178,51,56,65,50,100,50,24
179,R179,100,45,34,92,80,39,21
180,R180,59,52,28,79,31,25,67
181,R181,4,83,66,95,15,42,66
182,R182,26,60,38,81,58,57,98
183,R183,67,36,77,17,37,28,21
184,R184,22,75,69,38,56,10,61
185,R185,63,49,81,11,100,68,78
186,R186,15,93,59,67,28,76,95
187,R187,5,3,26,5,85,73,23
188,R188,61,68,15,80,88,67,84
189,R189,52,69,63,65,49,87,73
190,R190,42,10,62,65,37,80,15
191,R191,11,85,43,98,43,58,3
192,R192,63,53,48,98,55,81,11
193,R193,74,23,93,72,47,47,16
194,R194,62,89,49,62,41,19,83
195,R195,89,82,61,18,86,13,89
196,R196,16,70,46,18,15,29,95
197,R197,44,9,74,87,54,20,99
198,R198,65,10,11,79,28,6,100
199,R199,84,10,36,81,82,7,3
200,R200,42,23,97,65,16,8,26
201,R201,90,69,85,37,87,66,20
202,R202,82,98,89,29,34,91,89
203,R203,21,30,36,70,43,71,24
204,R204,37,83,91,68,95,84,21
205,R205,59,20,98,95,17,88,5
206,R206,90,3,85,48,8,68,90
207,R207,38,22,88,72,14,74,73
208,R208,82,50,76,92,90,11,18
209,R209,63,19,58,45,87,63,90
210,R210,18,85,76,62,56,57,33
211,R211,10,99,85,48,21,2,8
212,R212,96,87,76,100,66,45,81
213,R213,22,63,50,2,61,5,46
214,R214,11,38,62,69,99,66,61
215,R215,1,82,25,24,27,72,30
216,R216,61,24,94,9,78,14,20
217,R217,59,75,26,26,91,21,7
218,R218,47,89,27,26,30,59,22
219,R219,37,90,62,8,18,14,44
220,R220,38,97,99,55,74,75,12
221,R221,36,78,93,72,8,87,47
222,R222,14,86,69,56,25,20,29
223,R223,80,93,27,98,10,44,13
224,R224,11,60,61,92,24,94,6
225,R225,35,46,40,97,24,23,12
226,R226,50,2,1,98,75,87,46
227,R227,56,53,66,11,80,69,38
228,R228,99,48,64,72,96,16,47
229,R229,30,14,75,14,80,48,98
230,R230,67,2,22,27,85,39,49
231,R231,3,35,32,29,28,9,43
232,R232,47,16,73,25,95,25,3
233,R233,76,32,20,60,83,40,76
234,R234,14,87,96,94,46,52,58
235,R235,26,36,29,79,1,19,7
236,R236,90,67,4,17,20,91,48
237,R237,89,39,11,59,5,58,55
238,R238,96,75,42,75,66,69,45
239,R239,41,96,84,85,36,30,39
240,R240,87,32,92,13,23,43,55
241,R241,25,80,48,93,66,86,33
242,R242,64,62,17,97,87,42,65
243,R243,42,58,1,15,27,96,95
244,R244,67,4,9,90,22,24,61
245,R245,39,74,38,86,27,17,46
246,R246,97,92,50,6,22,50,79
247,R247,45,100,77,93,46,93,13
248,R248,6,13,12,22,13,87,39
249,R249,92,84,73,79,57,24,100
250,R250,28,41,95,38,51,71,100
251,R251,25,92,5,1,1,36,56
252,R252,18,13,78,31,43,27,40
253,R253,94,96,40,17,8,5,25
254,R254,83,40,12,55,66,7,26
255,R255,40,54,68,40,80,1,99
256,R256,30,52,80,76,48,37,38
257,R257,18,18,84,82,53,38,67
258,R258,47,76,49,63,58,44,38
259,R259,32,98,17,79,25,39,53
260,R260,49,52,75,60,21,98,6
261,R261,27,56,14,23,84,35,51
262,R262,72,80,98,67,54,11,34
263,R263,15,39,51,52,3,45,34
264,R264,45,20,21,45,39,28,33
265,R265,56,70,98,92,42,72,62
266,R266,98,91,72,70,61,31,55
267,R267,54,96,24,14,33,71,70
268,R268,100,43,93,68,47,73,70
269,R269,21,26,79,79,32,52,30
270,R270,90,13,10,44,51,91,27
271,R271,11,23,45,59,56,43,34
272,R272,13,54,75,44,60,44,98
273,R273,60,78,27,79,26,71,65
274,R274,80,1,44,65,42,26,5
275,R275,41,98,3,16,16,98,94
276,R276,33,45,12,35,66,85,35
277,R277,65,91,35,32,38,22,98
278,R278,81,85,84,89,65,4,19
279,R279,56,55,21,85,65,49,55
280,R280,12,52,47,83,76,86,28
281,R281,27,92,78,52,47,40,92
282,R282,100,1,3,37,39,72,80
283,R283,48,55,75,65,53,26,49
284,R284,73,35,68,24,12,21,74
285,R285,29,70,73,60,17,74,10
286,R286,14,67,46,13,19,63,88
287,R287,59,60,70,91,80,83,53
288,R288,90,39,82,23,84,75,17
289,R289,69,79,75,32,37,59,88
290,R290,60,78,92,35,94,36,8
291,R291,11,13,16,100,69,25,64
292,R292,96,47,98,50,70,31,77
293,R293,94,23,78,99,58,22,32
294,R294,21,92,23,3,38,55,20
295,R295,13,79,96,10,57,86,88
296,R296,51,4,51,50,40,7,14
297,R297,93,63,64,90,48,50,37
298,R298,36,17,99,40,89,31,97
299,R299,94,44,70,65,48,40,46
300,R300,85,14,1,90,79,44,85
301,R301,64,14,92,52,49,16,65
302,R302,11,37,13,23,90,47,56
303,R303,3,80,96,95,91,11,67
304,R304,11,1,48,27,32,50,56
305,R305,4,87,35,51,80,63,54
306,R306,97,13,68,44,47,77,75
307,R307,89,81,76,23,78,85,97
308,R308,81,1,74,40,13,83,37
309,R309,8,22,51,4,70,53,56
310,R310,87,51,59,57,8,38,76
311,R311,15,31,43,78,14,100,40
312,R312,76,61,80,59,60,51,68
313,R313,11,78,94,3,22,83,66
314,R314,65,50,85,1,6,49,83
315,R315,84,19,29,1,47,73,99
316,R316,90,88,31,24,29,30,48
317,R317,62,86,65,41,76,70,11
318,R318,20,94,95,17,40,67,61
319,R319,21,68,93,26,80,88,18
320,R320,99,86,28,34,95,63,16
321,R321,25,22,88,95,100,14,89
322,R322,88,46,5,86,89,61,55
323,R323,39,35,28,13,54,45,90
324,R324,29,58,17,33,83,92,27
325,R325,3,59,62,75,37,77,10
326,R326,43,88,64,33,61,61,19
327,R327,50,89,4,10,76,30,56
328,R328,48,65,22,54,83,22,63
329,R329,88,58,84,75,81,83,1
330,R330,7,13,53,82,11,12,62
331,R331,2,51,11,66,24,71,40
332,R332,6,94,99,6,42,13,74
333,R333,59,96,55,78,100,65,35
334,R334,46,84,81,32,1,84,88
335,R335,43,78,82,43,44,56,77
336,R336,64,36,23,8,54,24,88
337,R337,33,5,63,87,29,29,54
338,R338,96,81,88,35,22,1,39
339,R339,42,87,25,98,70,68,64
340,R340,87,15,50,31,99,95,8
341,R341,45,8,96,16,91,84,97
342,R342,61,90,75,20,64,13,39
343,R343,30,17,33,77,60,57,71
344,R344,50,81,14,44,93,68,53
345,R345,54,55,14,41,31,19,87
346,R346,30,60,23,88,38,86,8
347,R347,66,61,69,62,94,79,28
348,R348,75,46,77,72,49,62,39
349,R349,37,21,48,97,84,17,14
350,R350,53,58,48,83,25,22,75
351,R351,41,51,14,37,15,57,46
352,R352,11,12,97,33,90,63,7
353,R353,9,85,7,43,55,97,42
354,R354,89,56,86,97,17,30,12
355,R355,25,74,76,21,55,4,89
356,R356,37,70,22,8,65,9,65
357,R357,28,92,58,53,64,90,8
358,R358,59,71,59,73,92,50,90
359,R359,71,53,45,46,25,80,19
360,R360,51,21,82,87,5,80,35
361,R361,6,61,26,78,5,62,51
362,R362,84,16,93,31,32,45,54
363,R363,61,4,33,71,51,33,26
364,R364,10,23,32,71,30,52,15
365,R365,77,5,88,47,92,55,61
366,R366,11,3,28,72,37,87,48
367,R367,9,5,5,29,68,49,67
368,R368,26,64,73,43,66,19,51
369,R369,42,100,43,50,69,26,45
370,R370,94,64,31,8,11,59,32
371,R371,3,70,45,19,97,42,1
372,R372,73,53,37,7,82,86,87
373,R373,37,97,17,82,81,57,2
374,R374,82,46,13,7,10,54,2
375,R375,31,35,51,96,54,99,43
376,R376,81,48,57,25,55,37,47
377,R377,17,90,11,29,20,4,40
378,R378,50,38,35,28,66,26,43
379,R379,89,75,35,1,86,82,6
380,R380,60,56,82,3,12,72,86
381,R381,25,14,34,64,80,13,30
382,R382,43,93,21,68,81,8,100
383,R383,23,82,58,1,85,8,88
384,R384,14,48,53,53,34,31,25
385,R385,41,68,59,52,44,70,89
386,R386,83,71,96,76,65,76,49
387,R387,70,82,64,4,13,15,44
388,R388,88,50,6,1,66,63,33
389,R389,61,56,47,94,66,47,41
390,R390,7,20,57,63,2,89,94
391,R391,74,72,29,99,4,33,33
392,R392,5,29,31,10,21,11,90
393,R393,9,59,37,80,45,58,95
394,R394,11,54,30,74,10,86,11
395,R395,94,83,45,20,11,12,39
396,R396,60,64,3,36,32,79,97
397,R397,6,49,12,9,9,26,27
398,R398,2,94,64,34,51,66,86
399,R399,51,98,59,29,72,1,13
400,R400,41,59,68,78,29,25,17
401,R401,75,14,6,21,66,94,8
402,R402,46,43,60,90,9,28,16
403,R403,4,62,18,42,46,41,96
404,R404,24,12,79,87,81,37,13
405,R405,99,26,25,18,61,31,19
406,R406,80,20,2,71,30,73,67
407,R407,53,73,18,93,43,62,67
408,R408,88,9,66,21,84,97,66
409,R409,53,75,60,6,85,97,60
410,R410,71,2,85,7,77,6,61
411,R411,37,60,48,86,15,75,1
412,R412,27,78,27,69,31,36,98
413,R413,18,60,5,61,99,57,2
414,R414,23,48,64,99,65,99,63
415,R415,57,10,67,98,68,59,46
416,R416,17,50,49,57,75,24,89
417,R417,49,92,100,16,73,36,48
418,R418,45,76,78,1,2,96,25
419,R419,49,95,70,63,51,67,45
420,R420,35,68,7,69,67,60,87
421,R421,69,82,2,4,2,34,80
422,R422,80,73,11,100,42,39,14
423,R423,85,85,22,17,32,29,35
424,R424,88,49,18,53,28,7,68
425,R425,73,39,6,36,39,72,85
426,R426,23,41,89,13,86,74,25
427,R427,82,82,12,11,65,80,90
428,R428,98,44,45,88,38,34,47
429,R429,10,77,72,47,58,13,73
430,R430,49,74,47,20,2,58,62
431,R431,79,66,25,36,72,88,98
432,R432,8,83,89,50,4,6,76
433,R433,46,46,10,60,91,85,58
434,R434,43,27,94,60,34,73,81
435,R435,10,63,62,52,37,6,90
436,R436,44,98,85,93,75,95,82
437,R437,55,96,91,34,41,80,56
438,R438,52,29,6,53,94,17,96
439,R439,46,43,86,30,20,20,6
440,R440,67,83,89,72,4,89,61
441,R441,93,43,99,20,68,6,77
442,R442,89,7,73,9,58,57,48
443,R443,84,61,38,28,70,34,14
444,R444,31,46,88,46,93,9,40
445,R445,97,19,27,6,27,79,2
446,R446,3,42,40,8,81,97,59
447,R447,3,36,58,34,56,23,79
448,R448,84,76,80,79,15,85,60
449,R449,14,42,98,78,91,37,2
450,R450,73,55,88,64,43,83,30
451,R451,4,29,83,38,32,13,80
452,R452,79,36,8,72,93,81,26
453,R453,86,34,1,74,29,44,90
454,R454,44,64,86,98,49,100,68
455,R455,76,58,23,87,29,25,56
456,R456,63,74,15,34,13,36,21
457,R457,43,89,22,14,81,62,76
458,R458,54,24,60,60,39,59,86
459,R459,62,77,46,19,65,88,51
460,R460,66,25,9,45,91,92,9
461,R461,45,6,73,27,86,51,36
462,R462,4,27,57,99,4,89,7
463,R463,43,2,75,10,11,56,61
464,R464,41,43,37,6,8,94,46
465,R465,56,37,12,61,45,70,50
466,R466,79,13,74,53,12,33,53
467,R467,31,59,75,72,71,57,8
468,R468,78,95,13,11,85,78,57
469,R469,17,17,44,83,27,98,5
470,R470,99,86,7,72,59,98,66
471,R471,73,98,23,96,36,5,100
472,R472,39,19,27,99,28,74,60
473,R473,27,85,81,48,80,63,9
474,R474,3,62,85,18,19,52,19
475,R475,36,94,28,54,44,56,23
476,R476,84,93,30,71,71,97,20
477,R477,51,44,79,93,95,86,12
478,R478,39,73,39,77,22,52,21
479,R479,25,7,88,99,37,92,2
480,R480,5,74,82,76,50,100,88
481,R481,99,100,12,11,39,17,100
482,R482,7,24,53,98,78,40,80
483,R483,24,76,57,10,59,87,18
484,R484,74,50,37,74,8,37,39
485,R485,1,17,91,99,54,92,29
486,R486,73,28,99,98,59,64,33
487,R487,78,100,52,83,63,100,40
488,R488,75,70,43,40,67,4,45
489,R489,68,60,74,51,66,27,20
490,R490,83,55,49,66,57,63,67
491,R491,25,34,61,49,78,48,56
492,R492,72,81,40,61,94,5,81
493,R493,27,74,61,76,42,95,77
494,R494,67,96,15,58,69,37,13
495,R495,100,19,40,38,96,32,45
496,R496,10,56,70,35,76,39,24
497,R497,34,54,86,12,53,33,85
498,R498,15,1,84,70,54,41,70
499,R499,46,20,44,22,64,47,48
500,R500,35,9,90,39,17,21,34
501,R501,87,32,5,9,12,4,35
502,R502,93,99,51,65,17,48,50
503,R503,74,30,56,61,85,29,43
504,R504,83,51,45,64,59,81,2
505,R505,30,26,92,64,95,3,36
506,R506,15,5,36,30,91,97,100
507,R507,76,60,20,82,100,7,93
508,R508,54,62,45,4,20,37,41
509,R509,78,11,37,16,91,60,83
510,R510,23,56,95,31,69,64,100
511,R511,3,52,17,79,66,28,18
512,R512,77,64,57,37,52,53,93
513,R513,75,60,1,52,27,37,36
514,R514,52,48,34,45,83,97,77
515,R515,60,72,60,87,65,70,77
516,R516,52,68,44,92,30,14,73
517,R517,53,42,75,49,30,89,93
518,R518,69,43,2,35,43,88,30
519,R519,40,57,61,53,15,84,52
520,R520,52,69,65,2,17,97,87
521,R521,10,5,44,82,12,36,15
522,R522,24,78,71,37,40,39,58
523,R523,15,7,50,3,81,8,29
524,R524,62,96,40,42,86,30,6
525,R525,58,50,81,39,41,65,34
526,R526,68,75,61,1,19,28,42
527,R527,8,22,70,79,40,85,58
528,R528,57,53,39,42,25,73,16
529,R529,51,17,26,32,68,26,52
530,R530,9,55,99,72,71,22,62
531,R531,67,97,79,18,65,4,40
532,R532,71,9,69,91,43,14,84
533,R533,62,86,40,79,64,30,49
534,R534,55,12,50,3,3,63,38
535,R535,78,79,27,9,24,75,18
536,R536,2,58,61,7,47,38,1
537,R537,47,93,73,93,67,27,57
538,R538,13,65,86,38,87,91,14
539,R539,85,99,25,97,69,86,71
540,R540,92,92,45,20,63,100,11
541,R541,80,42,59,13,64,37,13
542,R542,77,27,42,19,76,9,55
543,R543,66,24,89,46,8,92,69
544,R544,4,56,44,35,95,60,69
545,R545,52,98,70,12,28,67,84
546,R546,18,31,34,87,98,81,33
547,R547,24,5,31,27,79,29,46
548,R548,11,17,99,46,16,68,2
549,R549,90,6,20,80,65,15,14
550,R550,89,43,46,34,17,66,2
551,R551,6,87,55,67,6,19,51
552,R552,82,70,60,79,48,11,60
553,R553,53,96,51,27,1,79,63
554,R554,9,53,81,49,76,1,56
555,R555,19,43,11,57,46,10,47
556,R556,34,55,70,19,75,91,7
557,R557,74,23,15,41,28,9,2
558,R558,16,84,95,91,84,3,31
559,R559,8,55,92,97,23,81,21
560,R560,37,75,50,70,57,39,75
561,R561,83,53,29,9,85,57,25
562,R562,60,35,15,11,11,33,72
563,R563,67,14,69,5,60,40,10
564,R564,59,61,98,84,96,75,76
565,R565,67,83,45,29,67,10,85
566,R566,69,84,50,76,42,13,31
567,R567,36,84,82,95,15,84,52
568,R568,27,16,45,60,9,16,19
569,R569,30,17,79,70,57,31,6
570,R570,35,96,27,25,24,4,73
571,R571,50,41,50,53,54,49,77
572,R572,6,75,60,41,5,20,93
573,R573,58,51,79,7,89,10,56
574,R574,57,93,94,72,49,18,68
575,R575,7,3,2,67,44,90,50
576,R576,99,25,58,75,45,28,69
577,R577,5,96,84,2,62,10,92
578,R578,66,13,95,93,85,3,53
579,R579,89,32,6,96,31,92,50
580,R580,52,87,42,33,99,55,72
581,R581,22,45,30,20,56,2,25
582,R582,100,14,22,12,54,8,48
583,R583,28,19,82,17,68,21,100
584,R584,84,88,27,50,90,28,88
585,R585,27,45,23,36,100,9,70
586,R586,67,1,47,75,54,30,78
587,R587,60,5,86,61,33,18,81
588,R588,30,85,2,22,69,44,58
589,R589,39,65,53,25,93,76,87
590,R590,78,82,76,31,89,58,48
591,R591,67,28,77,68,41,74,55
592,R592,46,97,4,77,38,95,27
593,R593,56,65,86,6,65,64,80
594,R594,64,42,87,98,90,57,51
595,R595,32,76,37,41,85,65,29
596,R596,88,30,19,43,58,67,35
597,R597,42,24,59,82,89,69,52
598,R598,88,28,50,68,15,58,84
599,R599,72,81,85,44,34,26,91
600,R600,16,47,96,18,40,5,14
601,R601,98,27,79,32,58,94,29
602,R602,44,39,75,67,87,64,6
603,R603,57,60,100,96,37,7,91
604,R604,100,80,99,49,57,53,61
605,R605,42,3,7,81,13,96,24
606,R606,11,56,85,87,68,88,64
607,R607,59,18,59,77,21,68,27
608,R608,72,80,59,16,23,35,97
609,R609,46,59,72,48,17,85,16
610,R610,94,26,56,14,35,49,92
611,R611,64,28,79,21,76,49,16
612,R612,49,90,87,87,78,51,32
613,R613,13,34,8,80,56,70,30
614,R614,22,16,8,29,13,7,3
615,R615,81,73,44,74,20,35,1
616,R616,91,46,59,24,12,74,47
617,R617,39,18,2,61,53,95,13
618,R618,48,7,85,45,100,57,71
619,R619,28,30,19,88,4,37,36
620,R620,66,69,36,66,64,94,35
621,R621,30,19,88,57,54,82,15
622,R622,17,20,33,20,38,15,29
623,R623,13,18,33,87,57,29,71
624,R624,89,86,7,28,50,86,82
625,R625,45,30,77,88,42,27,100
626,R626,97,51,20,10,85,98,26
627,R627,99,28,21,33,38,26,99
628,R628,90,42,52,75,61,68,46
629,R629,61,16,72,40,80,34,66
630,R630,63,31,30,90,96,26,77
631,R631,12,45,24,74,89,28,85
632,R632,97,36,82,62,53,19,84
633,R633,9,3,90,9,78,32,37
634,R634,10,74,59,79,21,82,94
635,R635,13,82,9,98,74,84,5
636,R636,4,58,94,79,46,90,92
637,R637,28,79,20,93,27,98,7
638,R638,28,40,77,32,40,71,96
639,R639,90,67,37,60,35,92,6
640,R640,27,82,90,11,89,53,41
641,R641,63,74,88,85,90,5,27
642,R642,86,74,78,6,44,1,47
643,R643,82,35,1,20,26,50,71
644,R644,45,4,83,55,79,49,43
645,R645,76,49,74,1,24,43,40
646,R646,59,45,88,85,50,51,9
647,R647,33,48,36,8,15,47,40
648,R648,38,34,2,91,80,81,15
649,R649,44,92,12,93,52,97,66
650,R650,35,19,16,24,13,70,26
651,R651,78,100,23,46,16,15,32
652,R652,38,100,94,50,3,22,53
653,R653,88,43,66,81,12,2,36
654,R654,5,25,33,24,22,82,88
655,R655,95,41,40,100,35,66,93
656,R656,97,50,44,16,11,47,61
657,R657,45,37,96,82,73,75,98
658,R658,24,41,78,14,24,100,2
659,R659,36,81,1,68,59,33,48
660,R660,58,36,82,60,63,18,69
661,R661,78,47,19,20,19,41,44
662,R662,53,72,39,22,87,90,33
663,R663,77,15,90,48,31,26,57
664,R664,17,69,13,16,76,11,55
665,R665,76,11,70,33,51,53,18
666,R666,12,38,56,68,66,61,88
667,R667,84,24,84,2,73,94,88
668,R668,95,33,7,57,73,23,6
669,R669,10,4,84,92,12,100,79
670,R670,96,71,32,98,64,92,25
671,R671,46,70,7,25,75,32,97
672,R672,6,18,35,5,39,9,57
673,R673,86,36,67,23,21,37,57
674,R674,56,8,45,99,94,78,46
675,R675,99,71,40,1,75,21,53
676,R676,85,89,32,7,64,60,20
677,R677,96,20,75,37,99,84,12
678,R678,31,34,31,62,14,58,43
679,R679,35,47,28,79,98,14,73
680,R680,91,8,5,93,39,43,75
681,R681,99,11,85,76,91,82,96
682,R682,78,70,66,41,48,37,33
683,R683,97,16,88,67,93,21,66
684,R684,15,87,41,29,90,4,10
685,R685,41,50,36,59,43,81,90
686,R686,60,55,78,78,38,94,52
687,R687,29,81,17,33,36,72,67
688,R688,80,32,82,38,38,95,41
689,R689,32,90,64,26,98,4,67
690,R690,39,22,63,56,98,33,72
691,R691,43,18,96,26,23,42,4
692,R692,48,1,42,6,28,91,97
693,R693,39,6,98,19,29,26,32
694,R694,98,81,77,10,70,34,10
695,R695,89,32,35,18,94,5,72
696,R696,100,55,34,82,100,12,6
697,R697,100,52,41,54,88,50,19
698,R698,84,55,84,50,71,43,49
699,R699,82,39,78,99,79,99,9
700,R700,96,44,74,71,96,17,92
701,R701,67,96,61,24,11,95,1
702,R702,77,34,89,97,98,57,81
703,R703,70,74,39,87,93,50,4
704,R704,59,99,88,66,21,57,33
705,R705,46,37,37,4,88,47,67
706,R706,29,34,27,48,71,68,40
707,R707,83,73,63,18,34,36,83
708,R708,66,71,47,55,43,35,68
709,R709,36,62,52,87,51,85,4
710,R710,40,12,41,78,45,79,83
711,R711,69,2,5,74,33,67,76
712,R712,87,28,50,23,36,20,41
713,R713,1,66,64,61,25,51,94
714,R714,50,14,71,11,59,92,41
715,R715,30,30,22,91,83,27,44
716,R716,17,26,29,38,21,21,31
717,R717,46,99,85,49,88,63,16
718,R718,90,9,64,15,35,72,41
719,R719,55,51,65,74,20,86,85
720,R720,27,72,30,2,19,78,97
721,R721,84,52,62,14,42,16,10
722,R722,79,57,98,44,92,54,9
723,R723,53,98,27,89,48,6,31
724,R724,25,11,66,93,12,64,93
725,R725,31,53,5,28,86,85,35
726,R726,43,73,98,24,91,29,34
727,R727,23,89,57,91,76,16,85
728,R728,48,97,71,41,85,60,96
