id,label,Elevation,Aspect
258,R258,8067,1934
259,R259,4287,5710
260,R260,407,9591
261,R261,3243,6759
262,R262,2237,7767
263,R263,6369,3630
264,R264,4536,5459
265,R265,9326,679
266,R266,2304,7700
267,R267,9857,143
268,R268,8647,1350
269,R269,8595,1406
270,R270,7904,2098
271,R271,2411,7587
272,R272,4912,5085
273,R273,8447,1557
274,R274,3418,6582
275,R275,3299,6704
276,R276,6710,3293
277,R277,2737,7260
278,R278,2341,7663
279,R279,3512,6486
280,R280,9857,147
281,R281,592,9411
282,R282,541,9464
283,R283,1871,8131
284,R284,8962,1042
285,R285,4817,5186
286,R286,1456,8544
287,R287,3509,6488
288,R288,3504,6501
289,R289,8196,1801
290,R290,6433,3564
291,R291,2930,7065
292,R292,4557,5444
293,R293,5310,4687
294,R294,4949,5056
295,R295,1577,8423
296,R296,7854,2144
297,R297,4058,5937
298,R298,4381,5623
299,R299,1517,8481
300,R300,8754,1247
301,R301,5905,4095
302,R302,390,9606
303,R303,6564,3440
304,R304,2405,7598
305,R305,1312,8685
306,R306,123,9880
307,R307,4545,5455
308,R308,1364,8631
309,R309,6433,3564
310,R310,3647,6357
311,R311,3168,6837
312,R312,7993,2003
313,R313,3833,6167
314,R314,8266,1736
315,R315,3275,6723
316,R316,7914,2085
317,R317,8503,1502
318,R318,2334,7670
319,R319,6652,3348
320,R320,8955,1040
321,R321,5939,4064
322,R322,2681,7320
323,R323,3872,6132
324,R324,1967,8038
325,R325,568,9435
326,R326,8544,1460
327,R327,4159,5839
328,R328,2516,7485
329,R329,2672,7326
330,R330,2369,7633
331,R331,4821,5180
332,R332,8050,1948
333,R333,2555,7448
334,R334,1488,8513
335,R335,5561,4440
336,R336,5348,4652
337,R337,193,9807
338,R338,5919,4086
339,R339,2964,7038
340,R340,9727,273
341,R341,7628,2367
342,R342,5451,4546
343,R343,5565,4439
344,R344,3171,6825
345,R345,6109,3888
346,R346,3142,6854
347,R347,4595,5402
348,R348,9377,618
349,R349,2662,7339
350,R350,7402,2601
351,R351,7259,2741
352,R352,9883,115
353,R353,3622,6376
354,R354,8461,1536
355,R355,7302,2699
356,R356,2124,7879
357,R357,6942,3054
358,R358,1366,8634
359,R359,3003,6997
360,R360,5335,4663
361,R361,6829,3175
362,R362,372,9625
363,R363,1782,8213
364,R364,8563,1440
365,R365,8826,1170
366,R366,6768,3230
367,R367,3730,6274
368,R368,442,9563
369,R369,6524,3476
370,R370,4594,5401
371,R371,7951,2049
372,R372,9298,706
373,R373,6908,3096
374,R374,7079,2926
375,R375,9682,320
376,R376,8490,1515
377,R377,4889,5111
378,R378,3701,6297
379,R379,922,9073
380,R380,6912,3087
381,R381,4060,5942
382,R382,3947,6057
383,R383,6980,3017
384,R384,5885,4113
385,R385,4595,5401
386,R386,7659,2339
387,R387,353,9650
388,R388,7954,2041
389,R389,7633,2372
390,R390,1882,8118
391,R391,5447,4556
392,R392,3640,6357
393,R393,2099,7897
394,R394,7062,2938
395,R395,4164,5839
396,R396,5723,4280
397,R397,9113,892
398,R398,4578,5426
399,R399,6498,3503
400,R400,3119,6879
401,R401,4107,5898
402,R402,9431,574
403,R403,956,9048
404,R404,76,9921
405,R405,265,9732
406,R406,9016,989
407,R407,9243,754
408,R408,6568,3433
409,R409,9919,79
410,R410,3777,6227
411,R411,8815,1182
412,R412,6340,3658
413,R413,2767,7232
414,R414,1821,8174
415,R415,5177,4828
416,R416,1424,8580
417,R417,6358,3645
418,R418,2810,7195
419,R419,1960,8035
420,R420,7131,2867
421,R421,6901,3096
422,R422,2332,7673
423,R423,9772,225
424,R424,1111,8884
425,R425,7131,2872
426,R426,2671,7330
427,R427,21,9981
428,R428,4029,5968
429,R429,3262,6737
430,R430,2631,7364
431,R431,1702,8296
432,R432,4100,5903
433,R433,6588,3414
434,R434,2578,7424
435,R435,1535,8461
436,R436,4055,5941
437,R437,4920,5075
438,R438,3148,6854
439,R439,891,9108
440,R440,3489,6509
441,R441,103,9898
442,R442,8353,1651
443,R443,8087,1918
444,R444,8534,1465
445,R445,2996,7001
446,R446,4676,5326
447,R447,8735,1266
448,R448,6372,3625
449,R449,7285,2710
450,R450,5841,4163
451,R451,7092,2913
452,R452,1585,8413
453,R453,431,9568
454,R454,8221,1776
455,R455,4445,5552
456,R456,8555,1440
457,R457,7934,2070
458,R458,1205,8792
459,R459,385,9620
460,R460,2832,7170
461,R461,4031,5973
462,R462,5759,4241
463,R463,7337,2658
464,R464,6615,3389
465,R465,7440,2555
466,R466,5842,4157
467,R467,6766,3235
468,R468,1404,8598
469,R469,6464,3533
470,R470,6126,3877
471,R471,2839,7159
472,R472,8653,1351
473,R473,9165,838
474,R474,6,9998
475,R475,3361,6636
476,R476,7437,2558
477,R477,6585,3415
478,R478,9395,608
479,R479,6569,3433
480,R480,7490,2507
481,R481,2500,7505
482,R482,2507,7494
483,R483,3760,6239
484,R484,9421,575
485,R485,9891,113
486,R486,7604,2395
487,R487,1259,8745
488,R488,7800,2201
489,R489,6986,3011
490,R490,8774,1231
491,R491,5750,4250
492,R492,5397,4607
493,R493,2470,7532
494,R494,6787,3214
495,R495,7970,2035
496,R496,1988,8008
497,R497,2236,7767
498,R498,5306,4698
499,R499,365,9636
500,R500,9819,186
501,R501,7653,2350
502,R502,2781,7218
503,R503,2591,7405
504,R504,3078,6927
505,R505,1793,8206
506,R506,2863,7138
507,R507,715,9285
508,R508,3300,6702
509,R509,130,9871
510,R510,4316,5686
511,R511,4757,5242
512,R512,2007,7995
513,R513,9812,191
514,R514,413,9585
515,R515,122,9879
516,R516,9357,647
517,R517,7986,2010
518,R518,7924,2075
519,R519,3035,6965
520,R520,5348,4651
521,R521,8056,1941
522,R522,83,9921
523,R523,1940,8063
524,R524,480,9516
525,R525,862,9140
526,R526,6688,3308
527,R527,7617,2378
528,R528,1884,8121
529,R529,1465,8534
530,R530,4534,5466
531,R531,5721,4283
532,R532,9175,826
533,R533,317,9678
534,R534,1097,8908
535,R535,5130,4873
536,R536,2462,7542
537,R537,685,9317
538,R538,6484,3521
539,R539,2620,7379
540,R540,5466,4530
541,R541,1817,8180
542,R542,4593,5411
543,R543,8306,1692
544,R544,3575,6421
545,R545,2626,7377
546,R546,787,9218
547,R547,2683,7312
548,R548,3206,6796
549,R549,8028,1970
550,R550,8587,1408
551,R551,2081,7921
552,R552,4039,5957
553,R553,6459,3537
554,R554,6978,3020
555,R555,2047,7958
556,R556,3966,6032
557,R557,5617,4380
558,R558,2535,7468
559,R559,1494,8510
560,R560,2698,7307
561,R561,6672,3327
562,R562,7364,2632
563,R563,7931,2071
564,R564,4743,5254
565,R565,2213,7787
566,R566,5365,4630
567,R567,8746,1257
568,R568,6425,3579
569,R569,2861,7135
570,R570,9902,101
571,R571,1607,8388
572,R572,4030,5967
573,R573,3263,6741
574,R574,6976,3029
575,R575,8996,1005
576,R576,6286,3719
577,R577,442,9561
578,R578,2531,7470
579,R579,3780,6223
580,R580,2656,7349
581,R581,3030,6969
582,R582,5445,4550
583,R583,3258,6743
584,R584,237,9764
585,R585,3528,6470
586,R586,6534,3464
587,R587,377,9624
588,R588,1683,8313
589,R589,5263,4742
590,R590,44,9953
591,R591,763,9233
592,R592,8410,1590
593,R593,2423,7576
594,R594,9090,912
595,R595,6238,3767
596,R596,3719,6278
597,R597,2065,7933
598,R598,7530,2466
599,R599,132,9865
600,R600,5586,4419
601,R601,4703,5300
602,R602,9072,928
603,R603,2791,7208
604,R604,5979,4017
605,R605,4508,5496
606,R606,10,9990
607,R607,8879,1118
608,R608,9246,756
609,R609,2811,7193
610,R610,1165,8837
611,R611,8344,1657
612,R612,8340,1659
613,R613,1373,8625
614,R614,5908,4092
615,R615,9793,204
616,R616,4220,5783
617,R617,2025,7972
618,R618,9855,149
619,R619,7012,2992
620,R620,5942,4061
621,R621,5976,4026
622,R622,5167,4836
623,R623,6279,3722
624,R624,1217,8785
625,R625,8341,1661
626,R626,6010,3992
627,R627,1440,8555
628,R628,2990,7010
629,R629,3575,6426
630,R630,4516,5484
631,R631,5878,4124
632,R632,484,9521
633,R633,7280,2715
634,R634,9828,174
635,R635,12,9989
636,R636,8877,1119
637,R637,200,9795
638,R638,2569,7428
639,R639,195,9804
640,R640,9909,91
641,R641,5867,4130
642,R642,732,9270
643,R643,5127,4870
644,R644,627,9376
645,R645,281,9715
646,R646,7016,2989
647,R647,2070,7932
648,R648,2369,7634
649,R649,4965,5030
650,R650,1481,8524
651,R651,5324,4677
652,R652,1572,8424
653,R653,6753,3247
654,R654,2889,7108
655,R655,4175,5826
656,R656,4718,5283
657,R657,8115,1882
658,R658,6076,3920
659,R659,5191,4809
660,R660,8382,1620
661,R661,4437,5567
662,R662,3106,6892
663,R663,1496,8499
664,R664,6854,3149
665,R665,8795,1200
666,R666,8556,1442
667,R667,8554,1442
668,R668,33,9964
669,R669,2900,7101
670,R670,3661,6343
671,R671,3279,6721
672,R672,9244,760
673,R673,5044,4954
674,R674,462,9537
675,R675,8206,1791
676,R676,2960,7042
677,R677,8720,1279
678,R678,9462,540
679,R679,8473,1532
680,R680,100,9899
681,R681,1236,8766
682,R682,8775,1222
683,R683,3967,6029
684,R684,3023,6974
685,R685,3538,6458
686,R686,3337,6659
687,R687,8279,1716
688,R688,1725,8273
689,R689,3316,6681
690,R690,9834,163
691,R691,5470,4526
692,R692,4992,5012
693,R693,4248,5755
694,R694,8880,1121
695,R695,64,9934
696,R696,4097,5903
697,R697,7078,2922
698,R698,6093,3911
699,R699,6829,3166
700,R700,8474,1522
701,R701,5893,4111
702,R702,3302,6701
703,R703,6153,3852
704,R704,4035,5965
705,R705,1915,8084
706,R706,7005,3000
707,R707,8972,1027
708,R708,9901,96
709,R709,8246,1753
710,R710,8037,1968
711,R711,4299,5700
712,R712,2275,7720
713,R713,4821,5184
714,R714,8454,1544
715,R715,1767,8236
716,R716,7091,2906
717,R717,2097,7903
718,R718,5877,4127
719,R719,5807,4197
720,R720,2443,7553
721,R721,7187,2818
722,R722,7754,2248
723,R723,3682,6323
724,R724,5779,4223
725,R725,7266,2733
726,R726,1967,8038
727,R727,4955,5040
728,R728,1904,8095
729,R729,7278,2725
730,R730,8596,1401
731,R731,8073,1929
732,R732,7793,2206
733,R733,7318,2679
734,R734,9347,649
735,R735,1295,8704
736,R736,4448,5551
737,R737,2816,7181
738,R738,7260,2745
739,R739,5229,4775
740,R740,6646,3350
741,R741,3402,6598
742,R742,0,9998
743,R743,9234,762
744,R744,3120,6883
745,R745,1916,8081
746,R746,5603,4395
747,R747,7019,2983
748,R748,6296,3704
749,R749,2304,7695
750,R750,1260,8738
751,R751,4471,5530
752,R752,2800,7205
753,R753,705,9296
754,R754,363,9633
755,R755,535,9461
756,R756,5281,4720
757,R757,2755,7243
758,R758,2391,7606
759,R759,2961,7040
760,R760,8643,1360
761,R761,663,9337
762,R762,3233,6769
763,R763,6920,3084
764,R764,8618,1385
765,R765,4301,5695
766,R766,3837,6159
767,R767,4709,5296
768,R768,5836,4160
769,R769,7056,2940
770,R770,7091,2913
771,R771,7574,2426
772,R772,3048,6947
773,R773,9467,529
774,R774,1670,8328
775,R775,1302,8697
776,R776,7544,2456
777,R777,1225,8770
778,R778,7933,2070
779,R779,7582,2415
780,R780,1763,8233
781,R781,4665,5335
782,R782,5423,4578
783,R783,3811,6187
784,R784,4233,5771
785,R785,1770,8235
786,R786,7240,2760
787,R787,9241,763
788,R788,4030,5971
789,R789,9020,975
790,R790,398,9601
791,R791,5879,4126
792,R792,8939,1061
793,R793,6601,3402
794,R794,2381,7614
795,R795,4311,5694
796,R796,4820,5183
797,R797,8022,1982
798,R798,7877,2127
799,R799,3493,6509
800,R800,8234,1761
801,R801,702,9297
802,R802,3910,6091
803,R803,1281,8719
804,R804,6232,3772
805,R805,7310,2692
806,R806,7403,2599
807,R807,8089,1910
808,R808,639,9362
809,R809,1598,8401
810,R810,5431,4574
811,R811,5220,4777
812,R812,6600,3395
813,R813,3038,6960
814,R814,8858,1141
815,R815,1380,8621
816,R816,9470,532
817,R817,1191,8808
818,R818,215,9785
819,R819,8887,1114
820,R820,7661,2335
821,R821,7340,2661
822,R822,5965,4030
823,R823,2413,7587
824,R824,7144,2851
825,R825,3186,6815
826,R826,7750,2247
827,R827,2654,7350
828,R828,2164,7838
829,R829,3206,6799
830,R830,6594,3401
831,R831,213,9782
832,R832,7599,2406
833,R833,6400,3603
834,R834,9546,457
835,R835,5792,4204
836,R836,9830,168
837,R837,8598,1402
838,R838,646,9352
839,R839,52,9949
840,R840,3623,6375
841,R841,3679,6323
842,R842,6232,3767
843,R843,3796,6205
844,R844,9474,525
845,R845,2680,7320
846,R846,7295,2704
847,R847,3844,6153
848,R848,1874,8126
849,R849,9412,588
850,R850,6425,3578
851,R851,9552,453
852,R852,8936,1060
853,R853,7173,2826
854,R854,8593,1406
855,R855,9432,566
856,R856,8797,1201
857,R857,921,9083
858,R858,928,9077
859,R859,9043,960
860,R860,7314,2685
861,R861,5056,4945
862,R862,730,9265
863,R863,3608,6387
864,R864,3335,6668
865,R865,4245,5754
866,R866,303,9695
867,R867,4629,5374
868,R868,5329,4671
869,R869,360,9640
870,R870,5953,4044
871,R871,140,9862
872,R872,4957,5040
873,R873,6528,3475
874,R874,8614,1390
875,R875,2617,7380
876,R876,1394,8609
877,R877,7742,2253
878,R878,9567,438
879,R879,1910,8092
880,R880,6873,3129
881,R881,4254,5741
882,R882,9727,270
883,R883,8817,1188
884,R884,4364,5635
885,R885,8877,1118
886,R886,4023,5973
887,R887,4670,5333
888,R888,5466,4531
889,R889,7539,2462
890,R890,244,9753
891,R891,3840,6159
892,R892,1060,8935
893,R893,4050,5951
894,R894,2325,7676
895,R895,8169,1835
896,R896,4469,5532
897,R897,5637,4359
898,R898,8353,1644
899,R899,1474,8522
900,R900,9481,515
901,R901,8893,1109
902,R902,5678,4319
903,R903,3226,6770
904,R904,1724,8278
905,R905,3585,6419
906,R906,4185,5811
907,R907,2672,7326
908,R908,2312,7684
909,R909,6873,3123
910,R910,7066,2932
911,R911,2816,7179
912,R912,4655,5348
913,R913,5437,4564
914,R914,8592,1413
915,R915,3549,6456
916,R916,1155,8849
917,R917,8434,1561
918,R918,8258,1745
919,R919,3939,6057
920,R920,8783,1215
921,R921,7473,2529
922,R922,285,9710
923,R923,3303,6699
924,R924,841,9162
925,R925,9016,986
926,R926,5136,4862
927,R927,8022,1975
928,R928,1090,8914
929,R929,2777,7224
930,R930,5792,4213
931,R931,4745,5251
932,R932,6686,3319
933,R933,3955,6043
934,R934,1534,8469
935,R935,9926,77
936,R936,6818,3187
937,R937,6505,3493
938,R938,7972,2026
939,R939,4194,5807
940,R940,9879,124
941,R941,9749,256
942,R942,2432,7564
943,R943,7292,2705
944,R944,9445,556
945,R945,4871,5126
946,R946,384,9620
947,R947,2288,7709
948,R948,1354,8642
949,R949,2202,7801
950,R950,6987,3014
951,R951,4176,5822
952,R952,9991,14
953,R953,4253,5748
954,R954,3478,6518
955,R955,2374,7622
956,R956,9655,343
957,R957,2007,7996
958,R958,1266,8736
959,R959,9325,676
960,R960,6362,3634
961,R961,9483,514
962,R962,651,9351
963,R963,6501,3497
964,R964,5937,4067
965,R965,7210,2788
966,R966,3540,6455
967,R967,6920,3078
968,R968,4692,5306
969,R969,4887,5116
970,R970,1657,8343
971,R971,2102,7893
972,R972,8290,1714
973,R973,8449,1556
974,R974,7221,2775
975,R975,7936,2068
976,R976,9446,553
977,R977,5635,4365
978,R978,2676,7322
979,R979,6710,3295
980,R980,3673,6324
981,R981,9868,134
982,R982,7913,2086
983,R983,9382,617
984,R984,4396,5605
985,R985,3455,6548
986,R986,3665,6336
987,R987,9980,19
988,R988,930,9074
989,R989,8283,1720
990,R990,4742,5260
991,R991,621,9375
992,R992,2084,7921
993,R993,7287,2709
994,R994,8592,1406
995,R995,6685,3320
996,R996,8314,1691
997,R997,6104,3900
998,R998,8054,1941
999,R999,5616,4384
1000,R1000,9535,465
1001,R1001,3375,6621
1002,R1002,5038,4965
1003,R1003,6154,3843
1004,R1004,485,9516
1005,R1005,9706,299
1006,R1006,9812,186
1007,R1007,9041,964
1008,R1008,3025,6970
1009,R1009,7745,2259
1010,R1010,1912,8083
1011,R1011,9613,386
1012,R1012,5844,4161
1013,R1013,9577,421
1014,R1014,2934,7065
1015,R1015,9086,912
1016,R1016,838,9159
1017,R1017,5993,4006
1018,R1018,9487,508
1019,R1019,2008,7990
1020,R1020,7231,2773
1021,R1021,2384,7615
1022,R1022,2130,7872
1023,R1023,6175,3826
1024,R1024,5682,4316
1025,R1025,1217,8778
1026,R1026,6873,3125
1027,R1027,3760,6240
1028,R1028,4550,5449
1029,R1029,8634,1362
1030,R1030,4988,5014
1031,R1031,9423,577
1032,R1032,9519,477
1033,R1033,899,9103
1034,R1034,327,9672
1035,R1035,7442,2561
1036,R1036,17,9986
1037,R1037,5997,4005
1038,R1038,3366,6631
1039,R1039,603,9392
1040,R1040,9557,438
1041,R1041,9932,71
1042,R1042,3357,6645
1043,R1043,2126,7871
1044,R1044,9668,331
1045,R1045,1748,8256
1046,R1046,3615,6388
1047,R1047,3190,6813
1048,R1048,4775,5228
1049,R1049,666,9334
1050,R1050,7441,2554
1051,R1051,8537,1459
1052,R1052,8959,1044
1053,R1053,5774,4221
1054,R1054,9700,300
1055,R1055,3185,6816
1056,R1056,1897,8098
1057,R1057,4695,5300
1058,R1058,1903,8098
1059,R1059,7064,2936
1060,R1060,5472,4531
1061,R1061,2405,7593
1062,R1062,6734,3263
1063,R1063,6722,3283
1064,R1064,8986,1018
1065,R1065,7282,2714
1066,R1066,5775,4227
1067,R1067,4730,5270
1068,R1068,4553,5444
1069,R1069,3614,6383
1070,R1070,4649,5351
1071,R1071,7811,2187
1072,R1072,3757,6241
1073,R1073,3585,6416
1074,R1074,9975,24
1075,R1075,2388,7613
1076,R1076,3670,6335
1077,R1077,7109,2894
1078,R1078,3389,6614
1079,R1079,7704,2292
1080,R1080,4986,5012
1081,R1081,1765,8239
1082,R1082,5255,4743
1083,R1083,2438,7564
1084,R1084,2202,7797
1085,R1085,3720,6285
1086,R1086,5175,4823
1087,R1087,7306,2691
1088,R1088,4427,5571
1089,R1089,2656,7345
1090,R1090,5315,4690
1091,R1091,8813,1183
1092,R1092,5989,4012
1093,R1093,1174,8828
1094,R1094,7343,2660
1095,R1095,8460,1538
1096,R1096,3649,6356
1097,R1097,2613,7388
1098,R1098,2137,7861
1099,R1099,2789,7207
1100,R1100,4177,5827
1101,R1101,2902,7094
1102,R1102,9500,504
1103,R1103,833,9171
1104,R1104,7190,2813
1105,R1105,9198,801
1106,R1106,5961,4037
1107,R1107,3664,6341
1108,R1108,1276,8728
1109,R1109,2602,7393
1110,R1110,9771,229
1111,R1111,8230,1769
1112,R1112,9440,555
1113,R1113,6888,3115
1114,R1114,8068,1931
1115,R1115,4767,5236
1116,R1116,8485,1514
1117,R1117,2293,7712
1118,R1118,2325,7676
1119,R1119,749,9250
1120,R1120,307,9698
1121,R1121,4246,5753
1122,R1122,7990,2006
1123,R1123,3477,6519
1124,R1124,7086,2918
1125,R1125,2126,7879
1126,R1126,9131,871
1127,R1127,4976,5020
1128,R1128,1669,8327
1129,R1129,6741,3262
1130,R1130,1215,8786
1131,R1131,244,9760
1132,R1132,3812,6188
1133,R1133,1866,8138
1134,R1134,1453,8549
1135,R1135,3989,6012
1136,R1136,3730,6272
1137,R1137,3341,6661
1138,R1138,27,9975
1139,R1139,7437,2564
1140,R1140,2265,7737
1141,R1141,1044,8952
1142,R1142,311,9688
1143,R1143,6398,3597
1144,R1144,5506,4498
1145,R1145,2266,7730
1146,R1146,3506,6497
1147,R1147,7389,2613
1148,R1148,7966,2035
1149,R1149,4782,5216
1150,R1150,2267,7734
1151,R1151,9016,989
1152,R1152,2871,7127
1153,R1153,5200,4796
1154,R1154,7375,2626
1155,R1155,650,9354
1156,R1156,9867,134
1157,R1157,3991,6004
1158,R1158,9227,769
1159,R1159,5141,4855
1160,R1160,8883,1119
1161,R1161,9932,73
1162,R1162,2420,7584
1163,R1163,4605,5395
1164,R1164,6554,3442
1165,R1165,2188,7814
1166,R1166,4751,5253
1167,R1167,6081,3922
1168,R1168,5764,4238
1169,R1169,4472,5523
1170,R1170,1859,8144
1171,R1171,8416,1588
1172,R1172,4144,5852
1173,R1173,7305,2697
1174,R1174,3190,6814
1175,R1175,1895,8103
1176,R1176,2012,7986
1177,R1177,6615,3382
1178,R1178,5766,4229
1179,R1179,3813,6185
1180,R1180,2918,7080
1181,R1181,8848,1149
1182,R1182,1457,8541
1183,R1183,4055,5945
1184,R1184,3486,6510
1185,R1185,9875,130
1186,R1186,8943,1060
1187,R1187,43,9956
1188,R1188,130,9868
1189,R1189,2844,7153
1190,R1190,8766,1236
1191,R1191,7829,2176
1192,R1192,4515,5489
1193,R1193,1868,8132
1194,R1194,4689,5307
1195,R1195,8498,1502
1196,R1196,6773,3225
1197,R1197,9580,416
1198,R1198,4131,5874
1199,R1199,8311,1692
1200,R1200,3346,6651
1201,R1201,9707,296
1202,R1202,3063,6940
1203,R1203,494,9507
1204,R1204,8517,1478
1205,R1205,9820,184
1206,R1206,7211,2793
1207,R1207,7561,2435
1208,R1208,6078,3920
1209,R1209,500,9503
1210,R1210,3595,6404
1211,R1211,8822,1174
1212,R1212,9974,22
1213,R1213,6853,3145
1214,R1214,8420,1578
1215,R1215,6167,3834
1216,R1216,2839,7163
1217,R1217,5579,4422
1218,R1218,1845,8157
1219,R1219,5925,4070
1220,R1220,9003,997
1221,R1221,2671,7333
1222,R1222,6508,3494
1223,R1223,8467,1529
1224,R1224,907,9088
1225,R1225,2261,7734
1226,R1226,5265,4739
1227,R1227,1520,8485
1228,R1228,6594,3408
1229,R1229,5929,4074
1230,R1230,5605,4400
1231,R1231,2224,7778
1232,R1232,3429,6573
1233,R1233,6900,3100
1234,R1234,4179,5822
1235,R1235,4745,5250
1236,R1236,9945,55
1237,R1237,394,9603
1238,R1238,9317,688
1239,R1239,8348,1654
1240,R1240,8968,1035
1241,R1241,1866,8136
1242,R1242,6987,3015
1243,R1243,3685,6310
1244,R1244,9612,387
1245,R1245,7531,2466
1246,R1246,8060,1936
