id,label,Elevation,Aspect
988,R988,2692,128
989,R989,3231,321
990,R990,2994,299
991,R991,2948,70
992,R992,3207,217
993,R993,2841,15
994,R994,2903,270
995,R995,2994,297
996,R996,3034,204
997,R997,3024,98
998,R998,3054,145
999,R999,3087,157
1000,R1000,3238,183
1001,R1001,2739,68
1002,R1002,2975,27
1003,R1003,3072,99
1004,R1004,2560,33
1005,R1005,2890,128
1006,R1006,3127,315
1007,R1007,3307,54
1008,R1008,3219,8
1009,R1009,2807,122
1010,R1010,3174,266
1011,R1011,3149,340
1012,R1012,2790,68
1013,R1013,3032,345
1014,R1014,3362,318
1015,R1015,3135,243
1016,R1016,3248,274
1017,R1017,2777,69
1018,R1018,2718,27
1019,R1019,3189,5
1020,R1020,2350,221
1021,R1021,3372,184
1022,R1022,2753,184
1023,R1023,2948,108
1024,R1024,3148,71
1025,R1025,2380,91
1026,R1026,2953,259
1027,R1027,3176,87
1028,R1028,3100,174
1029,R1029,2879,108
1030,R1030,3100,29
1031,R1031,2843,60
1032,R1032,2256,56
1033,R1033,3024,108
1034,R1034,2834,347
1035,R1035,3257,294
1036,R1036,3265,315
1037,R1037,2861,322
1038,R1038,2310,8
1039,R1039,3086,247
1040,R1040,2646,92
1041,R1041,2477,349
1042,R1042,2863,80
1043,R1043,3182,10
1044,R1044,3236,18
1045,R1045,3116,296
1046,R1046,3209,285
1047,R1047,2832,210
1048,R1048,3250,186
1049,R1049,3203,262
1050,R1050,2927,91
1051,R1051,2779,295
1052,R1052,3194,143
1053,R1053,2828,67
1054,R1054,3221,280
1055,R1055,3091,184
1056,R1056,3141,76
1057,R1057,2727,99
1058,R1058,2826,10
1059,R1059,2732,16
1060,R1060,2530,99
1061,R1061,3023,23
1062,R1062,2615,347
1063,R1063,3175,146
1064,R1064,2846,288
1065,R1065,3137,110
1066,R1066,2922,158
1067,R1067,3025,329
1068,R1068,2757,129
1069,R1069,3027,351
1070,R1070,2939,190
1071,R1071,2795,79
1072,R1072,2394,278
1073,R1073,3225,160
1074,R1074,2554,249
1075,R1075,3236,180
1076,R1076,2067,49
1077,R1077,2726,342
1078,R1078,2676,338
1079,R1079,2659,68
1080,R1080,3010,78
1081,R1081,2861,21
1082,R1082,2639,78
1083,R1083,2913,319
1084,R1084,3289,353
1085,R1085,2797,328
1086,R1086,3132,333
1087,R1087,3232,18
1088,R1088,2726,14
1089,R1089,2974,315
1090,R1090,3045,270
1091,R1091,3095,147
1092,R1092,3029,193
1093,R1093,2680,16
1094,R1094,3107,44
1095,R1095,2682,80
1096,R1096,3009,357
1097,R1097,2380,288
1098,R1098,2389,48
1099,R1099,2673,19
1100,R1100,3299,168
1101,R1101,2878,120
1102,R1102,2998,164
1103,R1103,3219,182
1104,R1104,3103,170
1105,R1105,2259,21
1106,R1106,3149,116
1107,R1107,2596,168
1108,R1108,3180,64
1109,R1109,2983,83
1110,R1110,2806,38
1111,R1111,2723,198
1112,R1112,3012,50
1113,R1113,2789,358
1114,R1114,2963,351
1115,R1115,2696,87
1116,R1116,2994,318
1117,R1117,3406,283
1118,R1118,2831,9
1119,R1119,3255,79
1120,R1120,3236,153
1121,R1121,2357,2
1122,R1122,3066,296
1123,R1123,3197,158
1124,R1124,3162,270
1125,R1125,2889,140
1126,R1126,3097,42
1127,R1127,3236,36
1128,R1128,3034,95
1129,R1129,3210,186
1130,R1130,3148,124
1131,R1131,2901,328
1132,R1132,2920,256
1133,R1133,3221,200
1134,R1134,2320,32
1135,R1135,2809,15
1136,R1136,2842,72
1137,R1137,3172,121
1138,R1138,2891,244
1139,R1139,3293,106
1140,R1140,2872,121
1141,R1141,3139,322
1142,R1142,2989,100
1143,R1143,3359,342
1144,R1144,3037,350
1145,R1145,3237,23
1146,R1146,2210,304
1147,R1147,3043,14
1148,R1148,1927,333
1149,R1149,2691,31
1150,R1150,2894,122
1151,R1151,3214,92
1152,R1152,2896,18
1153,R1153,2316,119
1154,R1154,2726,165
1155,R1155,3250,24
1156,R1156,3266,178
1157,R1157,3274,193
1158,R1158,2717,177
1159,R1159,3187,25
1160,R1160,3077,157
1161,R1161,2852,58
1162,R1162,3069,78
1163,R1163,3279,202
1164,R1164,3175,23
1165,R1165,2354,345
1166,R1166,3107,325
1167,R1167,2834,329
1168,R1168,3168,142
1169,R1169,2849,106
1170,R1170,2969,65
1171,R1171,2808,69
1172,R1172,3082,293
1173,R1173,2391,320
1174,R1174,3334,69
1175,R1175,2935,327
1176,R1176,3186,122
1177,R1177,2988,42
1178,R1178,2978,81
1179,R1179,2821,347
1180,R1180,2936,325
1181,R1181,2590,44
1182,R1182,2755,82
1183,R1183,2976,153
1184,R1184,3122,8
1185,R1185,3523,18
1186,R1186,3242,129
1187,R1187,2960,318
1188,R1188,2695,93
1189,R1189,2663,108
1190,R1190,3261,84
1191,R1191,2990,112
1192,R1192,3152,177
1193,R1193,3273,305
1194,R1194,2904,3
1195,R1195,2813,8
1196,R1196,3080,61
1197,R1197,2882,14
1198,R1198,3077,29
1199,R1199,2392,92
1200,R1200,2965,270
1201,R1201,3054,104
1202,R1202,2817,210
1203,R1203,3086,85
1204,R1204,2711,60
1205,R1205,2628,29
1206,R1206,3280,197
1207,R1207,2224,34
1208,R1208,2906,77
1209,R1209,3013,355
1210,R1210,2718,36
1211,R1211,2258,282
1212,R1212,2862,37
1213,R1213,3019,182
1214,R1214,2368,75
1215,R1215,2817,117
1216,R1216,3228,159
1217,R1217,2469,94
1218,R1218,3379,119
1219,R1219,3163,241
1220,R1220,3395,300
1221,R1221,2524,65
1222,R1222,3264,45
1223,R1223,2888,108
1224,R1224,2569,23
1225,R1225,2955,355
1226,R1226,2936,243
1227,R1227,2983,125
1228,R1228,2672,43
1229,R1229,3162,161
1230,R1230,3013,33
1231,R1231,2038,101
1232,R1232,3253,15
1233,R1233,3146,180
1234,R1234,2843,24
1235,R1235,2980,203
1236,R1236,3289,310
1237,R1237,2887,0
1238,R1238,2493,23
1239,R1239,3307,6
1240,R1240,2489,194
1241,R1241,2993,57
1242,R1242,3054,39
1243,R1243,3061,313
1244,R1244,3185,35
1245,R1245,3258,326
1246,R1246,3060,55
1247,R1247,3161,295
1248,R1248,3201,304
1249,R1249,3004,184
1250,R1250,2955,162
1251,R1251,3152,112
1252,R1252,2804,100
1253,R1253,3292,29
1254,R1254,2379,323
1255,R1255,3064,321
1256,R1256,3136,111
1257,R1257,3041,306
1258,R1258,2829,31
1259,R1259,3091,231
1260,R1260,2883,7
1261,R1261,3365,63
1262,R1262,3178,135
1263,R1263,2962,225
1264,R1264,3355,277
1265,R1265,2789,51
1266,R1266,3165,142
1267,R1267,3081,148
1268,R1268,2971,6
1269,R1269,3031,321
1270,R1270,3098,99
1271,R1271,2992,318
1272,R1272,3164,131
1273,R1273,2942,325
1274,R1274,3095,330
1275,R1275,2290,343
1276,R1276,3356,354
1277,R1277,2968,139
1278,R1278,2883,321
1279,R1279,2574,37
1280,R1280,3228,324
1281,R1281,3220,87
1282,R1282,3499,68
1283,R1283,3059,127
1284,R1284,3065,99
1285,R1285,3039,34
1286,R1286,3119,61
1287,R1287,3026,242
1288,R1288,2634,4
1289,R1289,2871,351
1290,R1290,3247,57
1291,R1291,3005,64
1292,R1292,3244,198
1293,R1293,2942,212
1294,R1294,2979,270
1295,R1295,3147,28
1296,R1296,2057,130
1297,R1297,2860,90
1298,R1298,2978,358
1299,R1299,2831,21
1300,R1300,2684,131
1301,R1301,3080,47
1302,R1302,2851,325
1303,R1303,3035,349
1304,R1304,3041,288
1305,R1305,3000,178
1306,R1306,2373,286
1307,R1307,3335,75
1308,R1308,2869,229
1309,R1309,2939,67
1310,R1310,2428,353
1311,R1311,3018,88
1312,R1312,3118,131
1313,R1313,2863,110
1314,R1314,2072,260
1315,R1315,2776,299
1316,R1316,3078,122
1317,R1317,2803,6
1318,R1318,3236,211
1319,R1319,2817,224
1320,R1320,2617,12
1321,R1321,3180,315
1322,R1322,2926,350
1323,R1323,2893,302
1324,R1324,2429,121
1325,R1325,3021,135
1326,R1326,3076,336
1327,R1327,3181,48
1328,R1328,3220,191
1329,R1329,2735,90
1330,R1330,2713,13
