id,label,Elevation,Aspect,Slope
145,R145,2846,265,8
146,R146,2939,244,9
147,R147,2948,304,5
148,R148,2702,0,2
149,R149,2917,20,13
150,R150,3101,22,4
151,R151,2938,42,14
152,R152,2947,18,12
153,R153,3396,86,13
154,R154,3190,342,17
155,R155,3196,278,25
156,R156,2280,352,40
157,R157,3043,22,14
158,R158,2941,38,15
159,R159,2919,83,8
160,R160,3055,315,3
161,R161,3306,198,9
162,R162,2789,55,14
163,R163,2887,141,15
164,R164,2736,308,39
165,R165,2839,339,30
166,R166,2148,26,33
167,R167,2810,76,15
168,R168,2801,129,10
169,R169,3198,270,3
170,R170,2587,59,18
171,R171,2903,216,8
172,R172,3014,5,31
173,R173,2831,98,20
174,R174,2575,132,6
175,R175,2867,123,34
176,R176,3055,45,7
177,R177,3070,45,21
178,R178,3098,137,19
179,R179,3250,176,15
180,R180,2919,76,10
181,R181,3415,128,6
182,R182,2657,212,19
183,R183,2468,123,16
184,R184,3263,278,7
185,R185,3097,120,10
186,R186,3196,238,3
187,R187,2972,81,15
188,R188,3215,62,5
189,R189,2489,92,16
190,R190,3185,66,13
191,R191,2628,274,17
192,R192,3150,47,15
193,R193,3094,208,16
194,R194,3142,62,8
195,R195,3559,107,13
196,R196,3190,16,14
197,R197,2983,311,5
198,R198,3004,342,5
199,R199,2291,14,27
200,R200,2903,359,21
201,R201,2435,13,15
202,R202,2783,109,10
203,R203,2877,100,13
204,R204,2857,130,17
205,R205,2714,21,17
206,R206,2688,108,2
207,R207,2989,267,14
208,R208,2657,77,3
209,R209,2821,28,6
210,R210,3238,10,11
211,R211,3224,151,19
212,R212,2992,51,6
213,R213,2944,0,7
214,R214,2903,282,7
215,R215,3027,242,11
216,R216,3055,29,12
217,R217,3227,34,11
218,R218,2788,298,9
219,R219,3171,115,7
220,R220,2926,267,14
221,R221,2800,83,6
222,R222,3194,110,21
223,R223,3311,143,5
224,R224,3419,309,12
225,R225,2613,120,16
226,R226,2876,66,15
227,R227,3088,229,18
228,R228,3268,49,10
229,R229,2537,6,16
230,R230,2154,67,28
231,R231,2715,41,15
232,R232,3139,1,9
233,R233,3162,116,10
234,R234,3181,85,12
235,R235,3067,167,13
236,R236,3385,189,6
237,R237,3047,69,18
238,R238,3008,350,17
239,R239,3123,11,17
240,R240,3071,37,16
241,R241,2503,30,25
242,R242,3007,0,0
243,R243,2652,70,22
244,R244,2102,85,10
245,R245,3070,332,11
246,R246,2593,187,18
247,R247,2995,36,6
248,R248,3124,168,11
249,R249,3036,306,8
250,R250,3179,327,5
251,R251,3036,90,7
252,R252,2856,104,24
253,R253,3085,280,9
254,R254,3123,60,13
255,R255,2122,192,21
256,R256,2941,99,3
257,R257,2378,342,14
258,R258,3295,115,22
259,R259,2753,6,15
260,R260,2592,0,4
261,R261,3251,148,14
262,R262,3220,45,4
263,R263,2890,328,26
264,R264,2985,59,3
265,R265,2746,231,26
266,R266,2468,121,3
267,R267,2704,69,29
268,R268,3118,307,17
269,R269,3286,31,27
270,R270,3047,262,2
271,R271,2967,167,28
272,R272,2804,72,13
273,R273,2599,22,7
274,R274,3235,63,19
275,R275,2669,145,8
276,R276,2615,183,18
277,R277,2850,72,1
278,R278,2881,18,8
279,R279,2949,336,27
280,R280,3016,61,12
281,R281,3274,37,11
282,R282,3126,350,20
283,R283,2739,60,17
284,R284,3390,232,14
285,R285,3146,83,4
286,R286,3190,293,18
287,R287,2673,94,9
288,R288,3241,320,15
289,R289,2977,86,13
290,R290,3141,269,18
291,R291,2661,66,12
292,R292,2827,145,11
293,R293,2843,129,13
294,R294,3125,3,9
295,R295,3043,10,7
296,R296,2780,58,6
297,R297,3178,77,10
298,R298,3043,81,12
299,R299,3172,332,16
300,R300,2720,349,20
301,R301,2073,98,13
302,R302,2619,178,7
303,R303,3148,27,11
304,R304,3036,30,18
305,R305,2922,313,8
306,R306,2871,190,16
307,R307,3059,125,26
308,R308,2982,319,16
309,R309,3086,17,6
310,R310,2431,117,17
311,R311,3088,32,21
312,R312,2423,356,13
313,R313,2453,4,23
314,R314,2959,181,12
315,R315,3172,25,10
316,R316,3053,131,20
317,R317,2952,90,8
318,R318,2756,96,10
319,R319,2902,347,14
320,R320,3260,111,4
321,R321,3138,245,13
322,R322,2917,324,40
323,R323,2549,198,33
324,R324,3047,171,22
325,R325,2833,105,22
326,R326,3202,270,12
327,R327,3321,307,15
328,R328,3100,29,24
329,R329,3206,25,7
330,R330,2895,288,15
331,R331,2744,144,36
332,R332,2775,60,9
333,R333,3380,75,11
334,R334,3319,33,10
335,R335,2978,115,15
336,R336,2825,50,29
337,R337,2803,79,16
338,R338,3135,45,2
339,R339,2656,25,17
340,R340,2959,317,23
341,R341,2926,57,16
342,R342,3283,354,10
343,R343,3142,90,4
344,R344,2815,48,6
345,R345,2912,63,7
346,R346,3304,161,19
347,R347,2462,11,28
348,R348,2562,156,9
349,R349,3030,339,17
350,R350,3141,280,16
351,R351,2925,57,20
352,R352,2297,354,18
353,R353,2176,343,29
354,R354,3108,300,8
355,R355,3296,208,21
356,R356,2886,327,23
357,R357,3352,62,22
358,R358,2959,70,5
359,R359,3003,91,29
360,R360,2785,156,10
361,R361,3151,49,15
362,R362,3008,188,5
363,R363,3008,33,11
364,R364,2827,349,29
365,R365,3242,96,2
366,R366,2995,270,8
367,R367,3385,2,7
368,R368,3051,315,11
369,R369,2919,45,12
370,R370,3138,81,5
371,R371,3187,359,12
372,R372,2932,71,13
373,R373,3123,10,26
374,R374,3179,315,21
375,R375,2684,14,9
376,R376,2443,77,19
377,R377,3386,225,9
378,R378,2919,59,3
379,R379,3094,5,22
380,R380,2569,84,5
381,R381,2864,100,7
382,R382,2986,292,23
383,R383,2618,7,18
384,R384,3260,50,16
385,R385,2754,223,26
386,R386,2872,71,29
387,R387,3254,60,8
388,R388,2744,172,29
389,R389,2880,108,17
390,R390,3072,166,4
391,R391,2346,345,18
392,R392,3337,348,21
393,R393,2888,33,13
394,R394,3154,261,16
395,R395,2161,59,28
396,R396,3542,257,15
397,R397,3251,320,7
398,R398,3288,352,7
399,R399,2829,223,11
400,R400,3267,115,4
401,R401,2540,66,16
402,R402,2145,31,15
403,R403,2909,36,17
404,R404,2988,58,9
405,R405,2856,74,16
406,R406,3072,259,20
407,R407,3107,123,10
408,R408,3232,35,6
409,R409,3364,54,18
410,R410,2886,33,8
411,R411,3093,343,19
412,R412,3020,342,2
413,R413,3264,221,25
414,R414,3102,357,24
415,R415,3142,91,13
416,R416,2775,76,15
417,R417,3158,167,9
418,R418,2855,38,11
419,R419,2049,180,7
420,R420,2681,86,19
421,R421,3122,60,20
422,R422,3191,190,25
423,R423,2613,33,17
424,R424,3374,351,18
425,R425,3157,6,20
426,R426,3041,94,12
427,R427,3245,286,25
428,R428,2560,141,15
429,R429,3047,59,26
430,R430,3117,4,13
431,R431,3081,241,13
432,R432,3309,263,17
433,R433,3145,355,15
434,R434,3331,36,19
435,R435,3138,112,30
436,R436,2510,47,24
437,R437,2831,57,10
438,R438,3011,358,7
439,R439,3138,115,22
440,R440,3137,176,17
441,R441,2991,77,8
442,R442,2852,347,9
443,R443,2958,47,8
444,R444,3008,268,24
445,R445,2588,71,14
446,R446,3191,84,7
447,R447,3268,148,28
448,R448,3128,58,12
449,R449,3014,90,8
450,R450,3052,173,12
451,R451,2958,1,11
452,R452,2383,105,20
453,R453,2535,3,15
454,R454,3044,22,10
455,R455,3131,72,9
456,R456,2858,40,11
457,R457,2983,64,6
458,R458,3382,180,8
459,R459,3194,153,21
460,R460,2965,35,16
461,R461,3006,349,10
462,R462,3159,234,8
463,R463,2332,15,31
464,R464,2608,104,29
465,R465,3391,40,23
466,R466,2956,205,20
467,R467,2119,3,27
468,R468,2652,134,18
469,R469,2932,43,8
470,R470,3174,21,6
471,R471,3259,192,25
472,R472,3294,359,11
473,R473,3091,305,14
474,R474,2917,52,9
475,R475,3187,96,13
476,R476,3196,105,9
477,R477,2310,356,26
478,R478,2352,42,15
479,R479,3027,53,16
480,R480,3043,347,5
481,R481,3228,151,7
482,R482,2698,328,14
483,R483,2768,171,6
484,R484,3313,66,10
485,R485,2929,68,9
486,R486,3130,257,3
487,R487,2818,286,20
488,R488,3428,201,12
489,R489,2957,23,11
490,R490,2872,55,11
491,R491,3148,88,8
492,R492,2768,78,10
493,R493,2624,5,20
494,R494,3206,200,21
495,R495,3323,308,8
496,R496,3103,302,8
497,R497,3255,155,16
498,R498,2995,340,14
499,R499,2974,178,11
500,R500,3030,88,24
501,R501,2937,243,13
502,R502,2290,351,23
503,R503,2990,354,4
504,R504,2682,6,20
505,R505,2336,65,9
506,R506,2896,166,8
507,R507,3013,159,10
508,R508,2778,13,13
509,R509,2981,106,4
510,R510,3207,35,10
511,R511,2773,63,8
512,R512,3243,107,5
513,R513,3129,45,2
514,R514,2888,5,8
515,R515,2892,24,5
516,R516,3229,128,14
517,R517,3411,0,7
518,R518,2893,75,12
519,R519,2813,270,15
520,R520,3065,37,17
521,R521,3235,283,29
522,R522,3249,84,16
523,R523,2942,27,8
524,R524,2798,117,4
525,R525,3117,16,14
526,R526,2869,345,20
527,R527,3096,259,11
528,R528,2722,27,19
529,R529,3126,115,11
530,R530,3248,284,9
531,R531,2886,106,18
532,R532,2795,343,33
533,R533,2518,14,10
534,R534,3223,117,10
535,R535,3015,59,14
536,R536,2173,351,23
537,R537,2982,94,8
538,R538,3138,332,22
539,R539,2939,264,11
540,R540,3080,60,17
541,R541,3041,51,16
542,R542,3255,30,11
543,R543,2412,162,21
544,R544,2905,93,4
545,R545,3189,214,21
546,R546,3164,34,5
547,R547,2955,62,10
548,R548,3295,90,5
549,R549,2909,313,33
550,R550,3067,306,7
551,R551,3023,121,11
552,R552,2286,26,6
553,R553,2573,350,19
554,R554,3131,146,7
555,R555,2929,52,8
556,R556,3239,94,14
557,R557,3324,316,25
558,R558,3021,344,17
559,R559,2988,228,13
560,R560,3069,292,10
561,R561,2862,120,7
562,R562,3271,74,17
563,R563,3250,56,10
564,R564,2752,156,14
565,R565,2975,67,15
566,R566,3036,139,19
567,R567,2902,91,9
568,R568,2112,230,32
569,R569,2885,72,26
570,R570,2543,336,5
571,R571,3124,318,11
572,R572,2779,20,18
573,R573,3244,74,10
574,R574,3261,270,23
575,R575,2901,274,7
576,R576,2920,92,11
577,R577,2912,42,15
578,R578,3175,309,13
579,R579,2942,0,9
580,R580,2812,156,3
581,R581,2736,96,5
582,R582,3174,355,15
583,R583,2175,220,14
584,R584,2872,32,21
585,R585,2990,4,12
586,R586,3066,63,19
587,R587,3291,88,13
588,R588,3255,84,17
589,R589,2877,343,19
590,R590,2872,156,25
591,R591,3096,79,28
592,R592,2937,356,15
593,R593,2916,342,19
594,R594,3144,141,24
595,R595,2838,31,33
596,R596,3177,306,7
597,R597,3192,57,10
598,R598,3103,345,17
599,R599,2985,43,9
600,R600,2955,220,12
601,R601,3001,346,12
602,R602,3132,286,20
603,R603,3339,294,20
604,R604,3053,69,15
605,R605,3164,234,30
606,R606,2648,61,9
607,R607,2757,29,6
608,R608,3359,140,12
609,R609,3091,58,20
610,R610,3274,86,13
611,R611,2602,115,10
612,R612,3195,180,8
613,R613,2574,163,13
614,R614,3008,87,14
615,R615,2862,287,15
616,R616,3109,319,5
617,R617,2968,13,12
618,R618,3283,70,9
619,R619,3155,180,5
620,R620,2966,343,5
621,R621,3041,240,7
622,R622,2869,232,16
623,R623,2946,138,7
624,R624,3175,333,11
625,R625,2873,119,15
626,R626,2805,19,9
627,R627,2350,23,24
628,R628,3183,49,9
629,R629,2648,203,16
630,R630,3027,178,6
631,R631,2994,243,17
632,R632,2685,44,16
633,R633,2801,92,12
634,R634,2694,83,12
635,R635,2860,164,10
636,R636,3011,338,14
637,R637,2566,196,16
638,R638,2413,280,22
639,R639,3270,307,21
640,R640,3100,357,5
641,R641,2207,34,35
642,R642,2970,86,15
643,R643,2617,115,10
644,R644,2825,331,14
645,R645,3031,52,15
646,R646,2983,169,5
647,R647,2929,66,20
648,R648,3210,36,8
649,R649,3021,146,9
650,R650,3293,345,3
651,R651,2753,35,4
652,R652,2850,5,8
653,R653,2638,315,18
654,R654,2801,330,16
655,R655,3106,162,19
656,R656,3185,127,12
657,R657,2481,59,17
658,R658,2590,65,15
659,R659,2093,234,36
660,R660,3120,169,1
661,R661,3178,278,18
662,R662,2238,58,20
663,R663,2301,118,27
664,R664,2894,221,22
665,R665,2942,322,8
666,R666,2822,45,3
667,R667,2959,24,8
668,R668,3089,32,3
669,R669,3199,318,12
670,R670,2925,338,19
671,R671,2367,157,27
672,R672,2942,276,7
673,R673,2607,39,10
674,R674,2908,123,23
675,R675,3004,3,5
676,R676,3348,81,40
677,R677,3006,31,18
678,R678,3272,127,28
679,R679,2639,119,6
680,R680,2974,187,9
681,R681,2608,132,7
682,R682,3254,114,3
683,R683,3029,31,11
684,R684,3068,148,13
685,R685,3221,318,18
686,R686,3005,27,5
687,R687,2712,317,10
688,R688,3074,246,11
689,R689,3223,153,16
690,R690,2440,329,26
691,R691,3187,88,16
692,R692,3273,195,31
693,R693,3180,317,8
694,R694,2530,95,3
695,R695,3114,49,16
696,R696,2764,195,17
697,R697,2937,16,16
698,R698,2623,341,19
699,R699,3530,84,11
700,R700,2960,336,11
701,R701,2944,7,10
702,R702,2833,65,11
703,R703,3062,49,10
704,R704,2828,245,16
705,R705,2676,66,11
706,R706,3269,99,10
707,R707,3052,4,6
708,R708,3182,328,10
709,R709,2667,13,27
710,R710,3289,144,18
711,R711,3435,259,5
712,R712,2914,111,21
713,R713,3018,63,7
714,R714,3142,197,22
715,R715,3084,315,5
716,R716,2888,341,25
717,R717,2458,56,30
718,R718,2676,317,18
719,R719,2715,229,16
720,R720,3013,113,19
721,R721,2591,32,16
722,R722,2803,71,21
723,R723,3051,108,9
724,R724,3159,248,26
725,R725,2929,67,7
726,R726,3149,349,14
727,R727,3251,183,5
728,R728,3175,127,17
729,R729,3273,345,8
730,R730,3160,305,21
731,R731,3412,111,14
732,R732,2837,32,25
733,R733,2975,102,15
734,R734,3110,45,5
735,R735,3298,11,14
736,R736,2882,50,7
737,R737,2935,66,14
738,R738,2349,304,21
739,R739,3152,338,8
740,R740,2975,26,14
741,R741,3045,255,11
742,R742,2856,311,9
743,R743,3231,153,11
744,R744,2717,51,6
745,R745,3153,130,28
746,R746,2980,347,12
747,R747,2243,308,15
748,R748,3125,333,7
749,R749,3203,275,16
750,R750,3114,50,7
751,R751,3274,158,15
752,R752,3310,322,26
753,R753,3138,139,4
754,R754,3217,110,10
755,R755,2750,65,5
756,R756,3202,183,5
757,R757,3381,197,10
758,R758,3223,270,6
759,R759,3078,131,9
760,R760,2410,140,4
761,R761,3029,150,9
762,R762,3012,60,8
763,R763,3145,212,10
764,R764,3057,26,7
765,R765,3178,119,31
766,R766,3023,335,17
767,R767,3278,27,11
768,R768,3412,140,4
769,R769,2378,77,25
770,R770,2721,291,27
771,R771,3167,309,16
772,R772,3263,6,10
773,R773,3033,26,8
774,R774,3096,202,9
775,R775,2971,324,18
776,R776,2327,236,34
777,R777,2622,169,13
778,R778,3212,135,10
779,R779,2933,151,13
780,R780,2917,67,20
781,R781,2933,318,12
782,R782,3037,103,16
783,R783,2983,112,15
784,R784,2880,84,17
785,R785,2493,115,22
786,R786,3024,56,5
787,R787,3286,92,12
788,R788,3250,49,16
789,R789,3037,246,14
790,R790,2704,156,17
791,R791,2847,342,9
792,R792,3184,259,21
793,R793,2591,45,14
794,R794,2399,6,33
795,R795,2987,77,12
796,R796,3337,260,11
797,R797,3249,159,20
798,R798,3094,330,9
799,R799,3017,45,9
800,R800,2932,282,8
801,R801,3373,12,13
802,R802,3145,330,8
803,R803,3438,171,6
804,R804,3230,106,21
805,R805,2964,315,15
806,R806,2726,30,19
807,R807,2884,37,12
808,R808,3231,73,14
809,R809,2465,169,10
810,R810,3001,157,19
811,R811,2985,180,1
812,R812,2886,28,14
813,R813,2545,357,20
814,R814,3463,328,16
815,R815,3280,225,12
816,R816,2902,68,8
817,R817,3039,158,11
818,R818,2896,14,15
819,R819,3369,219,6
820,R820,2914,190,15
821,R821,2612,59,7
822,R822,2935,108,13
823,R823,2306,26,24
824,R824,3192,338,16
825,R825,2949,355,41
826,R826,2918,345,11
827,R827,2365,326,14
828,R828,3012,10,11
829,R829,3317,82,13
830,R830,3265,256,17
831,R831,3001,295,7
832,R832,2937,323,17
833,R833,2668,40,11
834,R834,3164,31,11
835,R835,3154,69,28
836,R836,3258,0,6
837,R837,3044,248,11
838,R838,2826,152,18
839,R839,2738,58,8
840,R840,2960,143,9
841,R841,3007,170,11
842,R842,2831,67,16
843,R843,2876,326,10
844,R844,2934,305,22
845,R845,3210,28,9
846,R846,2801,115,18
847,R847,3029,69,12
848,R848,3158,53,7
849,R849,3275,174,7
850,R850,2836,23,10
851,R851,3027,167,13
852,R852,3153,69,12
853,R853,3250,70,9
854,R854,2926,265,10
855,R855,2977,164,21
856,R856,3141,241,14
857,R857,2824,94,24
858,R858,2873,339,11
859,R859,2869,11,19
860,R860,3172,41,16
861,R861,3009,262,32
862,R862,3150,356,14
863,R863,2867,79,29
864,R864,2139,346,14
865,R865,3269,212,21
866,R866,2926,85,3
867,R867,3411,88,15
868,R868,3046,112,27
869,R869,3003,243,17
870,R870,3130,146,25
871,R871,3076,301,1
872,R872,2948,40,14
873,R873,3008,245,16
874,R874,2604,53,12
875,R875,2987,67,26
876,R876,2885,155,14
877,R877,2669,44,13
878,R878,3251,22,11
879,R879,3044,197,18
880,R880,3229,90,12
881,R881,3119,6,7
882,R882,3378,262,7
883,R883,3297,153,14
884,R884,2883,20,5
885,R885,2795,156,25
886,R886,2849,81,13
887,R887,2554,61,11
888,R888,2960,101,5
889,R889,3124,310,8
890,R890,2959,194,10
891,R891,3062,293,4
892,R892,2860,110,10
893,R893,3159,73,15
894,R894,2752,32,9
895,R895,2962,351,9
896,R896,3146,111,16
897,R897,2875,28,11
898,R898,3337,75,10
899,R899,2648,103,3
900,R900,3086,326,5
901,R901,2944,162,9
902,R902,2365,70,16
903,R903,3219,302,16
904,R904,3053,58,19
905,R905,2914,138,11
906,R906,3149,165,11
907,R907,2861,216,14
908,R908,2903,72,2
909,R909,2794,23,10
910,R910,3100,80,8
911,R911,3455,63,15
912,R912,3202,72,5
913,R913,2864,264,19
914,R914,3194,169,8
915,R915,3003,242,28
916,R916,3056,29,21
917,R917,3248,63,4
918,R918,3247,198,5
919,R919,2949,209,18
920,R920,3230,25,13
921,R921,3335,327,20
922,R922,3169,138,12
923,R923,3216,94,12
924,R924,3130,14,4
925,R925,2795,84,10
926,R926,2629,104,14
927,R927,2591,52,8
928,R928,2928,347,22
929,R929,3149,18,2
930,R930,2734,225,35
931,R931,3163,311,15
932,R932,3121,137,9
933,R933,2951,91,20
934,R934,2690,49,20
935,R935,2795,305,29
936,R936,3136,120,16
937,R937,3060,45,11
938,R938,2863,355,17
939,R939,2979,331,21
940,R940,2893,25,21
941,R941,2678,86,20
942,R942,3245,40,4
943,R943,2830,115,11
944,R944,3228,165,11
945,R945,2845,358,7
946,R946,2883,117,16
947,R947,3209,222,21
948,R948,3077,38,32
949,R949,3276,190,23
950,R950,3112,293,9
951,R951,1973,322,42
952,R952,2912,203,26
953,R953,2836,91,29
954,R954,3205,326,10
955,R955,2759,335,11
956,R956,2973,260,7
957,R957,2354,329,31
958,R958,3252,67,50
959,R959,3074,272,26
960,R960,3242,16,14
961,R961,2954,99,3
962,R962,3416,264,10
963,R963,2615,44,16
964,R964,2890,77,28
965,R965,3109,293,9
966,R966,3216,150,18
967,R967,2999,315,37
968,R968,2704,357,4
969,R969,2899,117,6
970,R970,2955,30,15
971,R971,2934,141,12
972,R972,2792,59,11
973,R973,3273,335,30
974,R974,2955,32,15
975,R975,3082,263,11
976,R976,3027,158,18
977,R977,2221,69,31
978,R978,2746,56,7
979,R979,3256,282,21
980,R980,3044,172,13
981,R981,2975,53,7
982,R982,2869,34,12
983,R983,2904,184,30
984,R984,2704,109,11
985,R985,3648,313,12
986,R986,2502,38,21
987,R987,2128,63,38
988,R988,2316,42,15
989,R989,3144,95,20
990,R990,2998,122,23
991,R991,3046,318,13
992,R992,3265,219,25
993,R993,2831,292,19
994,R994,2823,72,22
995,R995,3206,269,12
996,R996,3042,119,17
997,R997,3428,90,6
998,R998,3399,73,13
999,R999,3128,308,8
1000,R1000,3187,77,24
